@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,6,17-22'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11111,1.007206,8.117502,0.174774,1.3535,1.42634,1.264298,0.716703,G9
11111,0.834694,10.38061,2.643448,3.620363,3.733576,3.596873,3.082603,G9
11111,0.855786,10.620007,1.201961,2.173338,2.24887,2.102067,1.629633,G9
11111,0.914123,10.668647,2.046345,3.02333,3.11719,2.989051,2.509864,G9
11111,0.938263,10.380974,0.94206,1.976813,2.054365,1.908625,1.422884,G9
11111,0.866689,10.107798,0.804654,1.861524,1.935582,1.788355,1.304214,G9
11111,0.844801,10.786802,1.646035,2.616194,2.687683,2.565133,2.094741,G9
11111,0.877421,10.873189,2.231783,3.205586,3.278655,3.15305,2.690497,G9
11111,0.827236,10.106714,2.234489,3.250804,3.323889,3.207144,2.70403,G9
11111,0.825258,8.679494,0.93039,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.697043,38.291283,0,2.349562,1.908255,0,0,G0
1101,0.355125,18.480722,0,2.240088,2.364843,0,2.016806,G0
1101,0.061216,19.38308,0,2.657343,2.737217,0,2.284793,G0
1101,0.555953,20.122631,0,2.406829,2.494489,0,2.130704,G0
1101,0.52277,16.8874,0,2.285837,2.415777,0,2.001437,G0
1101,0.292447,17.594244,0,2.730561,2.78545,0,2.22594,G0
1101,0.213229,17.135557,0,2.572453,2.604391,0,2.034541,G0
1101,0.544974,24.73082,0,2.203571,2.306246,0,1.868377,G0
1101,0.659414,24.597374,0,2.843352,2.94442,0,2.477288,G0
1101,0.45662,23.893164,0,3.064668,3.083386,0,2.527724,G0
1000,0,0,0,0,0,0,0,G2
1000,-0.423096,1,0,3.54445,0,0,0,G2
1000,0.81831,13.236033,0,4.154349,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.144776,31.299549,0,4.468385,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.572159,1,0,3.363097,0,0,0,G2
1000,-0.433531,1,0,3.076559,0,0,0,G2
1000,-0.089519,1,0,3.986492,0,0,0,G2
1,0.258719,1,0,0,0,0,3.011063,G3
1,0.242,1,0,0,0,0,2.523862,G3
1,0.098345,1,0,0,0,0,2.215978,G3
1,0.004216,1,0,0,0,0,2.314746,G3
1,0.38494,1,0,0,0,0,2.107048,G3
1,0.549606,1,0,0,0,0,2.113102,G3
1,0.19082,1,0,0,0,0,2.365075,G3
1,-0.10305,1,0,0,0,0,2.237571,G3
1,0.435361,1,0,0,0,0,2.388552,G3
1,0.591228,1,0,0,0,0,2.27134,G3
11000,-0.412135,65.318405,1.017553,1.572294,0,0,0,G4
11000,0.03018,65.491806,2.798666,3.001924,0,0,0,G4
11000,-0.259703,65.689003,1.939546,2.33671,0,0,0,G4
11000,-0.219504,65.159004,1.390816,1.816872,0,0,0,G4
11000,0.053486,65.979103,1.934932,2.32773,0,0,0,G4
11000,-0.247856,66.501663,1.840978,2.299439,0,0,0,G4
11000,-0.551376,64.783302,1.265163,1.830652,0,0,0,G4
11000,-0.395145,64.950844,1.290655,1.767246,0,0,0,G4
11000,0.214681,16.796658,1.890787,2.878506,0,0,0,G4
11000,0.042194,18.161686,0.902407,1.952695,0,0,0,G4
1100,0.041601,31.326227,0,1.722713,1.743388,0,0,G5
1100,0.078482,31.055428,0,2.581657,2.568621,0,0,G5
1100,0.294631,30.137165,0,2.401241,2.390135,0,0,G5
1100,0.21038,13.325322,0,2.666439,2.873758,0,0,G5
1100,0.427865,31.824545,0,2.087623,2.074523,0,0,G5
1100,0.006204,31.048302,0,1.664791,1.694406,0,0,G5
1100,-0.143872,31.270361,0,1.163773,1.240452,0,0,G5
1100,0.101422,28.455935,0,2.72335,2.793973,0,0,G5
1100,0.569412,29.550285,0,2.107367,2.17444,0,0,G5
1100,0.213745,30.557974,0,2.062761,2.096606,0,0,G5
1110,0.224582,16.533199,0,1.42763,1.500206,1.310854,0,G6
1110,0.13325,16.692812,0,1.789716,1.981838,1.819964,0,G6
1110,0.241294,16.806068,0,2.521985,2.642686,2.498379,0,G6
1110,0.11027,18.324083,0,2.382643,2.455272,2.334549,0,G6
1110,0.106367,18.348501,0,1.008187,1.130134,0.958816,0,G6
1110,0.621728,20.432085,0,1.95213,2.084084,1.89303,0,G6
1110,0.52339,20.292376,0,2.326217,2.407833,2.255274,0,G6
1110,0.442841,19.460609,0,2.535329,2.560258,2.461431,0,G6
1110,0.556809,10.994694,0,1.5337,1.739976,1.626955,0,G6
1110,0.5139,18.556179,0,2.560162,2.637288,2.472481,0,G6
10001,0.730335,35.495674,2.33742,0,0,0,2.310038,G7
10001,-0.055232,35.866348,2.436615,0,0,0,2.604583,G7
10001,-0.074309,75.422852,3.351578,0,0,0,3.480368,G7
10001,0.459548,74.180641,3.344792,0,0,0,3.467479,G7
10001,0.156306,74.219231,2.615469,0,0,0,2.866975,G7
10001,-0.011124,74.716354,2.716789,0,0,0,2.521095,G7
10001,0.05508,36.625576,2.669241,0,0,0,2.89088,G7
10001,0.818824,37.01638,4.139066,0,0,0,4.098808,G7
10001,0.268694,36.231289,1.855858,0,0,0,2.0816,G7
10001,0.520851,35.962658,1.419323,0,0,0,1.599136,G7
11001,0.443635,27.756029,2.297894,3.040519,0,0,2.391638,G8
11001,0.09077,29.875498,2.767782,3.386368,0,0,2.886837,G8
11001,0.468985,29.024912,3.041061,3.743832,0,0,3.167696,G8
11001,-0.164005,29.770184,1.562639,2.200986,0,0,1.705628,G8
11001,0.428036,29.067978,2.51206,3.173045,0,0,2.632283,G8
11001,0.147076,28.48715,1.703199,2.401416,0,0,1.8465,G8
11001,0.576803,27.552652,2.351192,3.00123,0,0,2.314212,G8
11001,0.1909,27.772738,1.76306,2.411579,0,0,1.767465,G8
11001,0.145891,27.101961,1.480163,2.09858,0,0,1.427324,G8
11001,0.510261,27.459078,2.486948,3.148965,0,0,2.430719,G8
11111,1.06497,10.199184,1.531672,2.938179,3.045091,2.854487,2.317141,G9
11111,0.895018,9.973606,1.770014,3.10205,3.145814,3.048479,2.49278,G9
11111,0.595696,9.548086,1.445141,2.907748,2.977066,2.853224,2.296777,G9
11111,1.069266,9.867544,1.942096,3.283924,3.386206,3.264339,2.709708,G9
11111,0.8561,10.096302,1.415563,2.807372,2.90635,2.784966,2.266575,G9
11111,0.490497,11.216157,1.555959,2.820379,2.936428,2.803511,2.31036,G9
11111,1.025218,10.16984,1.458093,2.742716,2.790142,2.615518,2.059442,G9
11111,0.925737,10.423194,2.197734,3.603471,3.67582,3.569702,3.069453,G9
11111,0.775444,10.940663,1.803062,3.105814,3.222828,3.057915,2.57627,G9
11111,1.016059,9.712573,1.985048,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,-0.008628,21.734158,0,3.317573,3.466743,0,0,G0
1101,0.509244,19.993917,0,3.034431,3.204088,0,2.730621,G0
1101,0.594434,19.555384,0,2.649997,2.859435,0,2.402386,G0
1101,0.44082,19.365208,0,3.344195,3.560318,0,3.06944,G0
1101,0.351001,20.266689,0,3.137235,3.309568,0,2.836774,G0
1101,0.321227,19.79883,0,2.215873,2.393359,0,1.923379,G0
1101,0.324205,20.033066,0,2.109945,2.257071,0,1.779151,G0
1101,0.545601,19.965027,0,1.378094,1.579032,0,1.073251,G0
1101,0.559776,19.920025,0,2.401174,2.660591,0,2.152958,G0
1101,0.567607,19.343338,0,3.125719,3.334086,0,2.829475,G0
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.248304,1,0,1.552487,0,0,0,G2
1000,-0.362474,1,0,0.596845,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.351167,1,0,1.209536,0,0,0,G2
1000,-0.078576,28.548655,0,2.230498,0,0,0,G2
1000,-0.133472,1,0,1.780096,0,0,0,G2
1000,-0.251653,1,0,2.182993,0,0,0,G2
1,0.190275,1,0,0,0,0,1.181902,G3
1,0.187176,1,0,0,0,0,2.145167,G3
1,0.325798,34.765259,0,0,0,0,1.044843,G3
1,0.436097,34.224747,0,0,0,0,0.822553,G3
1,0.1556,1,0,0,0,0,0.75342,G3
1,0.222859,1,0,0,0,0,0.781298,G3
1,0.309264,1,0,0,0,0,1.29269,G3
1,0.511787,36.180531,0,0,0,0,1.63418,G3
1,0.472732,36.066982,0,0,0,0,0.116966,G3
1,0.25354,1,0,0,0,0,1.877574,G3
11000,-0.000021,16.175514,0.498381,1.296927,0,0,0,G4
11000,-0.102365,60.70116,2.101819,2.519146,0,0,0,G4
11000,0.120058,17.382874,1.872597,2.75031,0,0,0,G4
11000,-0.286956,54.685745,1.845348,2.395666,0,0,0,G4
11000,-0.310827,53.386639,2.369941,2.815108,0,0,0,G4
11000,-0.230822,51.185894,1.05186,1.393766,0,0,0,G4
11000,-0.228206,51.708252,0.906013,1.300148,0,0,0,G4
11000,-0.186455,51.193108,0.767631,1.216594,0,0,0,G4
11000,-0.296336,44.698925,0.766812,1.197391,0,0,0,G4
11000,0.03582,16.62011,0.60677,1.29919,0,0,0,G4
1100,0.139558,25.002468,0,2.917798,2.986548,0,0,G5
1100,0.147804,23.565407,0,2.564327,2.595356,0,0,G5
1100,0.222824,23.554926,0,2.607363,2.719604,0,0,G5
1100,0.347617,15.145056,0,2.374996,1.520247,0,0,G5
1100,0.102128,24.546116,0,1.645936,1.674201,0,0,G5
1100,-0.028735,25.215828,0,1.848886,1.848292,0,0,G5
1100,-0.027244,24.850992,0,2.282359,2.322742,0,0,G5
1100,-0.057109,25.214664,0,2.681327,2.705819,0,0,G5
1100,0.043641,24.994553,0,3.145288,3.202811,0,0,G5
1100,0.054236,25.369968,0,3.077394,3.100928,0,0,G5
1110,0.389652,18.557529,0,0.123366,0.199118,0.123678,0,G6
1110,0.350061,18.255926,0,1.781773,1.965673,1.707701,0,G6
1110,0.478049,19.867907,0,1.682904,1.892295,1.599661,0,G6
1110,0.492278,19.679625,0,2.002395,2.206771,1.941365,0,G6
1110,0.141816,19.505756,0,1.763762,1.941874,1.681604,0,G6
1110,0.147993,19.208815,0,1.813359,1.992829,1.736571,0,G6
1110,0.180721,19.328939,0,2.001664,2.19402,1.922534,0,G6
1110,0.414376,19.36241,0,2.492057,2.664763,2.43194,0,G6
1110,0.364131,19.149912,0,1.44268,1.671507,1.365915,0,G6
1110,0.470769,18.686802,0,0.267812,0.550751,0.184963,0,G6
10001,1.317109,41.65036,0.400902,0,0,0,0.384534,G7
10001,1.153869,82.720444,0.087632,0,0,0,0.493516,G7
10001,1.214387,81.116119,0.418244,0,0,0,0.694488,G7
10001,1.065491,80.926994,0.784499,0,0,0,1.143306,G7
10001,0.879429,80.907379,1.013742,0,0,0,1.247574,G7
10001,1.01482,41.784081,0.23357,0,0,0,0.106801,G7
10001,1.369463,82.205833,0.298597,0,0,0,0.232696,G7
10001,1.432197,81.500969,0.30107,0,0,0,0.037135,G7
10001,1.249366,41.573215,0.658959,0,0,0,0.612904,G7
10001,1.081735,40.703354,0.632291,0,0,0,0.775925,G7
11001,0.545486,28.566439,2.184069,3.204638,0,0,2.588875,G8
11001,0.99161,28.018316,1.072995,2.305337,0,0,1.558511,G8
11001,1.115991,28.954542,1.01373,2.158606,0,0,1.375083,G8
11001,0.982328,27.851723,1.439148,2.635837,0,0,1.837766,G8
11001,0.803399,28.691843,2.265675,3.376349,0,0,2.591346,G8
11001,1.208049,28.550556,1.743786,2.905275,0,0,2.092289,G8
11001,1.180364,28.659933,2.031006,3.16208,0,0,2.312677,G8
11001,1.076684,28.599651,1.10119,2.230921,0,0,1.542498,G8
11001,0.999644,28.649254,0.55934,1.665813,0,0,0.958638,G8
11001,0.707696,28.403507,1.370372,2.453095,0,0,1.781299,G8
11111,1.027946,9.350569,1.492289,2.757621,2.938242,2.803932,2.219361,G9
11111,0.892321,9.392378,0.966312,2.303982,2.440433,2.29634,1.776484,G9
11111,0.872778,10.128499,1.330727,2.548765,2.698264,2.565171,2.085964,G9
11111,-0.985285,1,1.419443,0,0,0,0,G9
11111,0.988456,8.479247,0.935492,2.306974,2.492724,2.341148,1.723,G9
11111,0.866844,9.791775,1.269589,2.469249,2.63335,2.481777,1.916036,G9
11111,0.99683,9.295431,1.179058,2.455916,2.642896,2.49847,1.939686,G9
11111,0.891538,9.519137,2.384876,3.636585,3.818588,3.671304,3.11106,G9
11111,1.019123,9.536864,2.35301,3.58542,3.74994,3.623787,3.021146,G9
11111,1.063152,9.057203,2.334261,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.886732,53.716637,0,4.061127,3.809917,0,0,G0
1101,0.547338,24.80554,0,2.61128,2.639111,0,2.249943,G0
1101,0.351789,25.275877,0,1.757697,1.861239,0,1.610192,G0
1101,0.546105,34.194141,0,2.439428,2.132315,0,0,G0
1101,0.874791,51.504112,0,2.773369,2.471603,0,0,G0
1101,0.72639,21.811625,0,2.318356,2.752664,0,2.156658,G0
1101,0.537521,35.102348,0,2.323808,1.958569,0,0,G0
1101,0.671723,21.862902,0,2.402087,2.710219,0,2.109083,G0
1101,0.73589,22.217758,0,2.360192,2.570628,0,2.039878,G0
1101,0.455441,22.614595,0,2.18524,2.417647,0,1.897843,G0
1000,-0.395436,1,0,0.968599,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.266284,1,0,0.80651,0,0,0,G2
1000,-0.467012,1,0,0.966789,0,0,0,G2
1000,-0.568667,1,0,0.979964,0,0,0,G2
1000,-0.449082,1,0,0.582813,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,-0.292297,1,0,0.515428,0,0,0,G2
1000,-0.468907,1,0,0.837519,0,0,0,G2
1,0.439831,16.691147,0,0,0,0,1.232904,G3
1,0.448974,24.849894,0,0,0,0,0.805818,G3
1,0,0,0,0,0,0,0,G3
1,0.350008,45.526752,0,0,0,0,0.709125,G3
1,0.473491,44.197433,0,0,0,0,0.933915,G3
1,0.117314,1,0,0,0,0,1.08117,G3
1,0.036763,1,0,0,0,0,1.330263,G3
1,0.189415,17.939102,0,0,0,0,0.803571,G3
1,0.369277,17.850607,0,0,0,0,0.694153,G3
1,0.465191,15.450723,0,0,0,0,0.818085,G3
11000,-0.228333,57.733547,1.260336,1.714143,0,0,0,G4
11000,0.188088,16.182154,1.549639,2.399213,0,0,0,G4
11000,-0.181789,58.437904,1.74298,2.195871,0,0,0,G4
11000,-0.336539,59.786705,1.978431,2.306665,0,0,0,G4
11000,-0.375696,58.666309,2.043352,2.36277,0,0,0,G4
11000,-0.30021,57.534866,1.699464,1.996894,0,0,0,G4
11000,-0.217853,58.0098,1.64371,1.970028,0,0,0,G4
11000,-0.25502,57.87122,1.55097,1.905056,0,0,0,G4
11000,0.12973,15.781429,1.166019,2.199822,0,0,0,G4
11000,0.112282,16.716682,1.243752,2.408094,0,0,0,G4
1100,-0.063756,26.799511,0,1.596664,1.719043,0,0,G5
1100,0.19679,26.523029,0,1.590844,1.679568,0,0,G5
1100,0.059605,26.755264,0,1.436605,1.602602,0,0,G5
1100,0.042598,26.244251,0,1.470707,1.611276,0,0,G5
1100,-0.126182,26.312979,0,1.808861,1.909074,0,0,G5
1100,-0.051169,26.717085,0,1.62083,1.713301,0,0,G5
1100,0.168148,26.890064,0,1.543796,1.610795,0,0,G5
1100,0.135939,26.496378,0,1.584843,1.66416,0,0,G5
1100,0.143817,26.524305,0,1.705528,1.77677,0,0,G5
1100,-0.004519,26.826714,0,1.452613,1.581132,0,0,G5
1110,0.352671,18.025486,0,1.346322,1.450669,1.281818,0,G6
1110,0.217343,17.637281,0,1.411299,1.497299,1.346642,0,G6
1110,0.277276,18.207529,0,1.343008,1.436411,1.282059,0,G6
1110,0.315888,18.219372,0,1.474261,1.575881,1.411345,0,G6
1110,0.373073,17.69631,0,1.613016,1.751137,1.559753,0,G6
1110,0.34865,17.821014,0,1.574352,1.698875,1.507171,0,G6
1110,0.178631,17.335661,0,1.350408,1.455152,1.274632,0,G6
1110,0.194414,17.592731,0,1.349744,1.447757,1.26137,0,G6
1110,0.374784,17.603882,0,1.560532,1.707485,1.516865,0,G6
1110,0.331614,17.810316,0,1.458613,1.580609,1.412423,0,G6
10001,1.210704,39.861755,3.562905,0,0,0,3.681969,G7
10001,1.430695,82.571655,3.202497,0,0,0,2.946744,G7
10001,1.418604,82.437241,3.203683,0,0,0,2.998811,G7
10001,1.433596,82.739212,3.426316,0,0,0,3.292067,G7
10001,1.528859,80.042664,3.735155,0,0,0,3.810102,G7
10001,1.484964,78.914314,3.544746,0,0,0,3.469804,G7
10001,1.29005,78.811905,3.313067,0,0,0,3.25412,G7
10001,1.387429,40.46273,3.313694,0,0,0,3.200303,G7
10001,1.302124,39.887405,3.493379,0,0,0,3.626636,G7
10001,1.287866,79.482819,3.873001,0,0,0,3.748755,G7
11001,1.13941,26.204308,5.048294,6.283594,0,0,5.479455,G8
11001,1.244691,24.79183,3.260478,4.651743,0,0,3.63243,G8
11001,1.38209,24.118744,3.302397,4.642641,0,0,3.629433,G8
11001,1.287421,25.001337,3.768217,5.036147,0,0,4.089,G8
11001,1.18762,25.581793,4.181109,5.490388,0,0,4.574145,G8
11001,0.568574,28.661814,3.636021,4.662253,0,0,3.982023,G8
11001,0.143787,47.382343,3.023587,2.907346,0,0,0,G8
11001,0.362933,48.159908,3.086752,2.967525,0,0,0,G8
11001,0.717445,47.962708,2.742208,2.827115,0,0,0,G8
11001,0.756468,29.155731,3.540725,4.522438,0,0,3.792587,G8
11111,0.930666,9.527705,2.671059,3.7999,4.004097,3.830438,3.310155,G9
11111,0.984521,8.633718,1.599653,2.945883,3.105919,2.964248,2.414811,G9
11111,0.96534,8.977702,1.63007,2.928238,3.065292,2.930815,2.390457,G9
11111,1.020055,8.315694,1.677662,2.96248,3.114193,2.960878,2.410872,G9
11111,0.606628,15.491269,2.044147,2.266222,2.218778,1.928026,0,G9
11111,0.964729,9.337612,1.668764,2.855092,3.101118,2.989568,2.504358,G9
11111,0.968442,9.314081,1.695457,2.822205,3.036373,2.87299,2.335129,G9
11111,0.984573,9.637558,2.132339,3.24059,3.40203,3.290971,2.755993,G9
11111,1.063021,9.212627,2.160825,3.349482,3.481277,3.36743,2.849082,G9
11111,0.893148,15.011228,2.946394,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,-0.123649,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.560978,36.431053,0,2.45482,1.98976,0,0,G0
1101,0.700698,23.114275,0,2.955438,3.20416,0,2.461845,G0
1101,0.649385,23.020868,0,2.801632,3.055864,0,2.419631,G0
1101,0.754909,24.162859,0,2.333329,2.502074,0,1.850251,G0
1101,0.983468,19.540651,0,2.638902,2.988656,0,1.91733,G0
1101,0.766188,24.14156,0,2.643347,2.865042,0,2.254971,G0
1101,0.677561,24.249035,0,2.374538,2.610252,0,2.013928,G0
1101,0.782363,24.816206,0,1.824735,1.993155,0,1.356946,G0
1101,0.935835,26.016773,0,2.153897,2.36433,0,1.800614,G0
1101,1.042902,21.662022,0,1.571898,1.970152,0,0.978485,G0
1000,0.082901,1,0,1.69646,0,0,0,G2
1000,0.06255,15.263703,0,1.715708,0,0,0,G2
1000,-0.146893,1,0,0.30225,0,0,0,G2
1000,-0.116136,1,0,0.151552,0,0,0,G2
1000,0.079941,15.096219,0,1.680633,0,0,0,G2
1000,-0.099074,1,0,1.502655,0,0,0,G2
1000,-0.077608,1,0,0.637073,0,0,0,G2
1000,-0.044573,1,0,0.317264,0,0,0,G2
1000,-0.15065,1,0,1.694519,0,0,0,G2
1000,-0.132626,1,0,2.09155,0,0,0,G2
1,0.011443,1,0,0,0,0,0.800919,G3
1,0,0,0,0,0,0,0,G3
1,0.232822,1,0,0,0,0,1.600479,G3
1,0.254014,1,0,0,0,0,1.842102,G3
1,0.161145,1,0,0,0,0,0.656465,G3
1,0.139832,1,0,0,0,0,0.70586,G3
1,0.348557,39.014492,0,0,0,0,0.581028,G3
1,0.232993,18.054581,0,0,0,0,0.673573,G3
1,0.292268,1,0,0,0,0,1.073971,G3
1,0.031611,1,0,0,0,0,0.883256,G3
11000,0.000218,64.775955,1.155483,1.785772,0,0,0,G4
11000,-0.062194,72.325745,0.674921,1.280858,0,0,0,G4
11000,0.027395,70.673332,0.358706,1.004498,0,0,0,G4
11000,-0.107223,64.577225,1.455882,2.042272,0,0,0,G4
11000,-0.03914,66.82843,0.448366,1.401508,0,0,0,G4
11000,0.308168,16.852362,2.720075,4.029541,0,0,0,G4
11000,0.099385,65.615578,0.131814,0.457432,0,0,0,G4
11000,-0.137127,64.435852,1.55987,2.075738,0,0,0,G4
11000,0.278909,16.912418,2.513832,3.696465,0,0,0,G4
11000,0.152046,64.698387,0.535324,1.144982,0,0,0,G4
1100,0.253866,36.208942,0,1.731614,1.816245,0,0,G5
1100,0.207207,36.89492,0,1.833311,1.860711,0,0,G5
1100,0.131845,36.415234,0,1.770075,1.858965,0,0,G5
1100,0.417831,16.216082,0,1.988634,2.338717,0,0,G5
1100,0.465765,36.463387,0,1.523215,1.798915,0,0,G5
1100,0.36592,37.810131,0,1.795211,1.909549,0,0,G5
1100,0.254988,36.321648,0,1.687938,1.780497,0,0,G5
1100,0.494482,24.371956,0,2.304122,1.248664,0,0,G5
1100,0.670536,27.792711,0,2.174861,1.158152,0,0,G5
1100,0.451246,14.700775,0,2.023714,2.532689,0,0,G5
1110,0.620535,17.659349,0,1.739427,1.96919,1.589761,0,G6
1110,0.340796,19.670391,0,2.00701,2.135509,1.936107,0,G6
1110,0.460172,19.213182,0,1.846438,1.994321,1.801929,0,G6
1110,0.335342,18.47349,0,1.761239,1.921056,1.771123,0,G6
1110,0.390321,17.66643,0,1.691333,1.827847,1.54008,0,G6
1110,0.513536,17.778664,0,1.59316,1.756764,1.494779,0,G6
1110,0.466713,18.257576,0,1.798133,1.906356,1.705583,0,G6
1110,0.367528,18.060453,0,1.596241,1.751175,1.551385,0,G6
1110,0.423515,18.270853,0,1.664776,1.795738,1.508183,0,G6
1110,0.610478,18.136511,0,1.413531,1.590309,1.243001,0,G6
10001,1.036433,32.165939,2.244642,0,0,0,1.999654,G7
10001,1.194456,72.363976,1.65417,0,0,0,1.705775,G7
10001,1.227138,72.157265,1.851077,0,0,0,1.717888,G7
10001,1.452045,37.974739,1.802288,0,0,0,1.520037,G7
10001,0.955925,34.760662,2.035718,0,0,0,1.917698,G7
10001,0.826892,31.771627,2.024161,0,0,0,1.806338,G7
10001,0.862414,62.205849,1.486085,0,0,0,1.37007,G7
10001,0.779082,63.946724,2.209105,0,0,0,2.017808,G7
10001,0.614866,61.445362,2.518244,0,0,0,2.422347,G7
10001,0.746833,32.17403,1.610447,0,0,0,1.390132,G7
11001,0.642406,22.847958,1.656034,2.646246,0,0,1.849942,G8
11001,0.691796,23.77964,3.707415,4.854231,0,0,4.078568,G8
11001,0.851184,23.986782,4.741362,5.807872,0,0,4.858295,G8
11001,0.620343,24.346552,3.299943,4.383067,0,0,3.523525,G8
11001,0.529633,25.855455,2.459407,3.381474,0,0,2.580142,G8
11001,0.626107,25.085857,2.134292,3.098134,0,0,2.294698,G8
11001,0.793669,24.079029,2.327548,3.361227,0,0,2.561757,G8
11001,0.799647,24.72452,3.156363,4.202931,0,0,3.434555,G8
11001,0.815534,24.11879,3.921999,4.994956,0,0,4.152629,G8
11001,0.457876,38.858223,3.030581,2.496996,0,0,0,G8
11111,1.016714,7.614478,2.368447,3.674808,3.784061,3.378028,2.918843,G9
11111,0.940934,8.807951,2.516562,3.632619,3.795228,3.502339,2.980148,G9
11111,0.820475,8.681292,2.883016,3.984668,4.100236,3.837862,3.340853,G9
11111,1.013903,6.667328,1.934019,3.256173,3.430293,3.099514,2.536885,G9
11111,1.098606,8.828945,1.863873,2.991236,3.110813,2.795954,2.336367,G9
11111,0.951457,9.387129,2.524503,3.690811,3.834839,3.600015,3.186671,G9
11111,0.676148,10.185197,2.832803,3.93583,4.084382,3.87824,3.450444,G9
11111,0.798898,8.834447,2.540183,3.668078,3.733304,3.421971,2.961751,G9
11111,1.13354,7.174205,1.379543,2.699836,2.79611,2.410121,1.910989,G9
11111,1.143635,8.426088,1.582164,2.794431,2.91388,2.562673,2.113498,G9
0,0.669171,35.591549,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0.566101,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.428427,24.088034,0,2.405219,2.532731,0,2.073618,G0
1101,0.600893,23.128529,0,4.254626,4.403193,0,3.902009,G0
1101,0.585449,23.32196,0,3.833688,4.036168,0,3.518292,G0
1101,0.347165,34.513943,0,3.035908,2.836219,0,0,G0
1101,0.412131,23.88064,0,2.308903,2.512621,0,2.108184,G0
1101,0.708656,24.340282,0,2.781374,2.961737,0,2.464311,G0
1101,0.767946,24.066637,0,3.706137,3.890916,0,3.405363,G0
1101,0.709577,35.845936,0,3.641117,3.349275,0,0,G0
1101,0.516266,35.715801,0,2.858732,2.617632,0,0,G0
1101,0.518959,24.617819,0,3.057457,3.187417,0,2.707933,G0
1000,1.912317,52.631523,0,13.289945,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.838413,1,0,2.809139,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.440294,1,0,1.59193,0,0,0,G2
1000,-0.301824,1,0,1.665841,0,0,0,G2
1000,-0.38944,1,0,1.021873,0,0,0,G2
1000,-0.344222,1,0,1.047104,0,0,0,G2
1000,-0.241185,1,0,1.983822,0,0,0,G2
1,-0.199055,1,0,0,0,0,2.097503,G3
1,0.074395,33.151272,0,0,0,0,2.353175,G3
1,0,0,0,0,0,0,0,G3
1,0.048779,1,0,0,0,0,2.980708,G3
