@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,4,18-22'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,0.013736,0.141816,1.941874,1.681604,0,0,G6
3,0.013928,0.147993,1.992829,1.736571,0,0,G6
3,0.013876,0.180721,2.19402,1.922534,0,0,G6
3,0.013807,0.414376,2.664763,2.43194,0,0,G6
3,0.01415,0.364131,1.671507,1.365915,0,0,G6
3,0.014919,0.470769,0.550751,0.184963,0,0,G6
3,0.011148,1.317109,0.384534,0.373431,0,0,G7
2,0.011434,1.153869,0.493516,0,0,0,G7
2,0.011219,1.214387,0.694488,0,0,0,G7
2,0.010902,1.065491,1.143306,0,0,0,G7
2,0.010432,0.879429,1.247574,0,0,0,G7
3,0.010954,1.01482,0.106801,0.179195,0,0,G7
2,0.011662,1.369463,0.232696,0,0,0,G7
2,0.011852,1.432197,0.037135,0,0,0,G7
3,0.011112,1.249366,0.612904,0.680129,0,0,G7
3,0.010802,1.081735,0.775925,0.788083,0,0,G7
3,0.009672,0.545486,3.204638,2.588875,0,0,G8
3,0.009761,0.99161,2.305337,1.558511,0,0,G8
3,0.009541,1.115991,2.158606,1.375083,0,0,G8
3,0.009822,0.982328,2.635837,1.837766,0,0,G8
3,0.009685,0.803399,3.376349,2.591346,0,0,G8
3,0.009611,1.208049,2.905275,2.092289,0,0,G8
3,0.009718,1.180364,3.16208,2.312677,0,0,G8
3,0.009771,1.076684,2.230921,1.542498,0,0,G8
3,0.009682,0.999644,1.665813,0.958638,0,0,G8
3,0.009763,0.707696,2.453095,1.781299,0,0,G8
5,0.008987,1.027946,2.757621,2.938242,2.803932,2.219361,G9
5,0.008941,0.892321,2.303982,2.440433,2.29634,1.776484,G9
5,0.008827,0.872778,2.548765,2.698264,2.565171,2.085964,G9
1,1,-0.985285,0,0,0,0,G9
5,0.008749,0.988456,2.306974,2.492724,2.341148,1.723,G9
5,0.008624,0.866844,2.469249,2.63335,2.481777,1.916036,G9
5,0.008786,0.99683,2.455916,2.642896,2.49847,1.939686,G9
5,0.008948,0.891538,3.636585,3.818588,3.671304,3.11106,G9
5,0.008825,1.019123,3.58542,3.74994,3.623787,3.021146,G9
5,0.008881,1.063152,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,0.013042,0.886732,3.809917,0,0,0,G0
3,0.011495,0.547338,2.639111,2.249943,0,0,G0
3,0.010895,0.351789,1.861239,1.610192,0,0,G0
2,0.016768,0.546105,2.132315,0,0,0,G0
2,0.012894,0.874791,2.471603,0,0,0,G0
3,0.012687,0.72639,2.752664,2.156658,0,0,G0
2,0.016537,0.537521,1.958569,0,0,0,G0
3,0.012489,0.671723,2.710219,2.109083,0,0,G0
3,0.012102,0.73589,2.570628,2.039878,0,0,G0
3,0.011832,0.455441,2.417647,1.897843,0,0,G0
1,1,-0.395436,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.266284,0,0,0,0,G2
1,1,-0.467012,0,0,0,0,G2
1,1,-0.568667,0,0,0,0,G2
1,1,-0.449082,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.292297,0,0,0,0,G2
1,1,-0.468907,0,0,0,0,G2
2,0.02319,0.439831,1.789255,0,0,0,G3
3,0.016277,0.448974,0.779619,1.341192,0,0,G3
0,0,0,0,0,0,0,G3
2,0.014628,0.350008,1.07211,0,0,0,G3
2,0.01504,0.473491,1.337974,0,0,0,G3
1,1,0.117314,0,0,0,0,G3
1,1,0.036763,0,0,0,0,G3
2,0.02276,0.189415,1.310912,0,0,0,G3
2,0.022718,0.369277,1.253729,0,0,0,G3
2,0.024239,0.465191,1.354273,0,0,0,G3
2,0.012037,-0.228333,1.714143,0,0,0,G4
3,0.018735,0.188088,2.399213,1.396729,0,0,G4
2,0.012,-0.181789,2.195871,0,0,0,G4
2,0.011555,-0.336539,2.306665,0,0,0,G4
2,0.011652,-0.375696,2.36277,0,0,0,G4
2,0.011781,-0.30021,1.996894,0,0,0,G4
2,0.011935,-0.217853,1.970028,0,0,0,G4
2,0.011958,-0.25502,1.905056,0,0,0,G4
3,0.018791,0.12973,2.199822,1.106381,0,0,G4
3,0.017666,0.112282,2.408094,1.332826,0,0,G4
2,0.019785,-0.063756,1.719043,0,0,0,G5
2,0.020119,0.19679,1.679568,0,0,0,G5
2,0.01997,0.059605,1.602602,0,0,0,G5
2,0.020287,0.042598,1.611276,0,0,0,G5
2,0.020168,-0.126182,1.909074,0,0,0,G5
2,0.019834,-0.051169,1.713301,0,0,0,G5
2,0.019846,0.168148,1.610795,0,0,0,G5
2,0.020116,0.135939,1.66416,0,0,0,G5
2,0.020067,0.143817,1.77677,0,0,0,G5
2,0.019847,-0.004519,1.581132,0,0,0,G5
3,0.014743,0.352671,1.450669,1.281818,0,0,G6
3,0.015098,0.217343,1.497299,1.346642,0,0,G6
3,0.014547,0.277276,1.436411,1.282059,0,0,G6
3,0.014449,0.315888,1.575881,1.411345,0,0,G6
3,0.014934,0.373073,1.751137,1.559753,0,0,G6
3,0.014813,0.34865,1.698875,1.507171,0,0,G6
3,0.015164,0.178631,1.455152,1.274632,0,0,G6
3,0.014885,0.194414,1.447757,1.26137,0,0,G6
3,0.015116,0.374784,1.707485,1.516865,0,0,G6
3,0.014977,0.331614,1.580609,1.412423,0,0,G6
3,0.010438,1.210704,3.681969,3.847264,0,0,G7
2,0.010795,1.430695,2.946744,0,0,0,G7
2,0.010652,1.418604,2.998811,0,0,0,G7
2,0.010717,1.433596,3.292067,0,0,0,G7
2,0.011471,1.528859,3.810102,0,0,0,G7
2,0.011236,1.484964,3.469804,0,0,0,G7
2,0.010897,1.29005,3.25412,0,0,0,G7
3,0.010884,1.387429,3.200303,3.226197,0,0,G7
3,0.010807,1.302124,3.626636,3.857832,0,0,G7
2,0.011076,1.287866,3.748755,0,0,0,G7
3,0.011049,1.13941,6.283594,5.479455,0,0,G8
3,0.0108,1.244691,4.651743,3.63243,0,0,G8
3,0.011102,1.38209,4.642641,3.629433,0,0,G8
3,0.011007,1.287421,5.036147,4.089,0,0,G8
3,0.010856,1.18762,5.490388,4.574145,0,0,G8
3,0.009815,0.568574,4.662253,3.982023,0,0,G8
2,0.012549,0.143787,2.907346,0,0,0,G8
2,0.012129,0.362933,2.967525,0,0,0,G8
2,0.01254,0.717445,2.827115,0,0,0,G8
3,0.00966,0.756468,4.522438,3.792587,0,0,G8
5,0.009456,0.930666,3.7999,4.004097,3.830438,3.310155,G9
5,0.009113,0.984521,2.945883,3.105919,2.964248,2.414811,G9
5,0.008982,0.96534,2.928238,3.065292,2.930815,2.390457,G9
5,0.009393,1.020055,2.96248,3.114193,2.960878,2.410872,G9
4,0.010939,0.606628,2.266222,2.218778,1.928026,0,G9
5,0.009364,0.964729,2.855092,3.101118,2.989568,2.504358,G9
5,0.009404,0.968442,2.822205,3.036373,2.87299,2.335129,G9
5,0.009125,0.984573,3.24059,3.40203,3.290971,2.755993,G9
5,0.009162,1.063021,3.349482,3.481277,3.36743,2.849082,G9
4,0.011123,0.893148,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,1,-0.123649,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,0.015583,0.560978,1.98976,0,0,0,G0
3,0.011402,0.700698,3.20416,2.461845,0,0,G0
3,0.011398,0.649385,3.055864,2.419631,0,0,G0
3,0.011594,0.754909,2.502074,1.850251,0,0,G0
4,0.013536,0.983468,2.988656,1.91733,2.369823,0,G0
3,0.011151,0.766188,2.865042,2.254971,0,0,G0
3,0.011191,0.677561,2.610252,2.013928,0,0,G0
3,0.011357,0.782363,1.993155,1.356946,0,0,G0
3,0.010831,0.935835,2.36433,1.800614,0,0,G0
3,0.013881,1.042902,1.970152,0.978485,0,0,G0
1,1,0.082901,0,0,0,0,G2
2,0.020163,0.06255,0.920387,0,0,0,G2
1,1,-0.146893,0,0,0,0,G2
1,1,-0.116136,0,0,0,0,G2
2,0.02079,0.079941,0.917084,0,0,0,G2
1,1,-0.099074,0,0,0,0,G2
1,1,-0.077608,0,0,0,0,G2
1,1,-0.044573,0,0,0,0,G2
1,1,-0.15065,0,0,0,0,G2
1,1,-0.132626,0,0,0,0,G2
1,1,0.011443,0,0,0,0,G3
0,0,0,0,0,0,0,G3
1,1,0.232822,0,0,0,0,G3
1,1,0.254014,0,0,0,0,G3
1,1,0.161145,0,0,0,0,G3
1,1,0.139832,0,0,0,0,G3
2,0.015459,0.348557,0.901687,0,0,0,G3
2,0.024163,0.232993,1.09813,0,0,0,G3
1,1,0.292268,0,0,0,0,G3
1,1,0.031611,0,0,0,0,G3
2,0.01132,0.000218,1.785772,0,0,0,G4
2,0.010736,-0.062194,1.280858,0,0,0,G4
2,0.011071,0.027395,1.004498,0,0,0,G4
2,0.0114,-0.107223,2.042272,0,0,0,G4
2,0.011556,-0.03914,1.401508,0,0,0,G4
3,0.017567,0.308168,4.029541,2.687808,0,0,G4
2,0.011834,0.099385,0.457432,0,0,0,G4
2,0.011023,-0.137127,2.075738,0,0,0,G4
3,0.017425,0.278909,3.696465,2.458309,0,0,G4
2,0.011751,0.152046,1.144982,0,0,0,G4
2,0.015008,0.253866,1.816245,0,0,0,G5
2,0.014457,0.207207,1.860711,0,0,0,G5
2,0.014868,0.131845,1.858965,0,0,0,G5
3,0.013079,0.417831,2.338717,1.173219,0,0,G5
2,0.015642,0.465765,1.798915,0,0,0,G5
2,0.014786,0.36592,1.909549,0,0,0,G5
2,0.01504,0.254988,1.780497,0,0,0,G5
3,0.02011,0.494482,1.248664,2.344054,0,0,G5
3,0.02342,0.670536,1.158152,2.723112,0,0,G5
3,0.015389,0.451246,2.532689,1.143299,0,0,G5
3,0.015161,0.620535,1.96919,1.589761,0,0,G6
3,0.013325,0.340796,2.135509,1.936107,0,0,G6
3,0.013629,0.460172,1.994321,1.801929,0,0,G6
3,0.014153,0.335342,1.921056,1.771123,0,0,G6
3,0.014974,0.390321,1.827847,1.54008,0,0,G6
3,0.014878,0.513536,1.756764,1.494779,0,0,G6
3,0.014263,0.466713,1.906356,1.705583,0,0,G6
3,0.01452,0.367528,1.751175,1.551385,0,0,G6
3,0.014403,0.423515,1.795738,1.508183,0,0,G6
3,0.015611,0.610478,1.590309,1.243001,0,0,G6
3,0.011984,1.036433,1.999654,2.011295,0,0,G7
2,0.011156,1.194456,1.705775,0,0,0,G7
2,0.010727,1.227138,1.717888,0,0,0,G7
3,0.011904,1.452045,1.520037,1.52356,0,0,G7
3,0.011072,0.955925,1.917698,2.06951,0,0,G7
3,0.011558,0.826892,1.806338,1.826169,0,0,G7
2,0.010878,0.862414,1.37007,0,0,0,G7
2,0.010501,0.779082,2.017808,0,0,0,G7
2,0.010635,0.614866,2.422347,0,0,0,G7
3,0.011445,0.746833,1.390132,1.455146,0,0,G7
3,0.012229,0.642406,2.646246,1.849942,0,0,G8
3,0.011917,0.691796,4.854231,4.078568,0,0,G8
3,0.011702,0.851184,5.807872,4.858295,0,0,G8
3,0.011597,0.620343,4.383067,3.523525,0,0,G8
3,0.010948,0.529633,3.381474,2.580142,0,0,G8
3,0.01127,0.626107,3.098134,2.294698,0,0,G8
3,0.011619,0.793669,3.361227,2.561757,0,0,G8
3,0.011397,0.799647,4.202931,3.434555,0,0,G8
3,0.011659,0.815534,4.994956,4.152629,0,0,G8
2,0.015045,0.457876,2.496996,0,0,0,G8
5,0.011028,1.016714,3.674808,3.784061,3.378028,2.918843,G9
5,0.009949,0.940934,3.632619,3.795228,3.502339,2.980148,G9
5,0.010189,0.820475,3.984668,4.100236,3.837862,3.340853,G9
5,0.011212,1.013903,3.256173,3.430293,3.099514,2.536885,G9
5,0.010182,1.098606,2.991236,3.110813,2.795954,2.336367,G9
5,0.009492,0.951457,3.690811,3.834839,3.600015,3.186671,G9
5,0.009211,0.676148,3.93583,4.084382,3.87824,3.450444,G9
5,0.010216,0.798898,3.668078,3.733304,3.421971,2.961751,G9
5,0.010888,1.13354,2.699836,2.79611,2.410121,1.910989,G9
5,0.010339,1.143635,2.794431,2.91388,2.562673,2.113498,G9
2,0.018991,0.669171,0.750697,0,0,0,G1
0,0,0,0,0,0,0,G1
1,1,0.566101,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.011154,0.428427,2.532731,2.073618,0,0,G0
3,0.01162,0.600893,4.403193,3.902009,0,0,G0
3,0.011376,0.585449,4.036168,3.518292,0,0,G0
2,0.016074,0.347165,2.836219,0,0,0,G0
3,0.011033,0.412131,2.512621,2.108184,0,0,G0
3,0.01112,0.708656,2.961737,2.464311,0,0,G0
3,0.011141,0.767946,3.890916,3.405363,0,0,G0
2,0.016025,0.709577,3.349275,0,0,0,G0
2,0.01572,0.516266,2.617632,0,0,0,G0
3,0.010908,0.518959,3.187417,2.707933,0,0,G0
2,0.036082,1.912317,2.371864,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,0.838413,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,0.440294,0,0,0,0,G2
1,1,-0.301824,0,0,0,0,G2
1,1,-0.38944,0,0,0,0,G2
1,1,-0.344222,0,0,0,0,G2
1,1,-0.241185,0,0,0,0,G2
1,1,-0.199055,0,0,0,0,G3
2,0.017628,0.074395,3.003875,0,0,0,G3
0,0,0,0,0,0,0,G3
1,1,0.048779,0,0,0,0,G3
1,1,0.195088,0,0,0,0,G3
1,1,0.049099,0,0,0,0,G3
1,1,0.060909,0,0,0,0,G3
1,1,0.002198,0,0,0,0,G3
1,1,-0.014611,0,0,0,0,G3
1,1,-0.172701,0,0,0,0,G3
3,0.027495,-0.072026,1.508702,0.348343,0,0,G4
2,0.012179,-0.35709,2.376202,0,0,0,G4
3,0.023979,-0.057814,2.246101,1.064484,0,0,G4
2,0.012371,-0.306567,1.775503,0,0,0,G4
2,0.011632,-0.456731,2.696558,0,0,0,G4
2,0.011963,-0.538603,1.894687,0,0,0,G4
2,0.012571,-0.49363,2.155454,0,0,0,G4
3,0.022713,0.315553,3.088927,1.600538,0,0,G4
2,0.012888,-0.274237,2.679899,0,0,0,G4
3,0.034152,-0.071735,2.952057,1.339858,0,0,G4
2,0.02039,0.344217,1.720098,0,0,0,G5
2,0.019394,0.00125,2.668509,0,0,0,G5
2,0.019014,-0.104991,2.511825,0,0,0,G5
2,0.019206,0.100275,2.788701,0,0,0,G5
2,0.019641,0.230157,2.140681,0,0,0,G5
2,0.020034,0.20059,2.446493,0,0,0,G5
2,0.018406,-0.008094,2.3425,0,0,0,G5
3,0.015375,0.279717,6.520558,0.567594,0,0,G5
2,0.019417,0.184218,1.740856,0,0,0,G5
2,0.019508,0.29544,1.631936,0,0,0,G5
4,0.02997,0.516782,5.318959,0.260904,4.736605,0,G6
3,0.015697,0.139307,3.086457,2.910534,0,0,G6
3,0.015816,0.094906,3.024344,2.858088,0,0,G6
3,0.015631,-0.129805,2.318944,2.147071,0,0,G6
4,0.052611,0.465319,6.921296,1.31241,6.485574,0,G6
3,0.016834,0.181402,2.124966,1.978572,0,0,G6
3,0.018884,0.274874,1.278009,1.057071,0,0,G6
3,0.016977,0.13395,2.509493,2.366792,0,0,G6
2,0.033821,0.005638,2.17878,0,0,0,G6
3,0.01103,0.317525,2.339657,2.051948,0,0,G6
3,0.013018,0.623048,1.927939,2.205177,0,0,G7
2,0.011292,0.627914,1.460773,0,0,0,G7
3,0.012412,0.587678,0.691008,0.807164,0,0,G7
2,0.011606,0.531465,2.012805,0,0,0,G7
2,0.011732,0.683781,1.698868,0,0,0,G7
3,0.011921,0.727063,1.130914,1.23091,0,0,G7
2,0.011871,0.559888,3.010971,0,0,0,G7
2,0.011567,0.408152,3.029893,0,0,0,G7
3,0.050177,1.685299,4.90577,13.095601,0,0,G7
3,0.046378,1.697408,2.00298,10.297478,0,0,G7
3,0.012986,0.496928,3.668756,3.193327,0,0,G8
3,0.011998,0.350388,4.192065,3.666392,0,0,G8
3,0.012695,0.26795,4.230053,3.700291,0,0,G8
3,0.012879,0.356405,3.812274,3.30469,0,0,G8
3,0.013162,0.538121,3.933349,3.398436,0,0,G8
3,0.012941,0.285648,3.81933,3.356642,0,0,G8
3,0.01283,0.095009,3.623254,3.169623,0,0,G8
3,0.012804,0.063922,3.670811,3.23271,0,0,G8
3,0.013011,0.273822,3.457265,2.981282,0,0,G8
3,0.013227,0.497472,2.646977,2.135363,0,0,G8
5,0.009618,1.037722,3.062286,3.213935,2.961429,2.355674,G9
5,0.00954,0.96735,3.675258,3.813145,3.565082,2.955591,G9
5,0.009611,0.972766,3.585953,3.756645,3.500747,2.903466,G9
5,0.009665,0.967241,2.868926,3.010063,2.74509,2.126699,G9
5,0.009683,1.00079,2.69657,2.829509,2.58122,1.969107,G9
5,0.009614,0.910479,3.015776,3.199347,2.939293,2.362875,G9
5,0.009669,0.776657,2.785489,2.923,2.66829,2.10814,G9
5,0.009657,0.79672,3.540558,3.681621,3.432266,2.912088,G9
5,0.009594,1.012155,3.673217,3.852635,3.631503,3.052096,G9
5,0.009706,1.080741,3.192233,3.353548,3.1159,2.488692,G9
