@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,5,6,17-21,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,1,-0.280551,0.586515,1,0,0,0,0,1.956282,G3
1,1,0.305531,0.478185,1,0,0,0,0,1.826247,G3
1,1,0.417575,0.360722,1,0,0,0,0,1.3172,G3
1,1,0.412537,0.407221,1,0,0,0,0,0.694113,G3
1,1,-0.067955,0.629562,1,0,0,0,0,1.303099,G3
1,1,0.042513,0.652679,1,0,0,0,0,1.860177,G3
1,1,0.380809,0.53114,1,0,0,0,0,1.907171,G3
2,11000,-0.909986,0.859095,58.086987,2.71989,2.226848,0,0,0,G4
2,11000,0.087269,1.282806,57.091476,1.772093,2.091455,0,0,0,G4
2,11000,-0.486802,1.160692,56.859406,1.95555,2.309088,0,0,0,G4
2,11000,-0.045499,1.05981,57.191746,1.699678,2.10137,0,0,0,G4
2,11000,0.10864,0.677994,55.289829,1.184319,1.629287,0,0,0,G4
2,11000,-0.06354,1.268584,57.419991,1.582806,1.988332,0,0,0,G4
2,11000,-0.314816,1.308857,55.999855,1.702291,1.993403,0,0,0,G4
2,11000,-0.289388,1.104593,57.919682,1.558091,1.887173,0,0,0,G4
2,11000,0.413275,1.065004,55.645729,1.504868,1.825598,0,0,0,G4
2,11000,-0.778183,0.934078,58.284771,1.610083,2.089965,0,0,0,G4
2,1100,0.168277,0.900112,31.363859,0,1.691089,1.696082,0,0,G5
2,1100,0.433333,0.901322,31.544939,0,1.457577,1.612026,0,0,G5
2,1100,-0.012718,0.709856,30.578329,0,1.881676,1.956828,0,0,G5
1,1100,0.181923,0.829421,1,0,1.601533,0,0,0,G5
2,1100,0.490639,0.932993,30.718582,0,1.421956,1.485219,0,0,G5
2,1100,0.315048,0.945703,31.152681,0,1.72959,1.79561,0,0,G5
2,1100,-0.059789,0.802615,30.603867,0,1.424375,1.55432,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
1,1100,0.287377,0.721637,1,0,1.161865,0,0,0,G5
1,1100,0.480632,0.638595,1,0,1.310807,0,0,0,G5
3,1110,0.081234,0.928371,21.632675,0,1.786001,1.935494,1.740907,0,G6
3,1110,0.42676,1.103648,21.888054,0,2.056832,2.233067,1.997889,0,G6
3,1110,0.172185,0.961613,21.601242,0,2.030972,2.168793,1.965827,0,G6
3,1110,0.608557,0.988794,21.487022,0,2.262521,2.436686,2.202429,0,G6
3,1110,0.46298,1.02717,21.360723,0,1.807229,2.018919,1.673655,0,G6
3,1110,0.092397,0.936006,21.818707,0,1.538464,1.681442,1.389185,0,G6
2,1110,0.192309,0.686904,46.536037,0,2.148839,2.028868,0,0,G6
3,1110,0.647684,0.855413,22.232635,0,2.223527,2.391707,2.120616,0,G6
3,1110,0.65487,0.941777,22.062029,0,1.824067,2.04029,1.663921,0,G6
3,1110,0.141944,0.963241,21.714144,0,1.608488,1.785106,1.438898,0,G6
2,10001,0.840307,0.687236,72.915581,2.843188,0,0,0,3.133171,G7
2,10001,0.516876,1.055557,71.795464,2.092726,0,0,0,2.594362,G7
1,10001,0.521569,0.392595,1,2.119057,0,0,0,0,G7
2,10001,0.103685,0.898498,74.483971,2.339879,0,0,0,2.82082,G7
2,10001,0.331051,1.059316,72.88903,1.962626,0,0,0,2.46161,G7
2,10001,0.845901,0.705152,71.345612,2.434276,0,0,0,2.845204,G7
2,10001,0.720649,0.637664,72.90947,3.047875,0,0,0,3.41128,G7
2,10001,0.146131,0.786996,73.319832,3.07845,0,0,0,3.56129,G7
2,10001,0.524327,0.666335,71.310219,2.424756,0,0,0,2.794676,G7
2,10001,0.922788,0.926507,72.125488,2.37546,0,0,0,2.61602,G7
3,11001,0.238445,0.746876,31.338329,1.657535,2.624343,0,0,2.042938,G8
3,11001,0.282635,0.66335,29.624895,1.435573,2.447461,0,0,1.868098,G8
4,11001,1.082419,1.009961,20.945076,2.379813,3.949168,0,0,2.764974,G8
3,11001,0.97525,0.750555,27.066563,2.070174,3.400753,0,0,2.810094,G8
4,11001,0.529585,0.965698,20.89237,1.483056,2.7427,0,0,1.688276,G8
3,11001,0.034141,0.650669,30.838646,1.6683,2.628447,0,0,2.078841,G8
3,11001,0.226677,0.595711,33.216892,2.363547,3.194303,0,0,2.670617,G8
4,11001,0.948481,0.822748,19.724712,2.493868,3.969992,0,0,2.720676,G8
3,11001,0.915602,0.851607,26.856787,1.336743,2.487278,0,0,1.777734,G8
3,11001,0.51753,0.770491,28.943487,0.689022,1.884584,0,0,1.286888,G8
5,11111,0.779635,1.438505,9.225645,2.249883,3.425827,3.667395,3.412279,2.819075,G9
5,11111,0.971793,1.202741,8.554334,1.114731,2.381643,2.581324,2.343382,1.746534,G9
5,11111,1.335971,1.255053,7.527702,2.092188,3.471379,3.682538,3.447838,2.80983,G9
5,11111,1.170982,1.330061,9.265546,3.504861,4.868867,4.908283,4.713198,4.195436,G9
5,11111,0.487906,1.101408,13.013872,2.057277,3.081616,3.178167,3.01303,2.652378,G9
5,11111,0.951539,1.4344,7.865595,2.26689,3.544664,3.804386,3.548612,2.892885,G9
5,11111,1.292913,1.534743,7.158701,2.537408,3.872543,4.08072,3.81959,3.122391,G9
5,11111,1.302239,1.508981,8.319952,2.746417,3.909482,4.140677,3.748071,3.066411,G9
5,11111,1.366719,1.493291,9.097486,3.712925,5.148542,5.337552,4.876584,4.493115,G9
5,11111,1.255683,1.584597,7.326109,3.086761,4.447258,4.685953,4.366793,3.618086,G9
1,0,-0.659883,0.388478,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,-0.536885,0.572105,1,0,0,0,0,0,G1
3,1101,0.607003,0.933986,23.832621,0,2.766185,2.926789,0,2.474452,G0
3,1101,0.621065,1.022727,24.683174,0,3.201227,3.350957,0,2.904597,G0
3,1101,0.710747,1.008663,24.046339,0,3.183687,3.373737,0,2.910336,G0
3,1101,0.714895,0.978851,24.023407,0,3.29799,3.485087,0,3.020705,G0
3,1101,0.627897,1.002556,24.130436,0,3.020676,3.161777,0,2.695114,G0
3,1101,0.637064,1.001954,24.313951,0,2.885796,3.012733,0,2.538603,G0
3,1101,0.565185,0.945057,24.521149,0,2.217869,2.381183,0,1.93698,G0
3,1101,0.76783,0.828897,24.014828,0,1.97218,2.157017,0,1.677868,G0
3,1101,0.718374,0.959079,23.529587,0,2.237125,2.442111,0,1.956667,G0
3,1101,0.639895,0.920995,23.898355,0,3.370299,3.549635,0,3.075332,G0
1,1000,-0.186933,0.752226,1,0,1.567418,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.209282,0.960286,1,0,2.192798,0,0,0,G2
1,1000,-0.284805,0.818337,1,0,1.708891,0,0,0,G2
1,1000,-0.217091,0.841928,1,0,1.636446,0,0,0,G2
1,1000,-0.27134,0.839827,1,0,1.47822,0,0,0,G2
1,1000,-0.238138,0.80107,1,0,1.392671,0,0,0,G2
1,1000,-0.139853,0.819822,1,0,1.635734,0,0,0,G2
1,1000,-0.073909,0.822595,1,0,2.19797,0,0,0,G2
2,1,0.344561,0.891323,8.506701,0,0,0,0,1.131812,G3
2,1,0.398717,1.23157,7.927714,0,0,0,0,3.205836,G3
2,1,0.487774,1.261465,10.126935,0,0,0,0,3.501036,G3
1,1,0.449431,0.793664,1,0,0,0,0,2.776576,G3
1,1,0.213496,0.866528,1,0,0,0,0,2.932739,G3
1,1,0.262937,0.817743,1,0,0,0,0,3.021891,G3
1,1,0.214955,0.722604,1,0,0,0,0,1.641522,G3
1,1,0.449552,0.624235,1,0,0,0,0,1.123594,G3
3,1,1.710599,1.659585,23.497416,0,0,0,0,4.92411,G3
2,1,0.708482,0.886567,5.273829,0,0,0,0,0.342219,G3
2,11000,-0.426197,0.897239,59.469852,1.419267,1.825454,0,0,0,G4
2,11000,-0.069536,1.333772,61.977364,3.048718,3.530479,0,0,0,G4
3,11000,0.022753,1.448977,17.686871,1.87831,2.823166,0,0,0,G4
3,11000,0.059144,1.387689,16.85124,2.023882,2.985475,0,0,0,G4
2,11000,-0.263844,1.098991,59.102325,2.271867,2.781123,0,0,0,G4
2,11000,-0.3073,0.990813,58.927902,2.047539,2.479631,0,0,0,G4
2,11000,-0.275646,0.839786,55.643902,0.73462,0.202044,0,0,0,G4
3,11000,0.023907,1.296489,16.527731,0.577558,1.493393,0,0,0,G4
3,11000,0.069277,1.426154,16.144819,1.175649,2.211322,0,0,0,G4
2,11000,-0.38037,0.949838,58.243668,1.291662,1.693353,0,0,0,G4
3,1100,0.288046,1.042303,11.685607,0,2.710305,2.849931,0,0,G5
3,1100,0.317447,1.290128,12.096399,0,3.982131,4.204533,0,0,G5
2,1100,0.074045,0.889349,20.38121,0,2.098123,2.173409,0,0,G5
3,1100,0.209435,1.17151,13.059745,0,2.938351,3.050927,0,0,G5
2,1100,-0.005151,0.798506,18.398626,0,1.869534,1.915887,0,0,G5
2,1100,-0.069441,0.75933,20.161581,0,1.736958,1.753098,0,0,G5
2,1100,-0.034059,0.773211,20.579874,0,1.816385,1.87132,0,0,G5
2,1100,0.042963,0.708467,21.918484,0,1.331739,1.346594,0,0,G5
2,1100,0.084807,0.779153,21.838837,0,1.654389,1.665338,0,0,G5
2,1100,0.041713,0.75027,22.028656,0,1.82399,1.840373,0,0,G5
3,1110,0.199688,0.861583,16.657824,0,1.062592,1.204062,0.983169,0,G6
3,1110,0.187067,1.073101,17.518053,0,2.772579,2.913443,2.706537,0,G6
3,1110,0.369454,0.975605,18.369394,0,1.956763,2.088527,1.920591,0,G6
3,1110,0.352403,1.028932,17.416874,0,1.737123,1.895619,1.628823,0,G6
3,1110,0.266749,1.011945,17.6022,0,2.182989,2.328691,2.138463,0,G6
3,1110,0.20345,0.903783,17.486063,0,2.435153,2.542425,2.384473,0,G6
3,1110,0.146607,0.877971,17.368622,0,2.553732,2.682917,2.478087,0,G6
3,1110,0.219407,0.940807,16.699467,0,1.938642,2.105669,1.864582,0,G6
3,1110,0.332046,0.945671,16.363829,0,0.843195,1.014004,0.760149,0,G6
3,1110,0.30911,0.927862,16.45619,0,1.136007,1.259691,1.014012,0,G6
2,10001,0.850724,0.700165,70.715561,2.441465,0,0,0,2.658337,G7
2,10001,1.075712,0.807237,75.25396,2.898259,0,0,0,2.951926,G7
2,10001,1.098629,0.825603,74.476662,3.48885,0,0,0,3.571117,G7
2,10001,1.016533,0.719546,74.238731,2.14554,0,0,0,2.269332,G7
3,10001,1.116785,0.772189,38.641808,1.310523,0,0,0,1.167826,G7
3,10001,1.353137,0.826689,38.536831,1.142563,0,0,0,0.945183,G7
3,10001,1.241883,0.764244,38.583569,1.32374,0,0,0,1.138531,G7
2,10001,1.089298,0.669785,74.622139,1.756464,0,0,0,1.81084,G7
2,10001,0.953686,0.689829,73.155258,2.118911,0,0,0,2.239412,G7
2,10001,0.885284,0.725398,71.551888,2.517555,0,0,0,2.751246,G7
3,11001,0.580094,0.971662,26.781996,2.95488,3.795186,0,0,3.131284,G8
3,11001,0.478482,1.205836,28.80545,2.537693,3.399163,0,0,2.724773,G8
3,11001,0.647255,1.012403,28.613096,1.916413,2.762507,0,0,2.035221,G8
3,11001,0.676838,1.103321,27.207085,2.369776,3.266407,0,0,2.555871,G8
3,11001,0.713781,1.024047,27.657455,3.012095,3.893752,0,0,3.172973,G8
3,11001,0.707518,1.030701,27.518652,3.005118,3.858532,0,0,3.128433,G8
3,11001,0.809132,1.039181,27.286549,1.841751,2.72152,0,0,1.954157,G8
3,11001,0.647453,0.751964,28.26943,1.294873,2.146554,0,0,1.408614,G8
4,11001,0.671939,1.084829,22.030617,2.413974,3.437217,0,0,2.458184,G8
4,11001,0.809869,1.015137,19.272738,0.771953,2.067289,0,0,0.945105,G8
5,11111,1.007206,0.887216,8.117502,0.174774,1.3535,1.42634,1.264298,0.716703,G9
5,11111,0.834694,1.041891,10.38061,2.643448,3.620363,3.733576,3.596873,3.082603,G9
5,11111,0.855786,0.848052,10.620007,1.201961,2.173338,2.24887,2.102067,1.629633,G9
5,11111,0.914123,0.988916,10.668647,2.046345,3.02333,3.11719,2.989051,2.509864,G9
5,11111,0.938263,0.92677,10.380974,0.94206,1.976813,2.054365,1.908625,1.422884,G9
5,11111,0.866689,0.953086,10.107798,0.804654,1.861524,1.935582,1.788355,1.304214,G9
5,11111,0.844801,0.804668,10.786802,1.646035,2.616194,2.687683,2.565133,2.094741,G9
5,11111,0.877421,0.774487,10.873189,2.231783,3.205586,3.278655,3.15305,2.690497,G9
5,11111,0.827236,0.766474,10.106714,2.234489,3.250804,3.323889,3.207144,2.70403,G9
5,11111,0.825258,0.71877,8.679494,0.93039,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
2,1101,0.697043,1.084395,38.291283,0,2.349562,1.908255,0,0,G0
3,1101,0.355125,1.095757,18.480722,0,2.240088,2.364843,0,2.016806,G0
3,1101,0.061216,0.664541,19.38308,0,2.657343,2.737217,0,2.284793,G0
3,1101,0.555953,1.11106,20.122631,0,2.406829,2.494489,0,2.130704,G0
3,1101,0.52277,1.072685,16.8874,0,2.285837,2.415777,0,2.001437,G0
3,1101,0.292447,0.928006,17.594244,0,2.730561,2.78545,0,2.22594,G0
3,1101,0.213229,0.836652,17.135557,0,2.572453,2.604391,0,2.034541,G0
3,1101,0.544974,0.757962,24.73082,0,2.203571,2.306246,0,1.868377,G0
3,1101,0.659414,1.107473,24.597374,0,2.843352,2.94442,0,2.477288,G0
3,1101,0.45662,0.937377,23.893164,0,3.064668,3.083386,0,2.527724,G0
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.423096,0.6465,1,0,3.54445,0,0,0,G2
4,1000,0.81831,1.46154,13.236033,0,4.154349,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
2,1000,-0.144776,1.028209,31.299549,0,4.468385,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.572159,0.750559,1,0,3.363097,0,0,0,G2
1,1000,-0.433531,0.659362,1,0,3.076559,0,0,0,G2
1,1000,-0.089519,0.743639,1,0,3.986492,0,0,0,G2
1,1,0.258719,0.79687,1,0,0,0,0,3.011063,G3
1,1,0.242,0.968297,1,0,0,0,0,2.523862,G3
1,1,0.098345,0.831962,1,0,0,0,0,2.215978,G3
1,1,0.004216,0.816869,1,0,0,0,0,2.314746,G3
1,1,0.38494,0.814868,1,0,0,0,0,2.107048,G3
1,1,0.549606,0.723149,1,0,0,0,0,2.113102,G3
1,1,0.19082,0.791523,1,0,0,0,0,2.365075,G3
1,1,-0.10305,0.707491,1,0,0,0,0,2.237571,G3
1,1,0.435361,0.754073,1,0,0,0,0,2.388552,G3
1,1,0.591228,0.659504,1,0,0,0,0,2.27134,G3
2,11000,-0.412135,0.775308,65.318405,1.017553,1.572294,0,0,0,G4
2,11000,0.03018,1.351838,65.491806,2.798666,3.001924,0,0,0,G4
2,11000,-0.259703,1.228657,65.689003,1.939546,2.33671,0,0,0,G4
2,11000,-0.219504,1.035255,65.159004,1.390816,1.816872,0,0,0,G4
2,11000,0.053486,1.109588,65.979103,1.934932,2.32773,0,0,0,G4
2,11000,-0.247856,0.953179,66.501663,1.840978,2.299439,0,0,0,G4
2,11000,-0.551376,0.839997,64.783302,1.265163,1.830652,0,0,0,G4
2,11000,-0.395145,0.893107,64.950844,1.290655,1.767246,0,0,0,G4
3,11000,0.214681,1.235542,16.796658,1.890787,2.878506,0,0,0,G4
3,11000,0.042194,0.72105,18.161686,0.902407,1.952695,0,0,0,G4
2,1100,0.041601,0.633958,31.326227,0,1.722713,1.743388,0,0,G5
2,1100,0.078482,0.891532,31.055428,0,2.581657,2.568621,0,0,G5
2,1100,0.294631,0.976334,30.137165,0,2.401241,2.390135,0,0,G5
3,1100,0.21038,0.966125,13.325322,0,2.666439,2.873758,0,0,G5
2,1100,0.427865,0.779371,31.824545,0,2.087623,2.074523,0,0,G5
2,1100,0.006204,0.510842,31.048302,0,1.664791,1.694406,0,0,G5
2,1100,-0.143872,0.427131,31.270361,0,1.163773,1.240452,0,0,G5
2,1100,0.101422,0.925309,28.455935,0,2.72335,2.793973,0,0,G5
2,1100,0.569412,0.948335,29.550285,0,2.107367,2.17444,0,0,G5
2,1100,0.213745,0.802045,30.557974,0,2.062761,2.096606,0,0,G5
3,1110,0.224582,0.647937,16.533199,0,1.42763,1.500206,1.310854,0,G6
3,1110,0.13325,0.92864,16.692812,0,1.789716,1.981838,1.819964,0,G6
3,1110,0.241294,0.960474,16.806068,0,2.521985,2.642686,2.498379,0,G6
3,1110,0.11027,0.892352,18.324083,0,2.382643,2.455272,2.334549,0,G6
3,1110,0.106367,0.666474,18.348501,0,1.008187,1.130134,0.958816,0,G6
3,1110,0.621728,0.769496,20.432085,0,1.95213,2.084084,1.89303,0,G6
3,1110,0.52339,0.805041,20.292376,0,2.326217,2.407833,2.255274,0,G6
3,1110,0.442841,0.866414,19.460609,0,2.535329,2.560258,2.461431,0,G6
4,1110,0.556809,0.847177,10.994694,0,1.5337,1.739976,1.626955,0,G6
3,1110,0.5139,0.890985,18.556179,0,2.560162,2.637288,2.472481,0,G6
3,10001,0.730335,0.77272,35.495674,2.33742,0,0,0,2.310038,G7
3,10001,-0.055232,1.160069,35.866348,2.436615,0,0,0,2.604583,G7
2,10001,-0.074309,1.443389,75.422852,3.351578,0,0,0,3.480368,G7
2,10001,0.459548,1.207844,74.180641,3.344792,0,0,0,3.467479,G7
2,10001,0.156306,1.216426,74.219231,2.615469,0,0,0,2.866975,G7
2,10001,-0.011124,1.24968,74.716354,2.716789,0,0,0,2.521095,G7
3,10001,0.05508,1.19882,36.625576,2.669241,0,0,0,2.89088,G7
3,10001,0.818824,0.862795,37.01638,4.139066,0,0,0,4.098808,G7
3,10001,0.268694,0.920606,36.231289,1.855858,0,0,0,2.0816,G7
3,10001,0.520851,0.598301,35.962658,1.419323,0,0,0,1.599136,G7
3,11001,0.443635,0.795187,27.756029,2.297894,3.040519,0,0,2.391638,G8
3,11001,0.09077,1.036468,29.875498,2.767782,3.386368,0,0,2.886837,G8
3,11001,0.468985,1.116939,29.024912,3.041061,3.743832,0,0,3.167696,G8
3,11001,-0.164005,0.880468,29.770184,1.562639,2.200986,0,0,1.705628,G8
3,11001,0.428036,0.991011,29.067978,2.51206,3.173045,0,0,2.632283,G8
3,11001,0.147076,0.77672,28.48715,1.703199,2.401416,0,0,1.8465,G8
3,11001,0.576803,1.029906,27.552652,2.351192,3.00123,0,0,2.314212,G8
3,11001,0.1909,0.726511,27.772738,1.76306,2.411579,0,0,1.767465,G8
3,11001,0.145891,0.612317,27.101961,1.480163,2.09858,0,0,1.427324,G8
3,11001,0.510261,1.02613,27.459078,2.486948,3.148965,0,0,2.430719,G8
5,11111,1.06497,1.232757,10.199184,1.531672,2.938179,3.045091,2.854487,2.317141,G9
5,11111,0.895018,1.133635,9.973606,1.770014,3.10205,3.145814,3.048479,2.49278,G9
5,11111,0.595696,1.130398,9.548086,1.445141,2.907748,2.977066,2.853224,2.296777,G9
5,11111,1.069266,1.1406,9.867544,1.942096,3.283924,3.386206,3.264339,2.709708,G9
5,11111,0.8561,0.933275,10.096302,1.415563,2.807372,2.90635,2.784966,2.266575,G9
5,11111,0.490497,0.951265,11.216157,1.555959,2.820379,2.936428,2.803511,2.31036,G9
5,11111,1.025218,0.978465,10.16984,1.458093,2.742716,2.790142,2.615518,2.059442,G9
5,11111,0.925737,1.043397,10.423194,2.197734,3.603471,3.67582,3.569702,3.069453,G9
5,11111,0.775444,0.978916,10.940663,1.803062,3.105814,3.222828,3.057915,2.57627,G9
5,11111,1.016059,1.2131,9.712573,1.985048,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
2,1101,-0.008628,0.908698,21.734158,0,3.317573,3.466743,0,0,G0
3,1101,0.509244,0.992541,19.993917,0,3.034431,3.204088,0,2.730621,G0
3,1101,0.594434,0.841796,19.555384,0,2.649997,2.859435,0,2.402386,G0
3,1101,0.44082,0.83607,19.365208,0,3.344195,3.560318,0,3.06944,G0
3,1101,0.351001,0.843869,20.266689,0,3.137235,3.309568,0,2.836774,G0
3,1101,0.321227,0.681571,19.79883,0,2.215873,2.393359,0,1.923379,G0
3,1101,0.324205,0.696714,20.033066,0,2.109945,2.257071,0,1.779151,G0
3,1101,0.545601,0.595058,19.965027,0,1.378094,1.579032,0,1.073251,G0
3,1101,0.559776,0.942227,19.920025,0,2.401174,2.660591,0,2.152958,G0
3,1101,0.567607,1.02037,19.343338,0,3.125719,3.334086,0,2.829475,G0
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.248304,0.904027,1,0,1.552487,0,0,0,G2
1,1000,-0.362474,0.860532,1,0,0.596845,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,-0.351167,0.845578,1,0,1.209536,0,0,0,G2
2,1000,-0.078576,1.280742,28.548655,0,2.230498,0,0,0,G2
1,1000,-0.133472,0.840209,1,0,1.780096,0,0,0,G2
1,1000,-0.251653,0.919942,1,0,2.182993,0,0,0,G2
1,1,0.190275,0.808455,1,0,0,0,0,1.181902,G3
1,1,0.187176,0.947213,1,0,0,0,0,2.145167,G3
2,1,0.325798,0.888754,34.765259,0,0,0,0,1.044843,G3
2,1,0.436097,0.73193,34.224747,0,0,0,0,0.822553,G3
1,1,0.1556,0.574298,1,0,0,0,0,0.75342,G3
1,1,0.222859,0.561295,1,0,0,0,0,0.781298,G3
1,1,0.309264,0.545472,1,0,0,0,0,1.29269,G3
2,1,0.511787,0.678693,36.180531,0,0,0,0,1.63418,G3
2,1,0.472732,0.69639,36.066982,0,0,0,0,0.116966,G3
1,1,0.25354,0.779983,1,0,0,0,0,1.877574,G3
3,11000,-0.000021,1.08582,16.175514,0.498381,1.296927,0,0,0,G4
2,11000,-0.102365,1.318317,60.70116,2.101819,2.519146,0,0,0,G4
3,11000,0.120058,1.510522,17.382874,1.872597,2.75031,0,0,0,G4
2,11000,-0.286956,1.153748,54.685745,1.845348,2.395666,0,0,0,G4
2,11000,-0.310827,1.121304,53.386639,2.369941,2.815108,0,0,0,G4
2,11000,-0.230822,1.026543,51.185894,1.05186,1.393766,0,0,0,G4
2,11000,-0.228206,0.980889,51.708252,0.906013,1.300148,0,0,0,G4
2,11000,-0.186455,1.011124,51.193108,0.767631,1.216594,0,0,0,G4
2,11000,-0.296336,0.892096,44.698925,0.766812,1.197391,0,0,0,G4
3,11000,0.03582,1.138649,16.62011,0.60677,1.29919,0,0,0,G4
2,1100,0.139558,0.853475,25.002468,0,2.917798,2.986548,0,0,G5
2,1100,0.147804,0.914233,23.565407,0,2.564327,2.595356,0,0,G5
2,1100,0.222824,0.908718,23.554926,0,2.607363,2.719604,0,0,G5
3,1100,0.347617,1.090106,15.145056,0,2.374996,1.520247,0,0,G5
2,1100,0.102128,0.808731,24.546116,0,1.645936,1.674201,0,0,G5
2,1100,-0.028735,0.800222,25.215828,0,1.848886,1.848292,0,0,G5
2,1100,-0.027244,0.857413,24.850992,0,2.282359,2.322742,0,0,G5
2,1100,-0.057109,0.866703,25.214664,0,2.681327,2.705819,0,0,G5
2,1100,0.043641,0.865421,24.994553,0,3.145288,3.202811,0,0,G5
2,1100,0.054236,0.852607,25.369968,0,3.077394,3.100928,0,0,G5
3,1110,0.389652,0.915078,18.557529,0,0.123366,0.199118,0.123678,0,G6
3,1110,0.350061,0.973619,18.255926,0,1.781773,1.965673,1.707701,0,G6
3,1110,0.478049,0.992767,19.867907,0,1.682904,1.892295,1.599661,0,G6
3,1110,0.492278,0.996788,19.679625,0,2.002395,2.206771,1.941365,0,G6
3,1110,0.141816,0.903235,19.505756,0,1.763762,1.941874,1.681604,0,G6
3,1110,0.147993,0.916604,19.208815,0,1.813359,1.992829,1.736571,0,G6
3,1110,0.180721,0.963934,19.328939,0,2.001664,2.19402,1.922534,0,G6
3,1110,0.414376,0.991339,19.36241,0,2.492057,2.664763,2.43194,0,G6
3,1110,0.364131,0.964287,19.149912,0,1.44268,1.671507,1.365915,0,G6
3,1110,0.470769,0.938965,18.686802,0,0.267812,0.550751,0.184963,0,G6
3,10001,1.317109,0.424214,41.65036,0.400902,0,0,0,0.384534,G7
2,10001,1.153869,0.479772,82.720444,0.087632,0,0,0,0.493516,G7
2,10001,1.214387,0.405363,81.116119,0.418244,0,0,0,0.694488,G7
2,10001,1.065491,0.457093,80.926994,0.784499,0,0,0,1.143306,G7
2,10001,0.879429,0.508598,80.907379,1.013742,0,0,0,1.247574,G7
3,10001,1.01482,0.399364,41.784081,0.23357,0,0,0,0.106801,G7
2,10001,1.369463,0.384122,82.205833,0.298597,0,0,0,0.232696,G7
2,10001,1.432197,0.383998,81.500969,0.30107,0,0,0,0.037135,G7
3,10001,1.249366,0.454909,41.573215,0.658959,0,0,0,0.612904,G7
3,10001,1.081735,0.513884,40.703354,0.632291,0,0,0,0.775925,G7
3,11001,0.545486,0.786356,28.566439,2.184069,3.204638,0,0,2.588875,G8
3,11001,0.99161,0.962037,28.018316,1.072995,2.305337,0,0,1.558511,G8
3,11001,1.115991,0.882369,28.954542,1.01373,2.158606,0,0,1.375083,G8
3,11001,0.982328,0.873196,27.851723,1.439148,2.635837,0,0,1.837766,G8
3,11001,0.803399,0.907886,28.691843,2.265675,3.376349,0,0,2.591346,G8
3,11001,1.208049,0.819426,28.550556,1.743786,2.905275,0,0,2.092289,G8
3,11001,1.180364,0.688344,28.659933,2.031006,3.16208,0,0,2.312677,G8
3,11001,1.076684,0.8349,28.599651,1.10119,2.230921,0,0,1.542498,G8
3,11001,0.999644,0.773971,28.649254,0.55934,1.665813,0,0,0.958638,G8
3,11001,0.707696,0.747363,28.403507,1.370372,2.453095,0,0,1.781299,G8
5,11111,1.027946,1.080613,9.350569,1.492289,2.757621,2.938242,2.803932,2.219361,G9
5,11111,0.892321,0.968518,9.392378,0.966312,2.303982,2.440433,2.29634,1.776484,G9
5,11111,0.872778,0.861062,10.128499,1.330727,2.548765,2.698264,2.565171,2.085964,G9
