@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,18-22'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
10001,0.459548,1.207844,0,0,0,3.467479,G7
10001,0.156306,1.216426,0,0,0,2.866975,G7
10001,-0.011124,1.24968,0,0,0,2.521095,G7
10001,0.05508,1.19882,0,0,0,2.89088,G7
10001,0.818824,0.862795,0,0,0,4.098808,G7
10001,0.268694,0.920606,0,0,0,2.0816,G7
10001,0.520851,0.598301,0,0,0,1.599136,G7
11001,0.443635,0.795187,3.040519,0,0,2.391638,G8
11001,0.09077,1.036468,3.386368,0,0,2.886837,G8
11001,0.468985,1.116939,3.743832,0,0,3.167696,G8
11001,-0.164005,0.880468,2.200986,0,0,1.705628,G8
11001,0.428036,0.991011,3.173045,0,0,2.632283,G8
11001,0.147076,0.77672,2.401416,0,0,1.8465,G8
11001,0.576803,1.029906,3.00123,0,0,2.314212,G8
11001,0.1909,0.726511,2.411579,0,0,1.767465,G8
11001,0.145891,0.612317,2.09858,0,0,1.427324,G8
11001,0.510261,1.02613,3.148965,0,0,2.430719,G8
11111,1.06497,1.232757,2.938179,3.045091,2.854487,2.317141,G9
11111,0.895018,1.133635,3.10205,3.145814,3.048479,2.49278,G9
11111,0.595696,1.130398,2.907748,2.977066,2.853224,2.296777,G9
11111,1.069266,1.1406,3.283924,3.386206,3.264339,2.709708,G9
11111,0.8561,0.933275,2.807372,2.90635,2.784966,2.266575,G9
11111,0.490497,0.951265,2.820379,2.936428,2.803511,2.31036,G9
11111,1.025218,0.978465,2.742716,2.790142,2.615518,2.059442,G9
11111,0.925737,1.043397,3.603471,3.67582,3.569702,3.069453,G9
11111,0.775444,0.978916,3.105814,3.222828,3.057915,2.57627,G9
11111,1.016059,1.2131,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,-0.008628,0.908698,3.317573,3.466743,0,0,G0
1101,0.509244,0.992541,3.034431,3.204088,0,2.730621,G0
1101,0.594434,0.841796,2.649997,2.859435,0,2.402386,G0
1101,0.44082,0.83607,3.344195,3.560318,0,3.06944,G0
1101,0.351001,0.843869,3.137235,3.309568,0,2.836774,G0
1101,0.321227,0.681571,2.215873,2.393359,0,1.923379,G0
1101,0.324205,0.696714,2.109945,2.257071,0,1.779151,G0
1101,0.545601,0.595058,1.378094,1.579032,0,1.073251,G0
1101,0.559776,0.942227,2.401174,2.660591,0,2.152958,G0
1101,0.567607,1.02037,3.125719,3.334086,0,2.829475,G0
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.248304,0.904027,1.552487,0,0,0,G2
1000,-0.362474,0.860532,0.596845,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.351167,0.845578,1.209536,0,0,0,G2
1000,-0.078576,1.280742,2.230498,0,0,0,G2
1000,-0.133472,0.840209,1.780096,0,0,0,G2
1000,-0.251653,0.919942,2.182993,0,0,0,G2
1,0.190275,0.808455,0,0,0,1.181902,G3
1,0.187176,0.947213,0,0,0,2.145167,G3
1,0.325798,0.888754,0,0,0,1.044843,G3
1,0.436097,0.73193,0,0,0,0.822553,G3
1,0.1556,0.574298,0,0,0,0.75342,G3
1,0.222859,0.561295,0,0,0,0.781298,G3
1,0.309264,0.545472,0,0,0,1.29269,G3
1,0.511787,0.678693,0,0,0,1.63418,G3
1,0.472732,0.69639,0,0,0,0.116966,G3
1,0.25354,0.779983,0,0,0,1.877574,G3
11000,-0.000021,1.08582,1.296927,0,0,0,G4
11000,-0.102365,1.318317,2.519146,0,0,0,G4
11000,0.120058,1.510522,2.75031,0,0,0,G4
11000,-0.286956,1.153748,2.395666,0,0,0,G4
11000,-0.310827,1.121304,2.815108,0,0,0,G4
11000,-0.230822,1.026543,1.393766,0,0,0,G4
11000,-0.228206,0.980889,1.300148,0,0,0,G4
11000,-0.186455,1.011124,1.216594,0,0,0,G4
11000,-0.296336,0.892096,1.197391,0,0,0,G4
11000,0.03582,1.138649,1.29919,0,0,0,G4
1100,0.139558,0.853475,2.917798,2.986548,0,0,G5
1100,0.147804,0.914233,2.564327,2.595356,0,0,G5
1100,0.222824,0.908718,2.607363,2.719604,0,0,G5
1100,0.347617,1.090106,2.374996,1.520247,0,0,G5
1100,0.102128,0.808731,1.645936,1.674201,0,0,G5
1100,-0.028735,0.800222,1.848886,1.848292,0,0,G5
1100,-0.027244,0.857413,2.282359,2.322742,0,0,G5
1100,-0.057109,0.866703,2.681327,2.705819,0,0,G5
1100,0.043641,0.865421,3.145288,3.202811,0,0,G5
1100,0.054236,0.852607,3.077394,3.100928,0,0,G5
1110,0.389652,0.915078,0.123366,0.199118,0.123678,0,G6
1110,0.350061,0.973619,1.781773,1.965673,1.707701,0,G6
1110,0.478049,0.992767,1.682904,1.892295,1.599661,0,G6
1110,0.492278,0.996788,2.002395,2.206771,1.941365,0,G6
1110,0.141816,0.903235,1.763762,1.941874,1.681604,0,G6
1110,0.147993,0.916604,1.813359,1.992829,1.736571,0,G6
1110,0.180721,0.963934,2.001664,2.19402,1.922534,0,G6
1110,0.414376,0.991339,2.492057,2.664763,2.43194,0,G6
1110,0.364131,0.964287,1.44268,1.671507,1.365915,0,G6
1110,0.470769,0.938965,0.267812,0.550751,0.184963,0,G6
10001,1.317109,0.424214,0,0,0,0.384534,G7
10001,1.153869,0.479772,0,0,0,0.493516,G7
10001,1.214387,0.405363,0,0,0,0.694488,G7
10001,1.065491,0.457093,0,0,0,1.143306,G7
10001,0.879429,0.508598,0,0,0,1.247574,G7
10001,1.01482,0.399364,0,0,0,0.106801,G7
10001,1.369463,0.384122,0,0,0,0.232696,G7
10001,1.432197,0.383998,0,0,0,0.037135,G7
10001,1.249366,0.454909,0,0,0,0.612904,G7
10001,1.081735,0.513884,0,0,0,0.775925,G7
11001,0.545486,0.786356,3.204638,0,0,2.588875,G8
11001,0.99161,0.962037,2.305337,0,0,1.558511,G8
11001,1.115991,0.882369,2.158606,0,0,1.375083,G8
11001,0.982328,0.873196,2.635837,0,0,1.837766,G8
11001,0.803399,0.907886,3.376349,0,0,2.591346,G8
11001,1.208049,0.819426,2.905275,0,0,2.092289,G8
11001,1.180364,0.688344,3.16208,0,0,2.312677,G8
11001,1.076684,0.8349,2.230921,0,0,1.542498,G8
11001,0.999644,0.773971,1.665813,0,0,0.958638,G8
11001,0.707696,0.747363,2.453095,0,0,1.781299,G8
11111,1.027946,1.080613,2.757621,2.938242,2.803932,2.219361,G9
11111,0.892321,0.968518,2.303982,2.440433,2.29634,1.776484,G9
11111,0.872778,0.861062,2.548765,2.698264,2.565171,2.085964,G9
11111,-0.985285,-0.004083,0,0,0,0,G9
11111,0.988456,0.835181,2.306974,2.492724,2.341148,1.723,G9
11111,0.866844,0.713481,2.469249,2.63335,2.481777,1.916036,G9
11111,0.99683,0.685098,2.455916,2.642896,2.49847,1.939686,G9
11111,0.891538,1.174421,3.636585,3.818588,3.671304,3.11106,G9
11111,1.019123,1.128191,3.58542,3.74994,3.623787,3.021146,G9
11111,1.063152,1.200381,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.886732,0.927925,4.061127,3.809917,0,0,G0
1101,0.547338,1.02856,2.61128,2.639111,0,2.249943,G0
1101,0.351789,0.978688,1.757697,1.861239,0,1.610192,G0
1101,0.546105,0.995054,2.439428,2.132315,0,0,G0
1101,0.874791,0.972794,2.773369,2.471603,0,0,G0
1101,0.72639,1.10794,2.318356,2.752664,0,2.156658,G0
1101,0.537521,0.954092,2.323808,1.958569,0,0,G0
1101,0.671723,1.050902,2.402087,2.710219,0,2.109083,G0
1101,0.73589,0.834918,2.360192,2.570628,0,2.039878,G0
1101,0.455441,0.875696,2.18524,2.417647,0,1.897843,G0
1000,-0.395436,0.124494,0.968599,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.266284,0.092887,0.80651,0,0,0,G2
1000,-0.467012,-0.033828,0.966789,0,0,0,G2
1000,-0.568667,-0.068894,0.979964,0,0,0,G2
1000,-0.449082,0.069475,0.582813,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.292297,0.004645,0.515428,0,0,0,G2
1000,-0.468907,-0.02539,0.837519,0,0,0,G2
1,0.439831,0.884812,0,0,0,1.232904,G3
1,0.448974,1.168917,0,0,0,0.805818,G3
1,0,0,0,0,0,0,G3
1,0.350008,0.892521,0,0,0,0.709125,G3
1,0.473491,0.958842,0,0,0,0.933915,G3
1,0.117314,0.593769,0,0,0,1.08117,G3
1,0.036763,0.533063,0,0,0,1.330263,G3
1,0.189415,0.71201,0,0,0,0.803571,G3
1,0.369277,0.734343,0,0,0,0.694153,G3
1,0.465191,0.752641,0,0,0,0.818085,G3
11000,-0.228333,0.915433,1.714143,0,0,0,G4
11000,0.188088,1.434125,2.399213,0,0,0,G4
11000,-0.181789,1.1645,2.195871,0,0,0,G4
11000,-0.336539,1.10203,2.306665,0,0,0,G4
11000,-0.375696,1.047006,2.36277,0,0,0,G4
11000,-0.30021,1.002143,1.996894,0,0,0,G4
11000,-0.217853,1.116914,1.970028,0,0,0,G4
11000,-0.25502,1.006149,1.905056,0,0,0,G4
11000,0.12973,1.151243,2.199822,0,0,0,G4
11000,0.112282,1.142098,2.408094,0,0,0,G4
1100,-0.063756,0.800326,1.596664,1.719043,0,0,G5
1100,0.19679,0.862742,1.590844,1.679568,0,0,G5
1100,0.059605,0.866905,1.436605,1.602602,0,0,G5
1100,0.042598,0.851129,1.470707,1.611276,0,0,G5
1100,-0.126182,0.794684,1.808861,1.909074,0,0,G5
1100,-0.051169,0.834876,1.62083,1.713301,0,0,G5
1100,0.168148,0.836722,1.543796,1.610795,0,0,G5
1100,0.135939,0.827602,1.584843,1.66416,0,0,G5
1100,0.143817,0.821288,1.705528,1.77677,0,0,G5
1100,-0.004519,0.816408,1.452613,1.581132,0,0,G5
1110,0.352671,0.817734,1.346322,1.450669,1.281818,0,G6
1110,0.217343,0.859687,1.411299,1.497299,1.346642,0,G6
1110,0.277276,0.827682,1.343008,1.436411,1.282059,0,G6
1110,0.315888,0.816859,1.474261,1.575881,1.411345,0,G6
1110,0.373073,0.783414,1.613016,1.751137,1.559753,0,G6
1110,0.34865,0.783798,1.574352,1.698875,1.507171,0,G6
1110,0.178631,0.722558,1.350408,1.455152,1.274632,0,G6
1110,0.194414,0.711204,1.349744,1.447757,1.26137,0,G6
1110,0.374784,0.780966,1.560532,1.707485,1.516865,0,G6
1110,0.331614,0.863926,1.458613,1.580609,1.412423,0,G6
10001,1.210704,0.894478,0,0,0,3.681969,G7
10001,1.430695,0.93806,0,0,0,2.946744,G7
10001,1.418604,0.936678,0,0,0,2.998811,G7
10001,1.433596,0.934665,0,0,0,3.292067,G7
10001,1.528859,0.917572,0,0,0,3.810102,G7
10001,1.484964,0.958126,0,0,0,3.469804,G7
10001,1.29005,0.923267,0,0,0,3.25412,G7
10001,1.387429,1.018662,0,0,0,3.200303,G7
10001,1.302124,0.905767,0,0,0,3.626636,G7
10001,1.287866,0.914272,0,0,0,3.748755,G7
11001,1.13941,1.333848,6.283594,0,0,5.479455,G8
11001,1.244691,1.297401,4.651743,0,0,3.63243,G8
11001,1.38209,1.376521,4.642641,0,0,3.629433,G8
11001,1.287421,1.322932,5.036147,0,0,4.089,G8
11001,1.18762,1.304092,5.490388,0,0,4.574145,G8
11001,0.568574,1.124813,4.662253,0,0,3.982023,G8
11001,0.143787,0.758516,2.907346,0,0,0,G8
11001,0.362933,0.769346,2.967525,0,0,0,G8
11001,0.717445,0.725014,2.827115,0,0,0,G8
11001,0.756468,1.133924,4.522438,0,0,3.792587,G8
11111,0.930666,1.27794,3.7999,4.004097,3.830438,3.310155,G9
11111,0.984521,1.179577,2.945883,3.105919,2.964248,2.414811,G9
11111,0.96534,1.170372,2.928238,3.065292,2.930815,2.390457,G9
11111,1.020055,1.182465,2.96248,3.114193,2.960878,2.410872,G9
11111,0.606628,0.869348,2.266222,2.218778,1.928026,0,G9
11111,0.964729,1.150829,2.855092,3.101118,2.989568,2.504358,G9
11111,0.968442,1.1299,2.822205,3.036373,2.87299,2.335129,G9
11111,0.984573,1.166982,3.24059,3.40203,3.290971,2.755993,G9
11111,1.063021,1.185761,3.349482,3.481277,3.36743,2.849082,G9
11111,0.893148,0.952632,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,-0.123649,0.874282,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.560978,1.167571,2.45482,1.98976,0,0,G0
1101,0.700698,1.122981,2.955438,3.20416,0,2.461845,G0
1101,0.649385,1.076474,2.801632,3.055864,0,2.419631,G0
1101,0.754909,0.998972,2.333329,2.502074,0,1.850251,G0
1101,0.983468,1.236716,2.638902,2.988656,0,1.91733,G0
1101,0.766188,1.040268,2.643347,2.865042,0,2.254971,G0
1101,0.677561,1.013315,2.374538,2.610252,0,2.013928,G0
1101,0.782363,1.02419,1.824735,1.993155,0,1.356946,G0
1101,0.935835,1.021352,2.153897,2.36433,0,1.800614,G0
1101,1.042902,1.121071,1.571898,1.970152,0,0.978485,G0
1000,0.082901,0.840151,1.69646,0,0,0,G2
1000,0.06255,1.344259,1.715708,0,0,0,G2
1000,-0.146893,0.885657,0.30225,0,0,0,G2
1000,-0.116136,0.881814,0.151552,0,0,0,G2
1000,0.079941,1.27485,1.680633,0,0,0,G2
1000,-0.099074,0.8538,1.502655,0,0,0,G2
1000,-0.077608,0.879004,0.637073,0,0,0,G2
1000,-0.044573,0.85692,0.317264,0,0,0,G2
1000,-0.15065,0.880106,1.694519,0,0,0,G2
1000,-0.132626,0.900084,2.09155,0,0,0,G2
1,0.011443,0.726551,0,0,0,0.800919,G3
1,0,0,0,0,0,0,G3
1,0.232822,0.956751,0,0,0,1.600479,G3
1,0.254014,0.962371,0,0,0,1.842102,G3
1,0.161145,0.680975,0,0,0,0.656465,G3
1,0.139832,0.709663,0,0,0,0.70586,G3
1,0.348557,1.009762,0,0,0,0.581028,G3
1,0.232993,0.908979,0,0,0,0.673573,G3
1,0.292268,0.728388,0,0,0,1.073971,G3
1,0.031611,0.696982,0,0,0,0.883256,G3
11000,0.000218,1.053698,1.785772,0,0,0,G4
11000,-0.062194,0.976454,1.280858,0,0,0,G4
11000,0.027395,1.001867,1.004498,0,0,0,G4
11000,-0.107223,0.959754,2.042272,0,0,0,G4
11000,-0.03914,0.94222,1.401508,0,0,0,G4
11000,0.308168,1.444253,4.029541,0,0,0,G4
11000,0.099385,0.888666,0.457432,0,0,0,G4
11000,-0.137127,0.90677,2.075738,0,0,0,G4
11000,0.278909,1.630031,3.696465,0,0,0,G4
11000,0.152046,1.141769,1.144982,0,0,0,G4
1100,0.253866,0.946597,1.731614,1.816245,0,0,G5
1100,0.207207,0.925658,1.833311,1.860711,0,0,G5
1100,0.131845,0.927572,1.770075,1.858965,0,0,G5
1100,0.417831,1.199853,1.988634,2.338717,0,0,G5
1100,0.465765,0.83953,1.523215,1.798915,0,0,G5
1100,0.36592,0.885411,1.795211,1.909549,0,0,G5
1100,0.254988,0.941837,1.687938,1.780497,0,0,G5
1100,0.494482,1.144473,2.304122,1.248664,0,0,G5
1100,0.670536,1.293859,2.174861,1.158152,0,0,G5
1100,0.451246,1.377801,2.023714,2.532689,0,0,G5
1110,0.620535,1.036278,1.739427,1.96919,1.589761,0,G6
1110,0.340796,0.94036,2.00701,2.135509,1.936107,0,G6
1110,0.460172,0.906906,1.846438,1.994321,1.801929,0,G6
1110,0.335342,0.87662,1.761239,1.921056,1.771123,0,G6
1110,0.390321,0.952347,1.691333,1.827847,1.54008,0,G6
1110,0.513536,0.959195,1.59316,1.756764,1.494779,0,G6
1110,0.466713,0.923365,1.798133,1.906356,1.705583,0,G6
1110,0.367528,0.89911,1.596241,1.751175,1.551385,0,G6
1110,0.423515,0.919454,1.664776,1.795738,1.508183,0,G6
1110,0.610478,0.956043,1.413531,1.590309,1.243001,0,G6
10001,1.036433,0.825058,0,0,0,1.999654,G7
10001,1.194456,0.78721,0,0,0,1.705775,G7
10001,1.227138,0.813854,0,0,0,1.717888,G7
10001,1.452045,0.843,0,0,0,1.520037,G7
10001,0.955925,0.827463,0,0,0,1.917698,G7
10001,0.826892,0.790766,0,0,0,1.806338,G7
10001,0.862414,0.73595,0,0,0,1.37007,G7
10001,0.779082,0.795184,0,0,0,2.017808,G7
10001,0.614866,0.796316,0,0,0,2.422347,G7
10001,0.746833,0.783412,0,0,0,1.390132,G7
11001,0.642406,1.268532,2.646246,0,0,1.849942,G8
11001,0.691796,1.550729,4.854231,0,0,4.078568,G8
11001,0.851184,1.598437,5.807872,0,0,4.858295,G8
11001,0.620343,1.461919,4.383067,0,0,3.523525,G8
11001,0.529633,1.361272,3.381474,0,0,2.580142,G8
11001,0.626107,1.388609,3.098134,0,0,2.294698,G8
11001,0.793669,1.454884,3.361227,0,0,2.561757,G8
11001,0.799647,1.496487,4.202931,0,0,3.434555,G8
11001,0.815534,1.535446,4.994956,0,0,4.152629,G8
11001,0.457876,1.068791,2.496996,0,0,0,G8
11111,1.016714,1.427015,3.674808,3.784061,3.378028,2.918843,G9
11111,0.940934,1.413689,3.632619,3.795228,3.502339,2.980148,G9
11111,0.820475,1.36548,3.984668,4.100236,3.837862,3.340853,G9
11111,1.013903,1.483501,3.256173,3.430293,3.099514,2.536885,G9
11111,1.098606,1.304054,2.991236,3.110813,2.795954,2.336367,G9
11111,0.951457,1.361284,3.690811,3.834839,3.600015,3.186671,G9
11111,0.676148,1.341811,3.93583,4.084382,3.87824,3.450444,G9
11111,0.798898,1.319125,3.668078,3.733304,3.421971,2.961751,G9
11111,1.13354,1.343428,2.699836,2.79611,2.410121,1.910989,G9
11111,1.143635,1.295975,2.794431,2.91388,2.562673,2.113498,G9
0,0.669171,-1.17359,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0.566101,-0.706407,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.428427,0.736359,2.405219,2.532731,0,2.073618,G0
1101,0.600893,1.034234,4.254626,4.403193,0,3.902009,G0
1101,0.585449,0.983857,3.833688,4.036168,0,3.518292,G0
1101,0.347165,0.9458,3.035908,2.836219,0,0,G0
1101,0.412131,0.949965,2.308903,2.512621,0,2.108184,G0
1101,0.708656,0.97247,2.781374,2.961737,0,2.464311,G0
1101,0.767946,1.031809,3.706137,3.890916,0,3.405363,G0
1101,0.709577,0.913151,3.641117,3.349275,0,0,G0
1101,0.516266,0.924732,2.858732,2.617632,0,0,G0
1101,0.518959,0.702197,3.057457,3.187417,0,2.707933,G0
1000,1.912317,4.437551,13.289945,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.838413,-0.500419,2.809139,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.440294,-0.790939,1.59193,0,0,0,G2
1000,-0.301824,0.648214,1.665841,0,0,0,G2
1000,-0.38944,0.695994,1.021873,0,0,0,G2
1000,-0.344222,0.680582,1.047104,0,0,0,G2
1000,-0.241185,0.662175,1.983822,0,0,0,G2
1,-0.199055,0.73561,0,0,0,2.097503,G3
1,0.074395,1.139866,0,0,0,2.353175,G3
1,0,0,0,0,0,0,G3
1,0.048779,0.883641,0,0,0,2.980708,G3
1,0.195088,0.879319,0,0,0,3.005998,G3
1,0.049099,0.833071,0,0,0,2.136312,G3
1,0.060909,0.845208,0,0,0,2.503452,G3
1,0.002198,0.860605,0,0,0,2.595878,G3
1,-0.014611,0.841087,0,0,0,2.538054,G3
1,-0.172701,0.755256,0,0,0,2.836312,G3
11000,-0.072026,1.53506,1.508702,0,0,0,G4
11000,-0.35709,1.391002,2.376202,0,0,0,G4
11000,-0.057814,1.564538,2.246101,0,0,0,G4
11000,-0.306567,1.238433,1.775503,0,0,0,G4
11000,-0.456731,1.116702,2.696558,0,0,0,G4
11000,-0.538603,1.072066,1.894687,0,0,0,G4
11000,-0.49363,1.131225,2.155454,0,0,0,G4
11000,0.315553,2.852303,3.088927,0,0,0,G4
11000,-0.274237,1.283077,2.679899,0,0,0,G4
11000,-0.071735,3.320397,2.952057,0,0,0,G4
1100,0.344217,0.714377,1.669145,1.720098,0,0,G5
1100,0.00125,0.945916,2.575551,2.668509,0,0,G5
1100,-0.104991,0.900844,2.433961,2.511825,0,0,G5
1100,0.100275,0.891132,2.707155,2.788701,0,0,G5
1100,0.230157,0.813929,2.089201,2.140681,0,0,G5
1100,0.20059,0.809435,2.396351,2.446493,0,0,G5
1100,-0.008094,0.792402,2.29112,2.3425,0,0,G5
1100,0.279717,2.213762,6.441021,6.520558,0,0,G5
1100,0.184218,0.836541,1.768462,1.740856,0,0,G5
1100,0.29544,0.741945,1.647765,1.631936,0,0,G5
1110,0.516782,1.581077,5.104704,5.318959,0.260904,0,G6
1110,0.139307,0.827264,3.01018,3.086457,2.910534,0,G6
1110,0.094906,0.760551,2.95822,3.024344,2.858088,0,G6
1110,-0.129805,0.568608,2.257991,2.318944,2.147071,0,G6
1110,0.465319,1.883136,6.851732,6.921296,1.31241,0,G6
1110,0.181402,0.792017,2.104511,2.124966,1.978572,0,G6
1110,0.274874,0.799378,1.217409,1.278009,1.057071,0,G6
1110,0.13395,0.839703,2.500471,2.509493,2.366792,0,G6
1110,0.005638,0.638898,2.322615,2.17878,0,0,G6
1110,0.317525,0.877654,2.135258,2.339657,2.051948,0,G6
10001,0.623048,1.032663,0,0,0,1.927939,G7
10001,0.627914,0.723627,0,0,0,1.460773,G7
10001,0.587678,0.696,0,0,0,0.691008,G7
10001,0.531465,0.817296,0,0,0,2.012805,G7
10001,0.683781,0.748672,0,0,0,1.698868,G7
10001,0.727063,0.633878,0,0,0,1.130914,G7
10001,0.559888,1.066187,0,0,0,3.010971,G7
10001,0.408152,1.006429,0,0,0,3.029893,G7
10001,1.685299,4.407277,0,0,0,4.90577,G7
10001,1.697408,4.139905,0,0,0,2.00298,G7
11001,0.496928,1.104342,3.668756,0,0,3.193327,G8
11001,0.350388,1.251412,4.192065,0,0,3.666392,G8
11001,0.26795,1.173207,4.230053,0,0,3.700291,G8
11001,0.356405,1.148731,3.812274,0,0,3.30469,G8
11001,0.538121,1.155998,3.933349,0,0,3.398436,G8
11001,0.285648,1.043317,3.81933,0,0,3.356642,G8
11001,0.095009,0.956007,3.623254,0,0,3.169623,G8
11001,0.063922,1.040511,3.670811,0,0,3.23271,G8
11001,0.273822,1.111945,3.457265,0,0,2.981282,G8
11001,0.497472,1.013234,2.646977,0,0,2.135363,G8
11111,1.037722,1.157735,3.062286,3.213935,2.961429,2.355674,G9
11111,0.96735,1.255594,3.675258,3.813145,3.565082,2.955591,G9
11111,0.972766,1.184164,3.585953,3.756645,3.500747,2.903466,G9
11111,0.967241,1.250833,2.868926,3.010063,2.74509,2.126699,G9
11111,1.00079,1.220477,2.69657,2.829509,2.58122,1.969107,G9
11111,0.910479,1.088166,3.015776,3.199347,2.939293,2.362875,G9
11111,0.776657,1.085197,2.785489,2.923,2.66829,2.10814,G9
11111,0.79672,1.063287,3.540558,3.681621,3.432266,2.912088,G9
11111,1.012155,1.087691,3.673217,3.852635,3.631503,3.052096,G9
11111,1.080741,1.177329,3.192233,3.353548,3.1159,2.488692,G9
