@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,4,5,18-22'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,0.009008,0.827236,0.766474,3.250804,3.323889,3.207144,2.70403,G9
5,0.009706,0.825258,0.71877,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,0.014926,0.697043,1.084395,1.908255,0,0,0,G0
3,0.013496,0.355125,1.095757,2.364843,2.016806,0,0,G0
3,0.013251,0.061216,0.664541,2.737217,2.284793,0,0,G0
3,0.012943,0.555953,1.11106,2.494489,2.130704,0,0,G0
3,0.014201,0.52277,1.072685,2.415777,2.001437,0,0,G0
3,0.013723,0.292447,0.928006,2.78545,2.22594,0,0,G0
3,0.014019,0.213229,0.836652,2.604391,2.034541,0,0,G0
3,0.011053,0.544974,0.757962,2.306246,1.868377,0,0,G0
3,0.010994,0.659414,1.107473,2.94442,2.477288,0,0,G0
3,0.01129,0.45662,0.937377,3.083386,2.527724,0,0,G0
0,0,0,0,0,0,0,0,G2
1,1,-0.423096,0.6465,0,0,0,0,G2
4,0.00964,0.81831,1.46154,5.532096,5.382208,4.748091,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
2,0.018964,-0.144776,1.028209,4.714875,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.572159,0.750559,0,0,0,0,G2
1,1,-0.433531,0.659362,0,0,0,0,G2
1,1,-0.089519,0.743639,0,0,0,0,G2
1,1,0.258719,0.79687,0,0,0,0,G3
1,1,0.242,0.968297,0,0,0,0,G3
1,1,0.098345,0.831962,0,0,0,0,G3
1,1,0.004216,0.816869,0,0,0,0,G3
1,1,0.38494,0.814868,0,0,0,0,G3
1,1,0.549606,0.723149,0,0,0,0,G3
1,1,0.19082,0.791523,0,0,0,0,G3
1,1,-0.10305,0.707491,0,0,0,0,G3
1,1,0.435361,0.754073,0,0,0,0,G3
1,1,0.591228,0.659504,0,0,0,0,G3
2,0.010681,-0.412135,0.775308,1.572294,0,0,0,G4
2,0.010645,0.03018,1.351838,3.001924,0,0,0,G4
2,0.01056,-0.259703,1.228657,2.33671,0,0,0,G4
2,0.010659,-0.219504,1.035255,1.816872,0,0,0,G4
2,0.01047,0.053486,1.109588,2.32773,0,0,0,G4
2,0.010476,-0.247856,0.953179,2.299439,0,0,0,G4
2,0.01065,-0.551376,0.839997,1.830652,0,0,0,G4
2,0.010661,-0.395145,0.893107,1.767246,0,0,0,G4
3,0.017065,0.214681,1.235542,2.878506,1.778897,0,0,G4
3,0.016712,0.042194,0.72105,1.952695,0.867215,0,0,G4
2,0.016788,0.041601,0.633958,1.743388,0,0,0,G5
2,0.016886,0.078482,0.891532,2.568621,0,0,0,G5
2,0.017352,0.294631,0.976334,2.390135,0,0,0,G5
3,0.01326,0.21038,0.966125,2.873758,1.788195,0,0,G5
2,0.016477,0.427865,0.779371,2.074523,0,0,0,G5
2,0.016847,0.006204,0.510842,1.694406,0,0,0,G5
2,0.016809,-0.143872,0.427131,1.240452,0,0,0,G5
2,0.018528,0.101422,0.925309,2.793973,0,0,0,G5
2,0.017781,0.569412,0.948335,2.17444,0,0,0,G5
2,0.017231,0.213745,0.802045,2.096606,0,0,0,G5
3,0.015592,0.224582,0.647937,1.500206,1.310854,0,0,G6
3,0.016209,0.13325,0.92864,1.981838,1.819964,0,0,G6
3,0.01567,0.241294,0.960474,2.642686,2.498379,0,0,G6
3,0.014326,0.11027,0.892352,2.455272,2.334549,0,0,G6
3,0.014515,0.106367,0.666474,1.130134,0.958816,0,0,G6
3,0.012976,0.621728,0.769496,2.084084,1.89303,0,0,G6
3,0.012967,0.52339,0.805041,2.407833,2.255274,0,0,G6
3,0.013893,0.442841,0.866414,2.560258,2.461431,0,0,G6
4,0.011418,0.556809,0.847177,1.739976,1.626955,0.559517,0,G6
3,0.014028,0.5139,0.890985,2.637288,2.472481,0,0,G6
3,0.010612,0.730335,0.77272,2.310038,1.971678,0,0,G7
3,0.010154,-0.055232,1.160069,2.604583,2.621128,0,0,G7
2,0.010363,-0.074309,1.443389,3.480368,0,0,0,G7
2,0.010019,0.459548,1.207844,3.467479,0,0,0,G7
2,0.010007,0.156306,1.216426,2.866975,0,0,0,G7
2,0.010192,-0.011124,1.24968,2.521095,0,0,0,G7
3,0.009714,0.05508,1.19882,2.89088,2.802563,0,0,G7
3,0.0115,0.818824,0.862795,4.098808,3.870747,0,0,G7
3,0.00987,0.268694,0.920606,2.0816,1.955405,0,0,G7
3,0.010257,0.520851,0.598301,1.599136,1.432605,0,0,G7
3,0.010319,0.443635,0.795187,3.040519,2.391638,0,0,G8
3,0.009411,0.09077,1.036468,3.386368,2.886837,0,0,G8
3,0.009746,0.468985,1.116939,3.743832,3.167696,0,0,G8
3,0.009429,-0.164005,0.880468,2.200986,1.705628,0,0,G8
3,0.009713,0.428036,0.991011,3.173045,2.632283,0,0,G8
3,0.009941,0.147076,0.77672,2.401416,1.8465,0,0,G8
3,0.01037,0.576803,1.029906,3.00123,2.314212,0,0,G8
3,0.010276,0.1909,0.726511,2.411579,1.767465,0,0,G8
3,0.010529,0.145891,0.612317,2.09858,1.427324,0,0,G8
3,0.010406,0.510261,1.02613,3.148965,2.430719,0,0,G8
5,0.008084,1.06497,1.232757,2.938179,3.045091,2.854487,2.317141,G9
5,0.008211,0.895018,1.133635,3.10205,3.145814,3.048479,2.49278,G9
5,0.008098,0.595696,1.130398,2.907748,2.977066,2.853224,2.296777,G9
5,0.008204,1.069266,1.1406,3.283924,3.386206,3.264339,2.709708,G9
5,0.008105,0.8561,0.933275,2.807372,2.90635,2.784966,2.266575,G9
5,0.007831,0.490497,0.951265,2.820379,2.936428,2.803511,2.31036,G9
5,0.008011,1.025218,0.978465,2.742716,2.790142,2.615518,2.059442,G9
5,0.007937,0.925737,1.043397,3.603471,3.67582,3.569702,3.069453,G9
5,0.007892,0.775444,0.978916,3.105814,3.222828,3.057915,2.57627,G9
5,0.008156,1.016059,1.2131,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,0.024175,-0.008628,0.908698,3.466743,0,0,0,G0
3,0.013,0.509244,0.992541,3.204088,2.730621,0,0,G0
3,0.013446,0.594434,0.841796,2.859435,2.402386,0,0,G0
3,0.013456,0.44082,0.83607,3.560318,3.06944,0,0,G0
3,0.012738,0.351001,0.843869,3.309568,2.836774,0,0,G0
3,0.013126,0.321227,0.681571,2.393359,1.923379,0,0,G0
3,0.012857,0.324205,0.696714,2.257071,1.779151,0,0,G0
3,0.01325,0.545601,0.595058,1.579032,1.073251,0,0,G0
3,0.013314,0.559776,0.942227,2.660591,2.152958,0,0,G0
3,0.013604,0.567607,1.02037,3.334086,2.829475,0,0,G0
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.248304,0.904027,0,0,0,0,G2
1,1,-0.362474,0.860532,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.351167,0.845578,0,0,0,0,G2
2,0.017633,-0.078576,1.280742,1.370667,0,0,0,G2
1,1,-0.133472,0.840209,0,0,0,0,G2
1,1,-0.251653,0.919942,0,0,0,0,G2
1,1,0.190275,0.808455,0,0,0,0,G3
1,1,0.187176,0.947213,0,0,0,0,G3
2,0.017241,0.325798,0.888754,1.447591,0,0,0,G3
2,0.017467,0.436097,0.73193,1.233397,0,0,0,G3
1,1,0.1556,0.574298,0,0,0,0,G3
1,1,0.222859,0.561295,0,0,0,0,G3
1,1,0.309264,0.545472,0,0,0,0,G3
2,0.016905,0.511787,0.678693,2.017581,0,0,0,G3
2,0.018043,0.472732,0.69639,0.566015,0,0,0,G3
1,1,0.25354,0.779983,0,0,0,0,G3
3,0.017477,-0.000021,1.08582,1.296927,0.371192,0,0,G4
2,0.011343,-0.102365,1.318317,2.519146,0,0,0,G4
3,0.017351,0.120058,1.510522,2.75031,1.723997,0,0,G4
2,0.01216,-0.286956,1.153748,2.395666,0,0,0,G4
2,0.01233,-0.310827,1.121304,2.815108,0,0,0,G4
2,0.012639,-0.230822,1.026543,1.393766,0,0,0,G4
2,0.012517,-0.228206,0.980889,1.300148,0,0,0,G4
2,0.012831,-0.186455,1.011124,1.216594,0,0,0,G4
2,0.014258,-0.296336,0.892096,1.197391,0,0,0,G4
3,0.017062,0.03582,1.138649,1.29919,0.383091,0,0,G4
2,0.021052,0.139558,0.853475,2.986548,0,0,0,G5
2,0.022052,0.147804,0.914233,2.595356,0,0,0,G5
2,0.022395,0.222824,0.908718,2.719604,0,0,0,G5
3,0.031525,0.347617,1.090106,1.520247,2.604178,0,0,G5
2,0.021207,0.102128,0.808731,1.674201,0,0,0,G5
2,0.020503,-0.028735,0.800222,1.848292,0,0,0,G5
2,0.02077,-0.027244,0.857413,2.322742,0,0,0,G5
2,0.020459,-0.057109,0.866703,2.705819,0,0,0,G5
2,0.021021,0.043641,0.865421,3.202811,0,0,0,G5
2,0.02039,0.054236,0.852607,3.100928,0,0,0,G5
3,0.015135,0.389652,0.915078,0.199118,0.123678,0,0,G6
3,0.014573,0.350061,0.973619,1.965673,1.707701,0,0,G6
3,0.013595,0.478049,0.992767,1.892295,1.599661,0,0,G6
3,0.013738,0.492278,0.996788,2.206771,1.941365,0,0,G6
3,0.013736,0.141816,0.903235,1.941874,1.681604,0,0,G6
3,0.013928,0.147993,0.916604,1.992829,1.736571,0,0,G6
3,0.013876,0.180721,0.963934,2.19402,1.922534,0,0,G6
3,0.013807,0.414376,0.991339,2.664763,2.43194,0,0,G6
3,0.01415,0.364131,0.964287,1.671507,1.365915,0,0,G6
3,0.014919,0.470769,0.938965,0.550751,0.184963,0,0,G6
3,0.011148,1.317109,0.424214,0.384534,0.373431,0,0,G7
2,0.011434,1.153869,0.479772,0.493516,0,0,0,G7
2,0.011219,1.214387,0.405363,0.694488,0,0,0,G7
2,0.010902,1.065491,0.457093,1.143306,0,0,0,G7
2,0.010432,0.879429,0.508598,1.247574,0,0,0,G7
3,0.010954,1.01482,0.399364,0.106801,0.179195,0,0,G7
2,0.011662,1.369463,0.384122,0.232696,0,0,0,G7
2,0.011852,1.432197,0.383998,0.037135,0,0,0,G7
3,0.011112,1.249366,0.454909,0.612904,0.680129,0,0,G7
3,0.010802,1.081735,0.513884,0.775925,0.788083,0,0,G7
3,0.009672,0.545486,0.786356,3.204638,2.588875,0,0,G8
3,0.009761,0.99161,0.962037,2.305337,1.558511,0,0,G8
3,0.009541,1.115991,0.882369,2.158606,1.375083,0,0,G8
3,0.009822,0.982328,0.873196,2.635837,1.837766,0,0,G8
3,0.009685,0.803399,0.907886,3.376349,2.591346,0,0,G8
3,0.009611,1.208049,0.819426,2.905275,2.092289,0,0,G8
3,0.009718,1.180364,0.688344,3.16208,2.312677,0,0,G8
3,0.009771,1.076684,0.8349,2.230921,1.542498,0,0,G8
3,0.009682,0.999644,0.773971,1.665813,0.958638,0,0,G8
3,0.009763,0.707696,0.747363,2.453095,1.781299,0,0,G8
5,0.008987,1.027946,1.080613,2.757621,2.938242,2.803932,2.219361,G9
5,0.008941,0.892321,0.968518,2.303982,2.440433,2.29634,1.776484,G9
5,0.008827,0.872778,0.861062,2.548765,2.698264,2.565171,2.085964,G9
1,1,-0.985285,-0.004083,0,0,0,0,G9
5,0.008749,0.988456,0.835181,2.306974,2.492724,2.341148,1.723,G9
5,0.008624,0.866844,0.713481,2.469249,2.63335,2.481777,1.916036,G9
5,0.008786,0.99683,0.685098,2.455916,2.642896,2.49847,1.939686,G9
5,0.008948,0.891538,1.174421,3.636585,3.818588,3.671304,3.11106,G9
5,0.008825,1.019123,1.128191,3.58542,3.74994,3.623787,3.021146,G9
5,0.008881,1.063152,1.200381,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,0.013042,0.886732,0.927925,3.809917,0,0,0,G0
3,0.011495,0.547338,1.02856,2.639111,2.249943,0,0,G0
3,0.010895,0.351789,0.978688,1.861239,1.610192,0,0,G0
2,0.016768,0.546105,0.995054,2.132315,0,0,0,G0
2,0.012894,0.874791,0.972794,2.471603,0,0,0,G0
3,0.012687,0.72639,1.10794,2.752664,2.156658,0,0,G0
2,0.016537,0.537521,0.954092,1.958569,0,0,0,G0
3,0.012489,0.671723,1.050902,2.710219,2.109083,0,0,G0
3,0.012102,0.73589,0.834918,2.570628,2.039878,0,0,G0
3,0.011832,0.455441,0.875696,2.417647,1.897843,0,0,G0
1,1,-0.395436,0.124494,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.266284,0.092887,0,0,0,0,G2
1,1,-0.467012,-0.033828,0,0,0,0,G2
1,1,-0.568667,-0.068894,0,0,0,0,G2
1,1,-0.449082,0.069475,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,-0.292297,0.004645,0,0,0,0,G2
1,1,-0.468907,-0.02539,0,0,0,0,G2
2,0.02319,0.439831,0.884812,1.789255,0,0,0,G3
3,0.016277,0.448974,1.168917,0.779619,1.341192,0,0,G3
0,0,0,0,0,0,0,0,G3
2,0.014628,0.350008,0.892521,1.07211,0,0,0,G3
2,0.01504,0.473491,0.958842,1.337974,0,0,0,G3
1,1,0.117314,0.593769,0,0,0,0,G3
1,1,0.036763,0.533063,0,0,0,0,G3
2,0.02276,0.189415,0.71201,1.310912,0,0,0,G3
2,0.022718,0.369277,0.734343,1.253729,0,0,0,G3
2,0.024239,0.465191,0.752641,1.354273,0,0,0,G3
2,0.012037,-0.228333,0.915433,1.714143,0,0,0,G4
3,0.018735,0.188088,1.434125,2.399213,1.396729,0,0,G4
2,0.012,-0.181789,1.1645,2.195871,0,0,0,G4
2,0.011555,-0.336539,1.10203,2.306665,0,0,0,G4
2,0.011652,-0.375696,1.047006,2.36277,0,0,0,G4
2,0.011781,-0.30021,1.002143,1.996894,0,0,0,G4
2,0.011935,-0.217853,1.116914,1.970028,0,0,0,G4
2,0.011958,-0.25502,1.006149,1.905056,0,0,0,G4
3,0.018791,0.12973,1.151243,2.199822,1.106381,0,0,G4
3,0.017666,0.112282,1.142098,2.408094,1.332826,0,0,G4
2,0.019785,-0.063756,0.800326,1.719043,0,0,0,G5
2,0.020119,0.19679,0.862742,1.679568,0,0,0,G5
2,0.01997,0.059605,0.866905,1.602602,0,0,0,G5
2,0.020287,0.042598,0.851129,1.611276,0,0,0,G5
2,0.020168,-0.126182,0.794684,1.909074,0,0,0,G5
2,0.019834,-0.051169,0.834876,1.713301,0,0,0,G5
2,0.019846,0.168148,0.836722,1.610795,0,0,0,G5
2,0.020116,0.135939,0.827602,1.66416,0,0,0,G5
2,0.020067,0.143817,0.821288,1.77677,0,0,0,G5
2,0.019847,-0.004519,0.816408,1.581132,0,0,0,G5
3,0.014743,0.352671,0.817734,1.450669,1.281818,0,0,G6
3,0.015098,0.217343,0.859687,1.497299,1.346642,0,0,G6
3,0.014547,0.277276,0.827682,1.436411,1.282059,0,0,G6
3,0.014449,0.315888,0.816859,1.575881,1.411345,0,0,G6
3,0.014934,0.373073,0.783414,1.751137,1.559753,0,0,G6
3,0.014813,0.34865,0.783798,1.698875,1.507171,0,0,G6
3,0.015164,0.178631,0.722558,1.455152,1.274632,0,0,G6
3,0.014885,0.194414,0.711204,1.447757,1.26137,0,0,G6
3,0.015116,0.374784,0.780966,1.707485,1.516865,0,0,G6
3,0.014977,0.331614,0.863926,1.580609,1.412423,0,0,G6
3,0.010438,1.210704,0.894478,3.681969,3.847264,0,0,G7
2,0.010795,1.430695,0.93806,2.946744,0,0,0,G7
2,0.010652,1.418604,0.936678,2.998811,0,0,0,G7
2,0.010717,1.433596,0.934665,3.292067,0,0,0,G7
2,0.011471,1.528859,0.917572,3.810102,0,0,0,G7
2,0.011236,1.484964,0.958126,3.469804,0,0,0,G7
2,0.010897,1.29005,0.923267,3.25412,0,0,0,G7
3,0.010884,1.387429,1.018662,3.200303,3.226197,0,0,G7
3,0.010807,1.302124,0.905767,3.626636,3.857832,0,0,G7
2,0.011076,1.287866,0.914272,3.748755,0,0,0,G7
3,0.011049,1.13941,1.333848,6.283594,5.479455,0,0,G8
3,0.0108,1.244691,1.297401,4.651743,3.63243,0,0,G8
3,0.011102,1.38209,1.376521,4.642641,3.629433,0,0,G8
3,0.011007,1.287421,1.322932,5.036147,4.089,0,0,G8
3,0.010856,1.18762,1.304092,5.490388,4.574145,0,0,G8
3,0.009815,0.568574,1.124813,4.662253,3.982023,0,0,G8
2,0.012549,0.143787,0.758516,2.907346,0,0,0,G8
2,0.012129,0.362933,0.769346,2.967525,0,0,0,G8
2,0.01254,0.717445,0.725014,2.827115,0,0,0,G8
3,0.00966,0.756468,1.133924,4.522438,3.792587,0,0,G8
5,0.009456,0.930666,1.27794,3.7999,4.004097,3.830438,3.310155,G9
5,0.009113,0.984521,1.179577,2.945883,3.105919,2.964248,2.414811,G9
5,0.008982,0.96534,1.170372,2.928238,3.065292,2.930815,2.390457,G9
5,0.009393,1.020055,1.182465,2.96248,3.114193,2.960878,2.410872,G9
4,0.010939,0.606628,0.869348,2.266222,2.218778,1.928026,0,G9
5,0.009364,0.964729,1.150829,2.855092,3.101118,2.989568,2.504358,G9
5,0.009404,0.968442,1.1299,2.822205,3.036373,2.87299,2.335129,G9
5,0.009125,0.984573,1.166982,3.24059,3.40203,3.290971,2.755993,G9
5,0.009162,1.063021,1.185761,3.349482,3.481277,3.36743,2.849082,G9
4,0.011123,0.893148,0.952632,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,-0.123649,0.874282,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,0.015583,0.560978,1.167571,1.98976,0,0,0,G0
3,0.011402,0.700698,1.122981,3.20416,2.461845,0,0,G0
3,0.011398,0.649385,1.076474,3.055864,2.419631,0,0,G0
3,0.011594,0.754909,0.998972,2.502074,1.850251,0,0,G0
4,0.013536,0.983468,1.236716,2.988656,1.91733,2.369823,0,G0
3,0.011151,0.766188,1.040268,2.865042,2.254971,0,0,G0
3,0.011191,0.677561,1.013315,2.610252,2.013928,0,0,G0
3,0.011357,0.782363,1.02419,1.993155,1.356946,0,0,G0
3,0.010831,0.935835,1.021352,2.36433,1.800614,0,0,G0
3,0.013881,1.042902,1.121071,1.970152,0.978485,0,0,G0
1,1,0.082901,0.840151,0,0,0,0,G2
2,0.020163,0.06255,1.344259,0.920387,0,0,0,G2
1,1,-0.146893,0.885657,0,0,0,0,G2
1,1,-0.116136,0.881814,0,0,0,0,G2
2,0.02079,0.079941,1.27485,0.917084,0,0,0,G2
1,1,-0.099074,0.8538,0,0,0,0,G2
1,1,-0.077608,0.879004,0,0,0,0,G2
1,1,-0.044573,0.85692,0,0,0,0,G2
1,1,-0.15065,0.880106,0,0,0,0,G2
1,1,-0.132626,0.900084,0,0,0,0,G2
1,1,0.011443,0.726551,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,0.232822,0.956751,0,0,0,0,G3
1,1,0.254014,0.962371,0,0,0,0,G3
1,1,0.161145,0.680975,0,0,0,0,G3
1,1,0.139832,0.709663,0,0,0,0,G3
2,0.015459,0.348557,1.009762,0.901687,0,0,0,G3
2,0.024163,0.232993,0.908979,1.09813,0,0,0,G3
1,1,0.292268,0.728388,0,0,0,0,G3
1,1,0.031611,0.696982,0,0,0,0,G3
2,0.01132,0.000218,1.053698,1.785772,0,0,0,G4
2,0.010736,-0.062194,0.976454,1.280858,0,0,0,G4
2,0.011071,0.027395,1.001867,1.004498,0,0,0,G4
2,0.0114,-0.107223,0.959754,2.042272,0,0,0,G4
2,0.011556,-0.03914,0.94222,1.401508,0,0,0,G4
3,0.017567,0.308168,1.444253,4.029541,2.687808,0,0,G4
2,0.011834,0.099385,0.888666,0.457432,0,0,0,G4
2,0.011023,-0.137127,0.90677,2.075738,0,0,0,G4
3,0.017425,0.278909,1.630031,3.696465,2.458309,0,0,G4
2,0.011751,0.152046,1.141769,1.144982,0,0,0,G4
2,0.015008,0.253866,0.946597,1.816245,0,0,0,G5
2,0.014457,0.207207,0.925658,1.860711,0,0,0,G5
2,0.014868,0.131845,0.927572,1.858965,0,0,0,G5
3,0.013079,0.417831,1.199853,2.338717,1.173219,0,0,G5
2,0.015642,0.465765,0.83953,1.798915,0,0,0,G5
2,0.014786,0.36592,0.885411,1.909549,0,0,0,G5
2,0.01504,0.254988,0.941837,1.780497,0,0,0,G5
3,0.02011,0.494482,1.144473,1.248664,2.344054,0,0,G5
3,0.02342,0.670536,1.293859,1.158152,2.723112,0,0,G5
3,0.015389,0.451246,1.377801,2.532689,1.143299,0,0,G5
3,0.015161,0.620535,1.036278,1.96919,1.589761,0,0,G6
3,0.013325,0.340796,0.94036,2.135509,1.936107,0,0,G6
3,0.013629,0.460172,0.906906,1.994321,1.801929,0,0,G6
3,0.014153,0.335342,0.87662,1.921056,1.771123,0,0,G6
3,0.014974,0.390321,0.952347,1.827847,1.54008,0,0,G6
3,0.014878,0.513536,0.959195,1.756764,1.494779,0,0,G6
3,0.014263,0.466713,0.923365,1.906356,1.705583,0,0,G6
3,0.01452,0.367528,0.89911,1.751175,1.551385,0,0,G6
3,0.014403,0.423515,0.919454,1.795738,1.508183,0,0,G6
3,0.015611,0.610478,0.956043,1.590309,1.243001,0,0,G6
3,0.011984,1.036433,0.825058,1.999654,2.011295,0,0,G7
2,0.011156,1.194456,0.78721,1.705775,0,0,0,G7
2,0.010727,1.227138,0.813854,1.717888,0,0,0,G7
3,0.011904,1.452045,0.843,1.520037,1.52356,0,0,G7
3,0.011072,0.955925,0.827463,1.917698,2.06951,0,0,G7
3,0.011558,0.826892,0.790766,1.806338,1.826169,0,0,G7
2,0.010878,0.862414,0.73595,1.37007,0,0,0,G7
2,0.010501,0.779082,0.795184,2.017808,0,0,0,G7
2,0.010635,0.614866,0.796316,2.422347,0,0,0,G7
3,0.011445,0.746833,0.783412,1.390132,1.455146,0,0,G7
3,0.012229,0.642406,1.268532,2.646246,1.849942,0,0,G8
3,0.011917,0.691796,1.550729,4.854231,4.078568,0,0,G8
3,0.011702,0.851184,1.598437,5.807872,4.858295,0,0,G8
3,0.011597,0.620343,1.461919,4.383067,3.523525,0,0,G8
3,0.010948,0.529633,1.361272,3.381474,2.580142,0,0,G8
3,0.01127,0.626107,1.388609,3.098134,2.294698,0,0,G8
3,0.011619,0.793669,1.454884,3.361227,2.561757,0,0,G8
3,0.011397,0.799647,1.496487,4.202931,3.434555,0,0,G8
3,0.011659,0.815534,1.535446,4.994956,4.152629,0,0,G8
2,0.015045,0.457876,1.068791,2.496996,0,0,0,G8
5,0.011028,1.016714,1.427015,3.674808,3.784061,3.378028,2.918843,G9
5,0.009949,0.940934,1.413689,3.632619,3.795228,3.502339,2.980148,G9
5,0.010189,0.820475,1.36548,3.984668,4.100236,3.837862,3.340853,G9
5,0.011212,1.013903,1.483501,3.256173,3.430293,3.099514,2.536885,G9
5,0.010182,1.098606,1.304054,2.991236,3.110813,2.795954,2.336367,G9
5,0.009492,0.951457,1.361284,3.690811,3.834839,3.600015,3.186671,G9
5,0.009211,0.676148,1.341811,3.93583,4.084382,3.87824,3.450444,G9
5,0.010216,0.798898,1.319125,3.668078,3.733304,3.421971,2.961751,G9
5,0.010888,1.13354,1.343428,2.699836,2.79611,2.410121,1.910989,G9
5,0.010339,1.143635,1.295975,2.794431,2.91388,2.562673,2.113498,G9
2,0.018991,0.669171,-1.17359,0.750697,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,0.566101,-0.706407,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.011154,0.428427,0.736359,2.532731,2.073618,0,0,G0
3,0.01162,0.600893,1.034234,4.403193,3.902009,0,0,G0
3,0.011376,0.585449,0.983857,4.036168,3.518292,0,0,G0
2,0.016074,0.347165,0.9458,2.836219,0,0,0,G0
3,0.011033,0.412131,0.949965,2.512621,2.108184,0,0,G0
3,0.01112,0.708656,0.97247,2.961737,2.464311,0,0,G0
3,0.011141,0.767946,1.031809,3.890916,3.405363,0,0,G0
2,0.016025,0.709577,0.913151,3.349275,0,0,0,G0
2,0.01572,0.516266,0.924732,2.617632,0,0,0,G0
3,0.010908,0.518959,0.702197,3.187417,2.707933,0,0,G0
2,0.036082,1.912317,4.437551,2.371864,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,0.838413,-0.500419,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,0.440294,-0.790939,0,0,0,0,G2
1,1,-0.301824,0.648214,0,0,0,0,G2
1,1,-0.38944,0.695994,0,0,0,0,G2
1,1,-0.344222,0.680582,0,0,0,0,G2
1,1,-0.241185,0.662175,0,0,0,0,G2
1,1,-0.199055,0.73561,0,0,0,0,G3
2,0.017628,0.074395,1.139866,3.003875,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,0.048779,0.883641,0,0,0,0,G3
1,1,0.195088,0.879319,0,0,0,0,G3
1,1,0.049099,0.833071,0,0,0,0,G3
1,1,0.060909,0.845208,0,0,0,0,G3
1,1,0.002198,0.860605,0,0,0,0,G3
1,1,-0.014611,0.841087,0,0,0,0,G3
1,1,-0.172701,0.755256,0,0,0,0,G3
3,0.027495,-0.072026,1.53506,1.508702,0.348343,0,0,G4
2,0.012179,-0.35709,1.391002,2.376202,0,0,0,G4
3,0.023979,-0.057814,1.564538,2.246101,1.064484,0,0,G4
2,0.012371,-0.306567,1.238433,1.775503,0,0,0,G4
2,0.011632,-0.456731,1.116702,2.696558,0,0,0,G4
2,0.011963,-0.538603,1.072066,1.894687,0,0,0,G4
2,0.012571,-0.49363,1.131225,2.155454,0,0,0,G4
3,0.022713,0.315553,2.852303,3.088927,1.600538,0,0,G4
2,0.012888,-0.274237,1.283077,2.679899,0,0,0,G4
3,0.034152,-0.071735,3.320397,2.952057,1.339858,0,0,G4
