@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R3,5,6,7-11,18-22'

@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.010997,1.090625,23.849249,0,1.211881,1.24072,0,0.923508,2.186371,2.331832,0,1.754914,G0
0.010501,1.115472,24.9988,0,1.236499,1.242323,0,0.937168,2.209571,2.427099,0,1.933388,G0
0.010776,1.112508,24.508358,0,1.242307,1.264151,0,0.943157,2.318259,2.528678,0,1.965183,G0
0.011858,0.98304,54.984791,0,1.36152,1.035003,0,0,2.283682,1.949924,0,0,G0
0.01071,1.013495,25.160847,0,1.214831,1.244301,0,1.009818,2.525307,2.668672,0,2.077415,G0
0.010442,0.979701,25.775015,0,1.229102,1.261844,0,0.998297,2.273007,2.462442,0,1.884354,G0
0.010727,1.070896,24.676746,0,1.227677,1.254226,0,0.942421,2.268166,2.474867,0,1.965286,G0
0.011027,1.072848,23.645828,0,1.229199,1.232997,0,0.922552,2.313964,2.480407,0,1.967646,G0
1,0.796177,1,0,0.999995,0,0,0,1.671627,0,0,0,G0
0.011043,1.139601,23.794411,0,1.215578,1.236248,0,0.9329,2.46249,2.587882,0,1.998994,G0
1,0.904879,1,0,1.000007,0,0,0,0.635119,0,0,0,G2
1,0.830004,1,0,1.000002,0,0,0,0.955509,0,0,0,G2
1,0.933874,1,0,0.999998,0,0,0,0.818895,0,0,0,G2
1,0.834286,1,0,1.000004,0,0,0,0.890876,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.941433,1,0,1.000002,0,0,0,1.074743,0,0,0,G2
1,0.958562,1,0,1.000004,0,0,0,0.829774,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0.016282,1.373732,33.111378,0,1.461845,0,0,0,2.555643,0,0,0,G2
1,0.851933,1,0,0.999997,0,0,0,0.869108,0,0,0,G2
1,0.688457,1,0,0,0,0,0.999991,0,0,0,0.940439,G3
1,0.968013,1,0,0,0,0,1.000002,0,0,0,2.48596,G3
1,0.931877,1,0,0,0,0,1.000004,0,0,0,2.216718,G3
1,0.877188,1,0,0,0,0,0.999995,0,0,0,2.063697,G3
1,0.89396,1,0,0,0,0,0.999996,0,0,0,1.884531,G3
1,0.867564,1,0,0,0,0,1.000001,0,0,0,1.674197,G3
1,0.848933,1,0,0,0,0,0.999997,0,0,0,1.57501,G3
1,0.843853,1,0,0,0,0,0.999997,0,0,0,1.653526,G3
1,0.771164,1,0,0,0,0,1,0,0,0,1.809224,G3
1,0.754998,1,0,0,0,0,1.000009,0,0,0,1.55895,G3
1,0.259996,1,1.000001,0,0,0,0,0,0,0,0,G4
0.014551,1.471787,20.527178,1.372331,1.668,0,0,0,2.763506,0,0,0,G4
0.014566,1.474227,20.604887,1.383623,1.664197,0,0,0,2.481959,0,0,0,G4
0.010941,1.251474,61.082603,1.126141,1.363223,0,0,0,1.903705,0,0,0,G4
0.011182,1.230959,57.431267,1.020673,1.343447,0,0,0,1.909232,0,0,0,G4
0.011336,1.153618,54.200619,0.94005,1.333877,0,0,0,1.774987,0,0,0,G4
0.011666,1.184002,54.161648,1.017405,1.317151,0,0,0,1.817703,0,0,0,G4
0.011657,1.113585,56.480007,1.06515,1.362235,0,0,0,1.506748,0,0,0,G4
0.01138,1.165923,57.925606,1.080464,1.357243,0,0,0,1.917948,0,0,0,G4
0.011634,1.181201,56.000134,1.062843,1.344985,0,0,0,2.214837,0,0,0,G4
0.019664,0.831786,26.642244,0,1.013643,1.050725,0,0,1.619893,1.650699,0,0,G5
0.014532,0.943422,37.154068,0,1.032925,1.083044,0,0,1.821331,1.923573,0,0,G5
0.015604,0.910117,34.104729,0,1.030936,1.066185,0,0,1.718175,1.820373,0,0,G5
1,0.920849,1,0,1.000002,0,0,0,0.953621,0,0,0,G5
0.020069,0.927262,26.021835,0,1.009389,1.04801,0,0,1.80261,1.869305,0,0,G5
0.021022,0.943595,24.800642,0,0.999942,1.049372,0,0,1.56352,1.607996,0,0,G5
1,0.887789,1,0,1,0,0,0,1.032645,0,0,0,G5
0.019412,0.879447,26.962458,0,1.013852,1.049536,0,0,1.732994,1.798481,0,0,G5
0.01963,0.876255,26.692886,0,1.00959,1.051953,0,0,1.668959,1.733206,0,0,G5
0.019562,0.855967,26.765795,0,1.011949,1.050462,0,0,1.565563,1.642731,0,0,G5
0.013107,0.942145,20.256214,0,1.069799,1.140531,1.024656,0,1.985085,2.201002,1.982784,0,G6
0.01544,0.95909,17.047852,0,1.053839,1.111896,1.003719,0,2.432953,2.608777,2.453556,0,G6
0.015718,0.924589,16.729675,0,1.064541,1.119344,0.979428,0,1.935969,2.11624,1.918045,0,G6
0.014902,1.004657,17.787954,0,1.031419,1.130795,1.022165,0,2.313797,2.530725,2.330842,0,G6
0.015318,1.007633,17.265451,0,1.022672,1.12598,1.018385,0,2.430544,2.629942,2.44507,0,G6
0.01588,1.007552,16.213783,0,1.066802,1.089841,0.964393,0,2.335258,2.457115,2.297291,0,G6
0.013119,0.99553,20.062643,0,1.064239,1.118604,1.029358,0,2.245775,2.403111,2.196668,0,G6
0.011717,0.996446,22.757629,0,1.110473,1.14987,1.040125,0,2.050643,2.286544,2.063041,0,G6
0.012431,1.047211,21.377962,0,1.086356,1.142374,1.031407,0,2.336784,2.531724,2.296187,0,G6
0.01289,1.049552,20.55521,0,1.063441,1.134378,1.008969,0,1.969477,2.13933,1.900911,0,G6
0.0116,1.119819,65.847382,1.287261,0,0,0,1.554972,0,0,0,2.737714,G7
1,0.519808,1,1.000002,0,0,0,0,0,0,0,0,G7
1,0.50776,1,0.999996,0,0,0,0,0,0,0,0,G7
0.011294,1.142831,68.86422,1.326048,0,0,0,1.579405,0,0,0,2.5989,G7
0.010973,1.131886,71.958382,1.3565,0,0,0,1.601107,0,0,0,2.74876,G7
0.011744,1.018693,67.966751,1.267816,0,0,0,1.653403,0,0,0,3.073532,G7
0.011559,1.210535,65.299904,1.283911,0,0,0,1.53341,0,0,0,2.993518,G7
0.011198,1.114058,65.007561,1.238984,0,0,0,1.478871,0,0,0,2.465016,G7
0.011495,1.129908,65.652946,1.278292,0,0,0,1.534693,0,0,0,2.564542,G7
0.01161,1.119336,65.71978,1.289287,0,0,0,1.552414,0,0,0,2.686135,G7
0.01214,1.378346,19.692427,1.178685,1.736476,0,0,0.867912,3.499493,0,0,2.401753,G8
0.010342,1.278494,26.485064,1.233031,1.643405,0,0,1.501615,3.340404,0,0,2.497936,G8
0.010344,1.114626,26.629318,1.124914,1.58808,0,0,1.423372,2.820648,0,0,2.086836,G8
0.01162,1.448913,20.762381,1.32966,1.814506,0,0,0.955745,3.620735,0,0,2.371606,G8
0.010689,1.252518,25.938713,1.22103,1.65086,0,0,1.479502,3.513155,0,0,2.780068,G8
0.010542,1.08734,26.409336,1.167591,1.616635,0,0,1.445318,3.115993,0,0,2.311466,G8
0.010133,1.031569,27.467936,1.202169,1.619527,0,0,1.44999,2.535746,0,0,1.64341,G8
0.010362,1.123564,26.583305,1.220998,1.654456,0,0,1.512553,2.50407,0,0,1.585721,G8
0.011198,1.225177,18.89397,1.316147,1.766464,0,0,0.894245,2.814799,0,0,1.813369,G8
0.010683,1.226979,25.939802,1.17992,1.608859,0,0,1.442896,3.111614,0,0,2.325379,G8
0.009401,1.077653,9.527532,1.063504,1.348024,1.453747,1.335135,1.218678,2.295031,2.456929,2.271876,1.747492,G9
0.009056,1.01224,9.668103,1.085752,1.351897,1.465063,1.350076,1.239822,2.568736,2.714351,2.519471,2.006902,G9
0.00916,0.98381,9.613049,1.060902,1.340021,1.454921,1.351085,1.234772,2.435565,2.577415,2.393749,1.891648,G9
0.009228,0.955558,9.570864,1.088503,1.355894,1.467672,1.346907,1.227257,2.247694,2.411663,2.225646,1.710008,G9
0.00918,1.18467,9.555344,1.028739,1.343699,1.45118,1.346142,1.224102,2.900245,3.049588,2.873989,2.364183,G9
0.009104,1.163117,9.51868,1.037378,1.340765,1.449316,1.364342,1.242078,2.869842,2.977826,2.789334,2.22542,G9
0.009687,1.348693,9.576638,0.881227,1.329795,1.382041,1.271313,1.145699,3.435466,3.509477,3.323218,2.884544,G9
0.009032,0.946905,9.988613,1.070383,1.343419,1.438622,1.339336,1.22052,2.36952,2.5109,2.3356,1.822936,G9
0.009112,0.801616,9.809388,1.03408,1.348917,1.455608,1.333432,1.22539,1.909025,2.067713,1.870655,1.363011,G9
0.009408,0.942135,9.195293,1.096098,1.359502,1.471292,1.360793,1.273123,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.010461,0.910312,26.168962,0,1.303218,1.226671,0,0.942775,2.329199,2.46029,0,1.921464,G0
0.010363,1.084308,26.312696,0,1.285272,1.220221,0,0.948577,2.161692,2.313767,0,1.812873,G0
0.010171,1.193354,27.028696,0,1.303376,1.23341,0,0.964646,2.510314,2.666554,0,2.133013,G0
0.015402,0.906126,36.385403,0,1.231206,0.910355,0,0,1.876821,1.576564,0,0,G0
0.010308,1.018818,26.946838,0,1.327047,1.234098,0,0.958288,2.456724,2.585765,0,2.025676,G0
0.010317,0.830391,26.449289,0,1.285273,1.221248,0,0.954208,2.170595,2.311467,0,1.794502,G0
0.010817,0.959786,26.165817,0,1.353405,1.255785,0,1.010981,1.739213,1.871524,0,1.276168,G0
0.010496,1.082352,26.78388,0,1.321475,1.255165,0,1.055646,1.930357,2.100502,0,1.545845,G0
0.010388,1.114782,26.587257,0,1.309733,1.247805,0,0.995379,2.221273,2.41489,0,1.872662,G0
0.010418,1.065401,26.258286,0,1.309379,1.236583,0,0.946313,2.354919,2.518441,0,1.986993,G0
1,0.940489,1,0,1.000006,0,0,0,1.350897,0,0,0,G2
1,0.902595,1,0,0.999997,0,0,0,0.922587,0,0,0,G2
1,0.856856,1,0,1,0,0,0,0.833086,0,0,0,G2
1,0.799869,1,0,0.999996,0,0,0,0.972287,0,0,0,G2
1,0.904606,1,0,0.999996,0,0,0,1.338842,0,0,0,G2
1,0.992813,1,0,0.999999,0,0,0,1.430212,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.805535,1,0,1.000003,0,0,0,0.893258,0,0,0,G2
1,0.808621,1,0,0.999998,0,0,0,0.781765,0,0,0,G2
1,0.428554,1,0,0,0,0,1.000001,0,0,0,1.009142,G3
1,0.776599,1,0,0,0,0,1.000003,0,0,0,1.82482,G3
1,0.594295,1,0,0,0,0,0.999997,0,0,0,1.858459,G3
1,0.586515,1,0,0,0,0,1.000003,0,0,0,1.956282,G3
1,0.478185,1,0,0,0,0,1,0,0,0,1.826247,G3
1,0.360722,1,0,0,0,0,1.000002,0,0,0,1.3172,G3
1,0.407221,1,0,0,0,0,1.000002,0,0,0,0.694113,G3
1,0.629562,1,0,0,0,0,1.000003,0,0,0,1.303099,G3
1,0.652679,1,0,0,0,0,0.999998,0,0,0,1.860177,G3
1,0.53114,1,0,0,0,0,0.999995,0,0,0,1.907171,G3
0.011639,0.859095,58.086987,1.403771,1.077859,0,0,0,2.226848,0,0,0,G4
0.011862,1.282806,57.091476,1.046382,1.425747,0,0,0,2.091455,0,0,0,G4
0.011523,1.160692,56.859406,1.010197,1.387631,0,0,0,2.309088,0,0,0,G4
0.011721,1.05981,57.191746,1.017092,1.426804,0,0,0,2.10137,0,0,0,G4
0.012125,0.677994,55.289829,1.010686,1.432176,0,0,0,1.629287,0,0,0,G4
0.011791,1.268584,57.419991,1.064425,1.41397,0,0,0,1.988332,0,0,0,G4
0.011351,1.308857,55.999855,0.965168,1.369175,0,0,0,1.993403,0,0,0,G4
0.011431,1.104593,57.919682,1.03537,1.38954,0,0,0,1.887173,0,0,0,G4
0.011824,1.065004,55.645729,0.994258,1.408788,0,0,0,1.825598,0,0,0,G4
0.011446,0.934078,58.284771,1.065706,1.385733,0,0,0,2.089965,0,0,0,G4
0.016832,0.900112,31.363859,0,1.057805,1.023961,0,0,1.691089,1.696082,0,0,G5
0.016675,0.901322,31.544939,0,1.013185,1.055659,0,0,1.457577,1.612026,0,0,G5
0.017061,0.709856,30.578329,0,1.028368,1.043869,0,0,1.881676,1.956828,0,0,G5
1,0.829421,1,0,0.999996,0,0,0,1.601533,0,0,0,G5
0.016956,0.932993,30.718582,0,1.021789,1.042627,0,0,1.421956,1.485219,0,0,G5
0.016701,0.945703,31.152681,0,1.039431,1.04055,0,0,1.72959,1.79561,0,0,G5
0.016971,0.802615,30.603867,0,1.027695,1.039031,0,0,1.424375,1.55432,0,0,G5
0,0,0,0,0,0,0,0,0,0,0,0,G5
1,0.721637,1,0,1.000004,0,0,0,1.161865,0,0,0,G5
1,0.638595,1,0,1.000002,0,0,0,1.310807,0,0,0,G5
0.012424,0.928371,21.632675,0,1.071071,1.157179,0.980482,0,1.786001,1.935494,1.740907,0,G6
0.012309,1.103648,21.888054,0,1.066721,1.160053,0.992422,0,2.056832,2.233067,1.997889,0,G6
0.012357,0.961613,21.601242,0,1.074112,1.138883,0.998003,0,2.030972,2.168793,1.965827,0,G6
0.012571,0.988794,21.487022,0,1.071811,1.160296,1.012179,0,2.262521,2.436686,2.202429,0,G6
0.012763,1.02717,21.360723,0,1.096332,1.18411,1.001411,0,1.807229,2.018919,1.673655,0,G6
0.012316,0.936006,21.818707,0,1.088513,1.162346,0.97149,0,1.538464,1.681442,1.389185,0,G6
0.012485,0.686904,46.536037,0,1.17806,1.035573,0,0,2.148839,2.028868,0,0,G6
0.012216,0.855413,22.232635,0,1.088253,1.164755,1.02189,0,2.223527,2.391707,2.120616,0,G6
0.012516,0.941777,22.062029,0,1.10577,1.195883,1.037228,0,1.824067,2.04029,1.663921,0,G6
0.012445,0.963241,21.714144,0,1.10952,1.172951,0.981334,0,1.608488,1.785106,1.438898,0,G6
0.010801,0.687236,72.915581,1.405632,0,0,0,1.586898,0,0,0,3.133171,G7
0.011388,1.055557,71.795464,1.343488,0,0,0,1.676114,0,0,0,2.594362,G7
1,0.392595,1,0.999995,0,0,0,0,0,0,0,0,G7
0.0107,0.898498,74.483971,1.375523,0,0,0,1.614831,0,0,0,2.82082,G7
0.011124,1.059316,72.88903,1.361859,0,0,0,1.652639,0,0,0,2.46161,G7
0.011312,0.705152,71.345612,1.358044,0,0,0,1.644154,0,0,0,2.845204,G7
0.011173,0.637664,72.90947,1.392347,0,0,0,1.654037,0,0,0,3.41128,G7
0.010702,0.786996,73.319832,1.365423,0,0,0,1.587286,0,0,0,3.56129,G7
0.010932,0.666335,71.310219,1.352644,0,0,0,1.577676,0,0,0,2.794676,G7
0.010848,0.926507,72.125488,1.395535,0,0,0,1.576573,0,0,0,2.61602,G7
0.008996,0.746876,31.338329,1.233086,1.517702,0,0,1.361919,2.624343,0,0,2.042938,G8
0.009281,0.66335,29.624895,1.168471,1.539806,0,0,1.426647,2.447461,0,0,1.868098,G8
0.011168,1.009961,20.945076,1.480942,1.823011,0,0,0.767173,3.949168,0,0,2.764974,G8
0.010148,0.750555,27.066563,1.301037,1.643125,0,0,1.528457,3.400753,0,0,2.810094,G8
0.010693,0.965698,20.89237,1.273307,1.716989,0,0,0.779932,2.7427,0,0,1.688276,G8
0.009052,0.650669,30.838646,1.194585,1.50724,0,0,1.377956,2.628447,0,0,2.078841,G8
0.008512,0.595711,33.216892,1.278336,1.462534,0,0,1.345177,3.194303,0,0,2.670617,G8
0.011354,0.822748,19.724712,1.385692,1.829914,0,0,0.77344,3.969992,0,0,2.720676,G8
0.010163,0.851607,26.856787,1.274838,1.63541,0,0,1.5327,2.487278,0,0,1.777734,G8
0.009547,0.770491,28.943487,1.256732,1.600498,0,0,1.488192,1.884584,0,0,1.286888,G8
0.008783,1.438505,9.225645,1.04522,1.413022,1.555251,1.41744,1.301486,3.425827,3.667395,3.412279,2.819075,G9
0.008426,1.202741,8.554334,1.1132,1.44218,1.553687,1.467115,1.385741,2.381643,2.581324,2.343382,1.746534,G9
0.008556,1.255053,7.527702,1.175203,1.475616,1.580913,1.52406,1.483663,3.471379,3.682538,3.447838,2.80983,G9
0.008185,1.330061,9.265546,1.216934,1.526029,1.469726,1.446932,1.518048,4.868867,4.908283,4.713198,4.195436,G9
0.007362,1.101408,13.013872,1.06558,1.376368,1.395556,1.301326,1.251492,3.081616,3.178167,3.01303,2.652378,G9
0.008676,1.4344,7.865595,1.167193,1.429559,1.591377,1.515261,1.434195,3.544664,3.804386,3.548612,2.892885,G9
0.008685,1.534743,7.158701,1.194579,1.476707,1.589409,1.548754,1.504313,3.872543,4.08072,3.81959,3.122391,G9
0.008776,1.508981,8.319952,1.125199,1.416304,1.612269,1.455944,1.386305,3.909482,4.140677,3.748071,3.066411,G9
0.008702,1.493291,9.097486,1.202069,1.537737,1.620034,1.296048,1.479903,5.148542,5.337552,4.876584,4.493115,G9
0.008956,1.584597,7.326109,1.395627,1.546052,1.643775,1.50005,1.45338,4.447258,4.685953,4.366793,3.618086,G9
1,0.388478,1,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0.572105,1,0,0,0,0,0,0,0,0,0,G1
0.011307,0.933986,23.832621,0,1.19084,1.221115,0,0.9991,2.766185,2.926789,0,2.474452,G0
0.010904,1.022727,24.683174,0,1.197044,1.215434,0,1.011723,3.201227,3.350957,0,2.904597,G0
0.011255,1.008663,24.046339,0,1.209893,1.239591,0,1.015398,3.183687,3.373737,0,2.910336,G0
0.011287,0.978851,24.023407,0,1.207392,1.23818,0,1.021106,3.29799,3.485087,0,3.020705,G0
0.011129,1.002556,24.130436,0,1.196595,1.216493,0,0.996668,3.020676,3.161777,0,2.695114,G0
0.011039,1.001954,24.313951,0,1.198102,1.215108,0,0.989863,2.885796,3.012733,0,2.538603,G0
0.010968,0.945057,24.521149,0,1.190695,1.21742,0,0.99819,2.217869,2.381183,0,1.93698,G0
0.011322,0.828897,24.014828,0,1.215419,1.239138,0,1.037843,1.97218,2.157017,0,1.677868,G0
0.01158,0.959079,23.529587,0,1.196238,1.244584,0,1.028053,2.237125,2.442111,0,1.956667,G0
0.011329,0.920995,23.898355,0,1.214795,1.238471,0,1.011251,3.370299,3.549635,0,3.075332,G0
1,0.752226,1,0,1.000001,0,0,0,1.567418,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.960286,1,0,0.999997,0,0,0,2.192798,0,0,0,G2
1,0.818337,1,0,0.999997,0,0,0,1.708891,0,0,0,G2
1,0.841928,1,0,0.999999,0,0,0,1.636446,0,0,0,G2
1,0.839827,1,0,1.000001,0,0,0,1.47822,0,0,0,G2
1,0.80107,1,0,1.000007,0,0,0,1.392671,0,0,0,G2
1,0.819822,1,0,0.999998,0,0,0,1.635734,0,0,0,G2
1,0.822595,1,0,0.999996,0,0,0,2.19797,0,0,0,G2
0.024133,0.891323,8.506701,0,0,0,0,0.677421,0,0,0,1.131812,G3
0.023477,1.23157,7.927714,0,0,0,0,0.676001,0,0,0,3.205836,G3
0.021554,1.261465,10.126935,0,0,0,0,0.63883,0,0,0,3.501036,G3
1,0.793664,1,0,0,0,0,1.000005,0,0,0,2.776576,G3
1,0.866528,1,0,0,0,0,1.000011,0,0,0,2.932739,G3
1,0.817743,1,0,0,0,0,0.999991,0,0,0,3.021891,G3
1,0.722604,1,0,0,0,0,0.999996,0,0,0,1.641522,G3
1,0.624235,1,0,0,0,0,0.999998,0,0,0,1.123594,G3
0.039145,1.659585,23.497416,0,0,0,0,1.873151,0,0,0,4.92411,G3
0.027346,0.886567,5.273829,0,0,0,0,0.513303,0,0,0,0.342219,G3
0.010905,0.897239,59.469852,1.102458,1.321397,0,0,0,1.825454,0,0,0,G4
0.011146,1.333772,61.977364,1.111164,1.427663,0,0,0,3.530479,0,0,0,G4
0.017089,1.448977,17.686871,1.353226,1.734763,0,0,0,2.823166,0,0,0,G4
0.017418,1.387689,16.85124,1.332774,1.728884,0,0,0,2.985475,0,0,0,G4
0.011381,1.098991,59.102325,1.109319,1.380263,0,0,0,2.781123,0,0,0,G4
0.011122,0.990813,58.927902,1.106926,1.337163,0,0,0,2.479631,0,0,0,G4
0.013049,0.839786,55.643902,1.206625,1.483582,0,0,0,0.202044,0,0,0,G4
0.017487,1.296489,16.527731,1.319394,1.722002,0,0,0,1.493393,0,0,0,G4
0.01771,1.426154,16.144819,1.358606,1.761272,0,0,0,2.211322,0,0,0,G4
0.011279,0.949838,58.243668,1.090415,1.347179,0,0,0,1.693353,0,0,0,G4
0.014206,1.042303,11.685607,0,1.398993,1.428231,0,0,2.710305,2.849931,0,0,G5
0.014545,1.290128,12.096399,0,1.368965,1.440696,0,0,3.982131,4.204533,0,0,G5
0.025436,0.889349,20.38121,0,0.985748,1.052272,0,0,2.098123,2.173409,0,0,G5
0.01414,1.17151,13.059745,0,1.381444,1.420506,0,0,2.938351,3.050927,0,0,G5
0.028021,0.798506,18.398626,0,0.99319,1.039758,0,0,1.869534,1.915887,0,0,G5
0.02538,0.75933,20.161581,0,1.011551,1.023963,0,0,1.736958,1.753098,0,0,G5
0.02514,0.773211,20.579874,0,0.995072,1.042732,0,0,1.816385,1.87132,0,0,G5
0.023528,0.708467,21.918484,0,1.011494,1.032752,0,0,1.331739,1.346594,0,0,G5
0.023566,0.779153,21.838837,0,1.013098,1.030199,0,0,1.654389,1.665338,0,0,G5
0.023388,0.75027,22.028656,0,1.014149,1.031285,0,0,1.82399,1.840373,0,0,G5
0.0158,0.861583,16.657824,0,1.07362,1.116843,0.989378,0,1.062592,1.204062,0.983169,0,G6
0.015035,1.073101,17.518053,0,1.046032,1.119525,0.977637,0,2.772579,2.913443,2.706537,0,G6
0.014336,0.975605,18.369394,0,1.046189,1.107841,1.01633,0,1.956763,2.088527,1.920591,0,G6
0.015322,1.028932,17.416874,0,1.095198,1.144728,1.005334,0,1.737123,1.895619,1.628823,0,G6
0.015003,1.011945,17.6022,0,1.042029,1.117519,0.997253,0,2.182989,2.328691,2.138463,0,G6
0.014944,0.903783,17.486063,0,1.052884,1.09585,0.996856,0,2.435153,2.542425,2.384473,0,G6
0.015104,0.877971,17.368622,0,1.053466,1.107623,0.987629,0,2.553732,2.682917,2.478087,0,G6
0.015812,0.940807,16.699467,0,1.060614,1.130924,0.977485,0,1.938642,2.105669,1.864582,0,G6
0.016373,0.945671,16.363829,0,1.111569,1.153283,1.017258,0,0.843195,1.014004,0.760149,0,G6
0.016061,0.927862,16.45619,0,1.09891,1.126585,1.000797,0,1.136007,1.259691,1.014012,0,G6
0.010642,0.700165,70.715561,1.336326,0,0,0,1.517225,0,0,0,2.658337,G7
0.010463,0.807237,75.25396,1.480992,0,0,0,1.577947,0,0,0,2.951926,G7
0.010477,0.825603,74.476662,1.485256,0,0,0,1.56257,0,0,0,3.571117,G7
0.010356,0.719546,74.238731,1.443483,0,0,0,1.540926,0,0,0,2.269332,G7
0.011348,0.772189,38.641808,1.520005,0,0,0,0.951243,0,0,0,1.167826,G7
0.012521,0.826689,38.536831,1.660867,0,0,0,0.971611,0,0,0,0.945183,G7
0.011754,0.764244,38.583569,1.573264,0,0,0,0.966584,0,0,0,1.138531,G7
0.01052,0.669785,74.622139,1.441291,0,0,0,1.576434,0,0,0,1.81084,G7
0.010421,0.689829,73.155258,1.374609,0,0,0,1.533905,0,0,0,2.239412,G7
0.010648,0.725398,71.551888,1.346359,0,0,0,1.537203,0,0,0,2.751246,G7
0.010382,0.971662,26.781996,1.119401,1.506353,0,0,1.333788,3.795186,0,0,3.131284,G8
0.009778,1.205836,28.80545,1.272457,1.511529,0,0,1.30644,3.399163,0,0,2.724773,G8
0.009836,1.012403,28.613096,1.330734,1.525214,0,0,1.324132,2.762507,0,0,2.035221,G8
0.010311,1.103321,27.207085,1.238372,1.540898,0,0,1.320113,3.266407,0,0,2.555871,G8
0.010131,1.024047,27.657455,1.252033,1.536799,0,0,1.359814,3.893752,0,0,3.172973,G8
0.01019,1.030701,27.518652,1.253103,1.530535,0,0,1.352227,3.858532,0,0,3.128433,G8
0.010273,1.039181,27.286549,1.271468,1.551594,0,0,1.356553,2.72152,0,0,1.954157,G8
0.009943,0.751964,28.26943,1.297893,1.53716,0,0,1.349271,2.146554,0,0,1.408614,G8
0.010788,1.084829,22.030617,1.369603,1.661861,0,0,0.829099,3.437217,0,0,2.458184,G8
0.012367,1.015137,19.272738,1.326226,1.798756,0,0,0.840919,2.067289,0,0,0.945105,G8
0.009987,0.887216,8.117502,1.141037,1.426816,1.464755,1.40156,1.285651,1.3535,1.42634,1.264298,0.716703,G9
0.008943,1.041891,10.38061,1.121219,1.335734,1.411441,1.359949,1.180722,3.620363,3.733576,3.596873,3.082603,G9
0.008941,0.848052,10.620007,1.152194,1.352653,1.398616,1.336037,1.189417,2.173338,2.24887,2.102067,1.629633,G9
0.008798,0.988916,10.668647,1.140257,1.334394,1.3984,1.35906,1.214767,3.02333,3.11719,2.989051,2.509864,G9
0.008872,0.92677,10.380974,1.181397,1.366407,1.411318,1.356203,1.22109,1.976813,2.054365,1.908625,1.422884,G9
0.00901,0.953086,10.107798,1.186563,1.388522,1.422032,1.354662,1.225709,1.861524,1.935582,1.788355,1.304214,G9
0.008726,0.804668,10.786802,1.14078,1.349767,1.388204,1.341968,1.203915,2.616194,2.687683,2.565133,2.094741,G9
0.00866,0.774487,10.873189,1.124799,1.341841,1.387015,1.340088,1.208225,3.205586,3.278655,3.15305,2.690497,G9
0.009008,0.766474,10.106714,1.134763,1.372696,1.403017,1.359743,1.193802,3.250804,3.323889,3.207144,2.70403,G9
0.009706,0.71877,8.679494,1.056555,1.403303,1.435419,1.369715,1.223765,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.014926,1.084395,38.291283,0,1.263169,0.905441,0,0,2.349562,1.908255,0,0,G0
0.013496,1.095757,18.480722,0,1.174808,1.154556,0,0.851191,2.240088,2.364843,0,2.016806,G0
