@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,5,6,7-11,12-17,18-22'

@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.493973,1.002696,20.882399,0,1.182831,1.223052,0,0.929556,0,154.250717,166.113617,0,164.773148,0,2.50546,2.771589,0,2.434547,G0
0.707169,1.083003,20.860098,0,1.168252,1.229556,0,0.916032,0,144.264816,169.900009,0,143.445404,0,1.779556,1.961989,0,1.473321,G0
0.405435,0.902968,20.991903,0,1.148684,1.215827,0,0.929531,0,152.200607,167.515976,0,158.567612,0,2.12849,2.342911,0,1.965872,G0
0.807531,0.954368,21.261385,0,1.154912,1.230629,0,0.960104,0,170.047729,168.956039,0,152.372986,0,2.688904,2.759218,0,2.066185,G0
0.639225,0.95313,21.232153,0,1.210232,1.237399,0,0.932007,0,156.319061,169.235611,0,163.216797,0,2.676648,2.928436,0,2.506925,G0
-0.38578,0.637863,19.8237,0,1.001412,1.035907,0,0,0,150.471741,166.993591,0,109.7043,0,1.834903,2.023987,0,0,G0
0.334742,0.725178,20.460182,0,1.181613,1.228342,0,0.909932,0,150.697983,174.074387,0,148.416092,0,1.994629,2.16077,0,1.64098,G0
0.587771,0.656027,21.052015,0,1.181768,1.227336,0,0.934598,0,151.363327,176.211777,0,145.785751,0,2.001169,2.161285,0,1.620225,G0
0.771776,0.975539,21.471386,0,1.1522,1.220068,0,0.965082,0,160.377319,173.900589,0,152.376373,0,2.394215,2.558391,0,2.006091,G0
0.809268,0.942541,20.57741,0,1.180267,1.204639,0,0.908678,0,168.891693,174.234146,0,155.848175,0,2.660907,2.713761,0,2.120425,G0
-0.446635,0.705502,1,0,0.999994,0,0,0,0,130.576035,0,0,0,0,1.277505,0,0,0,G2
0,0,0,0,0,0,0,0,0,104.219337,0,0,0,0,0,0,0,0,G2
-0.63726,0.535409,1,0,0.999992,0,0,0,0,89.120705,0,0,0,0,0.894462,0,0,0,G2
-0.562339,0.593751,1,0,1.000005,0,0,0,0,83.041534,0,0,0,0,0.866158,0,0,0,G2
-0.023712,0.731584,1,0,0.999996,0,0,0,0,94.194473,0,0,0,0,0.938148,0,0,0,G2
-0.295672,0.700807,1,0,1.000006,0,0,0,0,159.865707,0,0,0,0,1.980027,0,0,0,G2
-0.329493,0.490158,1,0,0.999999,0,0,0,0,174.5327,0,0,0,0,2.284308,0,0,0,G2
-0.377284,0.443086,1,0,0.999995,0,0,0,0,130.564636,0,0,0,0,1.290012,0,0,0,G2
-0.260873,0.698579,1,0,0.999999,0,0,0,0,45.742229,0,0,0,0,0.662724,0,0,0,G2
-0.251762,0.734569,1,0,0.999999,0,0,0,0,173.859787,0,0,0,0,2.067153,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,77.61145,0,0,0,0,0,G3
1.007043,0.84771,37.467548,0,0,0,0,0.890484,0,0,0,0,33.976433,0,0,0,0,0.134786,G3
0,0,0,0,0,0,0,0,0,0,0,0,74.729301,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,84.557747,0,0,0,0,0,G3
0.398717,0.625731,1,0,0,0,0,0.999997,0,0,0,0,168.993698,0,0,0,0,1.982845,G3
0,0,0,0,0,0,0,0,0,0,0,0,85.49054,0,0,0,0,0,G3
0.496599,0.788017,1,0,0,0,0,0.999996,0,0,0,0,178.465454,0,0,0,0,1.78512,G3
0.473024,0.777787,1,0,0,0,0,1.000001,0,0,0,0,162.326813,0,0,0,0,2.032873,G3
0.490308,0.871298,1,0,0,0,0,0.999996,0,0,0,0,148.071777,0,0,0,0,1.769209,G3
0,0,0,0,0,0,0,0,0,0,0,0,72.57737,0,0,0,0,0,G3
-0.49783,0.404073,1,1,0,0,0,0,15.980985,72.636932,0,0,0,0.291708,0,0,0,0,G4
0.265145,1.207832,43.335747,0.933355,1.35602,0,0,0,162.514709,159.485199,0,0,0,2.395534,2.826909,0,0,0,G4
0.150528,0.849024,32.805344,1.143336,1.006343,0,0,0,59.11134,51.19342,0,0,0,0.670186,0.587854,0,0,0,G4
0.479933,0.793335,44.423435,1.024397,1.275422,0,0,0,44.586025,49.813931,0,0,0,0.348918,0.578001,0,0,0,G4
0.540778,0.450618,39.716812,1.325059,1.033052,0,0,0,64.228134,44.40876,0,0,0,0.577604,0.526616,0,0,0,G4
0.402733,0.679362,47.848164,1.023916,1.35448,0,0,0,142.109726,148.76796,0,0,0,1.648453,2.143939,0,0,0,G4
-0.211578,0.869945,55.99432,1.070743,1.272113,0,0,0,156.502136,165.28302,0,0,0,2.468504,2.881587,0,0,0,G4
0.20852,0.954483,47.99987,1.000193,1.30396,0,0,0,159.992325,152.358551,0,0,0,2.201258,2.4291,0,0,0,G4
0.6976,0.678877,45.919861,0.986733,1.341906,0,0,0,106.819969,98.186317,0,0,0,1.022954,1.16707,0,0,0,G4
0.446533,0.420077,1,1.000003,0,0,0,0,28.308504,73.921104,0,0,0,0.468058,0,0,0,0,G4
0.317808,0.572572,21.402111,0,1.016849,1.03079,0,0,0,93.443291,94.300819,0,0,0,0.990261,1.02083,0,0,G5
0.21086,0.785725,23.92918,0,1.033244,1.02103,0,0,0,151.506027,159.472275,0,0,0,1.593661,1.610657,0,0,G5
0.354287,1.157577,16.443775,0,1.472835,0.596876,0,0,0,166.776642,161.350739,0,0,0,2.648782,1.640749,0,0,G5
0,0,0,0,0,0,0,0,0,93.766418,93.766418,0,0,0,0,0,0,0,G5
0.01223,0.734557,22.162588,0,1.037353,1.008792,0,0,0,158.190247,165.830353,0,0,0,1.740619,1.738286,0,0,G5
0.229529,0.676725,22.216434,0,1.022479,1.020171,0,0,0,166.683151,166.313187,0,0,0,2.001103,1.997056,0,0,G5
0.26645,0.711991,21.863609,0,1.023868,1.024659,0,0,0,146.574524,154.072083,0,0,0,1.419548,1.439554,0,0,G5
0.800136,1.109469,15.804931,0,1.551422,0.633065,0,0,0,151.121231,152.214645,0,0,0,2.602875,1.234775,0,0,G5
0,0,0,0,0,0,0,0,0,104.059784,104.059784,0,0,0,0,0,0,0,G5
0,0,0,0,0,0,0,0,0,85.238174,85.238174,0,0,0,0,0,0,0,G5
-0.043368,0.636413,17.562973,0,0.958435,1.076853,0,0,0,140.549011,168.024002,98.835403,0,0,1.294993,1.466297,0,0,G6
0.511672,0.889369,13.202558,0,1.059936,1.086668,1.004203,0,0,161.945007,175.18158,162.5867,0,0,2.211512,2.312101,2.157485,0,G6
-0.489108,0.570999,1,0,0.999999,0,0,0,0,167.250854,111.96981,111.96981,0,0,2.182261,0,0,0,G6
0.481586,0.950306,13.649017,0,1.037224,1.115226,0.971375,0,0,169.566971,171.674271,159.935257,0,0,2.370808,2.461677,2.198257,0,G6
0.43352,0.825631,13.525636,0,1.041881,1.129529,0.960991,0,0,157.424408,174.604202,157.472473,0,0,1.894695,2.052802,1.807447,0,G6
0.508264,0.909745,22.681602,0,1.165291,0.944768,0,0,0,163.171722,115.279877,92.816658,0,0,1.410634,1.033499,0,0,G6
0.622914,0.966036,13.019904,0,1.079356,1.203329,0.998427,0,0,155.913086,174.922562,155.40683,0,0,2.349935,2.702308,2.228577,0,G6
0.004846,0.791876,1,0,1.000003,0,0,0,0,168.454819,112.216362,112.216362,0,0,2.264104,0,0,0,G6
-0.563037,0.54199,1,0,0.999993,0,0,0,0,166.21344,105.115471,105.115471,0,0,1.967882,0,0,0,G6
0.184303,0.889428,13.217293,0,1.033758,1.126031,0.951587,0,0,167.117966,175.919952,165.749878,0,0,2.401308,2.541336,2.300484,0,G6
1.172664,0.473931,37.84771,0.844194,0,0,0,1.457309,23.37867,0,0,0,35.986023,0.340684,0,0,0,0.189126,G7
1.219794,1.121157,72.603188,1.755065,0,0,0,1.76518,75.618027,0,0,0,75.555916,0.613948,0,0,0,0.641166,G7
0,0,0,0,0,0,0,0,80.78389,0,0,0,80.78389,0,0,0,0,0,G7
-0.152401,0.136272,1,0.999999,0,0,0,0,14.110051,0,0,0,75.489555,0.053994,0,0,0,0,G7
1.045063,0.33766,70.606186,1.373595,0,0,0,1.423205,39.631954,0,0,0,31.592991,0.533867,0,0,0,0.181889,G7
1.187844,0.367019,70.109825,1.384727,0,0,0,1.537459,33.395641,0,0,0,34.730873,0.666647,0,0,0,0.500134,G7
0,0,0,0,0,0,0,0,69.368477,0,0,0,69.368477,0,0,0,0,0,G7
1.172019,0.706372,70.54409,1.367256,0,0,0,1.48155,94.386497,0,0,0,92.3908,1.228466,0,0,0,0.790985,G7
1.116929,0.576606,70.084503,1.499211,0,0,0,1.371348,64.176888,0,0,0,64.945175,0.620907,0,0,0,0.400748,G7
1.323805,0.52991,70.591492,1.484609,0,0,0,1.436749,40.846462,0,0,0,48.554039,0.122793,0,0,0,0.246611,G7
0.89502,0.971917,26.484047,1.295289,1.374629,0,0,1.240201,161.582443,173.266022,0,0,160.606415,3.744105,4.201895,0,0,3.589105,G8
0.857352,1.302132,23.794563,1.294407,1.498242,0,0,1.268372,164.930695,174.049683,0,0,165.51091,4.739797,5.474811,0,0,4.758352,G8
-0.245824,0.975185,38.128246,1.004892,1.209229,0,0,0,164.295853,170.964905,0,0,124.826836,3.295316,3.744194,0,0,0,G8
-0.206555,0.721539,31.819365,1.046291,1.146559,0,0,0,153.516357,167.133942,0,0,114.590202,2.312316,2.773104,0,0,0,G8
0.644384,0.877267,23.968681,1.145719,1.431978,0,0,1.224919,162.524734,169.025787,0,0,157.100876,3.357679,3.88082,0,0,3.13008,G8
0.731228,0.768287,25.091311,1.240233,1.43595,0,0,1.267829,164.199875,169.970428,0,0,160.725662,4.073969,4.55499,0,0,3.808392,G8
1.015224,0.791049,24.495312,1.229485,1.494426,0,0,1.494856,168.725571,172.989197,0,0,166.028915,6.128428,6.948523,0,0,6.150044,G8
0.221916,0.705051,37.014832,1.162691,1.011037,0,0,0,171.90184,173.911469,0,0,143.788696,5.694261,5.623022,0,0,0,G8
0.887352,0.935331,26.107718,1.285278,1.387937,0,0,1.303373,169.96254,175.127045,0,0,168.788864,6.427003,6.914099,0,0,6.290797,G8
1.033524,1.031711,24.757931,1.251602,1.478751,0,0,1.227762,169.134293,175.218353,0,0,166.528946,5.480635,6.020041,0,0,5.137407,G8
1.074907,0.908757,10.972218,1.130477,1.335742,1.337351,1.310384,1.181247,155.038269,175.887955,169.799332,161.883636,153.550247,2.674495,3.467142,3.42099,3.247894,2.651787,G9
1.392195,1.385827,6.586637,1.660332,1.59495,1.622065,1.533189,1.49777,150.168198,166.719437,173.620667,165.035873,154.315918,2.786075,4.331477,4.479289,4.214166,3.448234,G9
0.94556,0.861541,10.187063,1.191545,1.377095,1.439318,1.355778,1.235071,146.859039,163.985458,171.220215,163.482773,151.590088,1.965601,3.084621,3.221116,3.054302,2.562638,G9
0.939469,1.090867,10.263643,1.164319,1.368469,1.428492,1.38768,1.169015,163.759888,176.741943,173.659576,168.810577,164.231049,4.15389,5.105647,5.120188,4.926242,4.246762,G9
0.943199,0.798409,10.127734,1.207754,1.42765,1.434598,1.35366,1.215007,117.066833,145.936798,157.395798,134.554031,120.591537,0.817203,1.97503,2.01991,1.812495,1.255303,G9
0.896367,0.941229,15.87604,1.191086,1.254766,1.268647,1.245042,0,129.125961,162.191605,150.170685,136.621933,118.618126,1.384658,2.098935,2.041083,1.80605,0,G9
0.667916,1.119402,10.776596,1.100644,1.353446,1.34881,1.305818,1.168731,162.522278,170.623154,176.618164,174.632721,166.298843,3.601786,4.696747,4.803766,4.735086,4.276867,G9
0.58002,1.052011,11.155943,1.151319,1.339425,1.343994,1.323795,1.223308,169.0009,174.303299,177.562317,176.332108,171.26474,6.017807,7.086591,7.203006,7.151492,6.706867,G9
1.052728,0.948001,11.073741,1.164565,1.40802,1.408159,1.287655,1.219154,167.112549,176.145111,177.550797,173.446671,168.2453,5.221117,6.340759,6.365201,6.127171,5.617724,G9
0.936526,0.877846,11.279895,1.146609,1.335061,1.330895,1.318071,1.176286,161.455475,173.36377,176.105438,171.215652,163.851273,3.601325,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.556589,-0.371725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.598957,1.025194,21.950901,0,1.24265,1.201938,0,0.862207,0,122.152695,146.870087,0,149.565918,0,1.443633,1.679687,0,1.332674,G0
0.553095,1.148941,21.175959,0,1.200796,1.234027,0,0.85895,0,154.161362,170.282288,0,160.810135,0,2.316373,2.505263,0,2.023229,G0
0.616175,1.146282,21.540407,0,1.174185,1.22888,0,0.892729,0,161.022964,173.053757,0,159.489426,0,2.513523,2.666659,0,2.159433,G0
0.612207,1.153117,21.725775,0,1.192528,1.24191,0,0.871867,0,153.145157,162.79071,0,153.677307,0,2.147329,2.285386,0,1.775265,G0
0.463449,1.17592,19.810598,0,1.190812,1.248969,0,0.814279,0,136.43338,150.424774,0,167.237518,0,1.726695,2.021174,0,1.665006,G0
0.705224,1.15498,22.240541,0,1.199541,1.24791,0,0.880722,0,160.930649,165.638809,0,152.706314,0,2.339178,2.424119,0,1.833871,G0
0.483673,1.150069,20.829376,0,1.212121,1.231711,0,0.82093,0,131.014282,146.538208,0,163.073898,0,1.603513,1.869291,0,1.527964,G0
0.628469,1.096475,21.165833,0,1.229028,1.165187,0,0.869909,0,151.760895,174.467575,0,156.389694,0,2.166372,2.244421,0,1.813531,G0
0.528844,1.04504,21.224251,0,1.234574,1.191104,0,0.844482,0,136.631256,159.077454,0,153.921677,0,1.768159,1.925906,0,1.527198,G0
0.721161,1.052926,22.230488,0,1.186335,1.214395,0,0.897114,0,151.930908,166.597595,0,152.433441,0,2.093999,2.235826,0,1.758586,G0
0,0,0,0,0,0,0,0,0,117.830872,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,124.01622,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,99.012184,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,108.854836,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,116.867622,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,123.869484,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,108.005997,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,123.10746,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,117.661293,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,120.214607,0,0,0,0,0,0,0,0,G2
0.467396,0.606668,1,0,0,0,0,1.000003,0,0,0,0,153.240005,0,0,0,0,1.608688,G3
0.461049,0.674613,1,0,0,0,0,0.999997,0,0,0,0,164.761154,0,0,0,0,2.254209,G3
0.486204,0.695482,1,0,0,0,0,1,0,0,0,0,168.078766,0,0,0,0,2.441876,G3
0.466035,0.661723,1,0,0,0,0,1.000002,0,0,0,0,162.679443,0,0,0,0,2.032701,G3
0,0,0,0,0,0,0,0,0,0,0,0,127.188194,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,122.43148,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,0,0,0,0,117.232765,0,0,0,0,0,G3
0.270761,0.709123,1,0,0,0,0,1.000001,0,0,0,0,174.11467,0,0,0,0,2.326077,G3
0.231942,0.704317,1,0,0,0,0,1.000002,0,0,0,0,165.992081,0,0,0,0,2.131044,G3
0.384351,0.690093,1,0,0,0,0,0.999994,0,0,0,0,168.846268,0,0,0,0,2.366603,G3
-0.009127,1.031965,60.291145,1.132738,1.300698,0,0,0,142.608719,148.192383,0,0,0,1.833169,2.137151,0,0,0,G4
-0.182513,1.126038,65.190086,1.189796,1.363944,0,0,0,143.073486,148.448898,0,0,0,1.966945,2.314631,0,0,0,G4
-0.239257,1.089101,57.752979,1.239399,1.365749,0,0,0,150.040131,158.813202,0,0,0,2.453563,2.880613,0,0,0,G4
-0.890757,0.076166,1,1.000005,0,0,0,0,129.370483,101.740036,0,0,0,1.284406,0,0,0,0,G4
0.274832,1.300608,19.895859,1.372583,1.650121,0,0,0,134.741409,144.302246,0,0,0,1.931542,2.476516,0,0,0,G4
-0.968462,0.04864,1,1,0,0,0,0,132.729446,111.045799,0,0,0,1.361327,0,0,0,0,G4
0.182582,1.123193,64.328163,1.151952,1.426916,0,0,0,96.190529,94.471046,0,0,0,0.997638,1.133746,0,0,0,G4
-0.090671,1.058137,64.884415,1.041693,1.330722,0,0,0,143.167068,144.280884,0,0,0,1.679981,2.040292,0,0,0,G4
-0.064743,1.041764,67.481865,1.208348,1.375295,0,0,0,138.369598,143.082077,0,0,0,1.817721,2.142984,0,0,0,G4
0.172381,1.156947,65.172585,1.134478,1.444546,0,0,0,123.471497,115.99469,0,0,0,1.355574,1.551723,0,0,0,G4
0.552577,0.766375,26.83696,0,1.026048,1.035624,0,0,0,164.772385,129.48732,0,0,0,1.355692,1.286835,0,0,G5
0.234747,0.769145,1,0,0.999994,0,0,0,0,132.595245,104.473389,0,0,0,1.31139,0,0,0,G5
0.347492,0.712485,1,0,1.000002,0,0,0,0,156.009399,117.700005,0,0,0,1.855923,0,0,0,G5
0,0,0,0,0,0,0,0,0,106.560127,106.560127,0,0,0,0,0,0,0,G5
0.402656,0.898188,31.140699,0,1.090127,1.003513,0,0,0,151.676117,156.951569,0,0,0,1.780371,1.721081,0,0,G5
0.407046,0.951567,32.815556,0,1.115822,0.985227,0,0,0,153.199265,157.496521,0,0,0,1.84666,1.734795,0,0,G5
0.239673,0.747147,28.256777,0,1.042479,1.028126,0,0,0,123.998909,155.115494,0,0,0,1.234023,1.294113,0,0,G5
0.312447,0.746853,25.189964,0,1.015934,1.041754,0,0,0,131.238403,147.297638,0,0,0,1.244284,1.305939,0,0,G5
0,0,0,0,0,0,0,0,0,97.212585,97.212585,0,0,0,0,0,0,0,G5
0.415659,0.807061,27.55373,0,1.02692,1.038733,0,0,0,120.572609,140.596344,0,0,0,1.181218,1.25409,0,0,G5
0.582497,0.974883,18.980923,0,1.064651,1.104632,1.012888,0,0,155.762787,174.664612,160.603378,0,0,2.006508,2.153533,1.995845,0,G6
0.59541,0.941199,19.703587,0,1.085523,1.107346,1.008321,0,0,160.43277,177.964325,162.069748,0,0,2.311925,2.442055,2.246718,0,G6
0.532532,0.919969,18.328455,0,1.075459,1.080453,1.00948,0,0,160.042892,172.119171,156.519913,0,0,2.017834,2.077801,1.916269,0,G6
0.623132,0.912956,17.970846,0,1.084311,1.097829,0.983892,0,0,163.955414,173.238983,159.029388,0,0,2.236663,2.298096,2.077478,0,G6
0.4485,0.886854,18.655182,0,1.100736,1.108565,0.968007,0,0,135.691483,169.216309,150.836426,0,0,1.517597,1.66833,1.480218,0,G6
0.62582,0.844682,16.783241,0,1.075617,1.098641,0.961276,0,0,168.189804,162.794006,150.833344,0,0,2.019006,2.019825,1.759594,0,G6
0.483239,0.845279,12.948482,0,1.095581,1.006722,0.972298,0,0,132.141464,157.12915,142.97287,0,0,1.352494,1.310956,1.256135,0,G6
0.740884,0.74577,20.249958,0,1.085219,1.098258,1.041239,0,0,143.782425,177.435913,145.139389,0,0,1.642932,1.775795,1.605941,0,G6
0.750233,0.954471,20.156908,0,1.140257,1.162838,1.055852,0,0,122.926132,171.615631,125.376953,0,0,1.35763,1.584066,1.294743,0,G6
0.791949,1.030164,18.80793,0,1.101779,1.164798,1.033622,0,0,149.371735,177.947098,154.68045,0,0,1.981714,2.251905,1.984155,0,G6
0.943968,0.900033,67.945549,1.441407,0,0,0,1.435959,157.026794,0,0,0,153.350006,3.339941,0,0,0,3.142388,G7
1.077569,1.191589,36.497276,1.512567,0,0,0,0.945885,146.514587,0,0,0,169.597565,2.726612,0,0,0,2.653922,G7
3.403178,2.90838,124.514069,4.990539,0,0,0,4.886368,141.190231,0,0,0,156.662415,7.899304,0,0,0,0.964787,G7
1.058594,1.082551,37.33736,1.529192,0,0,0,0.947719,149.355484,0,0,0,169.930374,2.926727,0,0,0,2.764261,G7
1.095505,1.098608,70.948708,1.378714,0,0,0,1.468358,149.315277,0,0,0,145.518707,2.593138,0,0,0,2.570461,G7
1.006503,1.010494,36.409126,1.491614,0,0,0,0.907181,160.500824,0,0,0,175.496185,4.11634,0,0,0,3.983932,G7
1.069142,0.976073,66.473228,1.463503,0,0,0,1.604004,158.286575,0,0,0,157.155884,3.792433,0,0,0,3.9326,G7
0.981127,1.038161,66.771965,1.384676,0,0,0,1.407997,155.760925,0,0,0,148.542328,2.945276,0,0,0,2.684536,G7
0.885921,0.942478,65.038383,1.377965,0,0,0,1.434741,155.196793,0,0,0,155.151657,3.113246,0,0,0,3.192102,G7
0.849016,0.882407,66.394348,1.40404,0,0,0,1.458801,141.745361,0,0,0,143.710739,2.266715,0,0,0,2.425123,G7
1.227301,1.255788,20.396193,1.513531,1.713955,0,0,0.817845,156.632645,164.539246,0,0,169.881058,3.803804,4.764359,0,0,3.880919,G8
0.992309,1.308586,25.542887,1.347121,1.627224,0,0,1.385166,156.239243,170.082565,0,0,153.625641,3.288351,4.097537,0,0,3.117222,G8
0.677979,0.996916,27.315542,1.363561,1.561824,0,0,1.378832,154.044998,166.31398,0,0,157.448502,3.106524,4.031798,0,0,3.459741,G8
1.123231,1.182118,24.433315,1.190617,1.580868,0,0,1.514345,158.741974,167.550903,0,0,155.900726,3.275122,4.222198,0,0,3.638376,G8
0.974945,1.202946,26.35997,1.345059,1.558688,0,0,1.352466,158.98764,168.152054,0,0,157.186798,3.630464,4.287391,0,0,3.475688,G8
1.000095,1.189858,24.703197,1.34382,1.60452,0,0,1.389918,154.380402,165.007996,0,0,153.508881,3.10248,3.915275,0,0,3.114105,G8
0.930347,1.188416,26.63711,1.423092,1.545567,0,0,1.269851,155.433182,165.591232,0,0,154.681854,3.32514,3.855591,0,0,2.969091,G8
0.750694,1.178473,25.718967,1.361962,1.55208,0,0,1.238892,155.21788,166.664536,0,0,157.688614,3.234271,3.97739,0,0,3.212373,G8
0.791638,1.195559,25.982103,1.344062,1.543994,0,0,1.279367,160.601257,169.14827,0,0,161.239502,3.933917,4.61943,0,0,3.876088,G8
0.925355,0.970092,25.234972,1.440779,1.543733,0,0,1.336294,147.717117,157.342941,0,0,146.42836,2.693324,3.191657,0,0,2.373737,G8
1.127704,1.287582,15.185007,1.246743,1.452819,1.500554,1.225822,1.48086,135.905396,161.007889,167.39743,141.484726,144.005966,1.500124,2.649596,2.737096,1.964551,2.425604,G9
1.1819,1.328144,15.276175,1.302738,1.510524,1.530773,1.266141,1.520128,132.503952,150.907318,174.85965,139.668854,145.231857,1.264069,2.549188,2.719091,1.952886,2.46722,G9
1.383087,1.31177,15.187655,1.31206,1.510784,1.538225,1.282076,1.50265,136.413696,163.732773,161.655243,138.475006,140.840363,1.686696,2.785559,2.799219,1.841744,2.370723,G9
1.049647,1.216364,19.015265,1.230415,1.420938,1.401083,1.363209,0,134.754211,154.727402,165.713821,142.605804,113.121742,1.461024,2.495109,2.557856,2.205323,0,G9
1.346604,1.365156,15.613431,1.355041,1.537422,1.556531,1.289242,1.513748,133.168564,155.615891,168.761368,137.969986,142.84166,1.459282,2.684768,2.793168,1.872318,2.433289,G9
1.247788,1.366577,15.682833,1.245336,1.471763,1.512222,1.276404,1.530633,150.341232,162.578293,178.439911,155.639862,160.404373,2.232434,3.487632,3.696452,2.991677,3.503557,G9
1.202673,1.346891,15.486366,1.293504,1.482531,1.562533,1.120492,1.54004,145.954193,162.125244,174.939102,155.371109,155.150055,2.020572,3.255954,3.460378,2.607853,3.168638,G9
0.883985,1.306442,18.255842,1.217344,1.391759,1.441124,1.271749,0,148.577805,168.449493,169.78627,155.011536,132.759094,2.253848,3.248523,3.31209,2.819771,0,G9
1.361782,1.33326,9.37676,1.188197,1.440188,1.500533,1.454931,1.443262,148.169388,165.013672,176.554276,160.483398,146.952118,2.016058,3.25262,3.401956,3.194432,2.644456,G9
1.007664,1.23662,18.710051,1.13986,1.347402,1.410245,1.318829,0,151.653885,176.84465,162.058411,150.301941,128.089996,2.400728,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0.597382,1.090625,23.849249,0,1.211881,1.24072,0,0.923508,0,154.413986,176.052948,0,149.486053,0,2.186371,2.331832,0,1.754914,G0
0.681706,1.115472,24.9988,0,1.236499,1.242323,0,0.937168,0,149.278839,171.116913,0,154.100296,0,2.209571,2.427099,0,1.933388,G0
0.686494,1.112508,24.508358,0,1.242307,1.264151,0,0.943157,0,152.211761,173.655716,0,153.296646,0,2.318259,2.528678,0,1.965183,G0
0.505489,0.98304,54.984791,0,1.36152,1.035003,0,0,0,147.701248,151.05748,0,115.968414,0,2.283682,1.949924,0,0,G0
0.809986,1.013495,25.160847,0,1.214831,1.244301,0,1.009818,0,159.827545,175.301086,0,151.545486,0,2.525307,2.668672,0,2.077415,G0
0.848038,0.979701,25.775015,0,1.229102,1.261844,0,0.998297,0,152.920975,172.272614,0,148.671677,0,2.273007,2.462442,0,1.884354,G0
0.606749,1.070896,24.676746,0,1.227677,1.254226,0,0.942421,0,151.555878,169.758896,0,154.090973,0,2.268166,2.474867,0,1.965286,G0
0.564187,1.072848,23.645828,0,1.229199,1.232997,0,0.922552,0,153.505051,173.31575,0,154.941483,0,2.313964,2.480407,0,1.967646,G0
-0.360713,0.796177,1,0,0.999995,0,0,0,0,156.557526,113.655006,0,113.655006,0,1.671627,0,0,0,G0
0.68375,1.139601,23.794411,0,1.215578,1.236248,0,0.9329,0,159.936279,179.567032,0,153.572815,0,2.46249,2.587882,0,1.998994,G0
