@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1100,0.015389,2.532689,1.143299,0,0,G5
1110,0.015161,1.96919,1.589761,0,0,G6
1110,0.013325,2.135509,1.936107,0,0,G6
1110,0.013629,1.994321,1.801929,0,0,G6
1110,0.014153,1.921056,1.771123,0,0,G6
1110,0.014974,1.827847,1.54008,0,0,G6
1110,0.014878,1.756764,1.494779,0,0,G6
1110,0.014263,1.906356,1.705583,0,0,G6
1110,0.01452,1.751175,1.551385,0,0,G6
1110,0.014403,1.795738,1.508183,0,0,G6
1110,0.015611,1.590309,1.243001,0,0,G6
10001,0.011984,1.999654,2.011295,0,0,G7
10001,0.011156,1.705775,0,0,0,G7
10001,0.010727,1.717888,0,0,0,G7
10001,0.011904,1.520037,1.52356,0,0,G7
10001,0.011072,1.917698,2.06951,0,0,G7
10001,0.011558,1.806338,1.826169,0,0,G7
10001,0.010878,1.37007,0,0,0,G7
10001,0.010501,2.017808,0,0,0,G7
10001,0.010635,2.422347,0,0,0,G7
10001,0.011445,1.390132,1.455146,0,0,G7
11001,0.012229,2.646246,1.849942,0,0,G8
11001,0.011917,4.854231,4.078568,0,0,G8
11001,0.011702,5.807872,4.858295,0,0,G8
11001,0.011597,4.383067,3.523525,0,0,G8
11001,0.010948,3.381474,2.580142,0,0,G8
11001,0.01127,3.098134,2.294698,0,0,G8
11001,0.011619,3.361227,2.561757,0,0,G8
11001,0.011397,4.202931,3.434555,0,0,G8
11001,0.011659,4.994956,4.152629,0,0,G8
11001,0.015045,2.496996,0,0,0,G8
11111,0.011028,3.674808,3.784061,3.378028,2.918843,G9
11111,0.009949,3.632619,3.795228,3.502339,2.980148,G9
11111,0.010189,3.984668,4.100236,3.837862,3.340853,G9
11111,0.011212,3.256173,3.430293,3.099514,2.536885,G9
11111,0.010182,2.991236,3.110813,2.795954,2.336367,G9
11111,0.009492,3.690811,3.834839,3.600015,3.186671,G9
11111,0.009211,3.93583,4.084382,3.87824,3.450444,G9
11111,0.010216,3.668078,3.733304,3.421971,2.961751,G9
11111,0.010888,2.699836,2.79611,2.410121,1.910989,G9
11111,0.010339,2.794431,2.91388,2.562673,2.113498,G9
0,0.018991,0.750697,0,0,0,G1
0,0,0,0,0,0,G1
0,1,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0.011154,2.532731,2.073618,0,0,G0
1101,0.01162,4.403193,3.902009,0,0,G0
1101,0.011376,4.036168,3.518292,0,0,G0
1101,0.016074,2.836219,0,0,0,G0
1101,0.011033,2.512621,2.108184,0,0,G0
1101,0.01112,2.961737,2.464311,0,0,G0
1101,0.011141,3.890916,3.405363,0,0,G0
1101,0.016025,3.349275,0,0,0,G0
1101,0.01572,2.617632,0,0,0,G0
1101,0.010908,3.187417,2.707933,0,0,G0
1000,0.036082,2.371864,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1000,1,0,0,0,0,G2
1,1,0,0,0,0,G3
1,0.017628,3.003875,0,0,0,G3
1,0,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
11000,0.027495,1.508702,0.348343,0,0,G4
11000,0.012179,2.376202,0,0,0,G4
11000,0.023979,2.246101,1.064484,0,0,G4
11000,0.012371,1.775503,0,0,0,G4
11000,0.011632,2.696558,0,0,0,G4
11000,0.011963,1.894687,0,0,0,G4
11000,0.012571,2.155454,0,0,0,G4
11000,0.022713,3.088927,1.600538,0,0,G4
11000,0.012888,2.679899,0,0,0,G4
11000,0.034152,2.952057,1.339858,0,0,G4
1100,0.02039,1.720098,0,0,0,G5
1100,0.019394,2.668509,0,0,0,G5
1100,0.019014,2.511825,0,0,0,G5
1100,0.019206,2.788701,0,0,0,G5
1100,0.019641,2.140681,0,0,0,G5
1100,0.020034,2.446493,0,0,0,G5
1100,0.018406,2.3425,0,0,0,G5
1100,0.015375,6.520558,0.567594,0,0,G5
1100,0.019417,1.740856,0,0,0,G5
1100,0.019508,1.631936,0,0,0,G5
1110,0.02997,5.318959,0.260904,4.736605,0,G6
1110,0.015697,3.086457,2.910534,0,0,G6
1110,0.015816,3.024344,2.858088,0,0,G6
1110,0.015631,2.318944,2.147071,0,0,G6
1110,0.052611,6.921296,1.31241,6.485574,0,G6
1110,0.016834,2.124966,1.978572,0,0,G6
1110,0.018884,1.278009,1.057071,0,0,G6
1110,0.016977,2.509493,2.366792,0,0,G6
1110,0.033821,2.17878,0,0,0,G6
1110,0.01103,2.339657,2.051948,0,0,G6
10001,0.013018,1.927939,2.205177,0,0,G7
10001,0.011292,1.460773,0,0,0,G7
10001,0.012412,0.691008,0.807164,0,0,G7
10001,0.011606,2.012805,0,0,0,G7
10001,0.011732,1.698868,0,0,0,G7
10001,0.011921,1.130914,1.23091,0,0,G7
10001,0.011871,3.010971,0,0,0,G7
10001,0.011567,3.029893,0,0,0,G7
10001,0.050177,4.90577,13.095601,0,0,G7
10001,0.046378,2.00298,10.297478,0,0,G7
11001,0.012986,3.668756,3.193327,0,0,G8
11001,0.011998,4.192065,3.666392,0,0,G8
11001,0.012695,4.230053,3.700291,0,0,G8
11001,0.012879,3.812274,3.30469,0,0,G8
11001,0.013162,3.933349,3.398436,0,0,G8
11001,0.012941,3.81933,3.356642,0,0,G8
11001,0.01283,3.623254,3.169623,0,0,G8
11001,0.012804,3.670811,3.23271,0,0,G8
11001,0.013011,3.457265,2.981282,0,0,G8
11001,0.013227,2.646977,2.135363,0,0,G8
11111,0.009618,3.062286,3.213935,2.961429,2.355674,G9
11111,0.00954,3.675258,3.813145,3.565082,2.955591,G9
11111,0.009611,3.585953,3.756645,3.500747,2.903466,G9
11111,0.009665,2.868926,3.010063,2.74509,2.126699,G9
11111,0.009683,2.69657,2.829509,2.58122,1.969107,G9
11111,0.009614,3.015776,3.199347,2.939293,2.362875,G9
11111,0.009669,2.785489,2.923,2.66829,2.10814,G9
11111,0.009657,3.540558,3.681621,3.432266,2.912088,G9
11111,0.009594,3.673217,3.852635,3.631503,3.052096,G9
11111,0.009706,3.192233,3.353548,3.1159,2.488692,G9
