@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,5,6,18-22'

@attribute numFingers numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,0.947213,1,0,0,0,2.145167,G3
2,0.888754,34.765259,0,0,0,1.044843,G3
2,0.73193,34.224747,0,0,0,0.822553,G3
1,0.574298,1,0,0,0,0.75342,G3
1,0.561295,1,0,0,0,0.781298,G3
1,0.545472,1,0,0,0,1.29269,G3
2,0.678693,36.180531,0,0,0,1.63418,G3
2,0.69639,36.066982,0,0,0,0.116966,G3
1,0.779983,1,0,0,0,1.877574,G3
3,1.08582,16.175514,1.296927,0,0,0,G4
2,1.318317,60.70116,2.519146,0,0,0,G4
3,1.510522,17.382874,2.75031,0,0,0,G4
2,1.153748,54.685745,2.395666,0,0,0,G4
2,1.121304,53.386639,2.815108,0,0,0,G4
2,1.026543,51.185894,1.393766,0,0,0,G4
2,0.980889,51.708252,1.300148,0,0,0,G4
2,1.011124,51.193108,1.216594,0,0,0,G4
2,0.892096,44.698925,1.197391,0,0,0,G4
3,1.138649,16.62011,1.29919,0,0,0,G4
2,0.853475,25.002468,2.917798,2.986548,0,0,G5
2,0.914233,23.565407,2.564327,2.595356,0,0,G5
2,0.908718,23.554926,2.607363,2.719604,0,0,G5
3,1.090106,15.145056,2.374996,1.520247,0,0,G5
2,0.808731,24.546116,1.645936,1.674201,0,0,G5
2,0.800222,25.215828,1.848886,1.848292,0,0,G5
2,0.857413,24.850992,2.282359,2.322742,0,0,G5
2,0.866703,25.214664,2.681327,2.705819,0,0,G5
2,0.865421,24.994553,3.145288,3.202811,0,0,G5
2,0.852607,25.369968,3.077394,3.100928,0,0,G5
3,0.915078,18.557529,0.123366,0.199118,0.123678,0,G6
3,0.973619,18.255926,1.781773,1.965673,1.707701,0,G6
3,0.992767,19.867907,1.682904,1.892295,1.599661,0,G6
3,0.996788,19.679625,2.002395,2.206771,1.941365,0,G6
3,0.903235,19.505756,1.763762,1.941874,1.681604,0,G6
3,0.916604,19.208815,1.813359,1.992829,1.736571,0,G6
3,0.963934,19.328939,2.001664,2.19402,1.922534,0,G6
3,0.991339,19.36241,2.492057,2.664763,2.43194,0,G6
3,0.964287,19.149912,1.44268,1.671507,1.365915,0,G6
3,0.938965,18.686802,0.267812,0.550751,0.184963,0,G6
3,0.424214,41.65036,0,0,0,0.384534,G7
2,0.479772,82.720444,0,0,0,0.493516,G7
2,0.405363,81.116119,0,0,0,0.694488,G7
2,0.457093,80.926994,0,0,0,1.143306,G7
2,0.508598,80.907379,0,0,0,1.247574,G7
3,0.399364,41.784081,0,0,0,0.106801,G7
2,0.384122,82.205833,0,0,0,0.232696,G7
2,0.383998,81.500969,0,0,0,0.037135,G7
3,0.454909,41.573215,0,0,0,0.612904,G7
3,0.513884,40.703354,0,0,0,0.775925,G7
3,0.786356,28.566439,3.204638,0,0,2.588875,G8
3,0.962037,28.018316,2.305337,0,0,1.558511,G8
3,0.882369,28.954542,2.158606,0,0,1.375083,G8
3,0.873196,27.851723,2.635837,0,0,1.837766,G8
3,0.907886,28.691843,3.376349,0,0,2.591346,G8
3,0.819426,28.550556,2.905275,0,0,2.092289,G8
3,0.688344,28.659933,3.16208,0,0,2.312677,G8
3,0.8349,28.599651,2.230921,0,0,1.542498,G8
3,0.773971,28.649254,1.665813,0,0,0.958638,G8
3,0.747363,28.403507,2.453095,0,0,1.781299,G8
5,1.080613,9.350569,2.757621,2.938242,2.803932,2.219361,G9
5,0.968518,9.392378,2.303982,2.440433,2.29634,1.776484,G9
5,0.861062,10.128499,2.548765,2.698264,2.565171,2.085964,G9
1,-0.004083,1,0,0,0,0,G9
5,0.835181,8.479247,2.306974,2.492724,2.341148,1.723,G9
5,0.713481,9.791775,2.469249,2.63335,2.481777,1.916036,G9
5,0.685098,9.295431,2.455916,2.642896,2.49847,1.939686,G9
5,1.174421,9.519137,3.636585,3.818588,3.671304,3.11106,G9
5,1.128191,9.536864,3.58542,3.74994,3.623787,3.021146,G9
5,1.200381,9.057203,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,0.927925,53.716637,4.061127,3.809917,0,0,G0
3,1.02856,24.80554,2.61128,2.639111,0,2.249943,G0
3,0.978688,25.275877,1.757697,1.861239,0,1.610192,G0
2,0.995054,34.194141,2.439428,2.132315,0,0,G0
2,0.972794,51.504112,2.773369,2.471603,0,0,G0
3,1.10794,21.811625,2.318356,2.752664,0,2.156658,G0
2,0.954092,35.102348,2.323808,1.958569,0,0,G0
3,1.050902,21.862902,2.402087,2.710219,0,2.109083,G0
3,0.834918,22.217758,2.360192,2.570628,0,2.039878,G0
3,0.875696,22.614595,2.18524,2.417647,0,1.897843,G0
1,0.124494,1,0.968599,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.092887,1,0.80651,0,0,0,G2
1,-0.033828,1,0.966789,0,0,0,G2
1,-0.068894,1,0.979964,0,0,0,G2
1,0.069475,1,0.582813,0,0,0,G2
0,0,0,0,0,0,0,G2
1,0.004645,1,0.515428,0,0,0,G2
1,-0.02539,1,0.837519,0,0,0,G2
2,0.884812,16.691147,0,0,0,1.232904,G3
3,1.168917,24.849894,0,0,0,0.805818,G3
0,0,0,0,0,0,0,G3
2,0.892521,45.526752,0,0,0,0.709125,G3
2,0.958842,44.197433,0,0,0,0.933915,G3
1,0.593769,1,0,0,0,1.08117,G3
1,0.533063,1,0,0,0,1.330263,G3
2,0.71201,17.939102,0,0,0,0.803571,G3
2,0.734343,17.850607,0,0,0,0.694153,G3
2,0.752641,15.450723,0,0,0,0.818085,G3
2,0.915433,57.733547,1.714143,0,0,0,G4
3,1.434125,16.182154,2.399213,0,0,0,G4
2,1.1645,58.437904,2.195871,0,0,0,G4
2,1.10203,59.786705,2.306665,0,0,0,G4
2,1.047006,58.666309,2.36277,0,0,0,G4
2,1.002143,57.534866,1.996894,0,0,0,G4
2,1.116914,58.0098,1.970028,0,0,0,G4
2,1.006149,57.87122,1.905056,0,0,0,G4
3,1.151243,15.781429,2.199822,0,0,0,G4
3,1.142098,16.716682,2.408094,0,0,0,G4
2,0.800326,26.799511,1.596664,1.719043,0,0,G5
2,0.862742,26.523029,1.590844,1.679568,0,0,G5
2,0.866905,26.755264,1.436605,1.602602,0,0,G5
2,0.851129,26.244251,1.470707,1.611276,0,0,G5
2,0.794684,26.312979,1.808861,1.909074,0,0,G5
2,0.834876,26.717085,1.62083,1.713301,0,0,G5
2,0.836722,26.890064,1.543796,1.610795,0,0,G5
2,0.827602,26.496378,1.584843,1.66416,0,0,G5
2,0.821288,26.524305,1.705528,1.77677,0,0,G5
2,0.816408,26.826714,1.452613,1.581132,0,0,G5
3,0.817734,18.025486,1.346322,1.450669,1.281818,0,G6
3,0.859687,17.637281,1.411299,1.497299,1.346642,0,G6
3,0.827682,18.207529,1.343008,1.436411,1.282059,0,G6
3,0.816859,18.219372,1.474261,1.575881,1.411345,0,G6
3,0.783414,17.69631,1.613016,1.751137,1.559753,0,G6
3,0.783798,17.821014,1.574352,1.698875,1.507171,0,G6
3,0.722558,17.335661,1.350408,1.455152,1.274632,0,G6
3,0.711204,17.592731,1.349744,1.447757,1.26137,0,G6
3,0.780966,17.603882,1.560532,1.707485,1.516865,0,G6
3,0.863926,17.810316,1.458613,1.580609,1.412423,0,G6
3,0.894478,39.861755,0,0,0,3.681969,G7
2,0.93806,82.571655,0,0,0,2.946744,G7
2,0.936678,82.437241,0,0,0,2.998811,G7
2,0.934665,82.739212,0,0,0,3.292067,G7
2,0.917572,80.042664,0,0,0,3.810102,G7
2,0.958126,78.914314,0,0,0,3.469804,G7
2,0.923267,78.811905,0,0,0,3.25412,G7
3,1.018662,40.46273,0,0,0,3.200303,G7
3,0.905767,39.887405,0,0,0,3.626636,G7
2,0.914272,79.482819,0,0,0,3.748755,G7
3,1.333848,26.204308,6.283594,0,0,5.479455,G8
3,1.297401,24.79183,4.651743,0,0,3.63243,G8
3,1.376521,24.118744,4.642641,0,0,3.629433,G8
3,1.322932,25.001337,5.036147,0,0,4.089,G8
3,1.304092,25.581793,5.490388,0,0,4.574145,G8
3,1.124813,28.661814,4.662253,0,0,3.982023,G8
2,0.758516,47.382343,2.907346,0,0,0,G8
2,0.769346,48.159908,2.967525,0,0,0,G8
2,0.725014,47.962708,2.827115,0,0,0,G8
3,1.133924,29.155731,4.522438,0,0,3.792587,G8
5,1.27794,9.527705,3.7999,4.004097,3.830438,3.310155,G9
5,1.179577,8.633718,2.945883,3.105919,2.964248,2.414811,G9
5,1.170372,8.977702,2.928238,3.065292,2.930815,2.390457,G9
5,1.182465,8.315694,2.96248,3.114193,2.960878,2.410872,G9
4,0.869348,15.491269,2.266222,2.218778,1.928026,0,G9
5,1.150829,9.337612,2.855092,3.101118,2.989568,2.504358,G9
5,1.1299,9.314081,2.822205,3.036373,2.87299,2.335129,G9
5,1.166982,9.637558,3.24059,3.40203,3.290971,2.755993,G9
5,1.185761,9.212627,3.349482,3.481277,3.36743,2.849082,G9
4,0.952632,15.011228,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0.874282,1,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,1.167571,36.431053,2.45482,1.98976,0,0,G0
3,1.122981,23.114275,2.955438,3.20416,0,2.461845,G0
3,1.076474,23.020868,2.801632,3.055864,0,2.419631,G0
3,0.998972,24.162859,2.333329,2.502074,0,1.850251,G0
4,1.236716,19.540651,2.638902,2.988656,0,1.91733,G0
3,1.040268,24.14156,2.643347,2.865042,0,2.254971,G0
3,1.013315,24.249035,2.374538,2.610252,0,2.013928,G0
3,1.02419,24.816206,1.824735,1.993155,0,1.356946,G0
3,1.021352,26.016773,2.153897,2.36433,0,1.800614,G0
3,1.121071,21.662022,1.571898,1.970152,0,0.978485,G0
1,0.840151,1,1.69646,0,0,0,G2
2,1.344259,15.263703,1.715708,0,0,0,G2
1,0.885657,1,0.30225,0,0,0,G2
1,0.881814,1,0.151552,0,0,0,G2
2,1.27485,15.096219,1.680633,0,0,0,G2
1,0.8538,1,1.502655,0,0,0,G2
1,0.879004,1,0.637073,0,0,0,G2
1,0.85692,1,0.317264,0,0,0,G2
1,0.880106,1,1.694519,0,0,0,G2
1,0.900084,1,2.09155,0,0,0,G2
1,0.726551,1,0,0,0,0.800919,G3
0,0,0,0,0,0,0,G3
1,0.956751,1,0,0,0,1.600479,G3
1,0.962371,1,0,0,0,1.842102,G3
1,0.680975,1,0,0,0,0.656465,G3
1,0.709663,1,0,0,0,0.70586,G3
2,1.009762,39.014492,0,0,0,0.581028,G3
2,0.908979,18.054581,0,0,0,0.673573,G3
1,0.728388,1,0,0,0,1.073971,G3
1,0.696982,1,0,0,0,0.883256,G3
2,1.053698,64.775955,1.785772,0,0,0,G4
2,0.976454,72.325745,1.280858,0,0,0,G4
2,1.001867,70.673332,1.004498,0,0,0,G4
2,0.959754,64.577225,2.042272,0,0,0,G4
2,0.94222,66.82843,1.401508,0,0,0,G4
3,1.444253,16.852362,4.029541,0,0,0,G4
2,0.888666,65.615578,0.457432,0,0,0,G4
2,0.90677,64.435852,2.075738,0,0,0,G4
3,1.630031,16.912418,3.696465,0,0,0,G4
2,1.141769,64.698387,1.144982,0,0,0,G4
2,0.946597,36.208942,1.731614,1.816245,0,0,G5
2,0.925658,36.89492,1.833311,1.860711,0,0,G5
2,0.927572,36.415234,1.770075,1.858965,0,0,G5
3,1.199853,16.216082,1.988634,2.338717,0,0,G5
2,0.83953,36.463387,1.523215,1.798915,0,0,G5
2,0.885411,37.810131,1.795211,1.909549,0,0,G5
2,0.941837,36.321648,1.687938,1.780497,0,0,G5
3,1.144473,24.371956,2.304122,1.248664,0,0,G5
3,1.293859,27.792711,2.174861,1.158152,0,0,G5
3,1.377801,14.700775,2.023714,2.532689,0,0,G5
3,1.036278,17.659349,1.739427,1.96919,1.589761,0,G6
3,0.94036,19.670391,2.00701,2.135509,1.936107,0,G6
3,0.906906,19.213182,1.846438,1.994321,1.801929,0,G6
3,0.87662,18.47349,1.761239,1.921056,1.771123,0,G6
3,0.952347,17.66643,1.691333,1.827847,1.54008,0,G6
3,0.959195,17.778664,1.59316,1.756764,1.494779,0,G6
3,0.923365,18.257576,1.798133,1.906356,1.705583,0,G6
3,0.89911,18.060453,1.596241,1.751175,1.551385,0,G6
3,0.919454,18.270853,1.664776,1.795738,1.508183,0,G6
3,0.956043,18.136511,1.413531,1.590309,1.243001,0,G6
3,0.825058,32.165939,0,0,0,1.999654,G7
2,0.78721,72.363976,0,0,0,1.705775,G7
2,0.813854,72.157265,0,0,0,1.717888,G7
3,0.843,37.974739,0,0,0,1.520037,G7
3,0.827463,34.760662,0,0,0,1.917698,G7
3,0.790766,31.771627,0,0,0,1.806338,G7
2,0.73595,62.205849,0,0,0,1.37007,G7
2,0.795184,63.946724,0,0,0,2.017808,G7
2,0.796316,61.445362,0,0,0,2.422347,G7
3,0.783412,32.17403,0,0,0,1.390132,G7
3,1.268532,22.847958,2.646246,0,0,1.849942,G8
3,1.550729,23.77964,4.854231,0,0,4.078568,G8
3,1.598437,23.986782,5.807872,0,0,4.858295,G8
3,1.461919,24.346552,4.383067,0,0,3.523525,G8
3,1.361272,25.855455,3.381474,0,0,2.580142,G8
3,1.388609,25.085857,3.098134,0,0,2.294698,G8
3,1.454884,24.079029,3.361227,0,0,2.561757,G8
3,1.496487,24.72452,4.202931,0,0,3.434555,G8
3,1.535446,24.11879,4.994956,0,0,4.152629,G8
2,1.068791,38.858223,2.496996,0,0,0,G8
5,1.427015,7.614478,3.674808,3.784061,3.378028,2.918843,G9
5,1.413689,8.807951,3.632619,3.795228,3.502339,2.980148,G9
5,1.36548,8.681292,3.984668,4.100236,3.837862,3.340853,G9
5,1.483501,6.667328,3.256173,3.430293,3.099514,2.536885,G9
5,1.304054,8.828945,2.991236,3.110813,2.795954,2.336367,G9
5,1.361284,9.387129,3.690811,3.834839,3.600015,3.186671,G9
5,1.341811,10.185197,3.93583,4.084382,3.87824,3.450444,G9
5,1.319125,8.834447,3.668078,3.733304,3.421971,2.961751,G9
5,1.343428,7.174205,2.699836,2.79611,2.410121,1.910989,G9
5,1.295975,8.426088,2.794431,2.91388,2.562673,2.113498,G9
2,-1.17359,35.591549,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,-0.706407,1,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.736359,24.088034,2.405219,2.532731,0,2.073618,G0
3,1.034234,23.128529,4.254626,4.403193,0,3.902009,G0
3,0.983857,23.32196,3.833688,4.036168,0,3.518292,G0
2,0.9458,34.513943,3.035908,2.836219,0,0,G0
3,0.949965,23.88064,2.308903,2.512621,0,2.108184,G0
3,0.97247,24.340282,2.781374,2.961737,0,2.464311,G0
3,1.031809,24.066637,3.706137,3.890916,0,3.405363,G0
2,0.913151,35.845936,3.641117,3.349275,0,0,G0
2,0.924732,35.715801,2.858732,2.617632,0,0,G0
3,0.702197,24.617819,3.057457,3.187417,0,2.707933,G0
2,4.437551,52.631523,13.289945,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,-0.500419,1,2.809139,0,0,0,G2
0,0,0,0,0,0,0,G2
1,-0.790939,1,1.59193,0,0,0,G2
1,0.648214,1,1.665841,0,0,0,G2
1,0.695994,1,1.021873,0,0,0,G2
1,0.680582,1,1.047104,0,0,0,G2
1,0.662175,1,1.983822,0,0,0,G2
1,0.73561,1,0,0,0,2.097503,G3
2,1.139866,33.151272,0,0,0,2.353175,G3
0,0,0,0,0,0,0,G3
1,0.883641,1,0,0,0,2.980708,G3
1,0.879319,1,0,0,0,3.005998,G3
1,0.833071,1,0,0,0,2.136312,G3
1,0.845208,1,0,0,0,2.503452,G3
1,0.860605,1,0,0,0,2.595878,G3
1,0.841087,1,0,0,0,2.538054,G3
1,0.755256,1,0,0,0,2.836312,G3
3,1.53506,10.288001,1.508702,0,0,0,G4
2,1.391002,57.404831,2.376202,0,0,0,G4
3,1.564538,12.263541,2.246101,0,0,0,G4
2,1.238433,55.730202,1.775503,0,0,0,G4
2,1.116702,58.169212,2.696558,0,0,0,G4
2,1.072066,52.200359,1.894687,0,0,0,G4
2,1.131225,52.062038,2.155454,0,0,0,G4
3,2.852303,61.852562,3.088927,0,0,0,G4
2,1.283077,51.770668,2.679899,0,0,0,G4
3,3.320397,63.384914,2.952057,0,0,0,G4
2,0.714377,26.076427,1.669145,1.720098,0,0,G5
2,0.945916,27.277973,2.575551,2.668509,0,0,G5
2,0.900844,27.534216,2.433961,2.511825,0,0,G5
2,0.891132,27.582676,2.707155,2.788701,0,0,G5
2,0.813929,26.975546,2.089201,2.140681,0,0,G5
2,0.809435,26.07238,2.396351,2.446493,0,0,G5
2,0.792402,28.225647,2.29112,2.3425,0,0,G5
3,2.213762,60.335289,6.441021,6.520558,0,0,G5
2,0.836541,27.032518,1.768462,1.740856,0,0,G5
2,0.741945,27.724827,1.647765,1.631936,0,0,G5
4,1.581077,33.358143,5.104704,5.318959,0.260904,0,G6
3,0.827264,16.399914,3.01018,3.086457,2.910534,0,G6
3,0.760551,16.156572,2.95822,3.024344,2.858088,0,G6
3,0.568608,16.26786,2.257991,2.318944,2.147071,0,G6
4,1.883136,25.080109,6.851732,6.921296,1.31241,0,G6
3,0.792017,15.414824,2.104511,2.124966,1.978572,0,G6
3,0.799378,13.936198,1.217409,1.278009,1.057071,0,G6
3,0.839703,15.344725,2.500471,2.509493,2.366792,0,G6
2,0.638898,14.859858,2.322615,2.17878,0,0,G6
3,0.877654,24.223589,2.135258,2.339657,2.051948,0,G6
3,1.032663,30.709044,0,0,0,1.927939,G7
2,0.723627,61.148945,0,0,0,1.460773,G7
3,0.696,29.931185,0,0,0,0.691008,G7
2,0.817296,57.964828,0,0,0,2.012805,G7
2,0.748672,58.989616,0,0,0,1.698868,G7
3,0.633878,31.577063,0,0,0,1.130914,G7
2,1.066187,57.580097,0,0,0,3.010971,G7
2,1.006429,57.93148,0,0,0,3.029893,G7
3,4.407277,114.413979,0,0,0,4.90577,G7
3,4.139905,106.343872,0,0,0,2.00298,G7
3,1.104342,20.997494,3.668756,0,0,3.193327,G8
3,1.251412,22.975052,4.192065,0,0,3.666392,G8
3,1.173207,21.786654,4.230053,0,0,3.700291,G8
3,1.148731,21.023575,3.812274,0,0,3.30469,G8
3,1.155998,20.612978,3.933349,0,0,3.398436,G8
3,1.043317,20.881372,3.81933,0,0,3.356642,G8
3,0.956007,21.139162,3.623254,0,0,3.169623,G8
3,1.040511,21.055159,3.670811,0,0,3.23271,G8
3,1.111945,20.682329,3.457265,0,0,2.981282,G8
3,1.013234,20.561441,2.646977,0,0,2.135363,G8
5,1.157735,8.656054,3.062286,3.213935,2.961429,2.355674,G9
5,1.255594,8.596058,3.675258,3.813145,3.565082,2.955591,G9
5,1.184164,8.835953,3.585953,3.756645,3.500747,2.903466,G9
5,1.250833,8.444284,2.868926,3.010063,2.74509,2.126699,G9
5,1.220477,8.210151,2.69657,2.829509,2.58122,1.969107,G9
5,1.088166,9.262285,3.015776,3.199347,2.939293,2.362875,G9
5,1.085197,9.08777,2.785489,2.923,2.66829,2.10814,G9
5,1.063287,9.200364,3.540558,3.681621,3.432266,2.912088,G9
5,1.087691,8.893003,3.673217,3.852635,3.631503,3.052096,G9
5,1.177329,8.345312,3.192233,3.353548,3.1159,2.488692,G9
