@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,5,12-16,17-22'

@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.007664,1.23662,151.653885,176.84465,162.058411,150.301941,128.089996,2.400728,3.201528,3.13351,2.643073,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.597382,1.090625,0,154.413986,176.052948,0,149.486053,0,2.186371,2.331832,0,1.754914,G0
0.681706,1.115472,0,149.278839,171.116913,0,154.100296,0,2.209571,2.427099,0,1.933388,G0
0.686494,1.112508,0,152.211761,173.655716,0,153.296646,0,2.318259,2.528678,0,1.965183,G0
0.505489,0.98304,0,147.701248,151.05748,0,115.968414,0,2.283682,1.949924,0,0,G0
0.809986,1.013495,0,159.827545,175.301086,0,151.545486,0,2.525307,2.668672,0,2.077415,G0
0.848038,0.979701,0,152.920975,172.272614,0,148.671677,0,2.273007,2.462442,0,1.884354,G0
0.606749,1.070896,0,151.555878,169.758896,0,154.090973,0,2.268166,2.474867,0,1.965286,G0
0.564187,1.072848,0,153.505051,173.31575,0,154.941483,0,2.313964,2.480407,0,1.967646,G0
-0.360713,0.796177,0,156.557526,113.655006,0,113.655006,0,1.671627,0,0,0,G0
0.68375,1.139601,0,159.936279,179.567032,0,153.572815,0,2.46249,2.587882,0,1.998994,G0
-0.324908,0.904879,0,79.437447,0,0,0,0,0.635119,0,0,0,G2
-0.244712,0.830004,0,100.066063,0,0,0,0,0.955509,0,0,0,G2
-0.085464,0.933874,0,94.925011,0,0,0,0,0.818895,0,0,0,G2
-0.302308,0.834286,0,95.667381,0,0,0,0,0.890876,0,0,0,G2
0,0,0,95.155243,0,0,0,0,0,0,0,0,G2
-0.20352,0.941433,0,114.375816,0,0,0,0,1.074743,0,0,0,G2
-0.217339,0.958562,0,93.815872,0,0,0,0,0.829774,0,0,0,G2
0,0,0,84.578339,0,0,0,0,0,0,0,0,G2
0.074399,1.373732,0,161.510056,0,0,0,0,2.555643,0,0,0,G2
-0.157849,0.851933,0,86.919395,0,0,0,0,0.869108,0,0,0,G2
0.330429,0.688457,0,0,0,0,81.015839,0,0,0,0,0.940439,G3
0.174462,0.968013,0,0,0,0,169.886032,0,0,0,0,2.48596,G3
0.285143,0.931877,0,0,0,0,168.192474,0,0,0,0,2.216718,G3
0.411038,0.877188,0,0,0,0,162.216324,0,0,0,0,2.063697,G3
0.234592,0.89396,0,0,0,0,165.645172,0,0,0,0,1.884531,G3
0.134083,0.867564,0,0,0,0,165.02327,0,0,0,0,1.674197,G3
0.04225,0.848933,0,0,0,0,162.323685,0,0,0,0,1.57501,G3
0.286535,0.843853,0,0,0,0,155.098389,0,0,0,0,1.653526,G3
0.382666,0.771164,0,0,0,0,162.399307,0,0,0,0,1.809224,G3
0.296203,0.754998,0,0,0,0,160.056046,0,0,0,0,1.55895,G3
-0.965539,0.259996,148.391205,114.919281,0,0,0,1.764658,0,0,0,0,G4
0.119147,1.471787,135.580231,155.046463,0,0,0,1.913408,2.763506,0,0,0,G4
0.231276,1.474227,129.999664,145.751144,0,0,0,1.746719,2.481959,0,0,0,G4
-0.14338,1.251474,131.238724,136.914108,0,0,0,1.491161,1.903705,0,0,0,G4
-0.373114,1.230959,134.855652,140.517487,0,0,0,1.439109,1.909232,0,0,0,G4
-0.547359,1.153618,132.316223,137.705414,0,0,0,1.268384,1.774987,0,0,0,G4
-0.176782,1.184002,136.738449,137.165802,0,0,0,1.460993,1.817703,0,0,0,G4
0.001529,1.113585,113.796288,115.482895,0,0,0,1.109057,1.506748,0,0,0,G4
-0.272443,1.165923,130.363647,141.108109,0,0,0,1.407744,1.917948,0,0,0,G4
-0.230886,1.181201,143.686371,149.898972,0,0,0,1.768279,2.214837,0,0,0,G4
0.092056,0.831786,0,159.162155,156.901779,0,0,0,1.619893,1.650699,0,0,G5
0.274169,0.943422,0,152.547195,158.476166,0,0,0,1.821331,1.923573,0,0,G5
0.224598,0.910117,0,150.293945,160.575729,0,0,0,1.718175,1.820373,0,0,G5
-0.106119,0.920849,0,99.920685,93.288712,0,0,0,0.953621,0,0,0,G5
0.08176,0.927262,0,160.231628,167.005524,0,0,0,1.80261,1.869305,0,0,G5
0.301604,0.943595,0,152.269592,150.652481,0,0,0,1.56352,1.607996,0,0,G5
0.170835,0.887789,0,107.296066,95.278168,0,0,0,1.032645,0,0,0,G5
0.11474,0.879447,0,157.955429,165.458786,0,0,0,1.732994,1.798481,0,0,G5
0.10985,0.876255,0,157.247971,163.017258,0,0,0,1.668959,1.733206,0,0,G5
0.018719,0.855967,0,151.761902,163.56308,0,0,0,1.565563,1.642731,0,0,G5
0.413602,0.942145,0,153.026871,177.035629,157.07312,0,0,1.985085,2.201002,1.982784,0,G6
0.377758,0.95909,0,161.354996,173.432892,167.177094,0,0,2.432953,2.608777,2.453556,0,G6
0.298367,0.924589,0,152.993439,173.979294,160.931259,0,0,1.935969,2.11624,1.918045,0,G6
0.459313,1.004657,0,160.653336,174.30098,162.617111,0,0,2.313797,2.530725,2.330842,0,G6
0.491706,1.007633,0,163.456039,175.007095,164.916046,0,0,2.430544,2.629942,2.44507,0,G6
0.256337,1.007552,0,161.811981,178.691193,169.36496,0,0,2.335258,2.457115,2.297291,0,G6
0.488008,0.99553,0,160.317123,177.33287,159.530838,0,0,2.245775,2.403111,2.196668,0,G6
0.50416,0.996446,0,150.934616,177.395935,157.330917,0,0,2.050643,2.286544,2.063041,0,G6
0.457934,1.047211,0,158.989349,177.59906,160.442383,0,0,2.336784,2.531724,2.296187,0,G6
0.374892,1.049552,0,155.897583,177.293472,155.1492,0,0,1.969477,2.13933,1.900911,0,G6
0.701891,1.119819,149.040085,0,0,0,146.485718,2.457427,0,0,0,2.737714,G7
-0.820075,0.519808,159.449646,0,0,0,115.350243,2.00795,0,0,0,0,G7
-0.818262,0.50776,156.616699,0,0,0,112.32476,1.861342,0,0,0,0,G7
0.768414,1.142831,149.224228,0,0,0,142.65799,2.50839,0,0,0,2.5989,G7
0.785725,1.131886,146.320358,0,0,0,145.153534,2.437953,0,0,0,2.74876,G7
1.105771,1.018693,153.694443,0,0,0,148.26355,2.764261,0,0,0,3.073532,G7
0.548605,1.210535,151.601334,0,0,0,151.544617,2.644329,0,0,0,2.993518,G7
0.248988,1.114058,145.224747,0,0,0,144.845673,2.150742,0,0,0,2.465016,G7
0.527894,1.129908,147.57576,0,0,0,143.927277,2.337716,0,0,0,2.564542,G7
0.619472,1.119336,148.184067,0,0,0,145.682709,2.408868,0,0,0,2.686135,G7
0.485468,1.378346,150.131882,166.04747,0,0,160.463821,2.364511,3.499493,0,0,2.401753,G8
0.955128,1.278494,147.091049,177.272507,0,0,143.190796,2.257071,3.340404,0,0,2.497936,G8
0.766878,1.114626,142.125412,172.072464,0,0,137.313522,1.818459,2.820648,0,0,2.086836,G8
1.305254,1.448913,147.119446,169.16481,0,0,156.647369,2.434068,3.620735,0,0,2.371606,G8
0.937405,1.252518,149.366379,170.140472,0,0,147.967316,2.376041,3.513155,0,0,2.780068,G8
0.633478,1.08734,146.151352,173.200562,0,0,141.460373,2.091201,3.115993,0,0,2.311466,G8
0.961441,1.031569,132.364365,173.690338,0,0,126.198151,1.574285,2.535746,0,0,1.64341,G8
1.20847,1.123564,129.088806,169.878281,0,0,122.88015,1.472061,2.50407,0,0,1.585721,G8
1.363419,1.225177,131.42363,168.193863,0,0,155.442154,1.593968,2.814799,0,0,1.813369,G8
0.977304,1.226979,145.678482,174.788452,0,0,141.746063,2.084312,3.111614,0,0,2.325379,G8
0.835729,1.077653,134.220596,157.9496,171.711044,156.565216,136.155518,1.239722,2.295031,2.456929,2.271876,1.747492,G9
0.911842,1.01224,139.812759,164.794678,171.657211,158.81192,141.854996,1.47153,2.568736,2.714351,2.519471,2.006902,G9
1.011594,0.98381,137.609558,163.820618,169.864365,156.453339,139.31813,1.357605,2.435565,2.577415,2.393749,1.891648,G9
0.799858,0.955558,131.569824,157.356689,171.353546,155.391479,134.600113,1.137495,2.247694,2.411663,2.225646,1.710008,G9
0.800566,1.18467,147.912994,167.590988,175.581238,164.474091,149.115067,1.821177,2.900245,3.049588,2.873989,2.364183,G9
0.98364,1.163117,147.308411,170.897018,170.428162,159.656448,146.080673,1.841502,2.869842,2.977826,2.789334,2.22542,G9
0.788263,1.348693,159.218933,172.949188,176.958496,168.227814,157.941162,2.481262,3.435466,3.509477,3.323218,2.884544,G9
0.839511,0.946905,136.216583,160.100632,170.111938,156.184235,138.138382,1.339436,2.36952,2.5109,2.3356,1.822936,G9
0.599558,0.801616,121.427231,148.172119,171.098495,143.845367,122.36618,0.850618,1.909025,2.067713,1.870655,1.363011,G9
0.929799,0.942135,102.866615,128.490097,135.547409,111.932724,102.274124,0.542044,1.566091,1.692943,1.463166,0.870503,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.445864,0.910312,0,149.990082,173.954575,0,152.270142,0,2.329199,2.46029,0,1.921464,G0
0.479034,1.084308,0,146.6875,174.466568,0,150.405289,0,2.161692,2.313767,0,1.812873,G0
0.726965,1.193354,0,152.700775,175.074478,0,155.026413,0,2.510314,2.666554,0,2.133013,G0
0.67259,0.906126,0,148.338196,155.210953,0,105.026192,0,1.876821,1.576564,0,0,G0
0.543432,1.018818,0,151.211426,173.936127,0,153.118301,0,2.456724,2.585765,0,2.025676,G0
0.349437,0.830391,0,147.304459,174.858505,0,149.360184,0,2.170595,2.311467,0,1.794502,G0
0.598121,0.959786,0,128.9758,155.731644,0,129.321793,0,1.739213,1.871524,0,1.276168,G0
0.796306,1.082352,0,137.456039,158.5625,0,137.122009,0,1.930357,2.100502,0,1.545845,G0
0.769418,1.114782,0,145.999115,170.643005,0,148.76207,0,2.221273,2.41489,0,1.872662,G0
0.614263,1.065401,0,149.279236,171.825882,0,153.487,0,2.354919,2.518441,0,1.986993,G0
-0.012735,0.940489,0,144.276566,0,0,0,0,1.350897,0,0,0,G2
0.005355,0.902595,0,100.217102,0,0,0,0,0.922587,0,0,0,G2
0.202659,0.856856,0,95.298439,0,0,0,0,0.833086,0,0,0,G2
-0.297177,0.799869,0,105.239433,0,0,0,0,0.972287,0,0,0,G2
-0.127664,0.904606,0,145.279572,0,0,0,0,1.338842,0,0,0,G2
-0.005915,0.992813,0,136.597031,0,0,0,0,1.430212,0,0,0,G2
0,0,0,98.594231,0,0,0,0,0,0,0,0,G2
0,0,0,99.170425,0,0,0,0,0,0,0,0,G2
-0.106377,0.805535,0,94.985977,0,0,0,0,0.893258,0,0,0,G2
0.159143,0.808621,0,85.743286,0,0,0,0,0.781765,0,0,0,G2
0.382613,0.428554,0,0,0,0,98.407837,0,0,0,0,1.009142,G3
0.214919,0.776599,0,0,0,0,171.740891,0,0,0,0,1.82482,G3
0.182696,0.594295,0,0,0,0,170.013168,0,0,0,0,1.858459,G3
-0.280551,0.586515,0,0,0,0,173.550735,0,0,0,0,1.956282,G3
0.305531,0.478185,0,0,0,0,165.628265,0,0,0,0,1.826247,G3
0.417575,0.360722,0,0,0,0,150.836395,0,0,0,0,1.3172,G3
0.412537,0.407221,0,0,0,0,35.816788,0,0,0,0,0.694113,G3
-0.067955,0.629562,0,0,0,0,170.748322,0,0,0,0,1.303099,G3
0.042513,0.652679,0,0,0,0,168.562042,0,0,0,0,1.860177,G3
0.380809,0.53114,0,0,0,0,167.101837,0,0,0,0,1.907171,G3
-0.909986,0.859095,156.178024,152.339569,0,0,0,2.71989,2.226848,0,0,0,G4
0.087269,1.282806,145.743668,138.045349,0,0,0,1.772093,2.091455,0,0,0,G4
-0.486802,1.160692,151.880783,146.253922,0,0,0,1.95555,2.309088,0,0,0,G4
-0.045499,1.05981,144.876694,139.253571,0,0,0,1.699678,2.10137,0,0,0,G4
0.10864,0.677994,122.254471,118.618935,0,0,0,1.184319,1.629287,0,0,0,G4
-0.06354,1.268584,138.020248,136.403076,0,0,0,1.582806,1.988332,0,0,0,G4
-0.314816,1.308857,149.026505,137.463791,0,0,0,1.702291,1.993403,0,0,0,G4
-0.289388,1.104593,139.443619,133.388092,0,0,0,1.558091,1.887173,0,0,0,G4
0.413275,1.065004,140.394547,129.601028,0,0,0,1.504868,1.825598,0,0,0,G4
-0.778183,0.934078,138.66539,143.67424,0,0,0,1.610083,2.089965,0,0,0,G4
0.168277,0.900112,0,152.712128,162.438721,0,0,0,1.691089,1.696082,0,0,G5
0.433333,0.901322,0,137.044556,147.886658,0,0,0,1.457577,1.612026,0,0,G5
-0.012718,0.709856,0,156.314102,166.016556,0,0,0,1.881676,1.956828,0,0,G5
0.181923,0.829421,0,148.139496,109.551384,0,0,0,1.601533,0,0,0,G5
0.490639,0.932993,0,135.560577,139.314056,0,0,0,1.421956,1.485219,0,0,G5
0.315048,0.945703,0,152.000656,165.203598,0,0,0,1.72959,1.79561,0,0,G5
-0.059789,0.802615,0,135.273224,152.177521,0,0,0,1.424375,1.55432,0,0,G5
0,0,0,107.944557,107.944557,0,0,0,0,0,0,0,G5
0.287377,0.721637,0,120.664711,99.334045,0,0,0,1.161865,0,0,0,G5
0.480632,0.638595,0,139.480194,101.178261,0,0,0,1.310807,0,0,0,G5
0.081234,0.928371,0,149.810684,157.619553,156.401718,0,0,1.786001,1.935494,1.740907,0,G6
0.42676,1.103648,0,157.000397,167.89502,159.208145,0,0,2.056832,2.233067,1.997889,0,G6
0.172185,0.961613,0,156.783646,166.78569,158.661575,0,0,2.030972,2.168793,1.965827,0,G6
0.608557,0.988794,0,159.976028,169.576782,160.491562,0,0,2.262521,2.436686,2.202429,0,G6
0.46298,1.02717,0,148.478943,173.050964,146.585007,0,0,1.807229,2.018919,1.673655,0,G6
0.092397,0.936006,0,141.592667,159.518143,139.051895,0,0,1.538464,1.681442,1.389185,0,G6
0.192309,0.686904,0,154.568298,158.059708,112.539734,0,0,2.148839,2.028868,0,0,G6
0.647684,0.855413,0,159.037033,170.570984,157.041183,0,0,2.223527,2.391707,2.120616,0,G6
0.65487,0.941777,0,148.319366,171.640869,142.875366,0,0,1.824067,2.04029,1.663921,0,G6
0.141944,0.963241,0,141.105408,170.384827,139.014694,0,0,1.608488,1.785106,1.438898,0,G6
0.840307,0.687236,150.668594,0,0,0,150.995514,2.843188,0,0,0,3.133171,G7
0.516876,1.055557,140.308167,0,0,0,140.288681,2.092726,0,0,0,2.594362,G7
0.521569,0.392595,161.851349,0,0,0,117.43277,2.119057,0,0,0,0,G7
0.103685,0.898498,144.037247,0,0,0,146.765549,2.339879,0,0,0,2.82082,G7
0.331051,1.059316,136.850311,0,0,0,138.251663,1.962626,0,0,0,2.46161,G7
0.845901,0.705152,146.105255,0,0,0,145.654678,2.434276,0,0,0,2.845204,G7
0.720649,0.637664,153.144135,0,0,0,152.452271,3.047875,0,0,0,3.41128,G7
0.146131,0.786996,153.899704,0,0,0,156.791107,3.07845,0,0,0,3.56129,G7
0.524327,0.666335,146.143143,0,0,0,147.031784,2.424756,0,0,0,2.794676,G7
0.922788,0.926507,144.07576,0,0,0,143.409134,2.37546,0,0,0,2.61602,G7
0.238445,0.746876,135.183563,172.424942,0,0,138.202881,1.657535,2.624343,0,0,2.042938,G8
0.282635,0.66335,131.409119,164.853638,0,0,130.854996,1.435573,2.447461,0,0,1.868098,G8
1.082419,1.009961,146.205414,167.223846,0,0,166.823456,2.379813,3.949168,0,0,2.764974,G8
0.97525,0.750555,144.602264,170.183136,0,0,147.566315,2.070174,3.400753,0,0,2.810094,G8
0.529585,0.965698,131.46283,161.778687,0,0,156.37558,1.483056,2.7427,0,0,1.688276,G8
0.034141,0.650669,136.684204,170.869324,0,0,138.510498,1.6683,2.628447,0,0,2.078841,G8
0.226677,0.595711,147.342651,172.890701,0,0,150.749207,2.363547,3.194303,0,0,2.670617,G8
0.948481,0.822748,148.180847,171.064087,0,0,165.906509,2.493868,3.969992,0,0,2.720676,G8
0.915602,0.851607,126.685814,158.627579,0,0,125.453072,1.336743,2.487278,0,0,1.777734,G8
0.51753,0.770491,104.501297,137.263962,0,0,105.432472,0.689022,1.884584,0,0,1.286888,G8
0.779635,1.438505,153.900742,165.932053,177.010559,164.834259,152.633743,2.249883,3.425827,3.667395,3.412279,2.819075,G9
0.971793,1.202741,133.000458,153.450333,171.449402,147.304703,131.042282,1.114731,2.381643,2.581324,2.343382,1.746534,G9
1.335971,1.255053,150.800247,165.302719,178.403442,161.183517,148.188446,2.092188,3.471379,3.682538,3.447838,2.80983,G9
1.170982,1.330061,160.543762,171.148972,178.936508,168.700562,159.054871,3.504861,4.868867,4.908283,4.713198,4.195436,G9
0.487906,1.101408,150.1259,164.402603,172.989182,165.311371,153.017151,2.057277,3.081616,3.178167,3.01303,2.652378,G9
0.951539,1.4344,152.219299,166.76535,179.301987,162.070877,150.289688,2.26689,3.544664,3.804386,3.548612,2.892885,G9
1.292913,1.534743,154.400238,168.150208,179.499924,162.267639,151.272141,2.537408,3.872543,4.08072,3.81959,3.122391,G9
1.302239,1.508981,156.454681,172.142029,176.217773,162.327774,153.205521,2.746417,3.909482,4.140677,3.748071,3.066411,G9
1.366719,1.493291,162.086365,171.351151,179.085068,171.103348,161.267334,3.712925,5.148542,5.337552,4.876584,4.493115,G9
1.255683,1.584597,155.372482,168.001755,179.053329,166.948303,156.316177,3.086761,4.447258,4.685953,4.366793,3.618086,G9
-0.659883,0.388478,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
-0.536885,0.572105,0,0,0,0,0,0,0,0,0,0,G1
0.607003,0.933986,0,161.340622,172.317764,0,158.97493,0,2.766185,2.926789,0,2.474452,G0
0.621065,1.022727,0,164.759888,173.767715,0,162.431763,0,3.201227,3.350957,0,2.904597,G0
0.710747,1.008663,0,163.000961,171.998108,0,162.200592,0,3.183687,3.373737,0,2.910336,G0
0.714895,0.978851,0,164.015533,172.588409,0,162.815109,0,3.29799,3.485087,0,3.020705,G0
0.627897,1.002556,0,164.182129,174.35054,0,161.032059,0,3.020676,3.161777,0,2.695114,G0
0.637064,1.001954,0,163.607239,173.943329,0,159.627289,0,2.885796,3.012733,0,2.538603,G0
0.565185,0.945057,0,153.623901,170.138519,0,151.100006,0,2.217869,2.381183,0,1.93698,G0
0.76783,0.828897,0,145.07692,162.141937,0,142.040039,0,1.97218,2.157017,0,1.677868,G0
0.718374,0.959079,0,152.240524,166.745941,0,149.380859,0,2.237125,2.442111,0,1.956667,G0
0.639895,0.920995,0,164.076157,171.779388,0,163.16539,0,3.370299,3.549635,0,3.075332,G0
-0.186933,0.752226,0,157.296005,0,0,0,0,1.567418,0,0,0,G2
0,0,0,109.814468,0,0,0,0,0,0,0,0,G2
0,0,0,108.567009,0,0,0,0,0,0,0,0,G2
-0.209282,0.960286,0,162.70639,0,0,0,0,2.192798,0,0,0,G2
-0.284805,0.818337,0,161.797882,0,0,0,0,1.708891,0,0,0,G2
-0.217091,0.841928,0,151.024033,0,0,0,0,1.636446,0,0,0,G2
-0.27134,0.839827,0,140.342773,0,0,0,0,1.47822,0,0,0,G2
-0.238138,0.80107,0,135.834869,0,0,0,0,1.392671,0,0,0,G2
-0.139853,0.819822,0,146.959106,0,0,0,0,1.635734,0,0,0,G2
-0.073909,0.822595,0,166.021713,0,0,0,0,2.19797,0,0,0,G2
0.344561,0.891323,0,0,0,0,163.649704,0,0,0,0,1.131812,G3
0.398717,1.23157,0,0,0,0,177.886765,0,0,0,0,3.205836,G3
0.487774,1.261465,0,0,0,0,177.153183,0,0,0,0,3.501036,G3
0.449431,0.793664,0,0,0,0,171.506561,0,0,0,0,2.776576,G3
0.213496,0.866528,0,0,0,0,174.895111,0,0,0,0,2.932739,G3
0.262937,0.817743,0,0,0,0,174.891174,0,0,0,0,3.021891,G3
0.214955,0.722604,0,0,0,0,163.366943,0,0,0,0,1.641522,G3
0.449552,0.624235,0,0,0,0,119.09742,0,0,0,0,1.123594,G3
1.710599,1.659585,0,0,0,0,18.644205,0,0,0,0,4.92411,G3
0.708482,0.886567,0,0,0,0,55.218674,0,0,0,0,0.342219,G3
-0.426197,0.897239,129.285919,138.336121,0,0,0,1.419267,1.825454,0,0,0,G4
-0.069536,1.333772,160.464996,162.809982,0,0,0,3.048718,3.530479,0,0,0,G4
0.022753,1.448977,135.445175,155.483444,0,0,0,1.87831,2.823166,0,0,0,G4
0.059144,1.387689,139.398102,160.485596,0,0,0,2.023882,2.985475,0,0,0,G4
-0.263844,1.098991,151.633301,158.923752,0,0,0,2.271867,2.781123,0,0,0,G4
-0.3073,0.990813,148.185226,155.825806,0,0,0,2.047539,2.479631,0,0,0,G4
-0.275646,0.839786,33.455364,28.33226,0,0,0,0.73462,0.202044,0,0,0,G4
0.023907,1.296489,81.81707,72.161972,0,0,0,0.577558,1.493393,0,0,0,G4
0.069277,1.426154,113.152206,139.096649,0,0,0,1.175649,2.211322,0,0,0,G4
-0.38037,0.949838,123.611679,128.819275,0,0,0,1.291662,1.693353,0,0,0,G4
0.288046,1.042303,0,157.322037,169.118546,0,0,0,2.710305,2.849931,0,0,G5
0.317447,1.290128,0,166.508057,174.650589,0,0,0,3.982131,4.204533,0,0,G5
0.074045,0.889349,0,168.981995,170.749817,0,0,0,2.098123,2.173409,0,0,G5
0.209435,1.17151,0,163.111115,171.683517,0,0,0,2.938351,3.050927,0,0,G5
-0.005151,0.798506,0,166.27475,165.905624,0,0,0,1.869534,1.915887,0,0,G5
-0.069441,0.75933,0,165.063629,166.400436,0,0,0,1.736958,1.753098,0,0,G5
-0.034059,0.773211,0,165.949646,168.05275,0,0,0,1.816385,1.87132,0,0,G5
0.042963,0.708467,0,148.145294,144.631378,0,0,0,1.331739,1.346594,0,0,G5
0.084807,0.779153,0,162.577728,160.291977,0,0,0,1.654389,1.665338,0,0,G5
0.041713,0.75027,0,163.670395,163.348419,0,0,0,1.82399,1.840373,0,0,G5
0.199688,0.861583,0,101.043854,157.21637,101.784325,0,0,1.062592,1.204062,0.983169,0,G6
0.187067,1.073101,0,168.06868,176.964478,168.646957,0,0,2.772579,2.913443,2.706537,0,G6
0.369454,0.975605,0,158.142014,172.355759,157.698914,0,0,1.956763,2.088527,1.920591,0,G6
0.352403,1.028932,0,147.260864,172.22226,146.605148,0,0,1.737123,1.895619,1.628823,0,G6
0.266749,1.011945,0,162.207825,174.699402,162.610794,0,0,2.182989,2.328691,2.138463,0,G6
0.20345,0.903783,0,165.263382,174.925446,166.161316,0,0,2.435153,2.542425,2.384473,0,G6
0.146607,0.877971,0,166.055908,179.074646,165.715683,0,0,2.553732,2.682917,2.478087,0,G6
0.219407,0.940807,0,155.580383,179.418854,157.456482,0,0,1.938642,2.105669,1.864582,0,G6
0.332046,0.945671,0,76.782265,52.488419,75.640358,0,0,0.843195,1.014004,0.760149,0,G6
0.30911,0.927862,0,106.691628,143.283234,105.905281,0,0,1.136007,1.259691,1.014012,0,G6
0.850724,0.700165,147.239105,0,0,0,146.161774,2.441465,0,0,0,2.658337,G7
1.075712,0.807237,149.884735,0,0,0,148.098679,2.898259,0,0,0,2.951926,G7
1.098629,0.825603,155.848587,0,0,0,155.267761,3.48885,0,0,0,3.571117,G7
1.016533,0.719546,137.741837,0,0,0,137.237549,2.14554,0,0,0,2.269332,G7
1.116785,0.772189,104.060066,0,0,0,129.37352,1.310523,0,0,0,1.167826,G7
1.353137,0.826689,93.149887,0,0,0,99.399506,1.142563,0,0,0,0.945183,G7
1.241883,0.764244,102.822296,0,0,0,122.64193,1.32374,0,0,0,1.138531,G7
1.089298,0.669785,126.412689,0,0,0,123.27182,1.756464,0,0,0,1.81084,G7
0.953686,0.689829,139.598236,0,0,0,136.768402,2.118911,0,0,0,2.239412,G7
0.885284,0.725398,148.094772,0,0,0,147.073456,2.517555,0,0,0,2.751246,G7
0.580094,0.971662,158.480637,176.085068,0,0,155.626785,2.95488,3.795186,0,0,3.131284,G8
0.478482,1.205836,149.907608,178.674545,0,0,152.011536,2.537693,3.399163,0,0,2.724773,G8
0.647255,1.012403,137.267517,174.866577,0,0,139.512024,1.916413,2.762507,0,0,2.035221,G8
0.676838,1.103321,148.49733,174.560974,0,0,149.212677,2.369776,3.266407,0,0,2.555871,G8
0.713781,1.024047,155.612701,175.714432,0,0,155.168549,3.012095,3.893752,0,0,3.172973,G8
0.707518,1.030701,155.606888,176.425812,0,0,154.876266,3.005118,3.858532,0,0,3.128433,G8
0.809132,1.039181,137.38147,171.604599,0,0,136.647079,1.841751,2.72152,0,0,1.954157,G8
0.647453,0.751964,119.251945,162.857666,0,0,119.555695,1.294873,2.146554,0,0,1.408614,G8
0.671939,1.084829,145.856598,168.216858,0,0,163.80484,2.413974,3.437217,0,0,2.458184,G8
0.809869,1.015137,105.361229,123.62587,0,0,120.353752,0.771953,2.067289,0,0,0.945105,G8
1.007206,0.887216,89.999756,89.999458,89.999298,89.999619,89.999756,0.174774,1.3535,1.42634,1.264298,0.716703,G9
0.834694,1.041891,155.253113,170.444336,173.939453,167.271011,158.543335,2.643448,3.620363,3.733576,3.596873,3.082603,G9
0.855786,0.848052,128.507248,155.721542,161.872971,148.446762,133.622025,1.201961,2.173338,2.24887,2.102067,1.629633,G9
0.914123,0.988916,147.790207,167.516266,171.039551,162.523392,151.586609,2.046345,3.02333,3.11719,2.989051,2.509864,G9
0.938263,0.92677,120.306122,148.841354,156.972763,140.336182,124.915314,0.94206,1.976813,2.054365,1.908625,1.422884,G9
0.866689,0.953086,115.468849,140.062988,149.177109,134.8992,119.705872,0.804654,1.861524,1.935582,1.788355,1.304214,G9
0.844801,0.804668,140.598892,162.170227,166.559143,157.991989,145.019211,1.646035,2.616194,2.687683,2.565133,2.094741,G9
0.877421,0.774487,150.684158,167.883575,170.556549,164.196899,154.064987,2.231783,3.205586,3.278655,3.15305,2.690497,G9
0.827236,0.766474,150.660873,166.730942,170.687378,164.652679,154.545059,2.234489,3.250804,3.323889,3.207144,2.70403,G9
0.825258,0.71877,125.240036,148.63356,155.559708,142.707886,127.203087,0.93039,2.063525,2.129523,1.984011,1.484605,G9
