@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,17-22'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1000,-0.362474,0,0.596845,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.351167,0,1.209536,0,0,0,G2
1000,-0.078576,0,2.230498,0,0,0,G2
1000,-0.133472,0,1.780096,0,0,0,G2
1000,-0.251653,0,2.182993,0,0,0,G2
1,0.190275,0,0,0,0,1.181902,G3
1,0.187176,0,0,0,0,2.145167,G3
1,0.325798,0,0,0,0,1.044843,G3
1,0.436097,0,0,0,0,0.822553,G3
1,0.1556,0,0,0,0,0.75342,G3
1,0.222859,0,0,0,0,0.781298,G3
1,0.309264,0,0,0,0,1.29269,G3
1,0.511787,0,0,0,0,1.63418,G3
1,0.472732,0,0,0,0,0.116966,G3
1,0.25354,0,0,0,0,1.877574,G3
11000,-0.000021,0.498381,1.296927,0,0,0,G4
11000,-0.102365,2.101819,2.519146,0,0,0,G4
11000,0.120058,1.872597,2.75031,0,0,0,G4
11000,-0.286956,1.845348,2.395666,0,0,0,G4
11000,-0.310827,2.369941,2.815108,0,0,0,G4
11000,-0.230822,1.05186,1.393766,0,0,0,G4
11000,-0.228206,0.906013,1.300148,0,0,0,G4
11000,-0.186455,0.767631,1.216594,0,0,0,G4
11000,-0.296336,0.766812,1.197391,0,0,0,G4
11000,0.03582,0.60677,1.29919,0,0,0,G4
1100,0.139558,0,2.917798,2.986548,0,0,G5
1100,0.147804,0,2.564327,2.595356,0,0,G5
1100,0.222824,0,2.607363,2.719604,0,0,G5
1100,0.347617,0,2.374996,1.520247,0,0,G5
1100,0.102128,0,1.645936,1.674201,0,0,G5
1100,-0.028735,0,1.848886,1.848292,0,0,G5
1100,-0.027244,0,2.282359,2.322742,0,0,G5
1100,-0.057109,0,2.681327,2.705819,0,0,G5
1100,0.043641,0,3.145288,3.202811,0,0,G5
1100,0.054236,0,3.077394,3.100928,0,0,G5
1110,0.389652,0,0.123366,0.199118,0.123678,0,G6
1110,0.350061,0,1.781773,1.965673,1.707701,0,G6
1110,0.478049,0,1.682904,1.892295,1.599661,0,G6
1110,0.492278,0,2.002395,2.206771,1.941365,0,G6
1110,0.141816,0,1.763762,1.941874,1.681604,0,G6
1110,0.147993,0,1.813359,1.992829,1.736571,0,G6
1110,0.180721,0,2.001664,2.19402,1.922534,0,G6
1110,0.414376,0,2.492057,2.664763,2.43194,0,G6
1110,0.364131,0,1.44268,1.671507,1.365915,0,G6
1110,0.470769,0,0.267812,0.550751,0.184963,0,G6
10001,1.317109,0.400902,0,0,0,0.384534,G7
10001,1.153869,0.087632,0,0,0,0.493516,G7
10001,1.214387,0.418244,0,0,0,0.694488,G7
10001,1.065491,0.784499,0,0,0,1.143306,G7
10001,0.879429,1.013742,0,0,0,1.247574,G7
10001,1.01482,0.23357,0,0,0,0.106801,G7
10001,1.369463,0.298597,0,0,0,0.232696,G7
10001,1.432197,0.30107,0,0,0,0.037135,G7
10001,1.249366,0.658959,0,0,0,0.612904,G7
10001,1.081735,0.632291,0,0,0,0.775925,G7
11001,0.545486,2.184069,3.204638,0,0,2.588875,G8
11001,0.99161,1.072995,2.305337,0,0,1.558511,G8
11001,1.115991,1.01373,2.158606,0,0,1.375083,G8
11001,0.982328,1.439148,2.635837,0,0,1.837766,G8
11001,0.803399,2.265675,3.376349,0,0,2.591346,G8
11001,1.208049,1.743786,2.905275,0,0,2.092289,G8
11001,1.180364,2.031006,3.16208,0,0,2.312677,G8
11001,1.076684,1.10119,2.230921,0,0,1.542498,G8
11001,0.999644,0.55934,1.665813,0,0,0.958638,G8
11001,0.707696,1.370372,2.453095,0,0,1.781299,G8
11111,1.027946,1.492289,2.757621,2.938242,2.803932,2.219361,G9
11111,0.892321,0.966312,2.303982,2.440433,2.29634,1.776484,G9
11111,0.872778,1.330727,2.548765,2.698264,2.565171,2.085964,G9
11111,-0.985285,1.419443,0,0,0,0,G9
11111,0.988456,0.935492,2.306974,2.492724,2.341148,1.723,G9
11111,0.866844,1.269589,2.469249,2.63335,2.481777,1.916036,G9
11111,0.99683,1.179058,2.455916,2.642896,2.49847,1.939686,G9
11111,0.891538,2.384876,3.636585,3.818588,3.671304,3.11106,G9
11111,1.019123,2.35301,3.58542,3.74994,3.623787,3.021146,G9
11111,1.063152,2.334261,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.886732,0,4.061127,3.809917,0,0,G0
1101,0.547338,0,2.61128,2.639111,0,2.249943,G0
1101,0.351789,0,1.757697,1.861239,0,1.610192,G0
1101,0.546105,0,2.439428,2.132315,0,0,G0
1101,0.874791,0,2.773369,2.471603,0,0,G0
1101,0.72639,0,2.318356,2.752664,0,2.156658,G0
1101,0.537521,0,2.323808,1.958569,0,0,G0
1101,0.671723,0,2.402087,2.710219,0,2.109083,G0
1101,0.73589,0,2.360192,2.570628,0,2.039878,G0
1101,0.455441,0,2.18524,2.417647,0,1.897843,G0
1000,-0.395436,0,0.968599,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.266284,0,0.80651,0,0,0,G2
1000,-0.467012,0,0.966789,0,0,0,G2
1000,-0.568667,0,0.979964,0,0,0,G2
1000,-0.449082,0,0.582813,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,-0.292297,0,0.515428,0,0,0,G2
1000,-0.468907,0,0.837519,0,0,0,G2
1,0.439831,0,0,0,0,1.232904,G3
1,0.448974,0,0,0,0,0.805818,G3
1,0,0,0,0,0,0,G3
1,0.350008,0,0,0,0,0.709125,G3
1,0.473491,0,0,0,0,0.933915,G3
1,0.117314,0,0,0,0,1.08117,G3
1,0.036763,0,0,0,0,1.330263,G3
1,0.189415,0,0,0,0,0.803571,G3
1,0.369277,0,0,0,0,0.694153,G3
1,0.465191,0,0,0,0,0.818085,G3
11000,-0.228333,1.260336,1.714143,0,0,0,G4
11000,0.188088,1.549639,2.399213,0,0,0,G4
11000,-0.181789,1.74298,2.195871,0,0,0,G4
11000,-0.336539,1.978431,2.306665,0,0,0,G4
11000,-0.375696,2.043352,2.36277,0,0,0,G4
11000,-0.30021,1.699464,1.996894,0,0,0,G4
11000,-0.217853,1.64371,1.970028,0,0,0,G4
11000,-0.25502,1.55097,1.905056,0,0,0,G4
11000,0.12973,1.166019,2.199822,0,0,0,G4
11000,0.112282,1.243752,2.408094,0,0,0,G4
1100,-0.063756,0,1.596664,1.719043,0,0,G5
1100,0.19679,0,1.590844,1.679568,0,0,G5
1100,0.059605,0,1.436605,1.602602,0,0,G5
1100,0.042598,0,1.470707,1.611276,0,0,G5
1100,-0.126182,0,1.808861,1.909074,0,0,G5
1100,-0.051169,0,1.62083,1.713301,0,0,G5
1100,0.168148,0,1.543796,1.610795,0,0,G5
1100,0.135939,0,1.584843,1.66416,0,0,G5
1100,0.143817,0,1.705528,1.77677,0,0,G5
1100,-0.004519,0,1.452613,1.581132,0,0,G5
1110,0.352671,0,1.346322,1.450669,1.281818,0,G6
1110,0.217343,0,1.411299,1.497299,1.346642,0,G6
1110,0.277276,0,1.343008,1.436411,1.282059,0,G6
1110,0.315888,0,1.474261,1.575881,1.411345,0,G6
1110,0.373073,0,1.613016,1.751137,1.559753,0,G6
1110,0.34865,0,1.574352,1.698875,1.507171,0,G6
1110,0.178631,0,1.350408,1.455152,1.274632,0,G6
1110,0.194414,0,1.349744,1.447757,1.26137,0,G6
1110,0.374784,0,1.560532,1.707485,1.516865,0,G6
1110,0.331614,0,1.458613,1.580609,1.412423,0,G6
10001,1.210704,3.562905,0,0,0,3.681969,G7
10001,1.430695,3.202497,0,0,0,2.946744,G7
10001,1.418604,3.203683,0,0,0,2.998811,G7
10001,1.433596,3.426316,0,0,0,3.292067,G7
10001,1.528859,3.735155,0,0,0,3.810102,G7
10001,1.484964,3.544746,0,0,0,3.469804,G7
10001,1.29005,3.313067,0,0,0,3.25412,G7
10001,1.387429,3.313694,0,0,0,3.200303,G7
10001,1.302124,3.493379,0,0,0,3.626636,G7
10001,1.287866,3.873001,0,0,0,3.748755,G7
11001,1.13941,5.048294,6.283594,0,0,5.479455,G8
11001,1.244691,3.260478,4.651743,0,0,3.63243,G8
11001,1.38209,3.302397,4.642641,0,0,3.629433,G8
11001,1.287421,3.768217,5.036147,0,0,4.089,G8
11001,1.18762,4.181109,5.490388,0,0,4.574145,G8
11001,0.568574,3.636021,4.662253,0,0,3.982023,G8
11001,0.143787,3.023587,2.907346,0,0,0,G8
11001,0.362933,3.086752,2.967525,0,0,0,G8
11001,0.717445,2.742208,2.827115,0,0,0,G8
11001,0.756468,3.540725,4.522438,0,0,3.792587,G8
11111,0.930666,2.671059,3.7999,4.004097,3.830438,3.310155,G9
11111,0.984521,1.599653,2.945883,3.105919,2.964248,2.414811,G9
11111,0.96534,1.63007,2.928238,3.065292,2.930815,2.390457,G9
11111,1.020055,1.677662,2.96248,3.114193,2.960878,2.410872,G9
11111,0.606628,2.044147,2.266222,2.218778,1.928026,0,G9
11111,0.964729,1.668764,2.855092,3.101118,2.989568,2.504358,G9
11111,0.968442,1.695457,2.822205,3.036373,2.87299,2.335129,G9
11111,0.984573,2.132339,3.24059,3.40203,3.290971,2.755993,G9
11111,1.063021,2.160825,3.349482,3.481277,3.36743,2.849082,G9
11111,0.893148,2.946394,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,-0.123649,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.560978,0,2.45482,1.98976,0,0,G0
1101,0.700698,0,2.955438,3.20416,0,2.461845,G0
1101,0.649385,0,2.801632,3.055864,0,2.419631,G0
1101,0.754909,0,2.333329,2.502074,0,1.850251,G0
1101,0.983468,0,2.638902,2.988656,0,1.91733,G0
1101,0.766188,0,2.643347,2.865042,0,2.254971,G0
1101,0.677561,0,2.374538,2.610252,0,2.013928,G0
1101,0.782363,0,1.824735,1.993155,0,1.356946,G0
1101,0.935835,0,2.153897,2.36433,0,1.800614,G0
1101,1.042902,0,1.571898,1.970152,0,0.978485,G0
1000,0.082901,0,1.69646,0,0,0,G2
1000,0.06255,0,1.715708,0,0,0,G2
1000,-0.146893,0,0.30225,0,0,0,G2
1000,-0.116136,0,0.151552,0,0,0,G2
1000,0.079941,0,1.680633,0,0,0,G2
1000,-0.099074,0,1.502655,0,0,0,G2
1000,-0.077608,0,0.637073,0,0,0,G2
1000,-0.044573,0,0.317264,0,0,0,G2
1000,-0.15065,0,1.694519,0,0,0,G2
1000,-0.132626,0,2.09155,0,0,0,G2
1,0.011443,0,0,0,0,0.800919,G3
1,0,0,0,0,0,0,G3
1,0.232822,0,0,0,0,1.600479,G3
1,0.254014,0,0,0,0,1.842102,G3
1,0.161145,0,0,0,0,0.656465,G3
1,0.139832,0,0,0,0,0.70586,G3
1,0.348557,0,0,0,0,0.581028,G3
1,0.232993,0,0,0,0,0.673573,G3
1,0.292268,0,0,0,0,1.073971,G3
1,0.031611,0,0,0,0,0.883256,G3
11000,0.000218,1.155483,1.785772,0,0,0,G4
11000,-0.062194,0.674921,1.280858,0,0,0,G4
11000,0.027395,0.358706,1.004498,0,0,0,G4
11000,-0.107223,1.455882,2.042272,0,0,0,G4
11000,-0.03914,0.448366,1.401508,0,0,0,G4
11000,0.308168,2.720075,4.029541,0,0,0,G4
11000,0.099385,0.131814,0.457432,0,0,0,G4
11000,-0.137127,1.55987,2.075738,0,0,0,G4
11000,0.278909,2.513832,3.696465,0,0,0,G4
11000,0.152046,0.535324,1.144982,0,0,0,G4
1100,0.253866,0,1.731614,1.816245,0,0,G5
1100,0.207207,0,1.833311,1.860711,0,0,G5
1100,0.131845,0,1.770075,1.858965,0,0,G5
1100,0.417831,0,1.988634,2.338717,0,0,G5
1100,0.465765,0,1.523215,1.798915,0,0,G5
1100,0.36592,0,1.795211,1.909549,0,0,G5
1100,0.254988,0,1.687938,1.780497,0,0,G5
1100,0.494482,0,2.304122,1.248664,0,0,G5
1100,0.670536,0,2.174861,1.158152,0,0,G5
1100,0.451246,0,2.023714,2.532689,0,0,G5
1110,0.620535,0,1.739427,1.96919,1.589761,0,G6
1110,0.340796,0,2.00701,2.135509,1.936107,0,G6
1110,0.460172,0,1.846438,1.994321,1.801929,0,G6
1110,0.335342,0,1.761239,1.921056,1.771123,0,G6
1110,0.390321,0,1.691333,1.827847,1.54008,0,G6
1110,0.513536,0,1.59316,1.756764,1.494779,0,G6
1110,0.466713,0,1.798133,1.906356,1.705583,0,G6
1110,0.367528,0,1.596241,1.751175,1.551385,0,G6
1110,0.423515,0,1.664776,1.795738,1.508183,0,G6
1110,0.610478,0,1.413531,1.590309,1.243001,0,G6
10001,1.036433,2.244642,0,0,0,1.999654,G7
10001,1.194456,1.65417,0,0,0,1.705775,G7
10001,1.227138,1.851077,0,0,0,1.717888,G7
10001,1.452045,1.802288,0,0,0,1.520037,G7
10001,0.955925,2.035718,0,0,0,1.917698,G7
10001,0.826892,2.024161,0,0,0,1.806338,G7
10001,0.862414,1.486085,0,0,0,1.37007,G7
10001,0.779082,2.209105,0,0,0,2.017808,G7
10001,0.614866,2.518244,0,0,0,2.422347,G7
10001,0.746833,1.610447,0,0,0,1.390132,G7
11001,0.642406,1.656034,2.646246,0,0,1.849942,G8
11001,0.691796,3.707415,4.854231,0,0,4.078568,G8
11001,0.851184,4.741362,5.807872,0,0,4.858295,G8
11001,0.620343,3.299943,4.383067,0,0,3.523525,G8
11001,0.529633,2.459407,3.381474,0,0,2.580142,G8
11001,0.626107,2.134292,3.098134,0,0,2.294698,G8
11001,0.793669,2.327548,3.361227,0,0,2.561757,G8
11001,0.799647,3.156363,4.202931,0,0,3.434555,G8
11001,0.815534,3.921999,4.994956,0,0,4.152629,G8
11001,0.457876,3.030581,2.496996,0,0,0,G8
11111,1.016714,2.368447,3.674808,3.784061,3.378028,2.918843,G9
11111,0.940934,2.516562,3.632619,3.795228,3.502339,2.980148,G9
11111,0.820475,2.883016,3.984668,4.100236,3.837862,3.340853,G9
11111,1.013903,1.934019,3.256173,3.430293,3.099514,2.536885,G9
11111,1.098606,1.863873,2.991236,3.110813,2.795954,2.336367,G9
11111,0.951457,2.524503,3.690811,3.834839,3.600015,3.186671,G9
11111,0.676148,2.832803,3.93583,4.084382,3.87824,3.450444,G9
11111,0.798898,2.540183,3.668078,3.733304,3.421971,2.961751,G9
11111,1.13354,1.379543,2.699836,2.79611,2.410121,1.910989,G9
11111,1.143635,1.582164,2.794431,2.91388,2.562673,2.113498,G9
0,0.669171,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0.566101,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.428427,0,2.405219,2.532731,0,2.073618,G0
1101,0.600893,0,4.254626,4.403193,0,3.902009,G0
1101,0.585449,0,3.833688,4.036168,0,3.518292,G0
1101,0.347165,0,3.035908,2.836219,0,0,G0
1101,0.412131,0,2.308903,2.512621,0,2.108184,G0
1101,0.708656,0,2.781374,2.961737,0,2.464311,G0
1101,0.767946,0,3.706137,3.890916,0,3.405363,G0
1101,0.709577,0,3.641117,3.349275,0,0,G0
1101,0.516266,0,2.858732,2.617632,0,0,G0
1101,0.518959,0,3.057457,3.187417,0,2.707933,G0
1000,1.912317,0,13.289945,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.838413,0,2.809139,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0.440294,0,1.59193,0,0,0,G2
1000,-0.301824,0,1.665841,0,0,0,G2
1000,-0.38944,0,1.021873,0,0,0,G2
1000,-0.344222,0,1.047104,0,0,0,G2
1000,-0.241185,0,1.983822,0,0,0,G2
1,-0.199055,0,0,0,0,2.097503,G3
1,0.074395,0,0,0,0,2.353175,G3
1,0,0,0,0,0,0,G3
1,0.048779,0,0,0,0,2.980708,G3
1,0.195088,0,0,0,0,3.005998,G3
1,0.049099,0,0,0,0,2.136312,G3
1,0.060909,0,0,0,0,2.503452,G3
1,0.002198,0,0,0,0,2.595878,G3
1,-0.014611,0,0,0,0,2.538054,G3
1,-0.172701,0,0,0,0,2.836312,G3
11000,-0.072026,0.585526,1.508702,0,0,0,G4
11000,-0.35709,1.764192,2.376202,0,0,0,G4
11000,-0.057814,1.267566,2.246101,0,0,0,G4
11000,-0.306567,1.271936,1.775503,0,0,0,G4
11000,-0.456731,2.215299,2.696558,0,0,0,G4
11000,-0.538603,1.57859,1.894687,0,0,0,G4
11000,-0.49363,1.699088,2.155454,0,0,0,G4
11000,0.315553,2.559346,3.088927,0,0,0,G4
11000,-0.274237,2.19769,2.679899,0,0,0,G4
11000,-0.071735,1.31712,2.952057,0,0,0,G4
1100,0.344217,0,1.669145,1.720098,0,0,G5
1100,0.00125,0,2.575551,2.668509,0,0,G5
1100,-0.104991,0,2.433961,2.511825,0,0,G5
1100,0.100275,0,2.707155,2.788701,0,0,G5
1100,0.230157,0,2.089201,2.140681,0,0,G5
1100,0.20059,0,2.396351,2.446493,0,0,G5
1100,-0.008094,0,2.29112,2.3425,0,0,G5
1100,0.279717,0,6.441021,6.520558,0,0,G5
1100,0.184218,0,1.768462,1.740856,0,0,G5
1100,0.29544,0,1.647765,1.631936,0,0,G5
1110,0.516782,0,5.104704,5.318959,0.260904,0,G6
1110,0.139307,0,3.01018,3.086457,2.910534,0,G6
1110,0.094906,0,2.95822,3.024344,2.858088,0,G6
1110,-0.129805,0,2.257991,2.318944,2.147071,0,G6
1110,0.465319,0,6.851732,6.921296,1.31241,0,G6
1110,0.181402,0,2.104511,2.124966,1.978572,0,G6
1110,0.274874,0,1.217409,1.278009,1.057071,0,G6
1110,0.13395,0,2.500471,2.509493,2.366792,0,G6
1110,0.005638,0,2.322615,2.17878,0,0,G6
1110,0.317525,0,2.135258,2.339657,2.051948,0,G6
10001,0.623048,2.093726,0,0,0,1.927939,G7
10001,0.627914,1.352113,0,0,0,1.460773,G7
10001,0.587678,0.824675,0,0,0,0.691008,G7
10001,0.531465,1.873512,0,0,0,2.012805,G7
10001,0.683781,1.90088,0,0,0,1.698868,G7
10001,0.727063,1.236203,0,0,0,1.130914,G7
10001,0.559888,2.775181,0,0,0,3.010971,G7
10001,0.408152,2.820745,0,0,0,3.029893,G7
10001,1.685299,13.889446,0,0,0,4.90577,G7
10001,1.697408,10.251035,0,0,0,2.00298,G7
11001,0.496928,2.964543,3.668756,0,0,3.193327,G8
11001,0.350388,3.436529,4.192065,0,0,3.666392,G8
11001,0.26795,3.472267,4.230053,0,0,3.700291,G8
11001,0.356405,3.076502,3.812274,0,0,3.30469,G8
11001,0.538121,3.20736,3.933349,0,0,3.398436,G8
11001,0.285648,3.057622,3.81933,0,0,3.356642,G8
11001,0.095009,2.902701,3.623254,0,0,3.169623,G8
11001,0.063922,2.978501,3.670811,0,0,3.23271,G8
11001,0.273822,2.715345,3.457265,0,0,2.981282,G8
11001,0.497472,1.944539,2.646977,0,0,2.135363,G8
11111,1.037722,1.976339,3.062286,3.213935,2.961429,2.355674,G9
11111,0.96735,2.555644,3.675258,3.813145,3.565082,2.955591,G9
11111,0.972766,2.504286,3.585953,3.756645,3.500747,2.903466,G9
11111,0.967241,1.74757,2.868926,3.010063,2.74509,2.126699,G9
11111,1.00079,1.537501,2.69657,2.829509,2.58122,1.969107,G9
11111,0.910479,2.009431,3.015776,3.199347,2.939293,2.362875,G9
11111,0.776657,1.732327,2.785489,2.923,2.66829,2.10814,G9
11111,0.79672,2.507942,3.540558,3.681621,3.432266,2.912088,G9
11111,1.012155,2.618022,3.673217,3.852635,3.631503,3.052096,G9
11111,1.080741,2.077683,3.192233,3.353548,3.1159,2.488692,G9
