@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,6,18-22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,1100,26.755264,1.602602,0,0,0,G5
2,1100,26.244251,1.611276,0,0,0,G5
2,1100,26.312979,1.909074,0,0,0,G5
2,1100,26.717085,1.713301,0,0,0,G5
2,1100,26.890064,1.610795,0,0,0,G5
2,1100,26.496378,1.66416,0,0,0,G5
2,1100,26.524305,1.77677,0,0,0,G5
2,1100,26.826714,1.581132,0,0,0,G5
3,1110,18.025486,1.450669,1.281818,0,0,G6
3,1110,17.637281,1.497299,1.346642,0,0,G6
3,1110,18.207529,1.436411,1.282059,0,0,G6
3,1110,18.219372,1.575881,1.411345,0,0,G6
3,1110,17.69631,1.751137,1.559753,0,0,G6
3,1110,17.821014,1.698875,1.507171,0,0,G6
3,1110,17.335661,1.455152,1.274632,0,0,G6
3,1110,17.592731,1.447757,1.26137,0,0,G6
3,1110,17.603882,1.707485,1.516865,0,0,G6
3,1110,17.810316,1.580609,1.412423,0,0,G6
3,10001,39.861755,3.681969,3.847264,0,0,G7
2,10001,82.571655,2.946744,0,0,0,G7
2,10001,82.437241,2.998811,0,0,0,G7
2,10001,82.739212,3.292067,0,0,0,G7
2,10001,80.042664,3.810102,0,0,0,G7
2,10001,78.914314,3.469804,0,0,0,G7
2,10001,78.811905,3.25412,0,0,0,G7
3,10001,40.46273,3.200303,3.226197,0,0,G7
3,10001,39.887405,3.626636,3.857832,0,0,G7
2,10001,79.482819,3.748755,0,0,0,G7
3,11001,26.204308,6.283594,5.479455,0,0,G8
3,11001,24.79183,4.651743,3.63243,0,0,G8
3,11001,24.118744,4.642641,3.629433,0,0,G8
3,11001,25.001337,5.036147,4.089,0,0,G8
3,11001,25.581793,5.490388,4.574145,0,0,G8
3,11001,28.661814,4.662253,3.982023,0,0,G8
2,11001,47.382343,2.907346,0,0,0,G8
2,11001,48.159908,2.967525,0,0,0,G8
2,11001,47.962708,2.827115,0,0,0,G8
3,11001,29.155731,4.522438,3.792587,0,0,G8
5,11111,9.527705,3.7999,4.004097,3.830438,3.310155,G9
5,11111,8.633718,2.945883,3.105919,2.964248,2.414811,G9
5,11111,8.977702,2.928238,3.065292,2.930815,2.390457,G9
5,11111,8.315694,2.96248,3.114193,2.960878,2.410872,G9
4,11111,15.491269,2.266222,2.218778,1.928026,0,G9
5,11111,9.337612,2.855092,3.101118,2.989568,2.504358,G9
5,11111,9.314081,2.822205,3.036373,2.87299,2.335129,G9
5,11111,9.637558,3.24059,3.40203,3.290971,2.755993,G9
5,11111,9.212627,3.349482,3.481277,3.36743,2.849082,G9
4,11111,15.011228,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2,1101,36.431053,1.98976,0,0,0,G0
3,1101,23.114275,3.20416,2.461845,0,0,G0
3,1101,23.020868,3.055864,2.419631,0,0,G0
3,1101,24.162859,2.502074,1.850251,0,0,G0
4,1101,19.540651,2.988656,1.91733,2.369823,0,G0
3,1101,24.14156,2.865042,2.254971,0,0,G0
3,1101,24.249035,2.610252,2.013928,0,0,G0
3,1101,24.816206,1.993155,1.356946,0,0,G0
3,1101,26.016773,2.36433,1.800614,0,0,G0
3,1101,21.662022,1.970152,0.978485,0,0,G0
1,1000,1,0,0,0,0,G2
2,1000,15.263703,0.920387,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
2,1000,15.096219,0.917084,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1,1,0,0,0,0,G3
0,1,0,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,1,39.014492,0.901687,0,0,0,G3
2,1,18.054581,1.09813,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
2,11000,64.775955,1.785772,0,0,0,G4
2,11000,72.325745,1.280858,0,0,0,G4
2,11000,70.673332,1.004498,0,0,0,G4
2,11000,64.577225,2.042272,0,0,0,G4
2,11000,66.82843,1.401508,0,0,0,G4
3,11000,16.852362,4.029541,2.687808,0,0,G4
2,11000,65.615578,0.457432,0,0,0,G4
2,11000,64.435852,2.075738,0,0,0,G4
3,11000,16.912418,3.696465,2.458309,0,0,G4
2,11000,64.698387,1.144982,0,0,0,G4
2,1100,36.208942,1.816245,0,0,0,G5
2,1100,36.89492,1.860711,0,0,0,G5
2,1100,36.415234,1.858965,0,0,0,G5
3,1100,16.216082,2.338717,1.173219,0,0,G5
2,1100,36.463387,1.798915,0,0,0,G5
2,1100,37.810131,1.909549,0,0,0,G5
2,1100,36.321648,1.780497,0,0,0,G5
3,1100,24.371956,1.248664,2.344054,0,0,G5
3,1100,27.792711,1.158152,2.723112,0,0,G5
3,1100,14.700775,2.532689,1.143299,0,0,G5
3,1110,17.659349,1.96919,1.589761,0,0,G6
3,1110,19.670391,2.135509,1.936107,0,0,G6
3,1110,19.213182,1.994321,1.801929,0,0,G6
3,1110,18.47349,1.921056,1.771123,0,0,G6
3,1110,17.66643,1.827847,1.54008,0,0,G6
3,1110,17.778664,1.756764,1.494779,0,0,G6
3,1110,18.257576,1.906356,1.705583,0,0,G6
3,1110,18.060453,1.751175,1.551385,0,0,G6
3,1110,18.270853,1.795738,1.508183,0,0,G6
3,1110,18.136511,1.590309,1.243001,0,0,G6
3,10001,32.165939,1.999654,2.011295,0,0,G7
2,10001,72.363976,1.705775,0,0,0,G7
2,10001,72.157265,1.717888,0,0,0,G7
3,10001,37.974739,1.520037,1.52356,0,0,G7
3,10001,34.760662,1.917698,2.06951,0,0,G7
3,10001,31.771627,1.806338,1.826169,0,0,G7
2,10001,62.205849,1.37007,0,0,0,G7
2,10001,63.946724,2.017808,0,0,0,G7
2,10001,61.445362,2.422347,0,0,0,G7
3,10001,32.17403,1.390132,1.455146,0,0,G7
3,11001,22.847958,2.646246,1.849942,0,0,G8
3,11001,23.77964,4.854231,4.078568,0,0,G8
3,11001,23.986782,5.807872,4.858295,0,0,G8
3,11001,24.346552,4.383067,3.523525,0,0,G8
3,11001,25.855455,3.381474,2.580142,0,0,G8
3,11001,25.085857,3.098134,2.294698,0,0,G8
3,11001,24.079029,3.361227,2.561757,0,0,G8
3,11001,24.72452,4.202931,3.434555,0,0,G8
3,11001,24.11879,4.994956,4.152629,0,0,G8
2,11001,38.858223,2.496996,0,0,0,G8
5,11111,7.614478,3.674808,3.784061,3.378028,2.918843,G9
5,11111,8.807951,3.632619,3.795228,3.502339,2.980148,G9
5,11111,8.681292,3.984668,4.100236,3.837862,3.340853,G9
5,11111,6.667328,3.256173,3.430293,3.099514,2.536885,G9
5,11111,8.828945,2.991236,3.110813,2.795954,2.336367,G9
5,11111,9.387129,3.690811,3.834839,3.600015,3.186671,G9
5,11111,10.185197,3.93583,4.084382,3.87824,3.450444,G9
5,11111,8.834447,3.668078,3.733304,3.421971,2.961751,G9
5,11111,7.174205,2.699836,2.79611,2.410121,1.910989,G9
5,11111,8.426088,2.794431,2.91388,2.562673,2.113498,G9
2,0,35.591549,0.750697,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,1101,24.088034,2.532731,2.073618,0,0,G0
3,1101,23.128529,4.403193,3.902009,0,0,G0
3,1101,23.32196,4.036168,3.518292,0,0,G0
2,1101,34.513943,2.836219,0,0,0,G0
3,1101,23.88064,2.512621,2.108184,0,0,G0
3,1101,24.340282,2.961737,2.464311,0,0,G0
3,1101,24.066637,3.890916,3.405363,0,0,G0
2,1101,35.845936,3.349275,0,0,0,G0
2,1101,35.715801,2.617632,0,0,0,G0
3,1101,24.617819,3.187417,2.707933,0,0,G0
2,1000,52.631523,2.371864,0,0,0,G2
0,1000,0,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
0,1000,0,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1000,1,0,0,0,0,G2
1,1,1,0,0,0,0,G3
2,1,33.151272,3.003875,0,0,0,G3
0,1,0,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
1,1,1,0,0,0,0,G3
3,11000,10.288001,1.508702,0.348343,0,0,G4
2,11000,57.404831,2.376202,0,0,0,G4
3,11000,12.263541,2.246101,1.064484,0,0,G4
2,11000,55.730202,1.775503,0,0,0,G4
2,11000,58.169212,2.696558,0,0,0,G4
2,11000,52.200359,1.894687,0,0,0,G4
2,11000,52.062038,2.155454,0,0,0,G4
3,11000,61.852562,3.088927,1.600538,0,0,G4
2,11000,51.770668,2.679899,0,0,0,G4
3,11000,63.384914,2.952057,1.339858,0,0,G4
2,1100,26.076427,1.720098,0,0,0,G5
2,1100,27.277973,2.668509,0,0,0,G5
2,1100,27.534216,2.511825,0,0,0,G5
2,1100,27.582676,2.788701,0,0,0,G5
2,1100,26.975546,2.140681,0,0,0,G5
2,1100,26.07238,2.446493,0,0,0,G5
2,1100,28.225647,2.3425,0,0,0,G5
3,1100,60.335289,6.520558,0.567594,0,0,G5
2,1100,27.032518,1.740856,0,0,0,G5
2,1100,27.724827,1.631936,0,0,0,G5
4,1110,33.358143,5.318959,0.260904,4.736605,0,G6
3,1110,16.399914,3.086457,2.910534,0,0,G6
3,1110,16.156572,3.024344,2.858088,0,0,G6
3,1110,16.26786,2.318944,2.147071,0,0,G6
4,1110,25.080109,6.921296,1.31241,6.485574,0,G6
3,1110,15.414824,2.124966,1.978572,0,0,G6
3,1110,13.936198,1.278009,1.057071,0,0,G6
3,1110,15.344725,2.509493,2.366792,0,0,G6
2,1110,14.859858,2.17878,0,0,0,G6
3,1110,24.223589,2.339657,2.051948,0,0,G6
3,10001,30.709044,1.927939,2.205177,0,0,G7
2,10001,61.148945,1.460773,0,0,0,G7
3,10001,29.931185,0.691008,0.807164,0,0,G7
2,10001,57.964828,2.012805,0,0,0,G7
2,10001,58.989616,1.698868,0,0,0,G7
3,10001,31.577063,1.130914,1.23091,0,0,G7
2,10001,57.580097,3.010971,0,0,0,G7
2,10001,57.93148,3.029893,0,0,0,G7
3,10001,114.413979,4.90577,13.095601,0,0,G7
3,10001,106.343872,2.00298,10.297478,0,0,G7
3,11001,20.997494,3.668756,3.193327,0,0,G8
3,11001,22.975052,4.192065,3.666392,0,0,G8
3,11001,21.786654,4.230053,3.700291,0,0,G8
3,11001,21.023575,3.812274,3.30469,0,0,G8
3,11001,20.612978,3.933349,3.398436,0,0,G8
3,11001,20.881372,3.81933,3.356642,0,0,G8
3,11001,21.139162,3.623254,3.169623,0,0,G8
3,11001,21.055159,3.670811,3.23271,0,0,G8
3,11001,20.682329,3.457265,2.981282,0,0,G8
3,11001,20.561441,2.646977,2.135363,0,0,G8
5,11111,8.656054,3.062286,3.213935,2.961429,2.355674,G9
5,11111,8.596058,3.675258,3.813145,3.565082,2.955591,G9
5,11111,8.835953,3.585953,3.756645,3.500747,2.903466,G9
5,11111,8.444284,2.868926,3.010063,2.74509,2.126699,G9
5,11111,8.210151,2.69657,2.829509,2.58122,1.969107,G9
5,11111,9.262285,3.015776,3.199347,2.939293,2.362875,G9
5,11111,9.08777,2.785489,2.923,2.66829,2.10814,G9
5,11111,9.200364,3.540558,3.681621,3.432266,2.912088,G9
5,11111,8.893003,3.673217,3.852635,3.631503,3.052096,G9
5,11111,8.345312,3.192233,3.353548,3.1159,2.488692,G9
