@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,17-21,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,11001,0.010319,2.297894,3.040519,0,0,2.391638,G8
3,11001,0.009411,2.767782,3.386368,0,0,2.886837,G8
3,11001,0.009746,3.041061,3.743832,0,0,3.167696,G8
3,11001,0.009429,1.562639,2.200986,0,0,1.705628,G8
3,11001,0.009713,2.51206,3.173045,0,0,2.632283,G8
3,11001,0.009941,1.703199,2.401416,0,0,1.8465,G8
3,11001,0.01037,2.351192,3.00123,0,0,2.314212,G8
3,11001,0.010276,1.76306,2.411579,0,0,1.767465,G8
3,11001,0.010529,1.480163,2.09858,0,0,1.427324,G8
3,11001,0.010406,2.486948,3.148965,0,0,2.430719,G8
5,11111,0.008084,1.531672,2.938179,3.045091,2.854487,2.317141,G9
5,11111,0.008211,1.770014,3.10205,3.145814,3.048479,2.49278,G9
5,11111,0.008098,1.445141,2.907748,2.977066,2.853224,2.296777,G9
5,11111,0.008204,1.942096,3.283924,3.386206,3.264339,2.709708,G9
5,11111,0.008105,1.415563,2.807372,2.90635,2.784966,2.266575,G9
5,11111,0.007831,1.555959,2.820379,2.936428,2.803511,2.31036,G9
5,11111,0.008011,1.458093,2.742716,2.790142,2.615518,2.059442,G9
5,11111,0.007937,2.197734,3.603471,3.67582,3.569702,3.069453,G9
5,11111,0.007892,1.803062,3.105814,3.222828,3.057915,2.57627,G9
5,11111,0.008156,1.985048,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,1101,0.024175,0,3.317573,3.466743,0,0,G0
3,1101,0.013,0,3.034431,3.204088,0,2.730621,G0
3,1101,0.013446,0,2.649997,2.859435,0,2.402386,G0
3,1101,0.013456,0,3.344195,3.560318,0,3.06944,G0
3,1101,0.012738,0,3.137235,3.309568,0,2.836774,G0
3,1101,0.013126,0,2.215873,2.393359,0,1.923379,G0
3,1101,0.012857,0,2.109945,2.257071,0,1.779151,G0
3,1101,0.01325,0,1.378094,1.579032,0,1.073251,G0
3,1101,0.013314,0,2.401174,2.660591,0,2.152958,G0
3,1101,0.013604,0,3.125719,3.334086,0,2.829475,G0
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,1.552487,0,0,0,G2
1,1000,1,0,0.596845,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,1.209536,0,0,0,G2
2,1000,0.017633,0,2.230498,0,0,0,G2
1,1000,1,0,1.780096,0,0,0,G2
1,1000,1,0,2.182993,0,0,0,G2
1,1,1,0,0,0,0,1.181902,G3
1,1,1,0,0,0,0,2.145167,G3
2,1,0.017241,0,0,0,0,1.044843,G3
2,1,0.017467,0,0,0,0,0.822553,G3
1,1,1,0,0,0,0,0.75342,G3
1,1,1,0,0,0,0,0.781298,G3
1,1,1,0,0,0,0,1.29269,G3
2,1,0.016905,0,0,0,0,1.63418,G3
2,1,0.018043,0,0,0,0,0.116966,G3
1,1,1,0,0,0,0,1.877574,G3
3,11000,0.017477,0.498381,1.296927,0,0,0,G4
2,11000,0.011343,2.101819,2.519146,0,0,0,G4
3,11000,0.017351,1.872597,2.75031,0,0,0,G4
2,11000,0.01216,1.845348,2.395666,0,0,0,G4
2,11000,0.01233,2.369941,2.815108,0,0,0,G4
2,11000,0.012639,1.05186,1.393766,0,0,0,G4
2,11000,0.012517,0.906013,1.300148,0,0,0,G4
2,11000,0.012831,0.767631,1.216594,0,0,0,G4
2,11000,0.014258,0.766812,1.197391,0,0,0,G4
3,11000,0.017062,0.60677,1.29919,0,0,0,G4
2,1100,0.021052,0,2.917798,2.986548,0,0,G5
2,1100,0.022052,0,2.564327,2.595356,0,0,G5
2,1100,0.022395,0,2.607363,2.719604,0,0,G5
3,1100,0.031525,0,2.374996,1.520247,0,0,G5
2,1100,0.021207,0,1.645936,1.674201,0,0,G5
2,1100,0.020503,0,1.848886,1.848292,0,0,G5
2,1100,0.02077,0,2.282359,2.322742,0,0,G5
2,1100,0.020459,0,2.681327,2.705819,0,0,G5
2,1100,0.021021,0,3.145288,3.202811,0,0,G5
2,1100,0.02039,0,3.077394,3.100928,0,0,G5
3,1110,0.015135,0,0.123366,0.199118,0.123678,0,G6
3,1110,0.014573,0,1.781773,1.965673,1.707701,0,G6
3,1110,0.013595,0,1.682904,1.892295,1.599661,0,G6
3,1110,0.013738,0,2.002395,2.206771,1.941365,0,G6
3,1110,0.013736,0,1.763762,1.941874,1.681604,0,G6
3,1110,0.013928,0,1.813359,1.992829,1.736571,0,G6
3,1110,0.013876,0,2.001664,2.19402,1.922534,0,G6
3,1110,0.013807,0,2.492057,2.664763,2.43194,0,G6
3,1110,0.01415,0,1.44268,1.671507,1.365915,0,G6
3,1110,0.014919,0,0.267812,0.550751,0.184963,0,G6
3,10001,0.011148,0.400902,0,0,0,0.384534,G7
2,10001,0.011434,0.087632,0,0,0,0.493516,G7
2,10001,0.011219,0.418244,0,0,0,0.694488,G7
2,10001,0.010902,0.784499,0,0,0,1.143306,G7
2,10001,0.010432,1.013742,0,0,0,1.247574,G7
3,10001,0.010954,0.23357,0,0,0,0.106801,G7
2,10001,0.011662,0.298597,0,0,0,0.232696,G7
2,10001,0.011852,0.30107,0,0,0,0.037135,G7
3,10001,0.011112,0.658959,0,0,0,0.612904,G7
3,10001,0.010802,0.632291,0,0,0,0.775925,G7
3,11001,0.009672,2.184069,3.204638,0,0,2.588875,G8
3,11001,0.009761,1.072995,2.305337,0,0,1.558511,G8
3,11001,0.009541,1.01373,2.158606,0,0,1.375083,G8
3,11001,0.009822,1.439148,2.635837,0,0,1.837766,G8
3,11001,0.009685,2.265675,3.376349,0,0,2.591346,G8
3,11001,0.009611,1.743786,2.905275,0,0,2.092289,G8
3,11001,0.009718,2.031006,3.16208,0,0,2.312677,G8
3,11001,0.009771,1.10119,2.230921,0,0,1.542498,G8
3,11001,0.009682,0.55934,1.665813,0,0,0.958638,G8
3,11001,0.009763,1.370372,2.453095,0,0,1.781299,G8
5,11111,0.008987,1.492289,2.757621,2.938242,2.803932,2.219361,G9
5,11111,0.008941,0.966312,2.303982,2.440433,2.29634,1.776484,G9
5,11111,0.008827,1.330727,2.548765,2.698264,2.565171,2.085964,G9
1,11111,1,1.419443,0,0,0,0,G9
5,11111,0.008749,0.935492,2.306974,2.492724,2.341148,1.723,G9
5,11111,0.008624,1.269589,2.469249,2.63335,2.481777,1.916036,G9
5,11111,0.008786,1.179058,2.455916,2.642896,2.49847,1.939686,G9
5,11111,0.008948,2.384876,3.636585,3.818588,3.671304,3.11106,G9
5,11111,0.008825,2.35301,3.58542,3.74994,3.623787,3.021146,G9
5,11111,0.008881,2.334261,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,1101,0.013042,0,4.061127,3.809917,0,0,G0
3,1101,0.011495,0,2.61128,2.639111,0,2.249943,G0
3,1101,0.010895,0,1.757697,1.861239,0,1.610192,G0
2,1101,0.016768,0,2.439428,2.132315,0,0,G0
2,1101,0.012894,0,2.773369,2.471603,0,0,G0
3,1101,0.012687,0,2.318356,2.752664,0,2.156658,G0
2,1101,0.016537,0,2.323808,1.958569,0,0,G0
3,1101,0.012489,0,2.402087,2.710219,0,2.109083,G0
3,1101,0.012102,0,2.360192,2.570628,0,2.039878,G0
3,1101,0.011832,0,2.18524,2.417647,0,1.897843,G0
1,1000,1,0,0.968599,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,0.80651,0,0,0,G2
1,1000,1,0,0.966789,0,0,0,G2
1,1000,1,0,0.979964,0,0,0,G2
1,1000,1,0,0.582813,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,0.515428,0,0,0,G2
1,1000,1,0,0.837519,0,0,0,G2
2,1,0.02319,0,0,0,0,1.232904,G3
3,1,0.016277,0,0,0,0,0.805818,G3
0,1,0,0,0,0,0,0,G3
2,1,0.014628,0,0,0,0,0.709125,G3
2,1,0.01504,0,0,0,0,0.933915,G3
1,1,1,0,0,0,0,1.08117,G3
1,1,1,0,0,0,0,1.330263,G3
2,1,0.02276,0,0,0,0,0.803571,G3
2,1,0.022718,0,0,0,0,0.694153,G3
2,1,0.024239,0,0,0,0,0.818085,G3
2,11000,0.012037,1.260336,1.714143,0,0,0,G4
3,11000,0.018735,1.549639,2.399213,0,0,0,G4
2,11000,0.012,1.74298,2.195871,0,0,0,G4
2,11000,0.011555,1.978431,2.306665,0,0,0,G4
2,11000,0.011652,2.043352,2.36277,0,0,0,G4
2,11000,0.011781,1.699464,1.996894,0,0,0,G4
2,11000,0.011935,1.64371,1.970028,0,0,0,G4
2,11000,0.011958,1.55097,1.905056,0,0,0,G4
3,11000,0.018791,1.166019,2.199822,0,0,0,G4
3,11000,0.017666,1.243752,2.408094,0,0,0,G4
2,1100,0.019785,0,1.596664,1.719043,0,0,G5
2,1100,0.020119,0,1.590844,1.679568,0,0,G5
2,1100,0.01997,0,1.436605,1.602602,0,0,G5
2,1100,0.020287,0,1.470707,1.611276,0,0,G5
2,1100,0.020168,0,1.808861,1.909074,0,0,G5
2,1100,0.019834,0,1.62083,1.713301,0,0,G5
2,1100,0.019846,0,1.543796,1.610795,0,0,G5
2,1100,0.020116,0,1.584843,1.66416,0,0,G5
2,1100,0.020067,0,1.705528,1.77677,0,0,G5
2,1100,0.019847,0,1.452613,1.581132,0,0,G5
3,1110,0.014743,0,1.346322,1.450669,1.281818,0,G6
3,1110,0.015098,0,1.411299,1.497299,1.346642,0,G6
3,1110,0.014547,0,1.343008,1.436411,1.282059,0,G6
3,1110,0.014449,0,1.474261,1.575881,1.411345,0,G6
3,1110,0.014934,0,1.613016,1.751137,1.559753,0,G6
3,1110,0.014813,0,1.574352,1.698875,1.507171,0,G6
3,1110,0.015164,0,1.350408,1.455152,1.274632,0,G6
3,1110,0.014885,0,1.349744,1.447757,1.26137,0,G6
3,1110,0.015116,0,1.560532,1.707485,1.516865,0,G6
3,1110,0.014977,0,1.458613,1.580609,1.412423,0,G6
3,10001,0.010438,3.562905,0,0,0,3.681969,G7
2,10001,0.010795,3.202497,0,0,0,2.946744,G7
2,10001,0.010652,3.203683,0,0,0,2.998811,G7
2,10001,0.010717,3.426316,0,0,0,3.292067,G7
2,10001,0.011471,3.735155,0,0,0,3.810102,G7
2,10001,0.011236,3.544746,0,0,0,3.469804,G7
2,10001,0.010897,3.313067,0,0,0,3.25412,G7
3,10001,0.010884,3.313694,0,0,0,3.200303,G7
3,10001,0.010807,3.493379,0,0,0,3.626636,G7
2,10001,0.011076,3.873001,0,0,0,3.748755,G7
3,11001,0.011049,5.048294,6.283594,0,0,5.479455,G8
3,11001,0.0108,3.260478,4.651743,0,0,3.63243,G8
3,11001,0.011102,3.302397,4.642641,0,0,3.629433,G8
3,11001,0.011007,3.768217,5.036147,0,0,4.089,G8
3,11001,0.010856,4.181109,5.490388,0,0,4.574145,G8
3,11001,0.009815,3.636021,4.662253,0,0,3.982023,G8
2,11001,0.012549,3.023587,2.907346,0,0,0,G8
2,11001,0.012129,3.086752,2.967525,0,0,0,G8
2,11001,0.01254,2.742208,2.827115,0,0,0,G8
3,11001,0.00966,3.540725,4.522438,0,0,3.792587,G8
5,11111,0.009456,2.671059,3.7999,4.004097,3.830438,3.310155,G9
5,11111,0.009113,1.599653,2.945883,3.105919,2.964248,2.414811,G9
5,11111,0.008982,1.63007,2.928238,3.065292,2.930815,2.390457,G9
5,11111,0.009393,1.677662,2.96248,3.114193,2.960878,2.410872,G9
4,11111,0.010939,2.044147,2.266222,2.218778,1.928026,0,G9
5,11111,0.009364,1.668764,2.855092,3.101118,2.989568,2.504358,G9
5,11111,0.009404,1.695457,2.822205,3.036373,2.87299,2.335129,G9
5,11111,0.009125,2.132339,3.24059,3.40203,3.290971,2.755993,G9
5,11111,0.009162,2.160825,3.349482,3.481277,3.36743,2.849082,G9
4,11111,0.011123,2.946394,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
2,1101,0.015583,0,2.45482,1.98976,0,0,G0
3,1101,0.011402,0,2.955438,3.20416,0,2.461845,G0
3,1101,0.011398,0,2.801632,3.055864,0,2.419631,G0
3,1101,0.011594,0,2.333329,2.502074,0,1.850251,G0
4,1101,0.013536,0,2.638902,2.988656,0,1.91733,G0
3,1101,0.011151,0,2.643347,2.865042,0,2.254971,G0
3,1101,0.011191,0,2.374538,2.610252,0,2.013928,G0
3,1101,0.011357,0,1.824735,1.993155,0,1.356946,G0
3,1101,0.010831,0,2.153897,2.36433,0,1.800614,G0
3,1101,0.013881,0,1.571898,1.970152,0,0.978485,G0
1,1000,1,0,1.69646,0,0,0,G2
2,1000,0.020163,0,1.715708,0,0,0,G2
1,1000,1,0,0.30225,0,0,0,G2
1,1000,1,0,0.151552,0,0,0,G2
2,1000,0.02079,0,1.680633,0,0,0,G2
1,1000,1,0,1.502655,0,0,0,G2
1,1000,1,0,0.637073,0,0,0,G2
1,1000,1,0,0.317264,0,0,0,G2
1,1000,1,0,1.694519,0,0,0,G2
1,1000,1,0,2.09155,0,0,0,G2
1,1,1,0,0,0,0,0.800919,G3
0,1,0,0,0,0,0,0,G3
1,1,1,0,0,0,0,1.600479,G3
1,1,1,0,0,0,0,1.842102,G3
1,1,1,0,0,0,0,0.656465,G3
1,1,1,0,0,0,0,0.70586,G3
2,1,0.015459,0,0,0,0,0.581028,G3
2,1,0.024163,0,0,0,0,0.673573,G3
1,1,1,0,0,0,0,1.073971,G3
1,1,1,0,0,0,0,0.883256,G3
2,11000,0.01132,1.155483,1.785772,0,0,0,G4
2,11000,0.010736,0.674921,1.280858,0,0,0,G4
2,11000,0.011071,0.358706,1.004498,0,0,0,G4
2,11000,0.0114,1.455882,2.042272,0,0,0,G4
2,11000,0.011556,0.448366,1.401508,0,0,0,G4
3,11000,0.017567,2.720075,4.029541,0,0,0,G4
2,11000,0.011834,0.131814,0.457432,0,0,0,G4
2,11000,0.011023,1.55987,2.075738,0,0,0,G4
3,11000,0.017425,2.513832,3.696465,0,0,0,G4
2,11000,0.011751,0.535324,1.144982,0,0,0,G4
2,1100,0.015008,0,1.731614,1.816245,0,0,G5
2,1100,0.014457,0,1.833311,1.860711,0,0,G5
2,1100,0.014868,0,1.770075,1.858965,0,0,G5
3,1100,0.013079,0,1.988634,2.338717,0,0,G5
2,1100,0.015642,0,1.523215,1.798915,0,0,G5
2,1100,0.014786,0,1.795211,1.909549,0,0,G5
2,1100,0.01504,0,1.687938,1.780497,0,0,G5
3,1100,0.02011,0,2.304122,1.248664,0,0,G5
3,1100,0.02342,0,2.174861,1.158152,0,0,G5
3,1100,0.015389,0,2.023714,2.532689,0,0,G5
3,1110,0.015161,0,1.739427,1.96919,1.589761,0,G6
3,1110,0.013325,0,2.00701,2.135509,1.936107,0,G6
3,1110,0.013629,0,1.846438,1.994321,1.801929,0,G6
3,1110,0.014153,0,1.761239,1.921056,1.771123,0,G6
3,1110,0.014974,0,1.691333,1.827847,1.54008,0,G6
3,1110,0.014878,0,1.59316,1.756764,1.494779,0,G6
3,1110,0.014263,0,1.798133,1.906356,1.705583,0,G6
3,1110,0.01452,0,1.596241,1.751175,1.551385,0,G6
3,1110,0.014403,0,1.664776,1.795738,1.508183,0,G6
3,1110,0.015611,0,1.413531,1.590309,1.243001,0,G6
3,10001,0.011984,2.244642,0,0,0,1.999654,G7
2,10001,0.011156,1.65417,0,0,0,1.705775,G7
2,10001,0.010727,1.851077,0,0,0,1.717888,G7
3,10001,0.011904,1.802288,0,0,0,1.520037,G7
3,10001,0.011072,2.035718,0,0,0,1.917698,G7
3,10001,0.011558,2.024161,0,0,0,1.806338,G7
2,10001,0.010878,1.486085,0,0,0,1.37007,G7
2,10001,0.010501,2.209105,0,0,0,2.017808,G7
2,10001,0.010635,2.518244,0,0,0,2.422347,G7
3,10001,0.011445,1.610447,0,0,0,1.390132,G7
3,11001,0.012229,1.656034,2.646246,0,0,1.849942,G8
3,11001,0.011917,3.707415,4.854231,0,0,4.078568,G8
3,11001,0.011702,4.741362,5.807872,0,0,4.858295,G8
3,11001,0.011597,3.299943,4.383067,0,0,3.523525,G8
3,11001,0.010948,2.459407,3.381474,0,0,2.580142,G8
3,11001,0.01127,2.134292,3.098134,0,0,2.294698,G8
3,11001,0.011619,2.327548,3.361227,0,0,2.561757,G8
3,11001,0.011397,3.156363,4.202931,0,0,3.434555,G8
3,11001,0.011659,3.921999,4.994956,0,0,4.152629,G8
2,11001,0.015045,3.030581,2.496996,0,0,0,G8
5,11111,0.011028,2.368447,3.674808,3.784061,3.378028,2.918843,G9
5,11111,0.009949,2.516562,3.632619,3.795228,3.502339,2.980148,G9
5,11111,0.010189,2.883016,3.984668,4.100236,3.837862,3.340853,G9
5,11111,0.011212,1.934019,3.256173,3.430293,3.099514,2.536885,G9
5,11111,0.010182,1.863873,2.991236,3.110813,2.795954,2.336367,G9
5,11111,0.009492,2.524503,3.690811,3.834839,3.600015,3.186671,G9
5,11111,0.009211,2.832803,3.93583,4.084382,3.87824,3.450444,G9
5,11111,0.010216,2.540183,3.668078,3.733304,3.421971,2.961751,G9
5,11111,0.010888,1.379543,2.699836,2.79611,2.410121,1.910989,G9
5,11111,0.010339,1.582164,2.794431,2.91388,2.562673,2.113498,G9
2,0,0.018991,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.011154,0,2.405219,2.532731,0,2.073618,G0
3,1101,0.01162,0,4.254626,4.403193,0,3.902009,G0
3,1101,0.011376,0,3.833688,4.036168,0,3.518292,G0
2,1101,0.016074,0,3.035908,2.836219,0,0,G0
3,1101,0.011033,0,2.308903,2.512621,0,2.108184,G0
3,1101,0.01112,0,2.781374,2.961737,0,2.464311,G0
3,1101,0.011141,0,3.706137,3.890916,0,3.405363,G0
2,1101,0.016025,0,3.641117,3.349275,0,0,G0
2,1101,0.01572,0,2.858732,2.617632,0,0,G0
3,1101,0.010908,0,3.057457,3.187417,0,2.707933,G0
2,1000,0.036082,0,13.289945,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,2.809139,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,1,0,1.59193,0,0,0,G2
1,1000,1,0,1.665841,0,0,0,G2
1,1000,1,0,1.021873,0,0,0,G2
1,1000,1,0,1.047104,0,0,0,G2
1,1000,1,0,1.983822,0,0,0,G2
1,1,1,0,0,0,0,2.097503,G3
2,1,0.017628,0,0,0,0,2.353175,G3
0,1,0,0,0,0,0,0,G3
1,1,1,0,0,0,0,2.980708,G3
1,1,1,0,0,0,0,3.005998,G3
1,1,1,0,0,0,0,2.136312,G3
1,1,1,0,0,0,0,2.503452,G3
1,1,1,0,0,0,0,2.595878,G3
1,1,1,0,0,0,0,2.538054,G3
1,1,1,0,0,0,0,2.836312,G3
3,11000,0.027495,0.585526,1.508702,0,0,0,G4
2,11000,0.012179,1.764192,2.376202,0,0,0,G4
3,11000,0.023979,1.267566,2.246101,0,0,0,G4
2,11000,0.012371,1.271936,1.775503,0,0,0,G4
2,11000,0.011632,2.215299,2.696558,0,0,0,G4
2,11000,0.011963,1.57859,1.894687,0,0,0,G4
2,11000,0.012571,1.699088,2.155454,0,0,0,G4
3,11000,0.022713,2.559346,3.088927,0,0,0,G4
2,11000,0.012888,2.19769,2.679899,0,0,0,G4
3,11000,0.034152,1.31712,2.952057,0,0,0,G4
2,1100,0.02039,0,1.669145,1.720098,0,0,G5
2,1100,0.019394,0,2.575551,2.668509,0,0,G5
2,1100,0.019014,0,2.433961,2.511825,0,0,G5
2,1100,0.019206,0,2.707155,2.788701,0,0,G5
2,1100,0.019641,0,2.089201,2.140681,0,0,G5
2,1100,0.020034,0,2.396351,2.446493,0,0,G5
2,1100,0.018406,0,2.29112,2.3425,0,0,G5
3,1100,0.015375,0,6.441021,6.520558,0,0,G5
2,1100,0.019417,0,1.768462,1.740856,0,0,G5
2,1100,0.019508,0,1.647765,1.631936,0,0,G5
4,1110,0.02997,0,5.104704,5.318959,0.260904,0,G6
3,1110,0.015697,0,3.01018,3.086457,2.910534,0,G6
3,1110,0.015816,0,2.95822,3.024344,2.858088,0,G6
3,1110,0.015631,0,2.257991,2.318944,2.147071,0,G6
4,1110,0.052611,0,6.851732,6.921296,1.31241,0,G6
3,1110,0.016834,0,2.104511,2.124966,1.978572,0,G6
3,1110,0.018884,0,1.217409,1.278009,1.057071,0,G6
3,1110,0.016977,0,2.500471,2.509493,2.366792,0,G6
2,1110,0.033821,0,2.322615,2.17878,0,0,G6
3,1110,0.01103,0,2.135258,2.339657,2.051948,0,G6
3,10001,0.013018,2.093726,0,0,0,1.927939,G7
2,10001,0.011292,1.352113,0,0,0,1.460773,G7
3,10001,0.012412,0.824675,0,0,0,0.691008,G7
2,10001,0.011606,1.873512,0,0,0,2.012805,G7
2,10001,0.011732,1.90088,0,0,0,1.698868,G7
3,10001,0.011921,1.236203,0,0,0,1.130914,G7
2,10001,0.011871,2.775181,0,0,0,3.010971,G7
2,10001,0.011567,2.820745,0,0,0,3.029893,G7
3,10001,0.050177,13.889446,0,0,0,4.90577,G7
3,10001,0.046378,10.251035,0,0,0,2.00298,G7
3,11001,0.012986,2.964543,3.668756,0,0,3.193327,G8
3,11001,0.011998,3.436529,4.192065,0,0,3.666392,G8
3,11001,0.012695,3.472267,4.230053,0,0,3.700291,G8
3,11001,0.012879,3.076502,3.812274,0,0,3.30469,G8
3,11001,0.013162,3.20736,3.933349,0,0,3.398436,G8
3,11001,0.012941,3.057622,3.81933,0,0,3.356642,G8
3,11001,0.01283,2.902701,3.623254,0,0,3.169623,G8
3,11001,0.012804,2.978501,3.670811,0,0,3.23271,G8
3,11001,0.013011,2.715345,3.457265,0,0,2.981282,G8
3,11001,0.013227,1.944539,2.646977,0,0,2.135363,G8
5,11111,0.009618,1.976339,3.062286,3.213935,2.961429,2.355674,G9
5,11111,0.00954,2.555644,3.675258,3.813145,3.565082,2.955591,G9
5,11111,0.009611,2.504286,3.585953,3.756645,3.500747,2.903466,G9
5,11111,0.009665,1.74757,2.868926,3.010063,2.74509,2.126699,G9
5,11111,0.009683,1.537501,2.69657,2.829509,2.58122,1.969107,G9
5,11111,0.009614,2.009431,3.015776,3.199347,2.939293,2.362875,G9
5,11111,0.009669,1.732327,2.785489,2.923,2.66829,2.10814,G9
5,11111,0.009657,2.507942,3.540558,3.681621,3.432266,2.912088,G9
5,11111,0.009594,2.618022,3.673217,3.852635,3.631503,3.052096,G9
5,11111,0.009706,2.077683,3.192233,3.353548,3.1159,2.488692,G9
