@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,4,18-22'

@attribute numFingers numeric
@attribute Max_X numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,-0.123649,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
2,0.560978,2.45482,1.98976,0,0,G0
3,0.700698,2.955438,3.20416,0,2.461845,G0
3,0.649385,2.801632,3.055864,0,2.419631,G0
3,0.754909,2.333329,2.502074,0,1.850251,G0
4,0.983468,2.638902,2.988656,0,1.91733,G0
3,0.766188,2.643347,2.865042,0,2.254971,G0
3,0.677561,2.374538,2.610252,0,2.013928,G0
3,0.782363,1.824735,1.993155,0,1.356946,G0
3,0.935835,2.153897,2.36433,0,1.800614,G0
3,1.042902,1.571898,1.970152,0,0.978485,G0
1,0.082901,1.69646,0,0,0,G2
2,0.06255,1.715708,0,0,0,G2
1,-0.146893,0.30225,0,0,0,G2
1,-0.116136,0.151552,0,0,0,G2
2,0.079941,1.680633,0,0,0,G2
1,-0.099074,1.502655,0,0,0,G2
1,-0.077608,0.637073,0,0,0,G2
1,-0.044573,0.317264,0,0,0,G2
1,-0.15065,1.694519,0,0,0,G2
1,-0.132626,2.09155,0,0,0,G2
1,0.011443,0,0,0,0.800919,G3
0,0,0,0,0,0,G3
1,0.232822,0,0,0,1.600479,G3
1,0.254014,0,0,0,1.842102,G3
1,0.161145,0,0,0,0.656465,G3
1,0.139832,0,0,0,0.70586,G3
2,0.348557,0,0,0,0.581028,G3
2,0.232993,0,0,0,0.673573,G3
1,0.292268,0,0,0,1.073971,G3
1,0.031611,0,0,0,0.883256,G3
2,0.000218,1.785772,0,0,0,G4
2,-0.062194,1.280858,0,0,0,G4
2,0.027395,1.004498,0,0,0,G4
2,-0.107223,2.042272,0,0,0,G4
2,-0.03914,1.401508,0,0,0,G4
3,0.308168,4.029541,0,0,0,G4
2,0.099385,0.457432,0,0,0,G4
2,-0.137127,2.075738,0,0,0,G4
3,0.278909,3.696465,0,0,0,G4
2,0.152046,1.144982,0,0,0,G4
2,0.253866,1.731614,1.816245,0,0,G5
2,0.207207,1.833311,1.860711,0,0,G5
2,0.131845,1.770075,1.858965,0,0,G5
3,0.417831,1.988634,2.338717,0,0,G5
2,0.465765,1.523215,1.798915,0,0,G5
2,0.36592,1.795211,1.909549,0,0,G5
2,0.254988,1.687938,1.780497,0,0,G5
3,0.494482,2.304122,1.248664,0,0,G5
3,0.670536,2.174861,1.158152,0,0,G5
3,0.451246,2.023714,2.532689,0,0,G5
3,0.620535,1.739427,1.96919,1.589761,0,G6
3,0.340796,2.00701,2.135509,1.936107,0,G6
3,0.460172,1.846438,1.994321,1.801929,0,G6
3,0.335342,1.761239,1.921056,1.771123,0,G6
3,0.390321,1.691333,1.827847,1.54008,0,G6
3,0.513536,1.59316,1.756764,1.494779,0,G6
3,0.466713,1.798133,1.906356,1.705583,0,G6
3,0.367528,1.596241,1.751175,1.551385,0,G6
3,0.423515,1.664776,1.795738,1.508183,0,G6
3,0.610478,1.413531,1.590309,1.243001,0,G6
3,1.036433,0,0,0,1.999654,G7
2,1.194456,0,0,0,1.705775,G7
2,1.227138,0,0,0,1.717888,G7
3,1.452045,0,0,0,1.520037,G7
3,0.955925,0,0,0,1.917698,G7
3,0.826892,0,0,0,1.806338,G7
2,0.862414,0,0,0,1.37007,G7
2,0.779082,0,0,0,2.017808,G7
2,0.614866,0,0,0,2.422347,G7
3,0.746833,0,0,0,1.390132,G7
3,0.642406,2.646246,0,0,1.849942,G8
3,0.691796,4.854231,0,0,4.078568,G8
3,0.851184,5.807872,0,0,4.858295,G8
3,0.620343,4.383067,0,0,3.523525,G8
3,0.529633,3.381474,0,0,2.580142,G8
3,0.626107,3.098134,0,0,2.294698,G8
3,0.793669,3.361227,0,0,2.561757,G8
3,0.799647,4.202931,0,0,3.434555,G8
3,0.815534,4.994956,0,0,4.152629,G8
2,0.457876,2.496996,0,0,0,G8
5,1.016714,3.674808,3.784061,3.378028,2.918843,G9
5,0.940934,3.632619,3.795228,3.502339,2.980148,G9
5,0.820475,3.984668,4.100236,3.837862,3.340853,G9
5,1.013903,3.256173,3.430293,3.099514,2.536885,G9
5,1.098606,2.991236,3.110813,2.795954,2.336367,G9
5,0.951457,3.690811,3.834839,3.600015,3.186671,G9
5,0.676148,3.93583,4.084382,3.87824,3.450444,G9
5,0.798898,3.668078,3.733304,3.421971,2.961751,G9
5,1.13354,2.699836,2.79611,2.410121,1.910989,G9
5,1.143635,2.794431,2.91388,2.562673,2.113498,G9
2,0.669171,0,0,0,0,G1
0,0,0,0,0,0,G1
1,0.566101,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,0.428427,2.405219,2.532731,0,2.073618,G0
3,0.600893,4.254626,4.403193,0,3.902009,G0
3,0.585449,3.833688,4.036168,0,3.518292,G0
2,0.347165,3.035908,2.836219,0,0,G0
3,0.412131,2.308903,2.512621,0,2.108184,G0
3,0.708656,2.781374,2.961737,0,2.464311,G0
3,0.767946,3.706137,3.890916,0,3.405363,G0
2,0.709577,3.641117,3.349275,0,0,G0
2,0.516266,2.858732,2.617632,0,0,G0
3,0.518959,3.057457,3.187417,0,2.707933,G0
2,1.912317,13.289945,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.838413,2.809139,0,0,0,G2
0,0,0,0,0,0,G2
1,0.440294,1.59193,0,0,0,G2
1,-0.301824,1.665841,0,0,0,G2
1,-0.38944,1.021873,0,0,0,G2
1,-0.344222,1.047104,0,0,0,G2
1,-0.241185,1.983822,0,0,0,G2
1,-0.199055,0,0,0,2.097503,G3
2,0.074395,0,0,0,2.353175,G3
0,0,0,0,0,0,G3
1,0.048779,0,0,0,2.980708,G3
1,0.195088,0,0,0,3.005998,G3
1,0.049099,0,0,0,2.136312,G3
1,0.060909,0,0,0,2.503452,G3
1,0.002198,0,0,0,2.595878,G3
1,-0.014611,0,0,0,2.538054,G3
1,-0.172701,0,0,0,2.836312,G3
3,-0.072026,1.508702,0,0,0,G4
2,-0.35709,2.376202,0,0,0,G4
3,-0.057814,2.246101,0,0,0,G4
2,-0.306567,1.775503,0,0,0,G4
2,-0.456731,2.696558,0,0,0,G4
2,-0.538603,1.894687,0,0,0,G4
2,-0.49363,2.155454,0,0,0,G4
3,0.315553,3.088927,0,0,0,G4
2,-0.274237,2.679899,0,0,0,G4
3,-0.071735,2.952057,0,0,0,G4
2,0.344217,1.669145,1.720098,0,0,G5
2,0.00125,2.575551,2.668509,0,0,G5
2,-0.104991,2.433961,2.511825,0,0,G5
2,0.100275,2.707155,2.788701,0,0,G5
2,0.230157,2.089201,2.140681,0,0,G5
2,0.20059,2.396351,2.446493,0,0,G5
2,-0.008094,2.29112,2.3425,0,0,G5
3,0.279717,6.441021,6.520558,0,0,G5
2,0.184218,1.768462,1.740856,0,0,G5
2,0.29544,1.647765,1.631936,0,0,G5
4,0.516782,5.104704,5.318959,0.260904,0,G6
3,0.139307,3.01018,3.086457,2.910534,0,G6
3,0.094906,2.95822,3.024344,2.858088,0,G6
3,-0.129805,2.257991,2.318944,2.147071,0,G6
4,0.465319,6.851732,6.921296,1.31241,0,G6
3,0.181402,2.104511,2.124966,1.978572,0,G6
3,0.274874,1.217409,1.278009,1.057071,0,G6
3,0.13395,2.500471,2.509493,2.366792,0,G6
2,0.005638,2.322615,2.17878,0,0,G6
3,0.317525,2.135258,2.339657,2.051948,0,G6
3,0.623048,0,0,0,1.927939,G7
2,0.627914,0,0,0,1.460773,G7
3,0.587678,0,0,0,0.691008,G7
2,0.531465,0,0,0,2.012805,G7
2,0.683781,0,0,0,1.698868,G7
3,0.727063,0,0,0,1.130914,G7
2,0.559888,0,0,0,3.010971,G7
2,0.408152,0,0,0,3.029893,G7
3,1.685299,0,0,0,4.90577,G7
3,1.697408,0,0,0,2.00298,G7
3,0.496928,3.668756,0,0,3.193327,G8
3,0.350388,4.192065,0,0,3.666392,G8
3,0.26795,4.230053,0,0,3.700291,G8
3,0.356405,3.812274,0,0,3.30469,G8
3,0.538121,3.933349,0,0,3.398436,G8
3,0.285648,3.81933,0,0,3.356642,G8
3,0.095009,3.623254,0,0,3.169623,G8
3,0.063922,3.670811,0,0,3.23271,G8
3,0.273822,3.457265,0,0,2.981282,G8
3,0.497472,2.646977,0,0,2.135363,G8
5,1.037722,3.062286,3.213935,2.961429,2.355674,G9
5,0.96735,3.675258,3.813145,3.565082,2.955591,G9
5,0.972766,3.585953,3.756645,3.500747,2.903466,G9
5,0.967241,2.868926,3.010063,2.74509,2.126699,G9
5,1.00079,2.69657,2.829509,2.58122,1.969107,G9
5,0.910479,3.015776,3.199347,2.939293,2.362875,G9
5,0.776657,2.785489,2.923,2.66829,2.10814,G9
5,0.79672,3.540558,3.681621,3.432266,2.912088,G9
5,1.012155,3.673217,3.852635,3.631503,3.052096,G9
5,1.080741,3.192233,3.353548,3.1159,2.488692,G9
