@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11111,0.009008,0.766474,10.106714,3.250804,3.323889,3.207144,2.70403,G9
11111,0.009706,0.71877,8.679494,2.063525,2.129523,1.984011,1.484605,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.014926,1.084395,38.291283,1.908255,0,0,0,G0
1101,0.013496,1.095757,18.480722,2.364843,2.016806,0,0,G0
1101,0.013251,0.664541,19.38308,2.737217,2.284793,0,0,G0
1101,0.012943,1.11106,20.122631,2.494489,2.130704,0,0,G0
1101,0.014201,1.072685,16.8874,2.415777,2.001437,0,0,G0
1101,0.013723,0.928006,17.594244,2.78545,2.22594,0,0,G0
1101,0.014019,0.836652,17.135557,2.604391,2.034541,0,0,G0
1101,0.011053,0.757962,24.73082,2.306246,1.868377,0,0,G0
1101,0.010994,1.107473,24.597374,2.94442,2.477288,0,0,G0
1101,0.01129,0.937377,23.893164,3.083386,2.527724,0,0,G0
1000,0,0,0,0,0,0,0,G2
1000,1,0.6465,1,0,0,0,0,G2
1000,0.00964,1.46154,13.236033,5.532096,5.382208,4.748091,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0.018964,1.028209,31.299549,4.714875,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.750559,1,0,0,0,0,G2
1000,1,0.659362,1,0,0,0,0,G2
1000,1,0.743639,1,0,0,0,0,G2
1,1,0.79687,1,0,0,0,0,G3
1,1,0.968297,1,0,0,0,0,G3
1,1,0.831962,1,0,0,0,0,G3
1,1,0.816869,1,0,0,0,0,G3
1,1,0.814868,1,0,0,0,0,G3
1,1,0.723149,1,0,0,0,0,G3
1,1,0.791523,1,0,0,0,0,G3
1,1,0.707491,1,0,0,0,0,G3
1,1,0.754073,1,0,0,0,0,G3
1,1,0.659504,1,0,0,0,0,G3
11000,0.010681,0.775308,65.318405,1.572294,0,0,0,G4
11000,0.010645,1.351838,65.491806,3.001924,0,0,0,G4
11000,0.01056,1.228657,65.689003,2.33671,0,0,0,G4
11000,0.010659,1.035255,65.159004,1.816872,0,0,0,G4
11000,0.01047,1.109588,65.979103,2.32773,0,0,0,G4
11000,0.010476,0.953179,66.501663,2.299439,0,0,0,G4
11000,0.01065,0.839997,64.783302,1.830652,0,0,0,G4
11000,0.010661,0.893107,64.950844,1.767246,0,0,0,G4
11000,0.017065,1.235542,16.796658,2.878506,1.778897,0,0,G4
11000,0.016712,0.72105,18.161686,1.952695,0.867215,0,0,G4
1100,0.016788,0.633958,31.326227,1.743388,0,0,0,G5
1100,0.016886,0.891532,31.055428,2.568621,0,0,0,G5
1100,0.017352,0.976334,30.137165,2.390135,0,0,0,G5
1100,0.01326,0.966125,13.325322,2.873758,1.788195,0,0,G5
1100,0.016477,0.779371,31.824545,2.074523,0,0,0,G5
1100,0.016847,0.510842,31.048302,1.694406,0,0,0,G5
1100,0.016809,0.427131,31.270361,1.240452,0,0,0,G5
1100,0.018528,0.925309,28.455935,2.793973,0,0,0,G5
1100,0.017781,0.948335,29.550285,2.17444,0,0,0,G5
1100,0.017231,0.802045,30.557974,2.096606,0,0,0,G5
1110,0.015592,0.647937,16.533199,1.500206,1.310854,0,0,G6
1110,0.016209,0.92864,16.692812,1.981838,1.819964,0,0,G6
1110,0.01567,0.960474,16.806068,2.642686,2.498379,0,0,G6
1110,0.014326,0.892352,18.324083,2.455272,2.334549,0,0,G6
1110,0.014515,0.666474,18.348501,1.130134,0.958816,0,0,G6
1110,0.012976,0.769496,20.432085,2.084084,1.89303,0,0,G6
1110,0.012967,0.805041,20.292376,2.407833,2.255274,0,0,G6
1110,0.013893,0.866414,19.460609,2.560258,2.461431,0,0,G6
1110,0.011418,0.847177,10.994694,1.739976,1.626955,0.559517,0,G6
1110,0.014028,0.890985,18.556179,2.637288,2.472481,0,0,G6
10001,0.010612,0.77272,35.495674,2.310038,1.971678,0,0,G7
10001,0.010154,1.160069,35.866348,2.604583,2.621128,0,0,G7
10001,0.010363,1.443389,75.422852,3.480368,0,0,0,G7
10001,0.010019,1.207844,74.180641,3.467479,0,0,0,G7
10001,0.010007,1.216426,74.219231,2.866975,0,0,0,G7
10001,0.010192,1.24968,74.716354,2.521095,0,0,0,G7
10001,0.009714,1.19882,36.625576,2.89088,2.802563,0,0,G7
10001,0.0115,0.862795,37.01638,4.098808,3.870747,0,0,G7
10001,0.00987,0.920606,36.231289,2.0816,1.955405,0,0,G7
10001,0.010257,0.598301,35.962658,1.599136,1.432605,0,0,G7
11001,0.010319,0.795187,27.756029,3.040519,2.391638,0,0,G8
11001,0.009411,1.036468,29.875498,3.386368,2.886837,0,0,G8
11001,0.009746,1.116939,29.024912,3.743832,3.167696,0,0,G8
11001,0.009429,0.880468,29.770184,2.200986,1.705628,0,0,G8
11001,0.009713,0.991011,29.067978,3.173045,2.632283,0,0,G8
11001,0.009941,0.77672,28.48715,2.401416,1.8465,0,0,G8
11001,0.01037,1.029906,27.552652,3.00123,2.314212,0,0,G8
11001,0.010276,0.726511,27.772738,2.411579,1.767465,0,0,G8
11001,0.010529,0.612317,27.101961,2.09858,1.427324,0,0,G8
11001,0.010406,1.02613,27.459078,3.148965,2.430719,0,0,G8
11111,0.008084,1.232757,10.199184,2.938179,3.045091,2.854487,2.317141,G9
11111,0.008211,1.133635,9.973606,3.10205,3.145814,3.048479,2.49278,G9
11111,0.008098,1.130398,9.548086,2.907748,2.977066,2.853224,2.296777,G9
11111,0.008204,1.1406,9.867544,3.283924,3.386206,3.264339,2.709708,G9
11111,0.008105,0.933275,10.096302,2.807372,2.90635,2.784966,2.266575,G9
11111,0.007831,0.951265,11.216157,2.820379,2.936428,2.803511,2.31036,G9
11111,0.008011,0.978465,10.16984,2.742716,2.790142,2.615518,2.059442,G9
11111,0.007937,1.043397,10.423194,3.603471,3.67582,3.569702,3.069453,G9
11111,0.007892,0.978916,10.940663,3.105814,3.222828,3.057915,2.57627,G9
11111,0.008156,1.2131,9.712573,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.024175,0.908698,21.734158,3.466743,0,0,0,G0
1101,0.013,0.992541,19.993917,3.204088,2.730621,0,0,G0
1101,0.013446,0.841796,19.555384,2.859435,2.402386,0,0,G0
1101,0.013456,0.83607,19.365208,3.560318,3.06944,0,0,G0
1101,0.012738,0.843869,20.266689,3.309568,2.836774,0,0,G0
1101,0.013126,0.681571,19.79883,2.393359,1.923379,0,0,G0
1101,0.012857,0.696714,20.033066,2.257071,1.779151,0,0,G0
1101,0.01325,0.595058,19.965027,1.579032,1.073251,0,0,G0
1101,0.013314,0.942227,19.920025,2.660591,2.152958,0,0,G0
1101,0.013604,1.02037,19.343338,3.334086,2.829475,0,0,G0
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.904027,1,0,0,0,0,G2
1000,1,0.860532,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.845578,1,0,0,0,0,G2
1000,0.017633,1.280742,28.548655,1.370667,0,0,0,G2
1000,1,0.840209,1,0,0,0,0,G2
1000,1,0.919942,1,0,0,0,0,G2
1,1,0.808455,1,0,0,0,0,G3
1,1,0.947213,1,0,0,0,0,G3
1,0.017241,0.888754,34.765259,1.447591,0,0,0,G3
1,0.017467,0.73193,34.224747,1.233397,0,0,0,G3
1,1,0.574298,1,0,0,0,0,G3
1,1,0.561295,1,0,0,0,0,G3
1,1,0.545472,1,0,0,0,0,G3
1,0.016905,0.678693,36.180531,2.017581,0,0,0,G3
1,0.018043,0.69639,36.066982,0.566015,0,0,0,G3
1,1,0.779983,1,0,0,0,0,G3
11000,0.017477,1.08582,16.175514,1.296927,0.371192,0,0,G4
11000,0.011343,1.318317,60.70116,2.519146,0,0,0,G4
11000,0.017351,1.510522,17.382874,2.75031,1.723997,0,0,G4
11000,0.01216,1.153748,54.685745,2.395666,0,0,0,G4
11000,0.01233,1.121304,53.386639,2.815108,0,0,0,G4
11000,0.012639,1.026543,51.185894,1.393766,0,0,0,G4
11000,0.012517,0.980889,51.708252,1.300148,0,0,0,G4
11000,0.012831,1.011124,51.193108,1.216594,0,0,0,G4
11000,0.014258,0.892096,44.698925,1.197391,0,0,0,G4
11000,0.017062,1.138649,16.62011,1.29919,0.383091,0,0,G4
1100,0.021052,0.853475,25.002468,2.986548,0,0,0,G5
1100,0.022052,0.914233,23.565407,2.595356,0,0,0,G5
1100,0.022395,0.908718,23.554926,2.719604,0,0,0,G5
1100,0.031525,1.090106,15.145056,1.520247,2.604178,0,0,G5
1100,0.021207,0.808731,24.546116,1.674201,0,0,0,G5
1100,0.020503,0.800222,25.215828,1.848292,0,0,0,G5
1100,0.02077,0.857413,24.850992,2.322742,0,0,0,G5
1100,0.020459,0.866703,25.214664,2.705819,0,0,0,G5
1100,0.021021,0.865421,24.994553,3.202811,0,0,0,G5
1100,0.02039,0.852607,25.369968,3.100928,0,0,0,G5
1110,0.015135,0.915078,18.557529,0.199118,0.123678,0,0,G6
1110,0.014573,0.973619,18.255926,1.965673,1.707701,0,0,G6
1110,0.013595,0.992767,19.867907,1.892295,1.599661,0,0,G6
1110,0.013738,0.996788,19.679625,2.206771,1.941365,0,0,G6
1110,0.013736,0.903235,19.505756,1.941874,1.681604,0,0,G6
1110,0.013928,0.916604,19.208815,1.992829,1.736571,0,0,G6
1110,0.013876,0.963934,19.328939,2.19402,1.922534,0,0,G6
1110,0.013807,0.991339,19.36241,2.664763,2.43194,0,0,G6
1110,0.01415,0.964287,19.149912,1.671507,1.365915,0,0,G6
1110,0.014919,0.938965,18.686802,0.550751,0.184963,0,0,G6
10001,0.011148,0.424214,41.65036,0.384534,0.373431,0,0,G7
10001,0.011434,0.479772,82.720444,0.493516,0,0,0,G7
10001,0.011219,0.405363,81.116119,0.694488,0,0,0,G7
10001,0.010902,0.457093,80.926994,1.143306,0,0,0,G7
10001,0.010432,0.508598,80.907379,1.247574,0,0,0,G7
10001,0.010954,0.399364,41.784081,0.106801,0.179195,0,0,G7
10001,0.011662,0.384122,82.205833,0.232696,0,0,0,G7
10001,0.011852,0.383998,81.500969,0.037135,0,0,0,G7
10001,0.011112,0.454909,41.573215,0.612904,0.680129,0,0,G7
10001,0.010802,0.513884,40.703354,0.775925,0.788083,0,0,G7
11001,0.009672,0.786356,28.566439,3.204638,2.588875,0,0,G8
11001,0.009761,0.962037,28.018316,2.305337,1.558511,0,0,G8
11001,0.009541,0.882369,28.954542,2.158606,1.375083,0,0,G8
11001,0.009822,0.873196,27.851723,2.635837,1.837766,0,0,G8
11001,0.009685,0.907886,28.691843,3.376349,2.591346,0,0,G8
11001,0.009611,0.819426,28.550556,2.905275,2.092289,0,0,G8
11001,0.009718,0.688344,28.659933,3.16208,2.312677,0,0,G8
11001,0.009771,0.8349,28.599651,2.230921,1.542498,0,0,G8
11001,0.009682,0.773971,28.649254,1.665813,0.958638,0,0,G8
11001,0.009763,0.747363,28.403507,2.453095,1.781299,0,0,G8
11111,0.008987,1.080613,9.350569,2.757621,2.938242,2.803932,2.219361,G9
11111,0.008941,0.968518,9.392378,2.303982,2.440433,2.29634,1.776484,G9
11111,0.008827,0.861062,10.128499,2.548765,2.698264,2.565171,2.085964,G9
11111,1,-0.004083,1,0,0,0,0,G9
11111,0.008749,0.835181,8.479247,2.306974,2.492724,2.341148,1.723,G9
11111,0.008624,0.713481,9.791775,2.469249,2.63335,2.481777,1.916036,G9
11111,0.008786,0.685098,9.295431,2.455916,2.642896,2.49847,1.939686,G9
11111,0.008948,1.174421,9.519137,3.636585,3.818588,3.671304,3.11106,G9
11111,0.008825,1.128191,9.536864,3.58542,3.74994,3.623787,3.021146,G9
11111,0.008881,1.200381,9.057203,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.013042,0.927925,53.716637,3.809917,0,0,0,G0
1101,0.011495,1.02856,24.80554,2.639111,2.249943,0,0,G0
1101,0.010895,0.978688,25.275877,1.861239,1.610192,0,0,G0
1101,0.016768,0.995054,34.194141,2.132315,0,0,0,G0
1101,0.012894,0.972794,51.504112,2.471603,0,0,0,G0
1101,0.012687,1.10794,21.811625,2.752664,2.156658,0,0,G0
1101,0.016537,0.954092,35.102348,1.958569,0,0,0,G0
1101,0.012489,1.050902,21.862902,2.710219,2.109083,0,0,G0
1101,0.012102,0.834918,22.217758,2.570628,2.039878,0,0,G0
1101,0.011832,0.875696,22.614595,2.417647,1.897843,0,0,G0
1000,1,0.124494,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.092887,1,0,0,0,0,G2
1000,1,-0.033828,1,0,0,0,0,G2
1000,1,-0.068894,1,0,0,0,0,G2
1000,1,0.069475,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,0.004645,1,0,0,0,0,G2
1000,1,-0.02539,1,0,0,0,0,G2
1,0.02319,0.884812,16.691147,1.789255,0,0,0,G3
1,0.016277,1.168917,24.849894,0.779619,1.341192,0,0,G3
1,0,0,0,0,0,0,0,G3
1,0.014628,0.892521,45.526752,1.07211,0,0,0,G3
1,0.01504,0.958842,44.197433,1.337974,0,0,0,G3
1,1,0.593769,1,0,0,0,0,G3
1,1,0.533063,1,0,0,0,0,G3
1,0.02276,0.71201,17.939102,1.310912,0,0,0,G3
1,0.022718,0.734343,17.850607,1.253729,0,0,0,G3
1,0.024239,0.752641,15.450723,1.354273,0,0,0,G3
11000,0.012037,0.915433,57.733547,1.714143,0,0,0,G4
11000,0.018735,1.434125,16.182154,2.399213,1.396729,0,0,G4
11000,0.012,1.1645,58.437904,2.195871,0,0,0,G4
11000,0.011555,1.10203,59.786705,2.306665,0,0,0,G4
11000,0.011652,1.047006,58.666309,2.36277,0,0,0,G4
11000,0.011781,1.002143,57.534866,1.996894,0,0,0,G4
11000,0.011935,1.116914,58.0098,1.970028,0,0,0,G4
11000,0.011958,1.006149,57.87122,1.905056,0,0,0,G4
11000,0.018791,1.151243,15.781429,2.199822,1.106381,0,0,G4
11000,0.017666,1.142098,16.716682,2.408094,1.332826,0,0,G4
1100,0.019785,0.800326,26.799511,1.719043,0,0,0,G5
1100,0.020119,0.862742,26.523029,1.679568,0,0,0,G5
1100,0.01997,0.866905,26.755264,1.602602,0,0,0,G5
1100,0.020287,0.851129,26.244251,1.611276,0,0,0,G5
1100,0.020168,0.794684,26.312979,1.909074,0,0,0,G5
1100,0.019834,0.834876,26.717085,1.713301,0,0,0,G5
1100,0.019846,0.836722,26.890064,1.610795,0,0,0,G5
1100,0.020116,0.827602,26.496378,1.66416,0,0,0,G5
1100,0.020067,0.821288,26.524305,1.77677,0,0,0,G5
1100,0.019847,0.816408,26.826714,1.581132,0,0,0,G5
1110,0.014743,0.817734,18.025486,1.450669,1.281818,0,0,G6
1110,0.015098,0.859687,17.637281,1.497299,1.346642,0,0,G6
1110,0.014547,0.827682,18.207529,1.436411,1.282059,0,0,G6
1110,0.014449,0.816859,18.219372,1.575881,1.411345,0,0,G6
1110,0.014934,0.783414,17.69631,1.751137,1.559753,0,0,G6
1110,0.014813,0.783798,17.821014,1.698875,1.507171,0,0,G6
1110,0.015164,0.722558,17.335661,1.455152,1.274632,0,0,G6
1110,0.014885,0.711204,17.592731,1.447757,1.26137,0,0,G6
1110,0.015116,0.780966,17.603882,1.707485,1.516865,0,0,G6
1110,0.014977,0.863926,17.810316,1.580609,1.412423,0,0,G6
10001,0.010438,0.894478,39.861755,3.681969,3.847264,0,0,G7
10001,0.010795,0.93806,82.571655,2.946744,0,0,0,G7
10001,0.010652,0.936678,82.437241,2.998811,0,0,0,G7
10001,0.010717,0.934665,82.739212,3.292067,0,0,0,G7
10001,0.011471,0.917572,80.042664,3.810102,0,0,0,G7
10001,0.011236,0.958126,78.914314,3.469804,0,0,0,G7
10001,0.010897,0.923267,78.811905,3.25412,0,0,0,G7
10001,0.010884,1.018662,40.46273,3.200303,3.226197,0,0,G7
10001,0.010807,0.905767,39.887405,3.626636,3.857832,0,0,G7
10001,0.011076,0.914272,79.482819,3.748755,0,0,0,G7
11001,0.011049,1.333848,26.204308,6.283594,5.479455,0,0,G8
11001,0.0108,1.297401,24.79183,4.651743,3.63243,0,0,G8
11001,0.011102,1.376521,24.118744,4.642641,3.629433,0,0,G8
11001,0.011007,1.322932,25.001337,5.036147,4.089,0,0,G8
11001,0.010856,1.304092,25.581793,5.490388,4.574145,0,0,G8
11001,0.009815,1.124813,28.661814,4.662253,3.982023,0,0,G8
11001,0.012549,0.758516,47.382343,2.907346,0,0,0,G8
11001,0.012129,0.769346,48.159908,2.967525,0,0,0,G8
11001,0.01254,0.725014,47.962708,2.827115,0,0,0,G8
11001,0.00966,1.133924,29.155731,4.522438,3.792587,0,0,G8
11111,0.009456,1.27794,9.527705,3.7999,4.004097,3.830438,3.310155,G9
11111,0.009113,1.179577,8.633718,2.945883,3.105919,2.964248,2.414811,G9
11111,0.008982,1.170372,8.977702,2.928238,3.065292,2.930815,2.390457,G9
11111,0.009393,1.182465,8.315694,2.96248,3.114193,2.960878,2.410872,G9
11111,0.010939,0.869348,15.491269,2.266222,2.218778,1.928026,0,G9
11111,0.009364,1.150829,9.337612,2.855092,3.101118,2.989568,2.504358,G9
11111,0.009404,1.1299,9.314081,2.822205,3.036373,2.87299,2.335129,G9
11111,0.009125,1.166982,9.637558,3.24059,3.40203,3.290971,2.755993,G9
11111,0.009162,1.185761,9.212627,3.349482,3.481277,3.36743,2.849082,G9
11111,0.011123,0.952632,15.011228,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,0.874282,1,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.015583,1.167571,36.431053,1.98976,0,0,0,G0
1101,0.011402,1.122981,23.114275,3.20416,2.461845,0,0,G0
1101,0.011398,1.076474,23.020868,3.055864,2.419631,0,0,G0
1101,0.011594,0.998972,24.162859,2.502074,1.850251,0,0,G0
1101,0.013536,1.236716,19.540651,2.988656,1.91733,2.369823,0,G0
1101,0.011151,1.040268,24.14156,2.865042,2.254971,0,0,G0
1101,0.011191,1.013315,24.249035,2.610252,2.013928,0,0,G0
1101,0.011357,1.02419,24.816206,1.993155,1.356946,0,0,G0
1101,0.010831,1.021352,26.016773,2.36433,1.800614,0,0,G0
1101,0.013881,1.121071,21.662022,1.970152,0.978485,0,0,G0
1000,1,0.840151,1,0,0,0,0,G2
1000,0.020163,1.344259,15.263703,0.920387,0,0,0,G2
1000,1,0.885657,1,0,0,0,0,G2
1000,1,0.881814,1,0,0,0,0,G2
1000,0.02079,1.27485,15.096219,0.917084,0,0,0,G2
1000,1,0.8538,1,0,0,0,0,G2
1000,1,0.879004,1,0,0,0,0,G2
1000,1,0.85692,1,0,0,0,0,G2
1000,1,0.880106,1,0,0,0,0,G2
1000,1,0.900084,1,0,0,0,0,G2
1,1,0.726551,1,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,1,0.956751,1,0,0,0,0,G3
1,1,0.962371,1,0,0,0,0,G3
1,1,0.680975,1,0,0,0,0,G3
1,1,0.709663,1,0,0,0,0,G3
1,0.015459,1.009762,39.014492,0.901687,0,0,0,G3
1,0.024163,0.908979,18.054581,1.09813,0,0,0,G3
1,1,0.728388,1,0,0,0,0,G3
1,1,0.696982,1,0,0,0,0,G3
11000,0.01132,1.053698,64.775955,1.785772,0,0,0,G4
11000,0.010736,0.976454,72.325745,1.280858,0,0,0,G4
11000,0.011071,1.001867,70.673332,1.004498,0,0,0,G4
11000,0.0114,0.959754,64.577225,2.042272,0,0,0,G4
11000,0.011556,0.94222,66.82843,1.401508,0,0,0,G4
11000,0.017567,1.444253,16.852362,4.029541,2.687808,0,0,G4
11000,0.011834,0.888666,65.615578,0.457432,0,0,0,G4
11000,0.011023,0.90677,64.435852,2.075738,0,0,0,G4
11000,0.017425,1.630031,16.912418,3.696465,2.458309,0,0,G4
11000,0.011751,1.141769,64.698387,1.144982,0,0,0,G4
1100,0.015008,0.946597,36.208942,1.816245,0,0,0,G5
1100,0.014457,0.925658,36.89492,1.860711,0,0,0,G5
1100,0.014868,0.927572,36.415234,1.858965,0,0,0,G5
1100,0.013079,1.199853,16.216082,2.338717,1.173219,0,0,G5
1100,0.015642,0.83953,36.463387,1.798915,0,0,0,G5
1100,0.014786,0.885411,37.810131,1.909549,0,0,0,G5
1100,0.01504,0.941837,36.321648,1.780497,0,0,0,G5
1100,0.02011,1.144473,24.371956,1.248664,2.344054,0,0,G5
1100,0.02342,1.293859,27.792711,1.158152,2.723112,0,0,G5
1100,0.015389,1.377801,14.700775,2.532689,1.143299,0,0,G5
1110,0.015161,1.036278,17.659349,1.96919,1.589761,0,0,G6
1110,0.013325,0.94036,19.670391,2.135509,1.936107,0,0,G6
1110,0.013629,0.906906,19.213182,1.994321,1.801929,0,0,G6
1110,0.014153,0.87662,18.47349,1.921056,1.771123,0,0,G6
1110,0.014974,0.952347,17.66643,1.827847,1.54008,0,0,G6
1110,0.014878,0.959195,17.778664,1.756764,1.494779,0,0,G6
1110,0.014263,0.923365,18.257576,1.906356,1.705583,0,0,G6
1110,0.01452,0.89911,18.060453,1.751175,1.551385,0,0,G6
1110,0.014403,0.919454,18.270853,1.795738,1.508183,0,0,G6
1110,0.015611,0.956043,18.136511,1.590309,1.243001,0,0,G6
10001,0.011984,0.825058,32.165939,1.999654,2.011295,0,0,G7
10001,0.011156,0.78721,72.363976,1.705775,0,0,0,G7
10001,0.010727,0.813854,72.157265,1.717888,0,0,0,G7
10001,0.011904,0.843,37.974739,1.520037,1.52356,0,0,G7
10001,0.011072,0.827463,34.760662,1.917698,2.06951,0,0,G7
10001,0.011558,0.790766,31.771627,1.806338,1.826169,0,0,G7
10001,0.010878,0.73595,62.205849,1.37007,0,0,0,G7
10001,0.010501,0.795184,63.946724,2.017808,0,0,0,G7
10001,0.010635,0.796316,61.445362,2.422347,0,0,0,G7
10001,0.011445,0.783412,32.17403,1.390132,1.455146,0,0,G7
11001,0.012229,1.268532,22.847958,2.646246,1.849942,0,0,G8
11001,0.011917,1.550729,23.77964,4.854231,4.078568,0,0,G8
11001,0.011702,1.598437,23.986782,5.807872,4.858295,0,0,G8
11001,0.011597,1.461919,24.346552,4.383067,3.523525,0,0,G8
11001,0.010948,1.361272,25.855455,3.381474,2.580142,0,0,G8
11001,0.01127,1.388609,25.085857,3.098134,2.294698,0,0,G8
11001,0.011619,1.454884,24.079029,3.361227,2.561757,0,0,G8
11001,0.011397,1.496487,24.72452,4.202931,3.434555,0,0,G8
11001,0.011659,1.535446,24.11879,4.994956,4.152629,0,0,G8
11001,0.015045,1.068791,38.858223,2.496996,0,0,0,G8
11111,0.011028,1.427015,7.614478,3.674808,3.784061,3.378028,2.918843,G9
11111,0.009949,1.413689,8.807951,3.632619,3.795228,3.502339,2.980148,G9
11111,0.010189,1.36548,8.681292,3.984668,4.100236,3.837862,3.340853,G9
11111,0.011212,1.483501,6.667328,3.256173,3.430293,3.099514,2.536885,G9
11111,0.010182,1.304054,8.828945,2.991236,3.110813,2.795954,2.336367,G9
11111,0.009492,1.361284,9.387129,3.690811,3.834839,3.600015,3.186671,G9
11111,0.009211,1.341811,10.185197,3.93583,4.084382,3.87824,3.450444,G9
11111,0.010216,1.319125,8.834447,3.668078,3.733304,3.421971,2.961751,G9
11111,0.010888,1.343428,7.174205,2.699836,2.79611,2.410121,1.910989,G9
11111,0.010339,1.295975,8.426088,2.794431,2.91388,2.562673,2.113498,G9
0,0.018991,-1.17359,35.591549,0.750697,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,-0.706407,1,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.011154,0.736359,24.088034,2.532731,2.073618,0,0,G0
1101,0.01162,1.034234,23.128529,4.403193,3.902009,0,0,G0
1101,0.011376,0.983857,23.32196,4.036168,3.518292,0,0,G0
1101,0.016074,0.9458,34.513943,2.836219,0,0,0,G0
1101,0.011033,0.949965,23.88064,2.512621,2.108184,0,0,G0
1101,0.01112,0.97247,24.340282,2.961737,2.464311,0,0,G0
1101,0.011141,1.031809,24.066637,3.890916,3.405363,0,0,G0
1101,0.016025,0.913151,35.845936,3.349275,0,0,0,G0
1101,0.01572,0.924732,35.715801,2.617632,0,0,0,G0
1101,0.010908,0.702197,24.617819,3.187417,2.707933,0,0,G0
1000,0.036082,4.437551,52.631523,2.371864,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,-0.500419,1,0,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,-0.790939,1,0,0,0,0,G2
1000,1,0.648214,1,0,0,0,0,G2
1000,1,0.695994,1,0,0,0,0,G2
1000,1,0.680582,1,0,0,0,0,G2
1000,1,0.662175,1,0,0,0,0,G2
1,1,0.73561,1,0,0,0,0,G3
1,0.017628,1.139866,33.151272,3.003875,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,1,0.883641,1,0,0,0,0,G3
1,1,0.879319,1,0,0,0,0,G3
1,1,0.833071,1,0,0,0,0,G3
1,1,0.845208,1,0,0,0,0,G3
1,1,0.860605,1,0,0,0,0,G3
1,1,0.841087,1,0,0,0,0,G3
1,1,0.755256,1,0,0,0,0,G3
11000,0.027495,1.53506,10.288001,1.508702,0.348343,0,0,G4
11000,0.012179,1.391002,57.404831,2.376202,0,0,0,G4
11000,0.023979,1.564538,12.263541,2.246101,1.064484,0,0,G4
11000,0.012371,1.238433,55.730202,1.775503,0,0,0,G4
11000,0.011632,1.116702,58.169212,2.696558,0,0,0,G4
11000,0.011963,1.072066,52.200359,1.894687,0,0,0,G4
11000,0.012571,1.131225,52.062038,2.155454,0,0,0,G4
11000,0.022713,2.852303,61.852562,3.088927,1.600538,0,0,G4
