@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,12-16,22'

@attribute fingersExtended numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1000,0,49.586391,0,0,0,G2
1000,0,170.055008,0,0,0,G2
1000,0,165.11116,0,0,0,G2
1,0,0,0,0,63.260212,G3
1,0,0,0,0,93.702011,G3
1,0,0,0,0,150.177231,G3
1,0,0,0,0,161.133209,G3
1,0,0,0,0,34.848694,G3
1,0,0,0,0,36.497093,G3
1,0,0,0,0,60.913883,G3
1,0,0,0,0,55.504688,G3
1,0,0,0,0,113.518822,G3
1,0,0,0,0,61.691441,G3
11000,113.930145,124.451363,0,0,0,G4
11000,89.14183,88.944038,0,0,0,G4
11000,74.50074,70.958481,0,0,0,G4
11000,129.41188,132.303879,0,0,0,G4
11000,88.892715,87.963791,0,0,0,G4
11000,147.259857,165.287186,0,0,0,G4
11000,53.65781,48.520836,0,0,0,G4
11000,132.566666,137.768768,0,0,0,G4
11000,144.731918,163.360046,0,0,0,G4
11000,82.358871,80.325844,0,0,0,G4
1100,0,153.475861,156.706421,0,0,G5
1100,0,154.161118,158.511673,0,0,G5
1100,0,152.570435,158.821259,0,0,G5
1100,0,131.77095,173.140411,0,0,G5
1100,0,131.541336,165.422379,0,0,G5
1100,0,144.246185,155.262634,0,0,G5
1100,0,153.295731,154.390106,0,0,G5
1100,0,150.091949,150.130539,0,0,G5
1100,0,129.384811,147.467514,0,0,G5
1100,0,127.401306,172.518265,0,0,G5
1110,0,137.37532,175.008743,142.387985,0,G6
1110,0,152.599869,179.210678,156.144089,0,G6
1110,0,150.612564,177.003372,154.164261,0,G6
1110,0,149.373184,175.43425,155.76506,0,G6
1110,0,140.004929,176.013779,145.373032,0,G6
1110,0,138.00853,172.371429,140.201187,0,G6
1110,0,151.263367,174.746735,152.521637,0,G6
1110,0,143.210724,172.663559,149.74971,0,G6
1110,0,139.58931,175.29335,144.994766,0,G6
1110,0,118.167664,168.171844,124.508644,0,G6
10001,141.598282,0,0,0,168.377045,G7
10001,121.663002,0,0,0,118.544846,G7
10001,127.591919,0,0,0,122.509598,G7
10001,120.070976,0,0,0,155.30748,G7
10001,133.250488,0,0,0,162.12384,G7
10001,136.495224,0,0,0,168.947296,G7
10001,117.378815,0,0,0,113.861374,G7
10001,144.79425,0,0,0,141.778183,G7
10001,151.946167,0,0,0,150.91275,G7
10001,119.986214,0,0,0,167.308914,G7
11001,136.99057,169.488785,0,0,136.844696,G8
11001,159.860458,174.835236,0,0,163.098602,G8
11001,163.400681,176.874054,0,0,164.518204,G8
11001,155.806549,175.437378,0,0,160.432251,G8
11001,148.030655,174.729004,0,0,152.311691,G8
11001,144.689194,172.34552,0,0,146.792999,G8
11001,147.934967,169.271179,0,0,148.847534,G8
11001,156.800934,175.578094,0,0,159.515579,G8
11001,161.121643,177.285522,0,0,163.376114,G8
11001,174.644821,159.91098,0,0,128.676559,G8
11111,154.358139,166.260818,173.724457,162.718124,157.308395,G9
11111,154.561661,166.593948,175.270966,165.154221,157.012833,G9
11111,158.330048,167.784729,175.207397,167.162384,160.809296,G9
11111,147.873489,160.89711,172.040237,159.222672,150.079544,G9
11111,145.935913,161.945877,170.213364,157.686768,149.963776,G9
11111,155.021362,167.447128,172.989609,164.791809,158.239944,G9
11111,156.432953,167.96846,174.329468,167.522934,161.558914,G9
11111,154.916885,167.389832,172.414352,162.997559,158.380646,G9
11111,137.638916,156.601837,163.922012,147.753815,139.985428,G9
11111,140.883362,159.139923,167.735382,152.966934,145.266541,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,0,154.122269,170.167465,0,156.488541,G0
1101,0,168.136581,172.851959,0,168.481216,G0
1101,0,166.525543,175.597717,0,167.37468,G0
1101,0,168.016556,169.249466,0,125.021286,G0
1101,0,151.506546,169.742203,0,158.700272,G0
1101,0,160.175446,171.99086,0,157.529907,G0
1101,0,166.332611,174.941681,0,166.031998,G0
1101,0,170.713669,169.932724,0,134.579407,G0
1101,0,165.676575,168.117294,0,122.829323,G0
1101,0,162.547333,173.113556,0,162.185196,G0
1000,0,166.547562,0,0,0,G2
1000,0,107.363403,0,0,0,G2
1000,0,112.215393,0,0,0,G2
1000,0,159.299759,0,0,0,G2
1000,0,99.661827,0,0,0,G2
1000,0,150.216522,0,0,0,G2
1000,0,169.971802,0,0,0,G2
1000,0,106.31881,0,0,0,G2
1000,0,109.882843,0,0,0,G2
1000,0,173.111725,0,0,0,G2
1,0,0,0,0,175.820023,G3
1,0,0,0,0,161.300705,G3
1,0,0,0,0,135.181717,G3
1,0,0,0,0,173.141449,G3
1,0,0,0,0,169.925491,G3
1,0,0,0,0,173.279419,G3
1,0,0,0,0,174.364746,G3
1,0,0,0,0,173.829559,G3
1,0,0,0,0,172.951065,G3
1,0,0,0,0,176.13385,G3
11000,78.728546,73.748123,0,0,0,G4
11000,145.29306,143.988113,0,0,0,G4
11000,116.60202,128.062225,0,0,0,G4
11000,126.377518,124.027527,0,0,0,G4
11000,152.182861,155.0448,0,0,0,G4
11000,145.205994,137.005981,0,0,0,G4
11000,145.838303,144.215149,0,0,0,G4
11000,113.503105,102.750938,0,0,0,G4
11000,156.441376,152.595688,0,0,0,G4
11000,40.616817,74.060524,0,0,0,G4
1100,0,154.806351,151.61351,0,0,G5
1100,0,170.202332,171.661713,0,0,G5
1100,0,166.674881,170.749756,0,0,G5
1100,0,170.982254,171.902161,0,0,G5
1100,0,166.227875,164.490799,0,0,G5
1100,0,169.23439,171.27066,0,0,G5
1100,0,165.901169,171.566986,0,0,G5
1100,0,169.013885,168.233932,0,0,G5
1100,0,160.946457,152.877472,0,0,G5
1100,0,152.442642,143.103531,0,0,G5
1110,0,162.051117,174.954956,155.064331,0,G6
1110,0,168.724319,175.118393,169.509323,0,G6
1110,0,168.912598,176.403702,170.455811,0,G6
1110,0,163.943893,177.846588,166.408035,0,G6
1110,0,171.123428,174.264404,158.922302,0,G6
1110,0,159.935852,165.910141,161.432892,0,G6
1110,0,111.049095,123.321022,115.31826,0,G6
1110,0,165.421783,169.937515,166.405899,0,G6
1110,0,168.835236,166.647171,113.990913,0,G6
1110,0,154.183548,176.884354,155.529785,0,G6
10001,144.65451,0,0,0,172.557816,G7
10001,117.142258,0,0,0,114.218857,G7
10001,73.504158,0,0,0,22.896309,G7
10001,141.146194,0,0,0,138.477829,G7
10001,144.242599,0,0,0,127.305099,G7
10001,104.331917,0,0,0,146.566849,G7
10001,157.877914,0,0,0,156.469452,G7
10001,158.404495,0,0,0,157.817093,G7
10001,168.786209,0,0,0,160.769516,G7
10001,160.819458,0,0,0,156.548462,G7
11001,162.668106,171.017395,0,0,159.147995,G8
11001,165.697296,178.308105,0,0,163.763596,G8
11001,165.836121,176.295181,0,0,164.775314,G8
11001,164.533005,172.644012,0,0,160.077835,G8
11001,164.818039,172.335571,0,0,159.965302,G8
11001,164.985367,174.526642,0,0,162.711639,G8
11001,164.802856,177.692841,0,0,162.964188,G8
11001,165.476425,176.30571,0,0,162.547943,G8
11001,162.991501,172.701797,0,0,159.044312,G8
11001,150.79068,162.162964,0,0,144.001129,G8
11111,148.491348,162.115601,175.56778,159.933792,147.28833,G9
11111,156.149673,169.698471,176.964813,165.238373,155.472275,G9
11111,156.044464,167.416458,177.039902,164.997086,154.90596,G9
11111,144.694855,160.131271,175.545609,157.117538,143.664566,G9
11111,141.023453,156.347931,174.193985,154.901611,139.787582,G9
11111,149.576828,163.396423,176.257126,161.226257,148.859222,G9
11111,145.436874,159.484955,176.802841,159.122498,145.249481,G9
11111,157.420654,167.310272,177.420624,166.29187,156.274414,G9
11111,157.619202,167.379517,177.940887,166.419388,156.132828,G9
11111,150.222702,162.945938,175.490372,161.173416,148.758865,G9
