@relation gesture-weka.filters.unsupervised.attribute.Remove-V-R12-19

@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2.101819,2.519146,0,0,0,11000,60.70116,G4
1.872597,2.75031,1.723997,0,0,11000,35.075939,G4
1.845348,2.395666,0,0,0,11000,54.685745,G4
2.369941,2.815108,0,0,0,11000,53.386639,G4
1.05186,1.393766,0,0,0,11000,51.185894,G4
0.906013,1.300148,0,0,0,11000,51.708252,G4
0.767631,1.216594,0,0,0,11000,51.193108,G4
0.766812,1.197391,0,0,0,11000,44.698925,G4
0.60677,1.29919,0.383091,0,0,11000,30.704094,G4
2.917798,2.986548,0,0,0,1100,25.002468,G5
2.564327,2.595356,0,0,0,1100,23.565407,G5
2.607363,2.719604,0,0,0,1100,23.554926,G5
2.374996,1.520247,2.604178,0,0,1100,10.031334,G5
1.645936,1.674201,0,0,0,1100,24.546116,G5
1.848886,1.848292,0,0,0,1100,25.215828,G5
2.282359,2.322742,0,0,0,1100,24.850992,G5
2.681327,2.705819,0,0,0,1100,25.214664,G5
3.145288,3.202811,0,0,0,1100,24.994553,G5
3.077394,3.100928,0,0,0,1100,25.369968,G5
0.123366,0.199118,0.123678,0,0,1110,14.840924,G6
1.781773,1.965673,1.707701,0,0,1110,12.684095,G6
1.682904,1.892295,1.599661,0,0,1110,15.127806,G6
2.002395,2.206771,1.941365,0,0,1110,15.22063,G6
1.763762,1.941874,1.681604,0,0,1110,14.385508,G6
1.813359,1.992829,1.736571,0,0,1110,13.945935,G6
2.001664,2.19402,1.922534,0,0,1110,14.153194,G6
2.492057,2.664763,2.43194,0,0,1110,13.430962,G6
1.44268,1.671507,1.365915,0,0,1110,13.968836,G6
0.267812,0.550751,0.184963,0,0,1110,14.532871,G6
0.400902,0.384534,0.373431,0,0,10001,23.504118,G7
0.087632,0.493516,0,0,0,10001,82.720444,G7
0.418244,0.694488,0,0,0,10001,81.116119,G7
0.784499,1.143306,0,0,0,10001,80.926994,G7
1.013742,1.247574,0,0,0,10001,80.907379,G7
0.23357,0.106801,0.179195,0,0,10001,21.232676,G7
0.298597,0.232696,0,0,0,10001,82.205833,G7
0.30107,0.037135,0,0,0,10001,81.500969,G7
0.658959,0.612904,0.680129,0,0,10001,21.868387,G7
0.632291,0.775925,0.788083,0,0,10001,24.670237,G7
2.184069,3.204638,2.588875,0,0,11001,30.617783,G8
1.072995,2.305337,1.558511,0,0,11001,34.704384,G8
1.01373,2.158606,1.375083,0,0,11001,35.282455,G8
1.439148,2.635837,1.837766,0,0,11001,35.554012,G8
2.265675,3.376349,2.591346,0,0,11001,34.389301,G8
1.743786,2.905275,2.092289,0,0,11001,35.968494,G8
2.031006,3.16208,2.312677,0,0,11001,35.45203,G8
1.10119,2.230921,1.542498,0,0,11001,33.578201,G8
0.55934,1.665813,0.958638,0,0,11001,33.527287,G8
1.370372,2.453095,1.781299,0,0,11001,31.901363,G8
1.492289,2.757621,2.938242,2.803932,2.219361,11111,14.343088,G9
0.966312,2.303982,2.440433,2.29634,1.776484,11111,15.246058,G9
1.330727,2.548765,2.698264,2.565171,2.085964,11111,14.282757,G9
1.419443,0,0,0,0,11111,0,G9
0.935492,2.306974,2.492724,2.341148,1.723,11111,14.819567,G9
1.269589,2.469249,2.63335,2.481777,1.916036,11111,14.600519,G9
1.179058,2.455916,2.642896,2.49847,1.939686,11111,14.41014,G9
2.384876,3.636585,3.818588,3.671304,3.11106,11111,14.054564,G9
2.35301,3.58542,3.74994,3.623787,3.021146,11111,14.329936,G9
2.334261,3.666045,3.86179,3.729032,3.115675,11111,14.97854,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
4.061127,3.809917,0,0,0,1101,53.716637,G0
2.61128,2.639111,2.249943,0,0,1101,16.303684,G0
1.757697,1.861239,1.610192,0,0,1101,15.284665,G0
2.439428,2.132315,0,0,0,1101,34.194141,G0
2.773369,2.471603,0,0,0,1101,51.504112,G0
2.318356,2.752664,2.156658,0,0,1101,19.310116,G0
2.323808,1.958569,0,0,0,1101,35.102348,G0
2.402087,2.710219,2.109083,0,0,1101,19.004843,G0
2.360192,2.570628,2.039878,0,0,1101,18.070929,G0
2.18524,2.417647,1.897843,0,0,1101,18.38364,G0
0.968599,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0.80651,0,0,0,0,1000,0,G2
0.966789,0,0,0,0,1000,0,G2
0.979964,0,0,0,0,1000,0,G2
0.582813,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0.515428,0,0,0,0,1000,0,G2
0.837519,0,0,0,0,1000,0,G2
1.232904,1.789255,0,0,0,1,16.691147,G3
0.805818,0.779619,1.341192,0,0,1,9.21261,G3
0,0,0,0,0,1,0,G3
0.709125,1.07211,0,0,0,1,45.526752,G3
0.933915,1.337974,0,0,0,1,44.197433,G3
1.08117,0,0,0,0,1,0,G3
1.330263,0,0,0,0,1,0,G3
0.803571,1.310912,0,0,0,1,17.939102,G3
0.694153,1.253729,0,0,0,1,17.850607,G3
0.818085,1.354273,0,0,0,1,15.450723,G3
1.260336,1.714143,0,0,0,11000,57.733547,G4
1.549639,2.399213,1.396729,0,0,11000,34.491798,G4
1.74298,2.195871,0,0,0,11000,58.437904,G4
1.978431,2.306665,0,0,0,11000,59.786705,G4
2.043352,2.36277,0,0,0,11000,58.666309,G4
1.699464,1.996894,0,0,0,11000,57.534866,G4
1.64371,1.970028,0,0,0,11000,58.0098,G4
1.55097,1.905056,0,0,0,11000,57.87122,G4
1.166019,2.199822,1.106381,0,0,11000,35.042103,G4
1.243752,2.408094,1.332826,0,0,11000,36.454254,G4
1.596664,1.719043,0,0,0,1100,26.799511,G5
1.590844,1.679568,0,0,0,1100,26.523029,G5
1.436605,1.602602,0,0,0,1100,26.755264,G5
1.470707,1.611276,0,0,0,1100,26.244251,G5
1.808861,1.909074,0,0,0,1100,26.312979,G5
1.62083,1.713301,0,0,0,1100,26.717085,G5
1.543796,1.610795,0,0,0,1100,26.890064,G5
1.584843,1.66416,0,0,0,1100,26.496378,G5
1.705528,1.77677,0,0,0,1100,26.524305,G5
1.452613,1.581132,0,0,0,1100,26.826714,G5
1.346322,1.450669,1.281818,0,0,1110,13.46157,G6
1.411299,1.497299,1.346642,0,0,1110,13.432396,G6
1.343008,1.436411,1.282059,0,0,1110,13.911746,G6
1.474261,1.575881,1.411345,0,0,1110,13.249393,G6
1.613016,1.751137,1.559753,0,0,1110,12.395985,G6
1.574352,1.698875,1.507171,0,0,1110,12.795446,G6
1.350408,1.455152,1.274632,0,0,1110,13.137368,G6
1.349744,1.447757,1.26137,0,0,1110,12.755845,G6
1.560532,1.707485,1.516865,0,0,1110,13.097763,G6
1.458613,1.580609,1.412423,0,0,1110,13.276139,G6
3.562905,3.681969,3.847264,0,0,10001,24.491404,G7
3.202497,2.946744,0,0,0,10001,82.571655,G7
3.203683,2.998811,0,0,0,10001,82.437241,G7
3.426316,3.292067,0,0,0,10001,82.739212,G7
3.735155,3.810102,0,0,0,10001,80.042664,G7
3.544746,3.469804,0,0,0,10001,78.914314,G7
3.313067,3.25412,0,0,0,10001,78.811905,G7
3.313694,3.200303,3.226197,0,0,10001,26.482174,G7
3.493379,3.626636,3.857832,0,0,10001,24.279669,G7
3.873001,3.748755,0,0,0,10001,79.482819,G7
5.048294,6.283594,5.479455,0,0,11001,35.905624,G8
3.260478,4.651743,3.63243,0,0,11001,37.780666,G8
3.302397,4.642641,3.629433,0,0,11001,37.827599,G8
3.768217,5.036147,4.089,0,0,11001,37.3811,G8
4.181109,5.490388,4.574145,0,0,11001,37.310741,G8
3.636021,4.662253,3.982023,0,0,11001,32.214657,G8
3.023587,2.907346,0,0,0,11001,47.382343,G8
3.086752,2.967525,0,0,0,11001,48.159908,G8
2.742208,2.827115,0,0,0,11001,47.962708,G8
3.540725,4.522438,3.792587,0,0,11001,33.00985,G8
2.671059,3.7999,4.004097,3.830438,3.310155,11111,12.908893,G9
1.599653,2.945883,3.105919,2.964248,2.414811,11111,14.387162,G9
1.63007,2.928238,3.065292,2.930815,2.390457,11111,14.193451,G9
1.677662,2.96248,3.114193,2.960878,2.410872,11111,13.187175,G9
2.044147,2.266222,2.218778,1.928026,0,11111,8.462744,G9
1.668764,2.855092,3.101118,2.989568,2.504358,11111,12.431676,G9
1.695457,2.822205,3.036373,2.87299,2.335129,11111,12.579889,G9
2.132339,3.24059,3.40203,3.290971,2.755993,11111,12.607752,G9
2.160825,3.349482,3.481277,3.36743,2.849082,11111,12.832996,G9
2.946394,3.097968,3.023722,2.658804,0,11111,8.409039,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.761186,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2.45482,1.98976,0,0,0,1101,36.431053,G0
2.955438,3.20416,2.461845,0,0,1101,19.393417,G0
2.801632,3.055864,2.419631,0,0,1101,19.142658,G0
2.333329,2.502074,1.850251,0,0,1101,20.190027,G0
2.638902,2.988656,1.91733,2.369823,0,1101,14.491158,G0
2.643347,2.865042,2.254971,0,0,1101,19.908031,G0
2.374538,2.610252,2.013928,0,0,1101,19.817196,G0
1.824735,1.993155,1.356946,0,0,1101,20.651249,G0
2.153897,2.36433,1.800614,0,0,1101,21.692009,G0
1.571898,1.970152,0.978485,0,0,1101,20.390079,G0
1.69646,0,0,0,0,1000,0,G2
1.715708,0.920387,0,0,0,1000,15.263703,G2
0.30225,0,0,0,0,1000,0,G2
0.151552,0,0,0,0,1000,0,G2
1.680633,0.917084,0,0,0,1000,15.096219,G2
1.502655,0,0,0,0,1000,0,G2
0.637073,0,0,0,0,1000,0,G2
0.317264,0,0,0,0,1000,0,G2
1.694519,0,0,0,0,1000,0,G2
2.09155,0,0,0,0,1000,0,G2
0.800919,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
1.600479,0,0,0,0,1,0,G3
1.842102,0,0,0,0,1,0,G3
0.656465,0,0,0,0,1,0,G3
0.70586,0,0,0,0,1,0,G3
0.581028,0.901687,0,0,0,1,39.014492,G3
0.673573,1.09813,0,0,0,1,18.054581,G3
1.073971,0,0,0,0,1,0,G3
0.883256,0,0,0,0,1,0,G3
1.155483,1.785772,0,0,0,11000,64.775955,G4
0.674921,1.280858,0,0,0,11000,72.325745,G4
0.358706,1.004498,0,0,0,11000,70.673332,G4
1.455882,2.042272,0,0,0,11000,64.577225,G4
0.448366,1.401508,0,0,0,11000,66.82843,G4
2.720075,4.029541,2.687808,0,0,11000,42.459885,G4
0.131814,0.457432,0,0,0,11000,65.615578,G4
1.55987,2.075738,0,0,0,11000,64.435852,G4
2.513832,3.696465,2.458309,0,0,11000,40.641994,G4
0.535324,1.144982,0,0,0,11000,64.698387,G4
1.731614,1.816245,0,0,0,1100,36.208942,G5
1.833311,1.860711,0,0,0,1100,36.89492,G5
1.770075,1.858965,0,0,0,1100,36.415234,G5
1.988634,2.338717,1.173219,0,0,1100,25.517635,G5
1.523215,1.798915,0,0,0,1100,36.463387,G5
1.795211,1.909549,0,0,0,1100,37.810131,G5
1.687938,1.780497,0,0,0,1100,36.321648,G5
2.304122,1.248664,2.344054,0,0,1100,16.473413,G5
2.174861,1.158152,2.723112,0,0,1100,14.203491,G5
2.023714,2.532689,1.143299,0,0,1100,27.106121,G5
1.739427,1.96919,1.589761,0,0,1110,13.911221,G6
2.00701,2.135509,1.936107,0,0,1110,12.642676,G6
1.846438,1.994321,1.801929,0,0,1110,12.5863,G6
1.761239,1.921056,1.771123,0,0,1110,12.066028,G6
1.691333,1.827847,1.54008,0,0,1110,12.965552,G6
1.59316,1.756764,1.494779,0,0,1110,12.647832,G6
1.798133,1.906356,1.705583,0,0,1110,12.412419,G6
1.596241,1.751175,1.551385,0,0,1110,12.569295,G6
1.664776,1.795738,1.508183,0,0,1110,13.49247,G6
1.413531,1.590309,1.243001,0,0,1110,14.091045,G6
2.244642,1.999654,2.011295,0,0,10001,15.998413,G7
1.65417,1.705775,0,0,0,10001,72.363976,G7
1.851077,1.717888,0,0,0,10001,72.157265,G7
1.802288,1.520037,1.52356,0,0,10001,20.877779,G7
2.035718,1.917698,2.06951,0,0,10001,18.370783,G7
2.024161,1.806338,1.826169,0,0,10001,15.864538,G7
1.486085,1.37007,0,0,0,10001,62.205849,G7
2.209105,2.017808,0,0,0,10001,63.946724,G7
2.518244,2.422347,0,0,0,10001,61.445362,G7
1.610447,1.390132,1.455146,0,0,10001,16.122261,G7
1.656034,2.646246,1.849942,0,0,11001,26.719172,G8
3.707415,4.854231,4.078568,0,0,11001,32.137413,G8
4.741362,5.807872,4.858295,0,0,11001,32.281239,G8
3.299943,4.383067,3.523525,0,0,11001,32.512428,G8
2.459407,3.381474,2.580142,0,0,11001,31.593859,G8
2.134292,3.098134,2.294698,0,0,11001,30.211248,G8
2.327548,3.361227,2.561757,0,0,11001,29.916132,G8
3.156363,4.202931,3.434555,0,0,11001,30.356564,G8
3.921999,4.994956,4.152629,0,0,11001,31.050333,G8
3.030581,2.496996,0,0,0,11001,38.858223,G8
2.368447,3.674808,3.784061,3.378028,2.918843,11111,12.638084,G9
2.516562,3.632619,3.795228,3.502339,2.980148,11111,12.258624,G9
2.883016,3.984668,4.100236,3.837862,3.340853,11111,11.723676,G9
1.934019,3.256173,3.430293,3.099514,2.536885,11111,12.343249,G9
1.863873,2.991236,3.110813,2.795954,2.336367,11111,12.374295,G9
2.524503,3.690811,3.834839,3.600015,3.186671,11111,12.655218,G9
2.832803,3.93583,4.084382,3.87824,3.450444,11111,13.104271,G9
2.540183,3.668078,3.733304,3.421971,2.961751,11111,12.358745,G9
1.379543,2.699836,2.79611,2.410121,1.910989,11111,12.860179,G9
1.582164,2.794431,2.91388,2.562673,2.113498,11111,12.860562,G9
0.74956,0.750697,0,0,0,0,35.591549,G1
0,0,0,0,0,0,0,G1
1.33128,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
2.405219,2.532731,2.073618,0,0,1101,18.088772,G0
4.254626,4.403193,3.902009,0,0,1101,19.365438,G0
3.833688,4.036168,3.518292,0,0,1101,18.35498,G0
3.035908,2.836219,0,0,0,1101,34.513943,G0
2.308903,2.512621,2.108184,0,0,1101,17.796501,G0
2.781374,2.961737,2.464311,0,0,1101,19.495653,G0
3.706137,3.890916,3.405363,0,0,1101,18.909775,G0
3.641117,3.349275,0,0,0,1101,35.845936,G0
2.858732,2.617632,0,0,0,1101,35.715801,G0
3.057457,3.187417,2.707933,0,0,1101,18.899109,G0
13.289945,2.371864,0,0,0,1000,52.631523,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
2.809139,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1.59193,0,0,0,0,1000,0,G2
1.665841,0,0,0,0,1000,0,G2
1.021873,0,0,0,0,1000,0,G2
1.047104,0,0,0,0,1000,0,G2
1.983822,0,0,0,0,1000,0,G2
2.097503,0,0,0,0,1,0,G3
2.353175,3.003875,0,0,0,1,33.151272,G3
0,0,0,0,0,1,0,G3
2.980708,0,0,0,0,1,0,G3
3.005998,0,0,0,0,1,0,G3
2.136312,0,0,0,0,1,0,G3
2.503452,0,0,0,0,1,0,G3
2.595878,0,0,0,0,1,0,G3
2.538054,0,0,0,0,1,0,G3
2.836312,0,0,0,0,1,0,G3
0.585526,1.508702,0.348343,0,0,11000,30.339815,G4
1.764192,2.376202,0,0,0,11000,57.404831,G4
1.267566,2.246101,1.064484,0,0,11000,34.844414,G4
1.271936,1.775503,0,0,0,11000,55.730202,G4
2.215299,2.696558,0,0,0,11000,58.169212,G4
1.57859,1.894687,0,0,0,11000,52.200359,G4
1.699088,2.155454,0,0,0,11000,52.062038,G4
2.559346,3.088927,1.600538,0,0,11000,60.915894,G4
2.19769,2.679899,0,0,0,11000,51.770668,G4
1.31712,2.952057,1.339858,0,0,11000,61.822872,G4
1.669145,1.720098,0,0,0,1100,26.076427,G5
2.575551,2.668509,0,0,0,1100,27.277973,G5
2.433961,2.511825,0,0,0,1100,27.534216,G5
2.707155,2.788701,0,0,0,1100,27.582676,G5
2.089201,2.140681,0,0,0,1100,26.975546,G5
2.396351,2.446493,0,0,0,1100,26.07238,G5
2.29112,2.3425,0,0,0,1100,28.225647,G5
6.441021,6.520558,0.567594,0,0,1100,38.814545,G5
1.768462,1.740856,0,0,0,1100,27.032518,G5
1.647765,1.631936,0,0,0,1100,27.724827,G5
5.104704,5.318959,0.260904,4.736605,0,1110,21.489393,G6
3.01018,3.086457,2.910534,0,0,1110,10.384226,G6
2.95822,3.024344,2.858088,0,0,1110,10.101941,G6
2.257991,2.318944,2.147071,0,0,1110,10.560402,G6
6.851732,6.921296,1.31241,6.485574,0,1110,19.605692,G6
2.104511,2.124966,1.978572,0,0,1110,10.351235,G6
1.217409,1.278009,1.057071,0,0,1110,10.002186,G6
2.500471,2.509493,2.366792,0,0,1110,10.585835,G6
2.322615,2.17878,0,0,0,1110,14.859858,G6
2.135258,2.339657,2.051948,0,0,1110,17.37314,G6
2.093726,1.927939,2.205177,0,0,10001,16.420158,G7
1.352113,1.460773,0,0,0,10001,61.148945,G7
0.824675,0.691008,0.807164,0,0,10001,16.10874,G7
1.873512,2.012805,0,0,0,10001,57.964828,G7
1.90088,1.698868,0,0,0,10001,58.989616,G7
1.236203,1.130914,1.23091,0,0,10001,17.383698,G7
2.775181,3.010971,0,0,0,10001,57.580097,G7
2.820745,3.029893,0,0,0,10001,57.93148,G7
13.889446,4.90577,13.095601,0,0,10001,105.785286,G7
10.251035,2.00298,10.297478,0,0,10001,100.338699,G7
2.964543,3.668756,3.193327,0,0,11001,20.468245,G8
3.436529,4.192065,3.666392,0,0,11001,23.533632,G8
3.472267,4.230053,3.700291,0,0,11001,21.178667,G8
3.076502,3.812274,3.30469,0,0,11001,21.95314,G8
3.20736,3.933349,3.398436,0,0,11001,21.483837,G8
3.057622,3.81933,3.356642,0,0,11001,21.084513,G8
2.902701,3.623254,3.169623,0,0,11001,20.088606,G8
2.978501,3.670811,3.23271,0,0,11001,19.39642,G8
2.715345,3.457265,2.981282,0,0,11001,20.211029,G8
1.944539,2.646977,2.135363,0,0,11001,20.449793,G8
1.976339,3.062286,3.213935,2.961429,2.355674,11111,11.364861,G9
2.555644,3.675258,3.813145,3.565082,2.955591,11111,12.009685,G9
2.504286,3.585953,3.756645,3.500747,2.903466,11111,11.370391,G9
1.74757,2.868926,3.010063,2.74509,2.126699,11111,11.759202,G9
1.537501,2.69657,2.829509,2.58122,1.969107,11111,11.77454,G9
2.009431,3.015776,3.199347,2.939293,2.362875,11111,10.95331,G9
1.732327,2.785489,2.923,2.66829,2.10814,11111,11.195149,G9
2.507942,3.540558,3.681621,3.432266,2.912088,11111,10.68136,G9
2.618022,3.673217,3.852635,3.631503,3.052096,11111,10.742019,G9
2.077683,3.192233,3.353548,3.1159,2.488692,11111,11.34871,G9
