@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,7-11,19'

@attribute numFingers numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1.8082,2.685493,1.414993,0,0,G7
2,1.268282,1.17765,0,0,0,G7
2,1.455659,1.207339,0,0,0,G7
3,1.35604,2.401553,0.956643,0,0,G7
3,1.500638,2.473464,1.544307,0,0,G7
3,1.733322,2.757445,1.462029,0,0,G7
2,1.380551,1.183161,0,0,0,G7
2,1.900501,1.699187,0,0,0,G7
2,2.009401,1.923572,0,0,0,G7
3,1.450272,2.799359,1.254128,0,0,G7
3,1.35958,2.834277,1.486361,0,0,G8
3,1.604762,2.874057,1.9908,0,0,G8
3,1.727078,2.951184,1.852911,0,0,G8
3,1.559794,2.927182,1.891209,0,0,G8
3,1.527173,2.942707,1.761452,0,0,G8
3,1.469162,2.878626,1.649126,0,0,G8
3,1.473598,2.745734,1.660948,0,0,G8
3,1.617806,2.938027,1.913047,0,0,G8
3,1.690888,2.996512,1.944394,0,0,G8
2,2.910902,2.028913,0,0,0,G8
5,1.24366,2.53775,2.874123,2.291409,1.803326,G9
5,1.331564,2.521355,2.933814,2.418119,1.786993,G9
5,1.419994,2.526401,2.907471,2.451976,1.887244,G9
5,1.071383,2.374823,2.838111,2.260089,1.610407,G9
5,1.183346,2.453419,2.782667,2.229972,1.687757,G9
5,1.2637,2.537987,2.820551,2.388149,1.894353,G9
5,1.317534,2.518299,2.861451,2.479035,1.986062,G9
5,1.370742,2.568822,2.802911,2.295907,1.838522,G9
5,0.935791,2.371592,2.629056,1.97459,1.424817,G9
5,1.039692,2.408599,2.727188,2.113673,1.591084,G9
2,0.27331,0.295138,0,0,0,G1
0,0,0,0,0,0,G1
1,1.046841,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,2.142115,2.777706,2.059882,0,0,G0
3,2.367287,2.695031,2.192286,0,0,G0
3,2.330505,2.892046,2.203149,0,0,G0
2,2.567368,2.557101,0,0,0,G0
3,2.0063,2.760843,2.179244,0,0,G0
3,2.252588,2.803698,1.966009,0,0,G0
3,2.342149,2.861685,2.16164,0,0,G0
2,2.634794,2.483132,0,0,0,G0
2,2.507975,2.53219,0,0,0,G0
3,2.309255,2.824306,2.106601,0,0,G0
2,2.653965,0.136301,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1.452164,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.912032,0,0,0,0,G2
1,2.847285,0,0,0,0,G2
1,1.374034,0,0,0,0,G2
1,1.395563,0,0,0,0,G2
1,2.901361,0,0,0,0,G2
1,2.988104,0,0,0,0,G3
2,2.090123,2.681844,0,0,0,G3
0,0,0,0,0,0,G3
1,2.777662,0,0,0,0,G3
1,2.587896,0,0,0,0,G3
1,2.888901,0,0,0,0,G3
1,2.89322,0,0,0,0,G3
1,2.858816,0,0,0,0,G3
1,2.82486,0,0,0,0,G3
1,2.949167,0,0,0,0,G3
3,0.50303,0.934026,0.509158,0,0,G4
2,1.714258,1.9738,0,0,0,G4
3,1.069249,1.857363,1.88959,0,0,G4
2,1.444863,1.609225,0,0,0,G4
2,1.853341,2.198912,0,0,0,G4
2,1.947787,1.821418,0,0,0,G4
2,1.859514,2.01738,0,0,0,G4
3,1.460191,1.073989,0.475492,0,0,G4
2,2.037594,2.120763,0,0,0,G4
3,0.368687,0.836923,0.342301,0,0,G4
2,2.357087,2.273015,0,0,0,G5
2,2.684137,2.772123,0,0,0,G5
2,2.551835,2.74736,0,0,0,G5
2,2.702621,2.76564,0,0,0,G5
2,2.624911,2.575019,0,0,0,G5
2,2.683118,2.779337,0,0,0,G5
2,2.56564,2.80478,0,0,0,G5
3,2.693469,2.669412,0.063381,0,0,G5
2,2.55044,2.284743,0,0,0,G5
2,2.315653,2.013807,0,0,0,G5
4,2.433278,2.950231,0.037503,2.174145,0,G6
3,2.563181,2.898028,2.566,0,0,G6
3,2.585234,2.965057,2.627952,0,0,G6
3,2.523379,3.060706,2.584339,0,0,G6
4,2.711172,2.86654,0.133845,2.487757,0,G6
3,2.421434,2.640108,2.431112,0,0,G6
3,1.46359,1.875803,1.552086,0,0,G6
3,2.531187,2.719595,2.526144,0,0,G6
2,2.710261,2.584366,0,0,0,G6
3,2.154826,3.032161,2.165119,0,0,G6
3,1.880188,2.847784,1.675763,0,0,G7
2,1.340858,1.279145,0,0,0,G7
3,0.662878,0.297595,0.584703,0,0,G7
2,1.774351,1.750047,0,0,0,G7
2,2.000738,1.314706,0,0,0,G7
3,1.157814,2.412364,0.975295,0,0,G7
2,2.036761,2.094387,0,0,0,G7
2,2.058815,2.135944,0,0,0,G7
3,2.512885,0.277952,1.800277,0,0,G7
3,2.227855,0.145086,1.807903,0,0,G7
3,2.01295,2.724518,2.000195,0,0,G8
3,2.078047,3.054614,2.125747,0,0,G8
3,2.067002,2.948372,2.160041,0,0,G8
3,2.077766,2.792826,2.013932,0,0,G8
3,2.073244,2.766754,1.96704,0,0,G8
3,2.080612,2.880997,2.159221,0,0,G8
3,2.138486,3.036559,2.21193,0,0,G8
3,2.168205,2.969294,2.178087,0,0,G8
3,2.068861,2.825394,2.059905,0,0,G8
3,1.806123,2.536426,1.683368,0,0,G8
5,1.260275,2.437783,2.975331,2.323357,1.522849,G9
5,1.381475,2.660512,3.006514,2.428087,1.684379,G9
5,1.396978,2.560552,3.012465,2.42826,1.683873,G9
5,1.180627,2.416422,2.986326,2.270134,1.450444,G9
5,1.084925,2.327869,2.950789,2.243912,1.389557,G9
5,1.331783,2.480452,3.001488,2.37334,1.592769,G9
5,1.248923,2.400306,3.031262,2.354096,1.549051,G9
5,1.483516,2.559841,3.028559,2.484132,1.777236,G9
5,1.430682,2.535276,3.048342,2.479228,1.732266,G9
5,1.261277,2.443167,2.965953,2.349874,1.541456,G9
