@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2-6,17-19'

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.135846,1.234149,1.116976,0,0,1110,14.840924,G6
1.075809,1.142724,1.00422,0,0,1110,12.684095,G6
1.063222,1.165892,1.03497,0,0,1110,15.127806,G6
1.075842,1.161772,1.027013,0,0,1110,15.22063,G6
1.075405,1.145163,1.009942,0,0,1110,14.385508,G6
1.069414,1.146631,1.001903,0,0,1110,13.945935,G6
1.063831,1.153129,1.00058,0,0,1110,14.153194,G6
1.076609,1.133087,1.045001,0,0,1110,13.430962,G6
1.081431,1.174049,1.018513,0,0,1110,13.968836,G6
1.146631,1.222683,1.082589,0,0,1110,14.532871,G6
1.728885,1.026836,1.872441,0,0,10001,23.504118,G7
1.706828,1.905126,0,0,0,10001,82.720444,G7
1.677756,1.827737,0,0,0,10001,81.116119,G7
1.627713,1.771542,0,0,0,10001,80.926994,G7
1.583507,1.692072,0,0,0,10001,80.907379,G7
1.668453,0.941106,1.771199,0,0,10001,21.232676,G7
1.773579,1.925209,0,0,0,10001,82.205833,G7
1.801707,1.938158,0,0,0,10001,81.500969,G7
1.71094,0.9869,1.827938,0,0,10001,21.868387,G7
1.629015,1.065549,1.812319,0,0,10001,24.670237,G7
1.185297,1.539252,1.445259,0,0,11001,30.617783,G8
1.385239,1.658412,1.615289,0,0,11001,34.704384,G8
1.457821,1.646058,1.615618,0,0,11001,35.282455,G8
1.381446,1.663949,1.603979,0,0,11001,35.554012,G8
1.398509,1.632789,1.512782,0,0,11001,34.389301,G8
1.42267,1.656062,1.643408,0,0,11001,35.968494,G8
1.470701,1.655905,1.582131,0,0,11001,35.45203,G8
1.408519,1.602718,1.555596,0,0,11001,33.578201,G8
1.398905,1.607911,1.570879,0,0,11001,33.527287,G8
1.297639,1.582311,1.498017,0,0,11001,31.901363,G8
1.298247,1.372001,1.499828,1.452606,1.326567,11111,14.343088,G9
1.314338,1.382826,1.497307,1.431466,1.274231,11111,15.246058,G9
1.232853,1.343437,1.465662,1.414469,1.259828,11111,14.282757,G9
1,0,0,0,0,11111,0,G9
1.264359,1.416474,1.536115,1.483657,1.388549,11111,14.819567,G9
1.297808,1.374648,1.489156,1.438478,1.321987,11111,14.600519,G9
1.273755,1.375722,1.51069,1.456417,1.353361,11111,14.41014,G9
1.229064,1.362705,1.494854,1.433262,1.300809,11111,14.054564,G9
1.277217,1.359499,1.491444,1.464498,1.326553,11111,14.329936,G9
1.323644,1.382454,1.521974,1.479052,1.338599,11111,14.97854,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.41559,1.228303,0,0,0,1101,53.716637,G0
1.347034,1.155289,0.902441,0,0,1101,16.303684,G0
1.32728,1.127403,0.846921,0,0,1101,15.284665,G0
1.23088,0.934834,0,0,0,1101,34.194141,G0
1.356959,1.113154,0,0,0,1101,51.504112,G0
1.14378,1.349921,1.011891,0,0,1101,19.310116,G0
1.237104,0.945512,0,0,0,1101,35.102348,G0
1.172778,1.312645,0.974409,0,0,1101,19.004843,G0
1.229247,1.252327,1.000199,0,0,1101,18.070929,G0
1.213161,1.263304,0.965015,0,0,1101,18.38364,G0
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0.716934,1.339115,0,0,0,1,16.691147,G3
1.081047,0.804105,1.600438,0,0,1,9.21261,G3
0,0,0,0,0,1,0,G3
0.992616,1.434426,0,0,0,1,45.526752,G3
0.963273,1.460101,0,0,0,1,44.197433,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
0.746962,1.310102,0,0,0,1,17.939102,G3
0.718602,1.346746,0,0,0,1,17.850607,G3
0.716101,1.334352,0,0,0,1,15.450723,G3
1.170281,1.416133,0,0,0,11000,57.733547,G4
1.396784,1.773763,0.815042,0,0,11000,34.491798,G4
1.175892,1.430307,0,0,0,11000,58.437904,G4
1.155485,1.410516,0,0,0,11000,59.786705,G4
1.155072,1.392425,0,0,0,11000,58.666309,G4
1.163924,1.37566,0,0,0,11000,57.534866,G4
1.160446,1.41274,0,0,0,11000,58.0098,G4
1.165658,1.410189,0,0,0,11000,57.87122,G4
1.41962,1.791784,0.795526,0,0,11000,35.042103,G4
1.472104,1.774157,0.806343,0,0,11000,36.454254,G4
0.999138,1.070651,0,0,0,1100,26.799511,G5
0.98349,1.088648,0,0,0,1100,26.523029,G5
0.971451,1.100884,0,0,0,1100,26.755264,G5
0.980692,1.088118,0,0,0,1100,26.244251,G5
0.993023,1.075065,0,0,0,1100,26.312979,G5
1.000497,1.069219,0,0,0,1100,26.717085,G5
0.986258,1.086673,0,0,0,1100,26.890064,G5
0.989599,1.08275,0,0,0,1100,26.496378,G5
0.996206,1.076976,0,0,0,1100,26.524305,G5
0.991958,1.079854,0,0,0,1100,26.826714,G5
1.060455,1.130614,0.990102,0,0,1110,13.46157,G6
1.050097,1.128958,0.992807,0,0,1110,13.432396,G6
1.057667,1.121319,1.001102,0,0,1110,13.911746,G6
1.065071,1.114661,0.997849,0,0,1110,13.249393,G6
1.063739,1.126162,1.007605,0,0,1110,12.395985,G6
1.076133,1.122966,1.000983,0,0,1110,12.795446,G6
1.068164,1.117793,0.977064,0,0,1110,13.137368,G6
1.073749,1.113628,0.976757,0,0,1110,12.755845,G6
1.063122,1.134602,1.005578,0,0,1110,13.097763,G6
1.048135,1.137996,0.990547,0,0,1110,13.276139,G6
1.647302,1.031961,1.637699,0,0,10001,24.491404,G7
1.786276,1.682006,0,0,0,10001,82.571655,G7
1.759534,1.661373,0,0,0,10001,82.437241,G7
1.77623,1.685808,0,0,0,10001,82.739212,G7
1.837214,1.783574,0,0,0,10001,80.042664,G7
1.749621,1.773504,0,0,0,10001,78.914314,G7
1.700921,1.717754,0,0,0,10001,78.811905,G7
1.739959,1.06837,1.675755,0,0,10001,26.482174,G7
1.663887,1.02304,1.688394,0,0,10001,24.279669,G7
1.76141,1.717408,0,0,0,10001,79.482819,G7
1.60114,1.718905,1.79511,0,0,11001,35.905624,G8
1.646558,1.805157,1.781982,0,0,11001,37.780666,G8
1.548307,1.787035,1.802401,0,0,11001,37.827599,G8
1.538782,1.750262,1.793553,0,0,11001,37.3811,G8
1.652492,1.765068,1.805405,0,0,11001,37.310741,G8
1.391545,1.589417,1.480094,0,0,11001,32.214657,G8
1.207467,1.045759,0,0,0,11001,47.382343,G8
1.170685,1.109213,0,0,0,11001,48.159908,G8
1.073112,1.215836,0,0,0,11001,47.962708,G8
1.418417,1.594215,1.53739,0,0,11001,33.00985,G8
1.257136,1.349782,1.486517,1.407635,1.267003,11111,12.908893,G9
1.310695,1.424907,1.504595,1.459373,1.353259,11111,14.387162,G9
1.298655,1.411892,1.484162,1.455712,1.354728,11111,14.193451,G9
1.227594,1.403078,1.496724,1.450633,1.353969,11111,13.187175,G9
1.111748,1.170474,1.113173,1.028202,0,11111,8.462744,G9
1.228731,1.347037,1.474482,1.424377,1.306628,11111,12.431676,G9
1.23572,1.337173,1.491746,1.432607,1.306106,11111,12.579889,G9
1.243884,1.338629,1.446269,1.441778,1.315147,11111,12.607752,G9
1.223132,1.370215,1.447796,1.439523,1.328486,11111,12.832996,G9
1.063129,1.145563,1.132261,1.06145,0,11111,8.409039,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.265655,0.89712,0,0,0,1101,36.431053,G0
1.352144,1.341361,0.900928,0,0,1101,19.393417,G0
1.314563,1.319598,0.895901,0,0,1101,19.142658,G0
1.381532,1.321473,0.973452,0,0,1101,20.190027,G0
1.600339,1.571454,0.591726,1.196537,0,1101,14.491158,G0
1.29056,1.295139,0.948813,0,0,1101,19.908031,G0
1.30713,1.28678,0.93913,0,0,1101,19.817196,G0
1.364767,1.313255,0.978876,0,0,1101,20.651249,G0
1.320548,1.298371,1.052225,0,0,1101,21.692009,G0
1.569401,1.460307,1.142905,0,0,1101,20.390079,G0
1,0,0,0,0,1000,0,G2
1.474844,0.580115,0,0,0,1000,15.263703,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1.433344,0.616002,0,0,0,1000,15.096219,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
0,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
0.922288,1.32269,0,0,0,1,39.014492,G3
0.799341,1.253829,0,0,0,1,18.054581,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1.307598,1.477554,0,0,0,11000,64.775955,G4
1.308936,1.580873,0,0,0,11000,72.325745,G4
1.308339,1.595959,0,0,0,11000,70.673332,G4
1.154126,1.532461,0,0,0,11000,64.577225,G4
1.305353,1.571136,0,0,0,11000,66.82843,G4
1.49842,1.950115,0.808031,0,0,11000,42.459885,G4
1.311572,1.580101,0,0,0,11000,65.615578,G4
1.159881,1.459049,0,0,0,11000,64.435852,G4
1.478047,1.881095,0.798372,0,0,11000,40.641994,G4
1.281464,1.547767,0,0,0,11000,64.698387,G4
1.030108,1.091457,0,0,0,1100,36.208942,G5
1.066745,1.065515,0,0,0,1100,36.89492,G5
1.040048,1.08526,0,0,0,1100,36.415234,G5
1.483916,1.491499,0.625469,0,0,1100,25.517635,G5
1.141689,1.104542,0,0,0,1100,36.463387,G5
1.118144,1.11565,0,0,0,1100,37.810131,G5
1.01972,1.100684,0,0,0,1100,36.321648,G5
1.444747,0.623027,1.438712,0,0,1100,16.473413,G5
1.70334,0.678578,1.676921,0,0,1100,14.203491,G5
1.640223,1.593328,0.68108,0,0,1100,27.106121,G5
1.201395,1.203185,1.012663,0,0,1110,13.911221,G6
1.115442,1.108881,1.016432,0,0,1110,12.642676,G6
1.085339,1.114067,1.014777,0,0,1110,12.5863,G6
1.059386,1.103526,1.020646,0,0,1110,12.066028,G6
1.157662,1.141186,0.97576,0,0,1110,12.965552,G6
1.123926,1.144688,1.018088,0,0,1110,12.647832,G6
1.08784,1.105325,0.994174,0,0,1110,12.412419,G6
1.072914,1.120525,0.98936,0,0,1110,12.569295,G6
1.151622,1.137895,0.966423,0,0,1110,13.49247,G6
1.264558,1.177016,1.024753,0,0,1110,14.091045,G6
1.434544,0.914683,1.474487,0,0,10001,15.998413,G7
1.474922,1.622186,0,0,0,10001,72.363976,G7
1.476524,1.54995,0,0,0,10001,72.157265,G7
1.596381,0.941684,1.714451,0,0,10001,20.877779,G7
1.486403,0.950187,1.488446,0,0,10001,18.370783,G7
1.412071,0.924031,1.376922,0,0,10001,15.864538,G7
1.343868,1.353379,0,0,0,10001,62.205849,G7
1.346083,1.258794,0,0,0,10001,63.946724,G7
1.308155,1.254881,0,0,0,10001,61.445362,G7
1.405074,0.910048,1.367283,0,0,10001,16.122261,G7
1.155287,1.595858,1.269844,0,0,11001,26.719172,G8
1.277227,1.652984,1.298609,0,0,11001,32.137413,G8
1.371209,1.673406,1.350213,0,0,11001,32.281239,G8
1.352461,1.638643,1.243386,0,0,11001,32.512428,G8
1.303411,1.572274,1.221017,0,0,11001,31.593859,G8
1.240045,1.587501,1.260592,0,0,11001,30.211248,G8
1.241512,1.622742,1.330644,0,0,11001,29.916132,G8
1.244751,1.602918,1.275934,0,0,11001,30.356564,G8
1.278207,1.636256,1.276038,0,0,11001,31.050333,G8
1.236994,0.956271,0,0,0,11001,38.858223,G8
1.082333,1.537093,1.56509,1.33553,1.157147,11111,12.638084,G9
1.112651,1.449043,1.516775,1.35555,1.191562,11111,12.258624,G9
1.076801,1.460879,1.476674,1.340257,1.15556,11111,11.723676,G9
1.171587,1.535909,1.589521,1.424801,1.266385,11111,12.343249,G9
1.127573,1.459599,1.50533,1.342876,1.177507,11111,12.374295,G9
1.11837,1.413221,1.483236,1.380365,1.24602,11111,12.655218,G9
1.169937,1.405525,1.459619,1.362122,1.192858,11111,13.104271,G9
1.098781,1.4776,1.483328,1.336975,1.131534,11111,12.358745,G9
1.154606,1.540152,1.579092,1.398403,1.241941,11111,12.860179,G9
1.157658,1.487167,1.537307,1.360326,1.204434,11111,12.860562,G9
1.194,1.364476,0,0,0,0,35.591549,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1.247952,1.215231,0.937096,0,0,1101,18.088772,G0
1.250914,1.268692,0.958398,0,0,1101,19.365438,G0
1.232067,1.254472,0.953349,0,0,1101,18.35498,G0
1.160458,0.958811,0,0,0,1101,34.513943,G0
1.214882,1.204041,0.933281,0,0,1101,17.796501,G0
1.214868,1.244834,1.020531,0,0,1101,19.495653,G0
1.2214,1.241759,0.989783,0,0,1101,18.909775,G0
1.210514,0.9568,0,0,0,1101,35.845936,G0
1.194527,0.941675,0,0,0,1101,35.715801,G0
1.239996,1.224973,0.963494,0,0,1101,18.899109,G0
6.598804,4.97159,0,0,0,1000,52.631523,G2
0,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
0,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1000,0,G2
1,0,0,0,0,1,0,G3
0.869007,1.346183,0,0,0,1,33.151272,G3
0,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1,0,0,0,0,1,0,G3
1.19115,1.801466,0.632403,0,0,11000,30.339815,G4
1.01492,1.518769,0,0,0,11000,57.404831,G4
1.292573,1.843632,0.656618,0,0,11000,34.844414,G4
1.032243,1.472569,0,0,0,11000,55.730202,G4
1.076455,1.406071,0,0,0,11000,58.169212,G4
0.968821,1.333696,0,0,0,11000,52.200359,G4
0.995284,1.397436,0,0,0,11000,52.062038,G4
2.361448,3.427052,3.43581,0,0,11000,60.915894,G4
0.983623,1.446811,0,0,0,11000,51.770668,G4
2.379194,3.822533,3.822736,0,0,11000,61.822872,G4
1.005725,1.071198,0,0,0,1100,26.076427,G5
0.992327,1.071607,0,0,0,1100,27.277973,G5
1.008653,1.051207,0,0,0,1100,27.534216,G5
0.998374,1.069914,0,0,0,1100,27.582676,G5
1.006802,1.066435,0,0,0,1100,26.975546,G5
1.011388,1.047727,0,0,0,1100,26.07238,G5
1.024735,1.039496,0,0,0,1100,28.225647,G5
2.833011,2.923399,3.505751,0,0,1100,38.814545,G5
1.035884,1.050099,0,0,0,1100,27.032518,G5
1.036903,1.084454,0,0,0,1100,27.724827,G5
2.4181,2.459219,2.933665,2.216439,0,1110,21.489393,G6
1.076617,1.089076,0.973556,0,0,1110,10.384226,G6
1.077235,1.080205,0.964472,0,0,1110,10.101941,G6
1.077524,1.078528,0.954087,0,0,1110,10.560402,G6
2.533873,2.546762,3.536907,2.287738,0,1110,19.605692,G6
1.09476,1.076093,0.965974,0,0,1110,10.351235,G6
1.142735,1.119586,0.955702,0,0,1110,10.002186,G6
1.098,1.070514,0.963577,0,0,1110,10.585835,G6
1.075703,0.951493,0,0,0,1110,14.859858,G6
1.114637,1.164376,1.025865,0,0,1110,17.37314,G6
1.271609,0.862288,1.502281,0,0,10001,16.420158,G7
1.235738,1.390942,0,0,0,10001,61.148945,G7
1.284932,0.91687,1.427207,0,0,10001,16.10874,G7
1.200097,1.356035,0,0,0,10001,57.964828,G7
1.222002,1.396868,0,0,0,10001,58.989616,G7
1.307668,0.935161,1.458455,0,0,10001,17.383698,G7
1.169795,1.388052,0,0,0,10001,57.580097,G7
1.17539,1.354609,0,0,0,10001,57.93148,G7
4.592916,5.888802,5.544681,0,0,10001,105.785286,G7
4.25356,5.513535,5.256108,0,0,10001,100.338699,G7
0.977124,1.41406,1.250177,0,0,11001,20.468245,G8
0.971276,1.424819,1.206137,0,0,11001,23.533632,G8
0.966176,1.423444,1.168825,0,0,11001,21.178667,G8
0.938494,1.42828,1.246441,0,0,11001,21.95314,G8
0.958414,1.432832,1.262055,0,0,11001,21.483837,G8
0.907531,1.413909,1.199219,0,0,11001,21.084513,G8
0.902475,1.391215,1.1587,0,0,11001,20.088606,G8
0.903419,1.379574,1.18061,0,0,11001,19.39642,G8
0.904117,1.412389,1.207862,0,0,11001,20.211029,G8
0.975834,1.425206,1.263095,0,0,11001,20.449793,G8
1.084768,1.453225,1.500753,1.392008,1.274498,11111,11.364861,G9
1.052172,1.420334,1.499293,1.387914,1.234923,11111,12.009685,G9
1.032366,1.423307,1.506567,1.384919,1.23929,11111,11.370391,G9
1.092047,1.470083,1.511764,1.394812,1.269275,11111,11.759202,G9
1.093663,1.488361,1.509315,1.40032,1.29247,11111,11.77454,G9
1.047314,1.403468,1.495555,1.361328,1.222238,11111,10.95331,G9
1.035976,1.445688,1.480532,1.341964,1.201932,11111,11.195149,G9
0.966635,1.415422,1.469012,1.330966,1.197117,11111,10.68136,G9
1.006706,1.408402,1.48661,1.386581,1.251207,11111,10.742019,G9
1.083319,1.455955,1.508981,1.41311,1.291294,11111,11.34871,G9
