@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2-6,12-16,17-19'

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.940051,1.333874,0,0,0,1.268384,1.774987,0,0,0,11000,54.200619,G4
1.017405,1.317152,0,0,0,1.460993,1.817703,0,0,0,11000,54.161648,G4
1.065149,1.362226,0,0,0,1.109057,1.506748,0,0,0,11000,56.480007,G4
1.080463,1.357239,0,0,0,1.407744,1.917948,0,0,0,11000,57.925606,G4
1.062843,1.34498,0,0,0,1.768279,2.214837,0,0,0,11000,56.000134,G4
1.013638,1.050721,0,0,0,1.619893,1.650699,0,0,0,1100,26.642244,G5
1.032928,1.083052,0,0,0,1.821331,1.923573,0,0,0,1100,37.154068,G5
1.03094,1.066184,0,0,0,1.718175,1.820373,0,0,0,1100,34.104729,G5
1,0,0,0,0,0.953621,0,0,0,0,1100,0,G5
1.009387,1.048006,0,0,0,1.80261,1.869305,0,0,0,1100,26.021835,G5
0.999947,1.049373,0,0,0,1.56352,1.607996,0,0,0,1100,24.800642,G5
1,0,0,0,0,1.032645,0,0,0,0,1100,0,G5
1.01385,1.04954,0,0,0,1.732994,1.798481,0,0,0,1100,26.962458,G5
1.009589,1.051943,0,0,0,1.668959,1.733206,0,0,0,1100,26.692886,G5
1.011955,1.050464,0,0,0,1.565563,1.642731,0,0,0,1100,26.765795,G5
1.069804,1.140533,1.024655,0,0,1.985085,2.201002,1.982784,0,0,1110,14.419652,G6
1.053844,1.111903,1.003724,0,0,2.432953,2.608777,2.453556,0,0,1110,13.980266,G6
1.064535,1.119339,0.97942,0,0,1.935969,2.11624,1.918045,0,0,1110,13.790158,G6
1.03142,1.130792,1.022162,0,0,2.313797,2.530725,2.330842,0,0,1110,12.807755,G6
1.022675,1.12598,1.018393,0,0,2.430544,2.629942,2.44507,0,0,1110,12.728557,G6
1.066796,1.089839,0.964394,0,0,2.335258,2.457115,2.297291,0,0,1110,11.69571,G6
1.064237,1.118599,1.029354,0,0,2.245775,2.403111,2.196668,0,0,1110,12.744465,G6
1.110478,1.149874,1.040127,0,0,2.050643,2.286544,2.063041,0,0,1110,17.39362,G6
1.086361,1.14238,1.031404,0,0,2.336784,2.531724,2.296187,0,0,1110,14.064658,G6
1.063443,1.134376,1.008966,0,0,1.969477,2.13933,1.900911,0,0,1110,13.747697,G6
1.287259,1.554977,0,0,0,2.457427,2.737714,0,0,0,10001,65.847382,G7
1,0,0,0,0,2.00795,0,0,0,0,10001,0,G7
1,0,0,0,0,1.861342,0,0,0,0,10001,0,G7
1.326047,1.579417,0,0,0,2.50839,2.5989,0,0,0,10001,68.86422,G7
1.356499,1.601111,0,0,0,2.437953,2.74876,0,0,0,10001,71.958382,G7
1.267818,1.653406,0,0,0,2.764261,3.073532,0,0,0,10001,67.966751,G7
1.283914,1.533426,0,0,0,2.644329,2.993518,0,0,0,10001,65.299904,G7
1.238983,1.478871,0,0,0,2.150742,2.465016,0,0,0,10001,65.007561,G7
1.278292,1.534695,0,0,0,2.337716,2.564542,0,0,0,10001,65.652946,G7
1.289286,1.552416,0,0,0,2.408868,2.686135,0,0,0,10001,65.71978,G7
1.178685,1.736464,0.867913,1.514023,0,2.364511,3.499493,2.401753,2.976589,0,11001,17.425009,G8
1.233029,1.643406,1.501618,0,0,2.257071,3.340404,2.497936,0,0,11001,35.822414,G8
1.124915,1.588093,1.423382,0,0,1.818459,2.820648,2.086836,0,0,11001,35.181747,G8
1.329662,1.81452,0.955745,1.67637,0,2.434068,3.620735,2.371606,2.890845,0,11001,19.668652,G8
1.221031,1.650868,1.479502,0,0,2.376041,3.513155,2.780068,0,0,11001,36.476154,G8
1.167592,1.61663,1.445312,0,0,2.091201,3.115993,2.311466,0,0,11001,35.942204,G8
1.202171,1.619523,1.449992,0,0,1.574285,2.535746,1.64341,0,0,11001,37.097717,G8
1.220996,1.654453,1.512545,0,0,1.472061,2.50407,1.585721,0,0,11001,37.527866,G8
1.316147,1.766455,0.894243,1.612303,0,1.593968,2.814799,1.813369,1.99695,0,11001,20.820482,G8
1.179919,1.608855,1.442893,0,0,2.084312,3.111614,2.325379,0,0,11001,34.15572,G8
1.063504,1.348026,1.453738,1.335127,1.218676,1.239722,2.295031,2.456929,2.271876,1.747492,11111,11.699731,G9
1.085752,1.351905,1.465071,1.35007,1.239825,1.47153,2.568736,2.714351,2.519471,2.006902,11111,12.628167,G9
1.0609,1.340022,1.454913,1.351078,1.234772,1.357605,2.435565,2.577415,2.393749,1.891648,11111,12.207233,G9
1.088508,1.3559,1.467662,1.346898,1.227258,1.137495,2.247694,2.411663,2.225646,1.710008,11111,12.43906,G9
1.028744,1.343699,1.451184,1.346149,1.224108,1.821177,2.900245,3.049588,2.873989,2.364183,11111,11.927761,G9
1.037378,1.340776,1.449324,1.364346,1.242072,1.841502,2.869842,2.977826,2.789334,2.22542,11111,11.963775,G9
0.881229,1.329795,1.382047,1.271315,1.145703,2.481262,3.435466,3.509477,3.323218,2.884544,11111,10.038693,G9
1.070384,1.343425,1.438621,1.339343,1.220518,1.339436,2.36952,2.5109,2.3356,1.822936,11111,12.074634,G9
1.034081,1.348917,1.455603,1.33343,1.225388,0.850618,1.909025,2.067713,1.870655,1.363011,11111,11.922388,G9
1.096098,1.359505,1.471299,1.360797,1.273128,0.542044,1.566091,1.692943,1.463166,0.870503,11111,11.819717,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1.30322,1.226669,0.942777,0,0,2.329199,2.46029,1.921464,0,0,1101,18.811268,G0
1.285269,1.220225,0.948581,0,0,2.161692,2.313767,1.812873,0,0,1101,18.494146,G0
1.30337,1.233413,0.964642,0,0,2.510314,2.666554,2.133013,0,0,1101,19.315109,G0
1.231205,0.910354,0,0,0,1.876821,1.576564,0,0,0,1101,36.385403,G0
1.32705,1.234093,0.958293,0,0,2.456724,2.585765,2.025676,0,0,1101,19.130991,G0
1.285272,1.221251,0.954205,0,0,2.170595,2.311467,1.794502,0,0,1101,18.309029,G0
1.353407,1.255783,1.010986,0,0,1.739213,1.871524,1.276168,0,0,1101,18.866501,G0
1.321472,1.255162,1.055643,0,0,1.930357,2.100502,1.545845,0,0,1101,19.557667,G0
1.309721,1.247798,0.995378,0,0,2.221273,2.41489,1.872662,0,0,1101,19.083689,G0
1.309384,1.236578,0.946311,0,0,2.354919,2.518441,1.986993,0,0,1101,18.804966,G0
1,0,0,0,0,1.350897,0,0,0,0,1000,0,G2
1,0,0,0,0,0.922587,0,0,0,0,1000,0,G2
1,0,0,0,0,0.833086,0,0,0,0,1000,0,G2
1,0,0,0,0,0.972287,0,0,0,0,1000,0,G2
1,0,0,0,0,1.338842,0,0,0,0,1000,0,G2
1,0,0,0,0,1.430212,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,0.893258,0,0,0,0,1000,0,G2
1,0,0,0,0,0.781765,0,0,0,0,1000,0,G2
1,0,0,0,0,1.009142,0,0,0,0,1,0,G3
1,0,0,0,0,1.82482,0,0,0,0,1,0,G3
1,0,0,0,0,1.858459,0,0,0,0,1,0,G3
1,0,0,0,0,1.956282,0,0,0,0,1,0,G3
1,0,0,0,0,1.826247,0,0,0,0,1,0,G3
1,0,0,0,0,1.3172,0,0,0,0,1,0,G3
1,0,0,0,0,0.694113,0,0,0,0,1,0,G3
1,0,0,0,0,1.303099,0,0,0,0,1,0,G3
1,0,0,0,0,1.860177,0,0,0,0,1,0,G3
1,0,0,0,0,1.907171,0,0,0,0,1,0,G3
1.40378,1.077856,0,0,0,2.71989,2.226848,0,0,0,11000,58.086987,G4
1.046383,1.425748,0,0,0,1.772093,2.091455,0,0,0,11000,57.091476,G4
1.010191,1.387629,0,0,0,1.95555,2.309088,0,0,0,11000,56.859406,G4
1.017091,1.426801,0,0,0,1.699678,2.10137,0,0,0,11000,57.191746,G4
1.010687,1.432183,0,0,0,1.184319,1.629287,0,0,0,11000,55.289829,G4
1.064427,1.413974,0,0,0,1.582806,1.988332,0,0,0,11000,57.419991,G4
0.965165,1.36917,0,0,0,1.702291,1.993403,0,0,0,11000,55.999855,G4
1.035373,1.389536,0,0,0,1.558091,1.887173,0,0,0,11000,57.919682,G4
0.99426,1.408787,0,0,0,1.504868,1.825598,0,0,0,11000,55.645729,G4
1.065702,1.385734,0,0,0,1.610083,2.089965,0,0,0,11000,58.284771,G4
1.057813,1.023969,0,0,0,1.691089,1.696082,0,0,0,1100,31.363859,G5
1.01319,1.055659,0,0,0,1.457577,1.612026,0,0,0,1100,31.544939,G5
1.028363,1.04387,0,0,0,1.881676,1.956828,0,0,0,1100,30.578329,G5
1,0,0,0,0,1.601533,0,0,0,0,1100,0,G5
1.021794,1.042626,0,0,0,1.421956,1.485219,0,0,0,1100,30.718582,G5
1.039432,1.040548,0,0,0,1.72959,1.79561,0,0,0,1100,31.152681,G5
1.0277,1.039032,0,0,0,1.424375,1.55432,0,0,0,1100,30.603867,G5
0,0,0,0,0,0,0,0,0,0,1100,0,G5
1,0,0,0,0,1.161865,0,0,0,0,1100,0,G5
1,0,0,0,0,1.310807,0,0,0,0,1100,0,G5
1.071071,1.157179,0.980474,0,0,1.786001,1.935494,1.740907,0,0,1110,15.984392,G6
1.06672,1.160047,0.992422,0,0,2.056832,2.233067,1.997889,0,0,1110,16.341978,G6
1.074106,1.138877,0.998005,0,0,2.030972,2.168793,1.965827,0,0,1110,15.018908,G6
1.071814,1.160301,1.012181,0,0,2.262521,2.436686,2.202429,0,0,1110,16.018679,G6
1.096328,1.184108,1.001412,0,0,1.807229,2.018919,1.673655,0,0,1110,16.434715,G6
1.088505,1.162348,0.971484,0,0,1.538464,1.681442,1.389185,0,0,1110,16.544458,G6
1.178062,1.035578,0,0,0,2.148839,2.028868,0,0,0,1110,46.536037,G6
1.08825,1.164751,1.02189,0,0,2.223527,2.391707,2.120616,0,0,1110,16.848862,G6
1.105765,1.19587,1.03722,0,0,1.824067,2.04029,1.663921,0,0,1110,17.554724,G6
1.109519,1.172954,0.981336,0,0,1.608488,1.785106,1.438898,0,0,1110,16.429516,G6
1.405631,1.586898,0,0,0,2.843188,3.133171,0,0,0,10001,72.915581,G7
1.343488,1.676108,0,0,0,2.092726,2.594362,0,0,0,10001,71.795464,G7
1,0,0,0,0,2.119057,0,0,0,0,10001,0,G7
1.375529,1.614822,0,0,0,2.339879,2.82082,0,0,0,10001,74.483971,G7
1.361855,1.652641,0,0,0,1.962626,2.46161,0,0,0,10001,72.88903,G7
1.358046,1.64415,0,0,0,2.434276,2.845204,0,0,0,10001,71.345612,G7
1.392349,1.654037,0,0,0,3.047875,3.41128,0,0,0,10001,72.90947,G7
1.365422,1.587281,0,0,0,3.07845,3.56129,0,0,0,10001,73.319832,G7
1.352639,1.577674,0,0,0,2.424756,2.794676,0,0,0,10001,71.310219,G7
1.39553,1.576569,0,0,0,2.37546,2.61602,0,0,0,10001,72.125488,G7
1.233089,1.517694,1.361914,0,0,1.657535,2.624343,2.042938,0,0,11001,34.427608,G8
1.168468,1.539802,1.426648,0,0,1.435573,2.447461,1.868098,0,0,11001,32.089016,G8
1.480938,1.823022,0.767173,1.727321,0,2.379813,3.949168,2.764974,3.501531,0,11001,25.26207,G8
1.301036,1.643118,1.528455,0,0,2.070174,3.400753,2.810094,0,0,11001,33.60833,G8
1.273307,1.716988,0.779928,1.564516,0,1.483056,2.7427,1.688276,2.20641,0,11001,23.090273,G8
1.194588,1.507234,1.377954,0,0,1.6683,2.628447,2.078841,0,0,11001,32.88961,G8
1.278329,1.462535,1.345176,0,0,2.363547,3.194303,2.670617,0,0,11001,34.41729,G8
1.385693,1.829915,0.77344,1.74912,0,2.493868,3.969992,2.720676,3.315387,0,11001,23.938074,G8
1.274838,1.635406,1.532697,0,0,1.336743,2.487278,1.777734,0,0,11001,32.895592,G8
1.256732,1.600505,1.488198,0,0,0.689022,1.884584,1.286888,0,0,11001,34.254963,G8
1.045219,1.413024,1.555254,1.417438,1.301485,2.249883,3.425827,3.667395,3.412279,2.819075,11111,13.020841,G9
1.1132,1.442185,1.553686,1.467106,1.385736,1.114731,2.381643,2.581324,2.343382,1.746534,11111,14.066669,G9
1.175201,1.475613,1.580914,1.524053,1.483669,2.092188,3.471379,3.682538,3.447838,2.80983,11111,14.519238,G9
1.216928,1.526023,1.46972,1.446922,1.51804,3.504861,4.868867,4.908283,4.713198,4.195436,11111,15.189454,G9
1.065582,1.376362,1.395553,1.301326,1.251495,2.057277,3.081616,3.178167,3.01303,2.652378,11111,13.949447,G9
1.167191,1.429556,1.591374,1.515261,1.4342,2.26689,3.544664,3.804386,3.548612,2.892885,11111,14.054062,G9
1.194579,1.476704,1.589407,1.548747,1.504315,2.537408,3.872543,4.08072,3.81959,3.122391,11111,14.261609,G9
1.1252,1.416306,1.612281,1.455945,1.386306,2.746417,3.909482,4.140677,3.748071,3.066411,11111,13.942237,G9
1.202069,1.537741,1.620031,1.296047,1.479895,3.712925,5.148542,5.337552,4.876584,4.493115,11111,15.662137,G9
1.395627,1.546061,1.643773,1.500056,1.453377,3.086761,4.447258,4.685953,4.366793,3.618086,11111,16.114531,G9
1,0,0,0,0,4.376208,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,3.518465,0,0,0,0,0,0,G1
1.190843,1.221109,0.999099,0,0,2.766185,2.926789,2.474452,0,0,1101,20.222763,G0
1.197049,1.215432,1.011724,0,0,3.201227,3.350957,2.904597,0,0,1101,20.441021,G0
1.2099,1.239595,1.015407,0,0,3.183687,3.373737,2.910336,0,0,1101,20.348843,G0
1.207395,1.238186,1.021109,0,0,3.29799,3.485087,3.020705,0,0,1101,20.45669,G0
1.196596,1.216492,0.996669,0,0,3.020676,3.161777,2.695114,0,0,1101,20.165571,G0
1.198099,1.215106,0.989867,0,0,2.885796,3.012733,2.538603,0,0,1101,20.57765,G0
1.190692,1.217409,0.998183,0,0,2.217869,2.381183,1.93698,0,0,1101,20.532778,G0
1.215418,1.239139,1.037848,0,0,1.97218,2.157017,1.677868,0,0,1101,20.446411,G0
1.196243,1.244583,1.028065,0,0,2.237125,2.442111,1.956667,0,0,1101,20.291227,G0
1.214801,1.238469,1.011253,0,0,3.370299,3.549635,3.075332,0,0,1101,20.502003,G0
1,0,0,0,0,1.567418,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,2.192798,0,0,0,0,1000,0,G2
1,0,0,0,0,1.708891,0,0,0,0,1000,0,G2
1,0,0,0,0,1.636446,0,0,0,0,1000,0,G2
1,0,0,0,0,1.47822,0,0,0,0,1000,0,G2
1,0,0,0,0,1.392671,0,0,0,0,1000,0,G2
1,0,0,0,0,1.635734,0,0,0,0,1000,0,G2
1,0,0,0,0,2.19797,0,0,0,0,1000,0,G2
0.677428,1.335364,0,0,0,1.131812,1.792009,0,0,0,1,8.506701,G3
0.675997,1.334337,0,0,0,3.205836,3.862826,0,0,0,1,7.927714,G3
0.638829,1.379088,0,0,0,3.501036,4.240448,0,0,0,1,10.126935,G3
1,0,0,0,0,2.776576,0,0,0,0,1,0,G3
1,0,0,0,0,2.932739,0,0,0,0,1,0,G3
1,0,0,0,0,3.021891,0,0,0,0,1,0,G3
1,0,0,0,0,1.641522,0,0,0,0,1,0,G3
1,0,0,0,0,1.123594,0,0,0,0,1,0,G3
1.873148,0.418225,3.175787,0,0,4.92411,5.172917,3.12756,0,0,1,4.00193,G3
0.513294,1.499161,0,0,0,0.342219,1.351454,0,0,0,1,5.273829,G3
1.102455,1.3214,0,0,0,1.419267,1.825454,0,0,0,11000,59.469852,G4
1.111166,1.42766,0,0,0,3.048718,3.530479,0,0,0,11000,61.977364,G4
1.353227,1.734773,0.805757,0,0,1.87831,2.823166,1.789742,0,0,11000,37.023201,G4
1.332773,1.728878,0.775297,0,0,2.023882,2.985475,1.92139,0,0,11000,36.108124,G4
1.10932,1.380275,0,0,0,2.271867,2.781123,0,0,0,11000,59.102325,G4
1.106921,1.337161,0,0,0,2.047539,2.479631,0,0,0,11000,58.927902,G4
1.206626,1.483575,0,0,0,0.73462,0.202044,0,0,0,11000,55.643902,G4
1.319394,1.72201,0.764685,0,0,0.577558,1.493393,0.439401,0,0,11000,35.484982,G4
1.358611,1.761272,0.753818,0,0,1.175649,2.211322,1.09341,0,0,11000,36.417511,G4
1.090416,1.34718,0,0,0,1.291662,1.693353,0,0,0,11000,58.243668,G4
1.399002,1.428222,0.46639,0,0,2.710305,2.849931,1.6898,0,0,1100,15.204402,G5
1.368973,1.440705,0.49025,0,0,3.982131,4.204533,3.058822,0,0,1100,15.611122,G5
0.985748,1.052266,0,0,0,2.098123,2.173409,0,0,0,1100,20.38121,G5
1.38144,1.42051,0.525827,0,0,2.938351,3.050927,1.876142,0,0,1100,13.163218,G5
0.993195,1.039769,0,0,0,1.869534,1.915887,0,0,0,1100,18.398626,G5
1.011554,1.023964,0,0,0,1.736958,1.753098,0,0,0,1100,20.161581,G5
0.995072,1.042737,0,0,0,1.816385,1.87132,0,0,0,1100,20.579874,G5
1.011498,1.032754,0,0,0,1.331739,1.346594,0,0,0,1100,21.918484,G5
1.013106,1.030207,0,0,0,1.654389,1.665338,0,0,0,1100,21.838837,G5
1.01415,1.03129,0,0,0,1.82399,1.840373,0,0,0,1100,22.028656,G5
1.073625,1.11684,0.989379,0,0,1.062592,1.204062,0.983169,0,0,1110,11.002748,G6
1.046025,1.119523,0.977644,0,0,2.772579,2.913443,2.706537,0,0,1110,11.471162,G6
1.046194,1.107848,1.016334,0,0,1.956763,2.088527,1.920591,0,0,1110,12.025717,G6
1.095206,1.144734,1.005341,0,0,1.737123,1.895619,1.628823,0,0,1110,11.960608,G6
1.042041,1.117517,0.997262,0,0,2.182989,2.328691,2.138463,0,0,1110,11.679926,G6
1.052887,1.095861,0.996863,0,0,2.435153,2.542425,2.384473,0,0,1110,11.151379,G6
1.053469,1.107616,0.987634,0,0,2.553732,2.682917,2.478087,0,0,1110,11.175306,G6
1.060609,1.130921,0.977476,0,0,1.938642,2.105669,1.864582,0,0,1110,11.454941,G6
1.111573,1.153285,1.017256,0,0,0.843195,1.014004,0.760149,0,0,1110,11.354268,G6
1.098913,1.126587,1.000799,0,0,1.136007,1.259691,1.014012,0,0,1110,10.899066,G6
1.336333,1.517225,0,0,0,2.441465,2.658337,0,0,0,10001,70.715561,G7
1.480997,1.577943,0,0,0,2.898259,2.951926,0,0,0,10001,75.25396,G7
1.48525,1.562569,0,0,0,3.48885,3.571117,0,0,0,10001,74.476662,G7
1.443485,1.540929,0,0,0,2.14554,2.269332,0,0,0,10001,74.238731,G7
1.520011,0.951242,1.676521,0,0,1.310523,1.167826,1.343747,0,0,10001,20.394182,G7
1.660858,0.971596,1.853093,0,0,1.142563,0.945183,1.073059,0,0,10001,20.787096,G7
1.573266,0.966583,1.746188,0,0,1.32374,1.138531,1.276008,0,0,10001,20.740063,G7
1.441294,1.576438,0,0,0,1.756464,1.81084,0,0,0,10001,74.622139,G7
1.374606,1.533896,0,0,0,2.118911,2.239412,0,0,0,10001,73.155258,G7
1.346357,1.537195,0,0,0,2.517555,2.751246,0,0,0,10001,71.551888,G7
1.119406,1.506337,1.33378,0,0,2.95488,3.795186,3.131284,0,0,11001,30.159611,G8
1.272458,1.511531,1.306445,0,0,2.537693,3.399163,2.724773,0,0,11001,30.68437,G8
1.330735,1.525209,1.324135,0,0,1.916413,2.762507,2.035221,0,0,11001,30.711941,G8
1.238375,1.54091,1.320122,0,0,2.369776,3.266407,2.555871,0,0,11001,29.33654,G8
1.252035,1.536808,1.35982,0,0,3.012095,3.893752,3.172973,0,0,11001,30.096943,G8
1.253101,1.530524,1.352227,0,0,3.005118,3.858532,3.128433,0,0,11001,29.834091,G8
1.271467,1.551592,1.356555,0,0,1.841751,2.72152,1.954157,0,0,11001,29.859224,G8
1.297891,1.537164,1.349269,0,0,1.294873,2.146554,1.408614,0,0,11001,30.1476,G8
1.369602,1.661863,0.829096,1.4527,0,2.413974,3.437217,2.458184,2.916452,0,11001,20.559805,G8
1.326226,1.798753,0.840919,1.557484,0,0.771953,2.067289,0.945105,1.502088,0,11001,19.986025,G8
1.141029,1.426811,1.464753,1.401559,1.285646,0.174774,1.3535,1.42634,1.264298,0.716703,11111,11.842862,G9
1.121217,1.335737,1.411441,1.359955,1.18072,2.643448,3.620363,3.733576,3.596873,3.082603,11111,12.286974,G9
1.152194,1.352647,1.3986,1.336027,1.189413,1.201961,2.173338,2.24887,2.102067,1.629633,11111,12.514143,G9
1.140257,1.334395,1.398399,1.359053,1.214762,2.046345,3.02333,3.11719,2.989051,2.509864,11111,12.39028,G9
1.181394,1.3664,1.41132,1.3562,1.221082,0.94206,1.976813,2.054365,1.908625,1.422884,11111,12.920377,G9
1.186563,1.388526,1.422047,1.354663,1.225716,0.804654,1.861524,1.935582,1.788355,1.304214,11111,12.921152,G9
1.140781,1.349765,1.388206,1.341967,1.203912,1.646035,2.616194,2.687683,2.565133,2.094741,11111,12.44127,G9
1.124799,1.341843,1.387022,1.34008,1.208223,2.231783,3.205586,3.278655,3.15305,2.690497,11111,12.405012,G9
1.134768,1.372697,1.403023,1.359748,1.193806,2.234489,3.250804,3.323889,3.207144,2.70403,11111,12.407364,G9
1.056553,1.403307,1.435423,1.369715,1.223765,0.93039,2.063525,2.129523,1.984011,1.484605,11111,11.703811,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1.263172,0.90544,0,0,0,2.349562,1.908255,0,0,0,1101,38.291283,G0
1.17481,1.154563,0.851195,0,0,2.240088,2.364843,2.016806,0,0,1101,12.934437,G0
1.235253,1.207742,0.855268,0,0,2.657343,2.737217,2.284793,0,0,1101,14.054604,G0
1.203605,1.147932,0.873541,0,0,2.406829,2.494489,2.130704,0,0,1101,14.077072,G0
1.191402,1.172426,0.805137,0,0,2.285837,2.415777,2.001437,0,0,1101,14.365895,G0
1.229782,1.208259,0.789637,0,0,2.730561,2.78545,2.22594,0,0,1101,12.984159,G0
1.240688,1.205645,0.776973,0,0,2.572453,2.604391,2.034541,0,0,1101,12.616647,G0
1.248706,1.221396,0.980482,0,0,2.203571,2.306246,1.868377,0,0,1101,18.986254,G0
1.231141,1.206662,0.959569,0,0,2.843352,2.94442,2.477288,0,0,1101,19.189852,G0
1.282824,1.216558,0.908363,0,0,3.064668,3.083386,2.527724,0,0,1101,17.983747,G0
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,3.54445,0,0,0,0,1000,0,G2
1.124409,1.593306,1.565602,1.38896,0,4.154349,5.532096,5.382208,4.748091,0,1000,19.962561,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
0.986966,1.235027,0,0,0,4.468385,4.714875,0,0,0,1000,31.299549,G2
0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,3.363097,0,0,0,0,1000,0,G2
1,0,0,0,0,3.076559,0,0,0,0,1000,0,G2
1,0,0,0,0,3.986492,0,0,0,0,1000,0,G2
1,0,0,0,0,3.011063,0,0,0,0,1,0,G3
1,0,0,0,0,2.523862,0,0,0,0,1,0,G3
1,0,0,0,0,2.215978,0,0,0,0,1,0,G3
1,0,0,0,0,2.314746,0,0,0,0,1,0,G3
1,0,0,0,0,2.107048,0,0,0,0,1,0,G3
1,0,0,0,0,2.113102,0,0,0,0,1,0,G3
1,0,0,0,0,2.365075,0,0,0,0,1,0,G3
1,0,0,0,0,2.237571,0,0,0,0,1,0,G3
1,0,0,0,0,2.388552,0,0,0,0,1,0,G3
1,0,0,0,0,2.27134,0,0,0,0,1,0,G3
1.127725,1.438702,0,0,0,1.017553,1.572294,0,0,0,11000,65.318405,G4
1.202652,1.413028,0,0,0,2.798666,3.001924,0,0,0,11000,65.491806,G4
1.176158,1.411379,0,0,0,1.939546,2.33671,0,0,0,11000,65.689003,G4
1.131921,1.428597,0,0,0,1.390816,1.816872,0,0,0,11000,65.159004,G4
1.152085,1.411473,0,0,0,1.934932,2.32773,0,0,0,11000,65.979103,G4
1.137274,1.432001,0,0,0,1.840978,2.299439,0,0,0,11000,66.501663,G4
1.12727,1.418409,0,0,0,1.265163,1.830652,0,0,0,11000,64.783302,G4
1.135167,1.421816,0,0,0,1.290655,1.767246,0,0,0,11000,64.950844,G4
1.402959,1.786022,0.735674,0,0,1.890787,2.878506,1.778897,0,0,11000,40.072521,G4
1.367276,1.779266,0.79386,0,0,0.902407,1.952695,0.867215,0,0,11000,40.057564,G4
1.037008,1.052155,0,0,0,1.722713,1.743388,0,0,0,1100,31.326227,G5
1.048924,1.039451,0,0,0,2.581657,2.568621,0,0,0,1100,31.055428,G5
1.046127,1.034095,0,0,0,2.401241,2.390135,0,0,0,1100,30.137165,G5
1.467106,1.407766,0.487314,0,0,2.666439,2.873758,1.788195,0,0,1100,21.077435,G5
1.048819,1.042578,0,0,0,2.087623,2.074523,0,0,0,1100,31.824545,G5
1.044517,1.046128,0,0,0,1.664791,1.694406,0,0,0,1100,31.048302,G5
1.041602,1.051406,0,0,0,1.163773,1.240452,0,0,0,1100,31.270361,G5
1.010855,1.059042,0,0,0,2.72335,2.793973,0,0,0,1100,28.455935,G5
1.015755,1.053764,0,0,0,2.107367,2.17444,0,0,0,1100,29.550285,G5
1.02888,1.054142,0,0,0,2.062761,2.096606,0,0,0,1100,30.557974,G5
1.078598,1.087118,0.970917,0,0,1.42763,1.500206,1.310854,0,0,1110,10.962829,G6
1.053095,1.130722,1.001229,0,0,1.789716,1.981838,1.819964,0,0,1110,15.889691,G6
1.053496,1.088467,1.009867,0,0,2.521985,2.642686,2.498379,0,0,1110,12.325838,G6
1.081529,1.074069,1.015261,0,0,2.382643,2.455272,2.334549,0,0,1110,12.433205,G6
