@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2-6,19'

@attribute numFingers numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,1.169937,1.405525,1.459619,1.362122,1.192858,G9
5,1.098781,1.4776,1.483328,1.336975,1.131534,G9
5,1.154606,1.540152,1.579092,1.398403,1.241941,G9
5,1.157658,1.487167,1.537307,1.360326,1.204434,G9
2,1.194,1.364476,0,0,0,G1
0,0,0,0,0,0,G1
1,1,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,1.247952,1.215231,0.937096,0,0,G0
3,1.250914,1.268692,0.958398,0,0,G0
3,1.232067,1.254472,0.953349,0,0,G0
2,1.160458,0.958811,0,0,0,G0
3,1.214882,1.204041,0.933281,0,0,G0
3,1.214868,1.244834,1.020531,0,0,G0
3,1.2214,1.241759,0.989783,0,0,G0
2,1.210514,0.9568,0,0,0,G0
2,1.194527,0.941675,0,0,0,G0
3,1.239996,1.224973,0.963494,0,0,G0
2,6.598804,4.97159,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G2
1,1,0,0,0,0,G3
2,0.869007,1.346183,0,0,0,G3
0,0,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
1,1,0,0,0,0,G3
3,1.19115,1.801466,0.632403,0,0,G4
2,1.01492,1.518769,0,0,0,G4
3,1.292573,1.843632,0.656618,0,0,G4
2,1.032243,1.472569,0,0,0,G4
2,1.076455,1.406071,0,0,0,G4
2,0.968821,1.333696,0,0,0,G4
2,0.995284,1.397436,0,0,0,G4
3,2.361448,3.427052,3.43581,0,0,G4
2,0.983623,1.446811,0,0,0,G4
3,2.379194,3.822533,3.822736,0,0,G4
2,1.005725,1.071198,0,0,0,G5
2,0.992327,1.071607,0,0,0,G5
2,1.008653,1.051207,0,0,0,G5
2,0.998374,1.069914,0,0,0,G5
2,1.006802,1.066435,0,0,0,G5
2,1.011388,1.047727,0,0,0,G5
2,1.024735,1.039496,0,0,0,G5
3,2.833011,2.923399,3.505751,0,0,G5
2,1.035884,1.050099,0,0,0,G5
2,1.036903,1.084454,0,0,0,G5
4,2.4181,2.459219,2.933665,2.216439,0,G6
3,1.076617,1.089076,0.973556,0,0,G6
3,1.077235,1.080205,0.964472,0,0,G6
3,1.077524,1.078528,0.954087,0,0,G6
4,2.533873,2.546762,3.536907,2.287738,0,G6
3,1.09476,1.076093,0.965974,0,0,G6
3,1.142735,1.119586,0.955702,0,0,G6
3,1.098,1.070514,0.963577,0,0,G6
2,1.075703,0.951493,0,0,0,G6
3,1.114637,1.164376,1.025865,0,0,G6
3,1.271609,0.862288,1.502281,0,0,G7
2,1.235738,1.390942,0,0,0,G7
3,1.284932,0.91687,1.427207,0,0,G7
2,1.200097,1.356035,0,0,0,G7
2,1.222002,1.396868,0,0,0,G7
3,1.307668,0.935161,1.458455,0,0,G7
2,1.169795,1.388052,0,0,0,G7
2,1.17539,1.354609,0,0,0,G7
3,4.592916,5.888802,5.544681,0,0,G7
3,4.25356,5.513535,5.256108,0,0,G7
3,0.977124,1.41406,1.250177,0,0,G8
3,0.971276,1.424819,1.206137,0,0,G8
3,0.966176,1.423444,1.168825,0,0,G8
3,0.938494,1.42828,1.246441,0,0,G8
3,0.958414,1.432832,1.262055,0,0,G8
3,0.907531,1.413909,1.199219,0,0,G8
3,0.902475,1.391215,1.1587,0,0,G8
3,0.903419,1.379574,1.18061,0,0,G8
3,0.904117,1.412389,1.207862,0,0,G8
3,0.975834,1.425206,1.263095,0,0,G8
5,1.084768,1.453225,1.500753,1.392008,1.274498,G9
5,1.052172,1.420334,1.499293,1.387914,1.234923,G9
5,1.032366,1.423307,1.506567,1.384919,1.23929,G9
5,1.092047,1.470083,1.511764,1.394812,1.269275,G9
5,1.093663,1.488361,1.509315,1.40032,1.29247,G9
5,1.047314,1.403468,1.495555,1.361328,1.222238,G9
5,1.035976,1.445688,1.480532,1.341964,1.201932,G9
5,0.966635,1.415422,1.469012,1.330966,1.197117,G9
5,1.006706,1.408402,1.48661,1.386581,1.251207,G9
5,1.083319,1.455955,1.508981,1.41311,1.291294,G9
