@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2-11,18-19'

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.063504,1.348026,1.453738,1.335127,1.218676,0.988873,2.448186,2.895463,2.398265,1.454843,11.699731,G9
1.085752,1.351905,1.465071,1.35007,1.239825,1.064537,2.619895,2.869426,2.401314,1.550569,12.628167,G9
1.0609,1.340022,1.454913,1.351078,1.234772,1.04064,2.610525,2.824557,2.355214,1.518534,12.207233,G9
1.088508,1.3559,1.467662,1.346898,1.227258,0.897575,2.449423,2.891973,2.382731,1.445048,12.43906,G9
1.028744,1.343699,1.451184,1.346149,1.224108,1.223774,2.659293,2.978967,2.533289,1.70209,11.927761,G9
1.037378,1.340776,1.449324,1.364346,1.242072,1.282706,2.796125,2.792918,2.351029,1.551491,11.963775,G9
0.881229,1.329795,1.382047,1.271315,1.145703,1.615519,2.818902,3.006445,2.579083,1.902324,10.038693,G9
1.070384,1.343425,1.438621,1.339343,1.220518,1.046864,2.497668,2.837195,2.360358,1.489694,12.074634,G9
1.034081,1.348917,1.455603,1.33343,1.225388,0.778079,2.299036,2.919976,2.166671,1.221185,11.922388,G9
1.096098,1.359505,1.471299,1.360797,1.273128,0.503055,2.018011,2.204537,1.498751,0.731682,11.819717,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1.30322,1.226669,0.942777,0,0,2.035621,2.928758,1.893662,0,0,18.811268,G0
1.285269,1.220225,0.948581,0,0,1.963945,2.957717,1.907527,0,0,18.494146,G0
1.30337,1.233413,0.964642,0,0,2.058642,2.954883,1.937349,0,0,19.315109,G0
1.231205,0.910354,0,0,0,2.214044,2.328943,0,0,0,36.385403,G0
1.32705,1.234093,0.958293,0,0,2.040878,2.918404,1.869321,0,0,19.130991,G0
1.285272,1.221251,0.954205,0,0,1.992828,2.971153,1.860108,0,0,18.309029,G0
1.353407,1.255783,1.010986,0,0,1.615006,2.482322,1.353642,0,0,18.866501,G0
1.321472,1.255162,1.055643,0,0,1.72778,2.483464,1.486039,0,0,19.557667,G0
1.309721,1.247798,0.995378,0,0,1.893421,2.8215,1.791885,0,0,19.083689,G0
1.309384,1.236578,0.946311,0,0,1.976642,2.847815,1.926737,0,0,18.804966,G0
1,0,0,0,0,2.232815,0,0,0,0,0,G2
1,0,0,0,0,1.138382,0,0,0,0,0,G2
1,0,0,0,0,0.978259,0,0,0,0,0,G2
1,0,0,0,0,1.217097,0,0,0,0,0,G2
1,0,0,0,0,2.27432,0,0,0,0,0,G2
1,0,0,0,0,1.756892,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,1.097077,0,0,0,0,0,G2
1,0,0,0,0,0.89404,0,0,0,0,0,G2
1,0,0,0,0,1.512417,0,0,0,0,0,G3
1,0,0,0,0,2.876359,0,0,0,0,0,G3
1,0,0,0,0,2.813439,0,0,0,0,0,G3
1,0,0,0,0,2.920051,0,0,0,0,0,G3
1,0,0,0,0,2.671132,0,0,0,0,0,G3
1,0,0,0,0,2.444649,0,0,0,0,0,G3
1,0,0,0,0,0.418283,0,0,0,0,0,G3
1,0,0,0,0,2.930528,0,0,0,0,0,G3
1,0,0,0,0,2.763782,0,0,0,0,0,G3
1,0,0,0,0,2.701839,0,0,0,0,0,G3
1.40378,1.077856,0,0,0,2.242813,1.857791,0,0,0,58.086987,G4
1.046383,1.425748,0,0,0,1.877654,1.7676,0,0,0,57.091476,G4
1.010191,1.387629,0,0,0,1.992562,1.962123,0,0,0,56.859406,G4
1.017091,1.426801,0,0,0,1.849342,1.849895,0,0,0,57.191746,G4
1.010687,1.432183,0,0,0,1.43632,1.518541,0,0,0,55.289829,G4
1.064427,1.413974,0,0,0,1.674685,1.817639,0,0,0,57.419991,G4
0.965165,1.36917,0,0,0,2.00385,1.748318,0,0,0,55.999855,G4
1.035373,1.389536,0,0,0,1.778758,1.732349,0,0,0,57.919682,G4
0.99426,1.408787,0,0,0,1.836578,1.626183,0,0,0,55.645729,G4
1.065702,1.385734,0,0,0,1.636714,2.036689,0,0,0,58.284771,G4
1.057813,1.023969,0,0,0,2.318979,2.618257,0,0,0,31.363859,G5
1.01319,1.055659,0,0,0,1.769592,2.194426,0,0,0,31.544939,G5
1.028363,1.04387,0,0,0,2.315833,2.671489,0,0,0,30.578329,G5
1,0,0,0,0,2.134328,0,0,0,0,0,G5
1.021794,1.042626,0,0,0,1.797759,1.950842,0,0,0,30.718582,G5
1.039432,1.040548,0,0,0,2.245052,2.685212,0,0,0,31.152681,G5
1.0277,1.039032,0,0,0,1.793276,2.36871,0,0,0,30.603867,G5
0,0,0,0,0,0,0,0,0,0,0,G5
1,0,0,0,0,1.605513,0,0,0,0,0,G5
1,0,0,0,0,2.122475,0,0,0,0,0,G5
1.071071,1.157179,0.980474,0,0,2.147046,2.451188,2.350957,0,0,15.984392,G6
1.06672,1.160047,0.992422,0,0,2.288392,2.726061,2.34552,0,0,16.341978,G6
1.074106,1.138877,0.998005,0,0,2.300488,2.691201,2.342467,0,0,15.018908,G6
1.071814,1.160301,1.012181,0,0,2.333734,2.751867,2.328174,0,0,16.018679,G6
1.096328,1.184108,1.001412,0,0,2.10274,2.933817,1.97254,0,0,16.434715,G6
1.088505,1.162348,0.971484,0,0,2.069809,2.610847,1.927189,0,0,16.544458,G6
1.178062,1.035578,0,0,0,2.241622,2.320307,0,0,0,46.536037,G6
1.08825,1.164751,1.02189,0,0,2.321821,2.798502,2.198347,0,0,16.848862,G6
1.105765,1.19587,1.03722,0,0,2.093762,2.890948,1.823568,0,0,17.554724,G6
1.109519,1.172954,0.981336,0,0,1.997676,2.884572,1.848558,0,0,16.429516,G6
1.405631,1.586898,0,0,0,1.706198,1.863931,0,0,0,72.915581,G7
1.343488,1.676108,0,0,0,1.469033,1.719585,0,0,0,71.795464,G7
1,0,0,0,0,2.420707,0,0,0,0,0,G7
1.375529,1.614822,0,0,0,1.525453,1.863807,0,0,0,74.483971,G7
1.361855,1.652641,0,0,0,1.400926,1.698957,0,0,0,72.88903,G7
1.358046,1.64415,0,0,0,1.598619,1.788882,0,0,0,71.345612,G7
1.392349,1.654037,0,0,0,1.720042,1.875844,0,0,0,72.90947,G7
1.365422,1.587281,0,0,0,1.698263,2.056846,0,0,0,73.319832,G7
1.352639,1.577674,0,0,0,1.621807,1.840146,0,0,0,71.310219,G7
1.39553,1.576569,0,0,0,1.621765,1.718504,0,0,0,72.125488,G7
1.233089,1.517694,1.361914,0,0,1.245176,2.911624,1.59201,0,0,34.427608,G8
1.168468,1.539802,1.426648,0,0,1.171804,2.713315,1.432205,0,0,32.089016,G8
1.480938,1.823022,0.767173,1.727321,0,1.105793,2.642013,2.177443,1.952711,0,25.26207,G8
1.301036,1.643118,1.528455,0,0,1.172404,2.780945,1.738083,0,0,33.60833,G8
1.273307,1.716988,0.779928,1.564516,0,1.060972,2.618589,2.091512,1.60397,0,23.090273,G8
1.194588,1.507234,1.377954,0,0,1.280149,2.861201,1.603968,0,0,32.88961,G8
1.278329,1.462535,1.345176,0,0,1.503113,2.867877,1.81596,0,0,34.41729,G8
1.385693,1.829915,0.77344,1.74912,0,1.249692,2.797877,2.113029,1.735733,0,23.938074,G8
1.274838,1.635406,1.532697,0,0,0.998879,2.554122,1.23705,0,0,32.895592,G8
1.256732,1.600505,1.488198,0,0,0.559543,2.21584,0.985505,0,0,34.254963,G8
1.045219,1.413024,1.555254,1.417438,1.301485,1.243653,2.511376,3.018306,2.460305,1.663786,13.020841,G9
1.1132,1.442185,1.553686,1.467106,1.385736,0.821773,2.311287,2.891985,2.100799,1.255162,14.066669,G9
1.175201,1.475613,1.580914,1.524053,1.483669,1.05221,2.502014,3.076648,2.323749,1.512365,14.519238,G9
1.216928,1.526023,1.46972,1.446922,1.51804,1.284584,2.628448,3.079562,2.449382,1.726145,15.189454,G9
1.065582,1.376362,1.395553,1.301326,1.251495,1.29297,2.495585,2.859914,2.514127,1.848791,13.949447,G9
1.167191,1.429556,1.591374,1.515261,1.4342,1.131912,2.537922,3.11246,2.336441,1.545949,14.054062,G9
1.194579,1.476704,1.589407,1.548747,1.504315,1.162467,2.572932,3.119176,2.291796,1.502199,14.261609,G9
1.1252,1.416306,1.612281,1.455945,1.386306,1.346931,2.754618,2.97136,2.244543,1.494869,13.942237,G9
1.202069,1.537741,1.620031,1.296047,1.479895,1.253416,2.613966,3.08896,2.520525,1.79463,15.662137,G9
1.395627,1.546061,1.643773,1.500056,1.453377,1.172363,2.500622,3.094477,2.424214,1.564292,16.114531,G9
1,0,0,0,0,2.816912,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,2.758319,0,0,0,0,0,G1
1.190843,1.221109,0.999099,0,0,2.303774,2.815436,2.047362,0,0,20.222763,G0
1.197049,1.215432,1.011724,0,0,2.362029,2.837633,2.09331,0,0,20.441021,G0
1.2099,1.239595,1.015407,0,0,2.263858,2.75302,2.07378,0,0,20.348843,G0
1.207395,1.238186,1.021109,0,0,2.290216,2.770019,2.078144,0,0,20.45669,G0
1.196596,1.216492,0.996669,0,0,2.382727,2.882858,2.06795,0,0,20.165571,G0
1.198099,1.215106,0.989867,0,0,2.394145,2.876907,2.038068,0,0,20.57765,G0
1.190692,1.217409,0.998183,0,0,2.166928,2.799998,1.92532,0,0,20.532778,G0
1.215418,1.239139,1.037848,0,0,1.950108,2.578486,1.676324,0,0,20.446411,G0
1.196243,1.244583,1.028065,0,0,2.084295,2.674973,1.818897,0,0,20.291227,G0
1.214801,1.238469,1.011253,0,0,2.276475,2.719343,2.064179,0,0,20.502003,G0
1,0,0,0,0,2.491857,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,2.431572,0,0,0,0,0,G2
1,0,0,0,0,2.578498,0,0,0,0,0,G2
1,0,0,0,0,2.226262,0,0,0,0,0,G2
1,0,0,0,0,1.908887,0,0,0,0,0,G2
1,0,0,0,0,1.815068,0,0,0,0,0,G2
1,0,0,0,0,2.040144,0,0,0,0,0,G2
1,0,0,0,0,2.581897,0,0,0,0,0,G2
0.677428,1.335364,0,0,0,2.651927,2.646527,0,0,0,8.506701,G3
0.675997,1.334337,0,0,0,2.965805,2.976032,0,0,0,7.927714,G3
0.638829,1.379088,0,0,0,2.865927,2.908951,0,0,0,10.126935,G3
1,0,0,0,0,2.719038,0,0,0,0,0,G3
1,0,0,0,0,2.877584,0,0,0,0,0,G3
1,0,0,0,0,2.869142,0,0,0,0,0,G3
1,0,0,0,0,2.652448,0,0,0,0,0,G3
1,0,0,0,0,1.761928,0,0,0,0,0,G3
1.873148,0.418225,3.175787,0,0,0.998019,0.978051,0.38741,0,0,4.00193,G3
0.513294,1.499161,0,0,0,0.579486,0.855687,0,0,0,5.273829,G3
1.102455,1.3214,0,0,0,1.486138,1.977739,0,0,0,59.469852,G4
1.111166,1.42766,0,0,0,1.97997,2.322028,0,0,0,61.977364,G4
1.353227,1.734773,0.805757,0,0,1.341491,2.400224,2.026431,0,0,37.023201,G4
1.332773,1.728878,0.775297,0,0,1.41749,2.526742,2.100461,0,0,36.108124,G4
1.10932,1.380275,0,0,0,1.803603,2.331168,0,0,0,59.102325,G4
1.106921,1.337161,0,0,0,1.794208,2.279203,0,0,0,58.927902,G4
1.206626,1.483575,0,0,0,0.34228,0.064677,0,0,0,55.643902,G4
1.319394,1.72201,0.764685,0,0,0.448138,0.97117,0.577256,0,0,35.484982,G4
1.358611,1.761272,0.753818,0,0,0.920065,2.176503,1.714812,0,0,36.417511,G4
1.090416,1.34718,0,0,0,1.40636,1.774461,0,0,0,58.243668,G4
1.399002,1.428222,0.46639,0,0,2.298155,2.755366,1.843973,0,0,15.204402,G5
1.368973,1.440705,0.49025,0,0,2.395656,2.86604,2.01138,0,0,15.611122,G5
0.985748,1.052266,0,0,0,2.722661,2.803156,0,0,0,20.38121,G5
1.38144,1.42051,0.525827,0,0,2.47548,2.825711,1.732862,0,0,13.163218,G5
0.993195,1.039769,0,0,0,2.678613,2.676269,0,0,0,18.398626,G5
1.011554,1.023964,0,0,0,2.683118,2.727274,0,0,0,20.161581,G5
0.995072,1.042737,0,0,0,2.682477,2.760961,0,0,0,20.579874,G5
1.011498,1.032754,0,0,0,2.37337,2.286343,0,0,0,21.918484,G5
1.013106,1.030207,0,0,0,2.630724,2.565048,0,0,0,21.838837,G5
1.01415,1.03129,0,0,0,2.61142,2.604825,0,0,0,22.028656,G5
1.073625,1.11684,0.989379,0,0,1.331035,2.710905,1.336936,0,0,11.002748,G6
1.046025,1.119523,0.977644,0,0,2.561645,3.00334,2.565233,0,0,11.471162,G6
1.046194,1.107848,1.016334,0,0,2.371294,2.888113,2.34196,0,0,12.025717,G6
1.095206,1.144734,1.005341,0,0,2.11063,2.915572,2.040393,0,0,11.960608,G6
1.042041,1.117517,0.997262,0,0,2.44692,2.947876,2.445977,0,0,11.679926,G6
1.052887,1.095861,0.996863,0,0,2.512602,2.934913,2.532486,0,0,11.151379,G6
1.053469,1.107616,0.987634,0,0,2.517759,3.102456,2.474018,0,0,11.175306,G6
1.060609,1.130921,0.977476,0,0,2.284923,3.122678,2.321331,0,0,11.454941,G6
1.111573,1.153285,1.017256,0,0,0.83079,0.771809,0.809451,0,0,11.354268,G6
1.098913,1.126587,1.000799,0,0,1.430663,2.409409,1.344091,0,0,10.899066,G6
1.336333,1.517225,0,0,0,1.721632,1.791885,0,0,0,70.715561,G7
1.480997,1.577943,0,0,0,1.761404,1.721876,0,0,0,75.25396,G7
1.48525,1.562569,0,0,0,1.850669,1.867974,0,0,0,74.476662,G7
1.443485,1.540929,0,0,0,1.540363,1.584413,0,0,0,74.238731,G7
1.520011,0.951242,1.676521,0,0,0.990591,1.891436,0.9002,0,0,20.394182,G7
1.660858,0.971596,1.853093,0,0,0.75721,1.286125,0.616869,0,0,20.787096,G7
1.573266,0.966583,1.746188,0,0,0.962136,1.698524,0.80152,0,0,20.740063,G7
1.441294,1.576438,0,0,0,1.37422,1.288415,0,0,0,74.622139,G7
1.374606,1.533896,0,0,0,1.613418,1.574916,0,0,0,73.155258,G7
1.346357,1.537195,0,0,0,1.724095,1.804306,0,0,0,71.551888,G7
1.119406,1.506337,1.33378,0,0,1.823349,2.968715,1.821108,0,0,30.159611,G8
1.272458,1.511531,1.306445,0,0,1.581205,3.089551,1.777186,0,0,30.68437,G8
1.330735,1.525209,1.324135,0,0,1.356981,2.978813,1.507046,0,0,30.711941,G8
1.238375,1.54091,1.320122,0,0,1.559758,2.939288,1.705122,0,0,29.33654,G8
1.252035,1.536808,1.35982,0,0,1.686241,2.951108,1.771621,0,0,30.096943,G8
1.253101,1.530524,1.352227,0,0,1.709314,2.983769,1.759381,0,0,29.834091,G8
1.271467,1.551592,1.356555,0,0,1.374605,2.882613,1.421721,0,0,29.859224,G8
1.297891,1.537164,1.349269,0,0,1.056117,2.717389,1.138812,0,0,30.1476,G8
1.369602,1.661863,0.829096,1.4527,0,1.424052,2.705543,2.167949,1.944714,0,20.559805,G8
1.326226,1.798753,0.840919,1.557484,0,0.595923,1.86518,1.324547,1.157028,0,19.986025,G8
1.141029,1.426811,1.464753,1.401559,1.285646,0.153777,1.248844,1.341272,1.124531,0.59133,11.842862,G9
1.121217,1.335737,1.411441,1.359955,1.18072,1.409003,2.674894,2.858548,2.519464,1.871873,12.286974,G9
1.152194,1.352647,1.3986,1.336027,1.189413,0.955027,2.419919,2.617681,2.174338,1.442923,12.514143,G9
1.140257,1.334395,1.398399,1.359053,1.214762,1.275027,2.62978,2.787018,2.420103,1.754747,12.39028,G9
1.181394,1.3664,1.41132,1.3562,1.221082,0.759337,2.295716,2.535819,2.025764,1.271404,12.920377,G9
1.186563,1.388526,1.422047,1.354663,1.225716,0.658886,2.105103,2.369802,1.932978,1.178954,12.921152,G9
1.140781,1.349765,1.388206,1.341967,1.203912,1.157683,2.506222,2.674797,2.343111,1.641328,12.44127,G9
1.124799,1.341843,1.387022,1.34008,1.208223,1.331447,2.616336,2.743306,2.446098,1.799757,12.405012,G9
1.134768,1.372697,1.403023,1.359748,1.193806,1.304768,2.566924,2.748151,2.467413,1.801439,12.407364,G9
1.056553,1.403307,1.435423,1.369715,1.223765,0.802671,2.269938,2.480713,2.070748,1.31032,11.703811,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
1.263172,0.90544,0,0,0,2.578154,2.207478,0,0,0,38.291283,G0
1.17481,1.154563,0.851195,0,0,2.149652,2.777616,2.487749,0,0,12.934437,G0
1.235253,1.207742,0.855268,0,0,2.295323,2.698394,2.275721,0,0,14.054604,G0
1.203605,1.147932,0.873541,0,0,2.227103,2.921933,2.376631,0,0,14.077072,G0
1.191402,1.172426,0.805137,0,0,2.194845,3.009751,2.568159,0,0,14.365895,G0
1.229782,1.208259,0.789637,0,0,2.496807,2.950603,2.236625,0,0,12.984159,G0
1.240688,1.205645,0.776973,0,0,2.479415,2.869765,2.182691,0,0,12.616647,G0
1.248706,1.221396,0.980482,0,0,2.08703,2.573955,1.900841,0,0,18.986254,G0
1.231141,1.206662,0.959569,0,0,2.338001,2.856026,2.07722,0,0,19.189852,G0
1.282824,1.216558,0.908363,0,0,2.4177,2.729564,1.990829,0,0,17.983747,G0
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,2.477695,0,0,0,0,0,G2
1.124409,1.593306,1.565602,1.38896,0,1.457243,2.836605,2.51381,1.876987,0,19.962561,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0.986966,1.235027,0,0,0,2.395516,2.437996,0,0,0,31.299549,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,2.762598,0,0,0,0,0,G2
1,0,0,0,0,2.553366,0,0,0,0,0,G2
1,0,0,0,0,2.403109,0,0,0,0,0,G2
1,0,0,0,0,2.782663,0,0,0,0,0,G3
1,0,0,0,0,2.626009,0,0,0,0,0,G3
1,0,0,0,0,2.787769,0,0,0,0,0,G3
1,0,0,0,0,2.771122,0,0,0,0,0,G3
1,0,0,0,0,2.559387,0,0,0,0,0,G3
1,0,0,0,0,2.60081,0,0,0,0,0,G3
1,0,0,0,0,2.791059,0,0,0,0,0,G3
1,0,0,0,0,2.875968,0,0,0,0,0,G3
1,0,0,0,0,2.669118,0,0,0,0,0,G3
1,0,0,0,0,2.700718,0,0,0,0,0,G3
1.127725,1.438702,0,0,0,1.019973,1.499675,0,0,0,65.318405,G4
1.202652,1.413028,0,0,0,2.014585,2.027679,0,0,0,65.491806,G4
1.176158,1.411379,0,0,0,1.667915,1.998,0,0,0,65.689003,G4
1.131921,1.428597,0,0,0,1.405889,1.687024,0,0,0,65.159004,G4
1.152085,1.411473,0,0,0,1.709203,1.993114,0,0,0,65.979103,G4
1.137274,1.432001,0,0,0,1.646512,1.992608,0,0,0,66.501663,G4
1.12727,1.418409,0,0,0,1.244434,1.84164,0,0,0,64.783302,G4
1.135167,1.421816,0,0,0,1.292613,1.696593,0,0,0,64.950844,G4
1.402959,1.786022,0.735674,0,0,1.297392,2.352202,2.141844,0,0,40.072521,G4
1.367276,1.779266,0.79386,0,0,0.701187,1.698398,1.34017,0,0,40.057564,G4
1.037008,1.052155,0,0,0,2.425654,2.463823,0,0,0,31.326227,G5
1.048924,1.039451,0,0,0,2.651837,2.632999,0,0,0,31.055428,G5
1.046127,1.034095,0,0,0,2.658208,2.663206,0,0,0,30.137165,G5
1.467106,1.407766,0.487314,0,0,2.000108,2.988345,2.035305,0,0,21.077435,G5
1.048819,1.042578,0,0,0,2.579797,2.538909,0,0,0,31.824545,G5
1.044517,1.046128,0,0,0,2.306298,2.501416,0,0,0,31.048302,G5
1.041602,1.051406,0,0,0,1.625168,2.17537,0,0,0,31.270361,G5
1.010855,1.059042,0,0,0,2.658008,2.78929,0,0,0,28.455935,G5
1.015755,1.053764,0,0,0,2.527572,2.714114,0,0,0,29.550285,G5
1.02888,1.054142,0,0,0,2.565555,2.62062,0,0,0,30.557974,G5
1.078598,1.087118,0.970917,0,0,2.061463,2.944408,2.013193,0,0,10.962829,G6
1.053095,1.130722,1.001229,0,0,2.107248,2.752337,2.485715,0,0,15.889691,G6
1.053496,1.088467,1.009867,0,0,2.457042,2.984744,2.532867,0,0,12.325838,G6
1.081529,1.074069,1.015261,0,0,2.42768,2.894794,2.497508,0,0,12.433205,G6
1.075708,1.120037,0.999064,0,0,1.207691,1.514482,1.273307,0,0,14.303123,G6
1.089878,1.113777,1.0214,0,0,2.212711,2.889393,2.246284,0,0,13.794686,G6
1.091208,1.083942,1.026478,0,0,2.395804,2.938956,2.369005,0,0,13.182417,G6
1.103578,1.046818,1.026201,0,0,2.462379,2.955101,2.470396,0,0,11.863045,G6
1.408344,1.425009,1.268981,0.658762,0,1.40607,2.031362,2.505121,0.820321,0,9.361637,G6
1.084705,1.084585,0.997605,0,0,2.488369,2.973071,2.479725,0,0,12.254139,G6
1.58185,1.082555,1.30075,0,0,1.595143,2.867092,1.454449,0,0,22.817312,G7
1.400462,1.028768,1.462081,0,0,1.612981,2.924312,1.781708,0,0,20.961185,G7
1.474609,1.566145,0,0,0,1.745795,1.80101,0,0,0,75.422852,G7
1.476701,1.486523,0,0,0,1.781605,1.916258,0,0,0,74.180641,G7
1.485393,1.479544,0,0,0,1.555157,1.869017,0,0,0,74.219231,G7
1.466047,1.524136,0,0,0,1.801414,1.506282,0,0,0,74.716354,G7
1.43489,1.086611,1.472297,0,0,1.641551,2.905811,1.763249,0,0,23.031393,G7
1.715093,1.019177,1.479232,0,0,1.804503,2.857142,1.729554,0,0,21.26733,G7
1.489214,1.102795,1.415466,0,0,1.311888,3.050785,1.523029,0,0,23.569609,G7
1.532249,1.101622,1.392663,0,0,1.031175,2.988574,1.184688,0,0,23.718374,G7
1.268949,1.461208,1.205946,0,0,1.509904,2.512343,1.694282,0,0,30.310886,G8
1.190494,1.408001,1.241253,0,0,1.772128,2.572953,1.877066,0,0,28.906607,G8
1.285366,1.456348,1.284125,0,0,1.669266,2.54774,1.819091,0,0,30.201185,G8
1.155765,1.388174,1.214392,0,0,1.394748,2.413527,1.534862,0,0,28.250303,G8
1.268601,1.431429,1.281814,0,0,1.585354,2.446823,1.719233,0,0,29.197598,G8
1.186134,1.420741,1.211723,0,0,1.407887,2.485912,1.584846,0,0,28.757271,G8
1.294463,1.461868,1.214526,0,0,1.560982,2.426364,1.59797,0,0,30.158821,G8
1.247346,1.437795,1.184136,0,0,1.375651,2.264162,1.454028,0,0,29.526928,G8
1.223438,1.438787,1.172827,0,0,1.275969,2.119462,1.263877,0,0,28.716925,G8
1.313302,1.469524,1.196951,0,0,1.585806,2.487607,1.635013,0,0,30.587416,G8
1.35898,1.467999,1.510538,1.474162,1.317965,0.839847,2.532391,2.916749,2.252862,1.592463,17.582968,G9
1.258379,1.437711,1.439375,1.458284,1.222231,0.983189,2.668813,2.970005,2.39958,1.760635,16.574476,G9
1.384136,1.468369,1.484034,1.478216,1.284126,0.786812,2.587687,2.968968,2.35363,1.650346,17.814692,G9
1.274776,1.416993,1.474253,1.4734,1.261474,1.002272,2.671037,2.961078,2.416476,1.77415,16.344118,G9
1.278244,1.432222,1.470417,1.458403,1.258568,0.825349,2.547368,2.973052,2.368164,1.703339,16.783291,G9
1.277431,1.389253,1.452144,1.423282,1.234742,0.915763,2.600214,3.019403,2.40274,1.746539,16.749815,G9
1.292867,1.429034,1.472292,1.473097,1.292769,0.895747,2.730617,2.760848,2.109759,1.483085,16.752924,G9
1.299004,1.44555,1.451769,1.466053,1.29366,1.019514,2.630447,3.013324,2.46641,1.86309,17.123053,G9
1.270523,1.407151,1.472089,1.43907,1.280406,0.981463,2.629593,2.976594,2.363789,1.754941,16.685291,G9
1.318799,1.431286,1.494537,1.51393,1.33245,0.96738,2.625847,2.94266,2.36624,1.731887,16.747688,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.981178,1.071873,0,0,0,2.621259,2.955303,0,0,0,21.734158,G0
1.192112,1.22342,0.905173,0,0,2.341223,2.881025,2.256978,0,0,14.578268,G0
1.167827,1.225968,0.922286,0,0,2.258241,2.894336,2.222593,0,0,14.337141,G0
1.168781,1.238751,0.88857,0,0,2.355797,2.883055,2.321968,0,0,14.679775,G0
1.180261,1.218331,0.889219,0,0,2.389987,2.989787,2.322664,0,0,14.932344,G0
1.177013,1.218766,0.902209,0,0,2.202617,2.938659,2.128446,0,0,14.591198,G0
1.184657,1.211009,0.892208,0,0,2.206685,2.934202,2.067494,0,0,14.462708,G0
1.177793,1.239337,0.932094,0,0,1.604855,2.54515,1.422693,0,0,15.354807,G0
1.178412,1.256723,0.925306,0,0,2.140527,2.923278,2.124646,0,0,15.224584,G0
1.174432,1.236171,0.918348,0,0,2.358452,2.990287,2.221117,0,0,14.201804,G0
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,2.301679,0,0,0,0,0,G2
1,0,0,0,0,0.616628,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,G2
1,0,0,0,0,1.730603,0,0,0,0,0,G2
1.492906,0.68976,0,0,0,2.341315,2.080094,0,0,0,28.548655,G2
1,0,0,0,0,2.740903,0,0,0,0,0,G2
1,0,0,0,0,2.405105,0,0,0,0,0,G2
1,0,0,0,0,2.355041,0,0,0,0,0,G3
1,0,0,0,0,2.685331,0,0,0,0,0,G3
