@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,7-11,264-327,328'

@attribute numFingers numeric
@attribute ratio numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,0.014206,0,1.398993,1.428231,0,0,0,0,0,0,0,0,0,0,0.055,1.275556,0.000556,0,0,0,0,0,6.634167,15.769444,16.245556,12.588889,9.257778,10.504167,9.074722,0.581389,2.023056,4.538055,8.625,19.858889,20.930277,19.991667,20.648611,12.796667,7.715,10.981944,10.508056,11.798333,19.952499,20,20.365278,14.658334,0,0,0,0.005556,12.744166,14.931945,17.047777,5.0125,0,0,0,0,0.965,0.494444,0.053056,0,0,0,0,0,0,0,0,0,G5
3,0.014545,0,1.368965,1.440696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.898889,15.303056,13.316112,6.739722,6.116944,7.592778,4.140833,0.020833,0.905278,4.453611,11.392222,20.496389,21.883333,20.965,22.145555,13.948611,7.985,13.644444,12.458055,18.267221,21.624445,21.764999,22.623333,15.333333,0,0,0.021111,1.480278,8.598056,11.1,12.320833,3.893611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
2,0.025436,0,0.985748,1.052272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.674722,16.696388,15.528611,12.823611,10.400556,12.771944,8.450556,5.620278,0.26,3.151944,8.5875,16.933889,21.144722,20.983889,20.975,14.1125,8.277223,14.812778,14.579722,14.136945,18.363611,20.328611,20.954166,14.582222,0.005833,0.015556,0,0,9.937778,17.2425,13.518056,4.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
3,0.01414,0,1.381444,1.420506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.226666,15.280556,15.7075,10.171945,9.53,15.160556,13.772778,5.66,3.569167,7.644444,12.343333,19.566389,20.623888,20.059444,20.840555,14.240833,5.914722,8.806111,9.449722,10.208055,19.255833,20,19.977501,13.8325,0,0,0,0,7.378334,16.308332,12.7525,2.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
2,0.028021,0,0.99319,1.039758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.344444,14.904166,13.827778,11.581111,12.341389,12.581667,13.213333,5.973333,2.0775,6.872778,9.308888,18.244722,20.923611,19.940834,20.876944,14.291111,6.3,8.671111,9.875556,9.263611,19.057777,20,20.036388,14.115278,0,0,0,0,5.870278,15.765833,11.640833,1.795278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
2,0.02538,0,1.011551,1.023963,0,0,0,0,0,0,0,0,0,0,1.056667,2.883889,0.019722,0,0,0,0,0,4.585,12.528611,17.147778,12.631111,8.998889,13.129723,12.581388,1.413889,7.219722,10.416667,11.424167,19.051945,20,19.025278,19.825001,11.836111,1.896111,5.042222,6.526111,11.695833,19.470278,19.078333,19.995001,13.871388,0,0,0,0.433889,15.144444,19.614166,19.724167,9.263333,0,0,0,0,1.039167,2.706111,0.361667,0.026111,0,0,0,0,0,0,0,0,G5
2,0.02514,0,0.995072,1.042732,0,0,0,0,0,0,0,0,0,0,1.478611,3.138611,0.415278,0,0,0,0,0,6.054444,13.001111,18.377777,10.983055,8.727777,13.153334,11.584444,0.898889,6.860556,9.3625,10.8375,19.328888,19.925833,19.024445,19.77,11.841111,4.778333,7.648889,9.776667,13.895,17.749722,19.047222,19.71139,13.889722,0,0,0,0.215278,14.315833,19.342777,19.796667,9.505,0,0,0,0,1.251944,3.709722,1.141389,0,0,0,0,0,0,0,0,0,G5
2,0.023528,0,1.011494,1.032752,0,0,0,0,0,0,0,0,0,0,0.844444,3.241111,0.073611,0,0,0,0,0,6.753889,15.133056,17.114721,13.101666,13.066112,15.556945,13.914444,0.118056,1.689722,5.480278,7.271945,20.612223,20.931667,20.010555,20.809444,12.677778,6.014167,11.768056,12.591111,15.347777,20.406944,20,20.182501,14.438611,0,0,0,2.557222,15.263333,19.249166,18.795279,12.011389,0,0,0,0,1.475,1.376111,0.0825,0.059167,0,0,0,0,0,0,0,0,G5
2,0.023566,0,1.013098,1.030199,0,0,0,0,0,0,0,0,0,0,0.187222,0.241667,0,0,0,0.360556,0,0,8.99,17.582222,16.204166,12.9825,14.853611,16.418612,16.187222,3.823333,0.684722,4.577222,8.086111,20.715834,20.996666,19.981388,19.764166,14.746667,9.423889,13.221945,13.663611,11.949445,18.395555,20.416945,21.089167,14.593611,0,0,0,0,6.791111,20.283611,14.840834,2.590278,0,0,0,0,0.012222,0.146389,0,0,0,0,0,0,0,0,0,0,G5
2,0.023388,0,1.014149,1.031285,0,0,0,0,0,0,0,0,0,0,0.393056,1.39,0,0,0,0,0,0,6.068333,16.034721,17.493889,14.236944,10.785556,13.710834,14.543056,3.075,1.615833,5.975,7.199167,18.863056,21,20.135834,20.631666,13.407222,8.548056,12.397778,12.265833,9.989166,19.404444,20.003334,20.09111,14.334167,0,0,0,0,8.243889,14.536944,11.125278,3.555278,0,0,0,0,0.381944,0.388889,0,0,0,0,0,0,0,0,0,0,G5
3,0.0158,0,1.07362,1.116843,0.989378,0,0,0,0,0,0,0,0,0,0,1.800556,0.577222,0,0,0,0,0,0,10.011945,16.675833,12.075,4.07,3.545833,3.0275,0,5.411389,12.244445,12.680833,17.809999,21.588888,21.402779,20.973612,6.876389,2.25,9.209444,13.933333,18.946945,21.366667,20.346111,21.533056,15.095834,0,6.147222,12.328889,11.815833,13.368611,20.624722,18.306944,11.516945,0,0,0,0,0.38,2.770833,0.735556,0.224167,0,0,0,0,0,0,0,0,G6
3,0.015035,0,1.046032,1.119525,0.977637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683889,16.691944,15.529722,9.368611,3.684722,4.628611,3.285833,0.000833,4.7925,9.626111,11.810833,19.835833,21.86861,21.141945,21.776112,10.0225,4.170556,13.141666,18.569445,21.764999,21.549999,21.127777,21.983334,14.728611,0.003889,6.904167,9.426389,8.045834,9.998333,20.659445,17.677221,9.4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.014336,0,1.046189,1.107841,1.01633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930556,12.799167,15.505834,11.647223,9.699445,9.803333,8.441944,4.57,5.2225,7.5125,10.243611,16.845278,20.491388,19.769722,19.897778,13.882222,4.201944,7.453055,8.445556,15.059444,20.189167,19.26,20.775,12.448611,0,9.746388,13.919444,9.729167,5.928611,7.319722,7.891111,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.015322,0,1.095198,1.144728,1.005334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016389,12.307777,15.511666,10.360556,6.19,6.504722,3.309444,0.005,3.910556,7.413611,8.565278,18.616945,22,21.613333,21.898611,13.0725,4.625278,9.559722,12.377222,16.025278,21.906666,21.009722,22.338612,15.33,0,7.331111,13.604722,11.375,10.79,13.750278,12.251667,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.015003,0,1.042029,1.117519,0.997253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032222,13.313056,14.660556,11.125556,5.884722,5.507778,4.140833,0.229444,5.068333,8.041667,9.640833,18.030556,20.995277,20.305555,20.526112,13.450556,3.120833,10.130555,9.824445,17.1425,20.774723,20.004999,20.869444,14.128056,0,9.596111,12.443611,8.764722,8.673611,14.166667,12.959444,3.319722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.014944,0,1.052884,1.09585,0.996856,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,11.162778,13.584167,10.502222,4.770555,3.521945,1.818333,0.012778,4.842222,8.496667,8.183611,13.471666,18.997223,16.558889,18.241388,9.486944,3.3125,6.44,8.495277,12.477222,18.394444,17.986389,18.694445,12.699445,0,8.29,11.435,9.254167,6.563611,16.722221,15.190833,4.603611,0,0,0,0,0,0.530833,0.104167,0,0,0,0,0,0,0,0,0,G6
3,0.015104,0,1.053466,1.107623,0.987629,0,0,0,0,0,0,0,0,0,0,1.847778,0.474444,0,0,0,0,0,0,7.980834,14.231667,10.316667,3.8225,0.750833,1.156111,0,7.611389,11.060555,8.129444,14.194722,19,18.159721,18.121111,5.082778,1.165,7.1925,12.893056,17.087778,18.606667,17.888056,18.719444,12.634722,0,5.861667,10.283611,10.245556,10.425278,17.629999,17.862499,11.850278,0,0,0,0,0.032222,2.948889,1.9125,0.311111,0,0,0,0,0,0,0,0,G6
3,0.015812,0,1.060614,1.130924,0.977485,0,0,0,0,0,0,0,0,0,0,1.7425,0.592778,0,0,0,0,0,0,8.541667,15.585,10.381111,4.265555,0.464444,0.566667,0,6.375834,12.044167,10.435278,17.237778,20.664167,19.6075,17.671112,5.817222,1.066944,8.038333,13.231389,16.896389,20.744722,19.931944,20.801111,13.870833,0,6.425278,10.500278,8.098333,9.158334,19.761944,18.978611,11.451944,0,0,0,0,0,2.166389,0.317222,0.170556,0,0,0,0,0,0,0,0,G6
3,0.016373,0,1.111569,1.153283,1.017258,0,0,0,0,0,0,0,0,0,0,3.313056,2.941389,0.077778,0,0,0,0,0,6.805278,13.991944,15.3475,7.318889,4.986389,3.403889,0,8.883333,13.8125,11.808888,16.0625,22,21.77,21.025278,11.443334,0.524722,4.880833,16.039722,17.883055,21.953333,21.209167,21.253889,14.878612,0,5.101666,12.431389,12.482778,12.873889,21.109722,21.182777,13.026944,0,0,0,0,0.088611,5.868055,2.349444,1.333333,0,0,0,0,0,0,0,0,G6
3,0.016061,0,1.09891,1.126585,1.000797,0,0,0,0,0,0,0,0,0,0,0.763889,0.249444,0,0,0,0,0,0,13.775833,19.349167,11.675,8.278334,5.639444,3.280555,0.347778,5.648889,8.991111,10.848611,18.788055,21.980278,21.560833,21.215555,12.4925,3.9325,9.950833,13.094444,18.137222,21.765278,21.109444,21.503334,14.889444,0,6.198611,14.147778,12.324166,11.085278,19.662777,19.402779,6.2875,0,0,0,0,0,1.541111,0.301944,0,0,0,0,0,0,0,0,0,G6
2,0.010642,1.336326,0,0,0,1.517225,0,0,5.210834,2.505,0,0,0,0,0,0,4.479722,14.5425,8.655556,2.459167,0,0,0,0,0,3.98,15.774167,15.963611,2.988611,0,0,0,0.173611,13.665833,16.051945,16.536112,5.1,0,0,0,0,8.145278,16,15.455277,4.317222,0,0,0,0,4.786111,14.350555,12.979167,5.052778,0,0,0,3.141667,10.154722,11.695556,7.888055,1.126111,0,0,1.820556,8.585834,1.426111,0,0,0,0,G7
2,0.010463,1.480992,0,0,0,1.577947,0,0,8.729167,0.32,0,0,0,0,0,0,9.614445,16.859444,13.392222,4.364444,0,0,0,0,0,11.006389,19,18.764166,6.154722,0,0,0,4.028889,17.259722,18.223055,18.972221,7.916667,0,0,0,0.802222,14.521111,18.064167,18.349445,7.916667,0,0,0,0,9.235556,17.158333,16.769444,4.161389,0,0,0.533056,8.650833,12.006945,5.682222,0.453333,0,0,0,3.5975,7.183889,0.090556,0,0,0,0,G7
2,0.010477,1.485256,0,0,0,1.56257,0,0.036389,7.935,0.431667,0,0,0,0,0,0,7.87,16.145834,13.702778,6.0175,0.1975,0,0,0,0,10.078889,17.991388,18,3,0,0,0,3.022222,16.3375,17.022778,17.717501,3,0,0,0,0.394167,12.823334,17,17.001667,3,0,0,0,0,8.1225,15.957222,14.106112,1.7325,0,0,0,4.296667,12.010278,3.527222,0.339722,0,0,0,1.296389,8.766945,0.526944,0,0,0,0,G7
2,0.010356,1.443483,0,0,0,1.540926,0,0,6.684722,0.5325,0,0,0,0,0,0,9.265,16.246389,11.073889,3.036389,0,0,0,0,0,10.241944,18,17.580278,0.930278,0,0,0,0.712778,15.803611,17.791111,18.008055,1.210556,0,0,0,0,11.155278,17.846666,17.958889,1.229167,0,0,0,0,7.380833,17.449444,17.003334,1.035278,0,0,0,3.0075,13.316944,8.513056,2.333611,0,0,0,0.231667,9.891666,1.888611,0,0,0,0,G7
3,0.011348,1.520005,0,0,0,0.951243,0,1.032222,9.948889,0.737222,0,0,0,0,0,0.011667,11.248055,16.802221,11.828333,1.876667,0,0,0,0,0.003333,12.3625,18.942499,17.568056,1.586389,0,0,0,9.205,17.371944,18.211945,19,2.85,0,0,0,6.034722,15.999166,18.052778,18.811111,2.982222,0,0,0,0.053889,11.281111,16.38611,16.732779,1.554167,0,0,0,2.561111,12.659166,7.223333,0.609167,0,0,0,0.787778,9.075556,0.570278,0,0,0,0,G7
3,0.012521,1.660867,0,0,0,0.971611,0,0.561944,9.859722,0.515833,0,0,0,0,0,0,9.3725,15.310278,13.967222,3.7425,0,0,0,0,0,12.892222,19.027222,19.084444,0.909722,0,0,0,4.1875,17.34639,19,19.457777,1.332222,0,0,0,6.376667,13.850833,18.996944,18.885279,1.328333,0,0,0,0,11.898889,18.809723,15.8425,0.517778,0,0,0,2.158333,12.903611,6.244444,0.035556,0,0,0,0,8.646389,1.429722,0,0,0,0,G7
3,0.011754,1.573264,0,0,0,0.966584,0,0.277222,8.221389,0.245,0,0,0,0,0,0.085556,10.703889,15.371388,11.3525,2.089722,0,0,0,0,0,12.958333,18.979445,18.176945,0.491111,0,0,0,2.774722,16.991667,18.346945,19.023333,0.644444,0,0,0,7.595833,12.099722,18.133888,18.624445,0.654444,0,0,0,0,8.127778,17.7225,15.161944,0.326111,0,0,0,1.450278,12.358889,5.748333,0.289444,0,0,0,0,7.441667,2.348889,0,0,0,0,G7
2,0.01052,1.441291,0,0,0,1.576434,0,0,7.895555,0.742222,0,0,0,0,0,0,8.4175,15.370833,11.539722,2.478055,0,0,0,0,0.043333,12.474444,17.933889,15.8525,0,0,0,0,2.030278,16.475,17.153055,16.460833,0,0,0,0,6.219167,12.4775,16.938055,14.803333,0,0,0,0,0,6.590278,12.339723,10.926111,0,0,0,0,3.425278,10.76,1.613611,0,0,0,0,0,7.501111,0.19,0,0,0,0,G7
2,0.010421,1.374609,0,0,0,1.533905,0,0,6.836667,0.211667,0,0,0,0,0,0,8.744445,13.585278,10.006111,0.936389,0,0,0,0,0.168056,10.289166,17.006111,15.587778,1.748611,0,0,0,2.896945,15.759444,17,17.389723,3.6,0,0,0,0.277222,12.684167,17,17.111389,3.6,0,0,0,0,8.914166,15.88,16.137777,2.345278,0,0,0,2.86,10.430833,6.765555,1.318333,0,0,0,0.858333,7.355834,0.138333,0,0,0,0,G7
2,0.010648,1.346359,0,0,0,1.537203,0,0,7.053611,1.736667,0,0,0,0,0,0,7.053611,15.156944,9.148056,1.421111,0,0,0,0,0.001111,4.27,16.796389,15.844444,3.666945,0,0,0,1.035278,15.345834,16.005833,16.675833,6.233333,0,0,0,0,12.681945,16,15.375834,6.198056,0,0,0,0,7.330278,16.009167,16.038055,5.962222,0,0,0.0725,4.011389,11.777223,11.084723,7.150278,0.294444,0,0,2.906111,8.0175,0.949722,0,0,0,0,G7
3,0.010382,1.119401,1.506353,0,0,1.333788,0,0,0,1.186389,6.872222,0,0,0,1.414722,0.829167,0,1.85,19.17,5.586945,0,0,7.37,15.145278,9.589444,1.301389,5.121666,18.593056,11.711945,0.178611,0,0.940556,10.649167,18.100834,13.751667,19.025833,20,10.191389,0,0,0.000278,13.760555,18.704445,19.167778,19.890833,13.333333,0,0,0,10.486389,18.215834,19.009167,19.659721,13.333333,0,4.974722,7.174445,11.014722,18.893888,19.001389,19.424999,13.333333,0,4.663333,8.48,6.420556,8.678889,9.557222,7.464445,4.1875,G8
3,0.009778,1.272457,1.511529,0,0,1.30644,0,0,0,0,3.185555,5.191389,0,0,0,0,0,0,6.3525,16.370556,1.348333,0,9.212778,14.1925,8.719444,1.740556,0.010833,13.335556,17.673334,1.858611,0.252222,5.024167,12.256389,18.970833,15.526111,17.999166,20,10.936111,0,0,0.295556,18.648056,19.938334,20.267221,20.193611,13.333333,0,0,0,17.275833,20,20.026667,20.756945,13.664722,0.331667,14.539166,14.253889,19.207222,19.59639,19.919722,20.209999,13.925834,0,0,0.673056,3.400833,9.444167,10.449722,9.106944,4.565,G8
3,0.009836,1.330734,1.525214,0,0,1.324132,0,0,0,0,8.345834,0.413056,0,0,0,0,0,0,14.026389,9.198055,0.066667,0,2.421944,7.722778,3.771945,0.093056,2.828056,14.166667,11.735833,0.073056,2.174444,7.991667,13.1375,14.113055,11.886945,16.814167,18,6.783056,0,0,0,7.702222,17.26111,17.49,17.860834,8.1,0,0,0,4.288611,16.951944,17,17.186945,8.1,0,0.225,2.001945,5.234722,16.051666,16.512777,15.686389,8.109445,0,2.614167,10.418612,9.685555,9.592778,8.340834,6.902222,1.615,G8
3,0.010311,1.238372,1.540898,0,0,1.320113,0,0,0,0,6.342222,0,0,0,0,0,0,0,17.508888,7.397222,0.153611,0,4.534167,10.448334,5.778333,0.577778,3.5475,17.834723,14.5975,0.5925,2.2325,6.906667,14.263889,17.927221,15.223056,19.372499,20,11.196111,0,0,0,10.580556,19.242777,19.5275,20,13.333333,0,0,0,7.739167,18.995277,19.21611,19.920834,13.387222,0,1.742778,5.393889,8.914722,17.999166,19.428333,20,13.123333,0,3.717778,8.761389,6.516944,5.09,7.045556,3.557222,0.130278,G8
3,0.010131,1.252033,1.536799,0,0,1.359814,0,0,0,0,8.414722,0.936389,0,0,0,0,0,0,15.086667,10.047222,0.702222,0,5.4075,10.089444,5.986111,1.916667,1.682222,14.857223,16.72139,2.881944,1.614167,6.185278,11.655833,17.064167,16.204166,17.732222,18,11.262222,0,0,0,7.792222,17.202778,17.584167,18,11.4,0,0,0,4.520278,17,17.226944,18.08,11.6525,0,0.158611,2.960278,6.899722,15.770278,17.778334,18,10.878889,0,3.761389,10.91,8.378056,7.9025,6.141667,4.518333,0.529722,G8
3,0.01019,1.253103,1.530535,0,0,1.352227,0,0,0,0.406111,7.141111,0.007222,0,0,0,0,0,0.401944,16.109444,9.124166,1.035,0,7.049445,11.030278,7.350278,1.336944,2.178889,15.730556,15.067778,2.190833,0.941944,5.744722,11.336389,16.799166,16.546667,17.990833,18,11.581667,0,0,0,8.751111,17.118889,17.359722,18,12,0,0,0,4.026667,16.971945,17.058332,17.967222,12.109445,0,0.419722,3.873889,7.49,16.388889,17.904444,18,10.695556,0,2.423611,8.986667,6.326944,4.449722,3.801944,3.946389,0.016667,G8
3,0.010273,1.271468,1.551594,0,0,1.356553,0,0,0,5.119444,4.572778,0,0,0,0,0,0,3.816389,16.536667,9.251667,0.718611,0,0.74,3.615556,4.115,0.726111,3.824722,18.850277,14.8875,1.391389,2.527222,10.246388,11.448334,16.185278,18.68,18.999722,19,5.7,0,0,0,6.018055,17.878611,18.074722,18.750555,5.7,0,0,0,0.080278,15.962222,16.017221,18.577778,5.7,0,0,1.0475,7.553889,15.479167,15.927222,10.671111,0.935556,0,0,8.704722,7.308889,1.595278,0.093611,0,0,G8
3,0.009943,1.297893,1.53716,0,0,1.349271,0,0,0,6.809444,3.918611,0,0,0,0,0.026944,0,6.275556,15.731667,1.368889,0,0,0.596944,12.745833,9.535556,0.853056,5.929167,16.506111,2.998333,0,0,0.135278,6.344167,15.158334,15.564167,18,15.154166,0.55,0,0,0,5.509167,17.002777,15.990833,17.988056,2.103611,0,0,0,1.161944,14.541667,14.581388,17.612223,2.194444,0,0,1.908333,5.105278,10.645,16.973055,14.99,1.288333,0,0,8.776667,6.988056,5.651111,3.778611,0.058333,0,G8
4,0.010788,1.369603,1.661861,0,0,0.829099,0,0,0,1.3075,6.028333,0,0,0,0,0,0,1.021944,14.810833,6.376667,0.006111,0,4.585556,12.097777,7.278333,1.3425,3.245278,15.115833,13.061111,0.609722,0.000833,2.168056,9.643056,14.598056,12.597777,16.384445,17.011944,8.951667,0,0,0,6.6625,16.040833,16.455,17.000834,9.425278,0,0,0,1.935833,15.973333,14.913889,17.218889,9.895833,0,0.119722,2.184722,5.152778,15.546945,15.540833,16.959999,9.098611,0,2.263611,9.303611,7.769722,5.790555,6.943611,4.046111,0.438889,G8
4,0.012367,1.326226,1.798756,0,0,0.840919,0,0,0,6.587222,6.338056,0,0,0,0,0,0,6.183333,18.879723,3.499444,0,0,1.559167,15.343611,9.318889,1.493889,6.971111,19.676111,5.762222,0,0,1.613611,11.789444,18.093611,15.131667,20,18.769167,2.186944,0,0,0,8.065556,19.029722,19.155834,19.940556,3.380833,0,0,0,1.693333,18.8925,18.963612,20.020555,3.498055,0,0,1.175278,5.385278,18.890833,19.918056,20.041945,3.473056,0,0.05,11.171945,9.949722,8.484167,8.225555,3.695278,0.051944,G8
5,0.009987,1.141037,1.426816,1.464755,1.40156,1.285651,0,0,0,4.912222,5.698056,0,0,0,0,0,0,4.054444,18.227222,6.039722,0.014722,0,0,8.231389,8.455,2.499444,6.101111,20.978611,11.3425,0,0,3.6525,8.329166,17.086111,19.956388,20.934723,17.5,0,0,9.321111,15.790277,18.151945,20,20.908056,17.5,0,0,3.316667,11.506945,15.870833,19.971666,20.23889,17.439444,0,0,1.062222,3.501667,5.268611,16.961666,16.525555,7.688334,0,0,0,3.801944,10.446389,4.286667,0.005,0,0,G9
5,0.008943,1.121219,1.335734,1.411441,1.359949,1.180722,0,0,0,0,7.815834,0.202778,0,0,0,0,0,0,10.739166,12.069167,2.494444,0,0.928056,9.088611,6.435833,1.923889,0.361389,12.686389,17.615,5.915,0.5425,5.272778,9.219444,15.155556,16.210278,17.895,18,12,8.506945,14.604722,16.325001,15.731389,18,18,18,12,1.372222,10.609167,10.854167,16.703888,17.998056,18,18,12,0.118056,3.390278,4.406389,5.545833,14.924444,17.438055,14.860833,5.388611,0,0,7.022778,9.254167,3.321389,0.605,0,0,G9
5,0.008941,1.152194,1.352653,1.398616,1.336037,1.189417,0,0,0,1.824722,7.550278,0,0,0,0,0,0,1.045833,14.6725,7.711667,0.154722,0,0,5.025833,6.484445,1.667778,0.375833,15.095,11.892222,0,0,3.649167,8.329722,13.486944,16.674999,18,16.922777,0,0,10.000278,12.618055,14.790277,18,18,17.470278,0,0,2.949722,8.825833,12.517777,17.190001,18,16.938055,0,0,1.668889,4.041667,3.881944,13.688334,14.361667,6.159444,0,0,0,2.608056,8.500556,1.472222,0.001111,0,0,G9
5,0.008798,1.140257,1.334394,1.3984,1.35906,1.214767,0,0,0,1.245278,8.442223,0.029167,0,0,0,0,0,0.588889,14.675555,13.263333,3.162778,0,0.251111,5.529722,5.137778,2.185278,2.105278,15.663333,17.845278,3.243889,0.485556,9.088611,9.149722,14.993333,18.990555,19,19,5.7,2.344445,11.91,14.390278,16.172501,19,19,19,5.7,0.557222,6.252778,8.838056,14.845555,18.485277,19,18.990555,5.43,0,5.090278,4.746111,6.242778,13.805,12.8475,5.428056,0.000556,0,0,3.894722,8.683056,1.454167,0,0,0,G9
5,0.008872,1.181397,1.366407,1.411318,1.356203,1.22109,0,0,0,4.645,4.331389,0,0,0,0,0,0,2.706944,16.231112,10.903334,1.159444,0,0,2.535278,4.766389,3.983889,7.236389,20,15.576111,0,0,7.962778,11.268888,16.166389,19.525,20,18.333334,0,0,8.338889,13.835834,15.600833,19.419167,20,18.333334,0,0,4.803889,7.388333,15.048611,17.63139,19.704721,14.677778,0,0,3.465,5.923889,4.308889,13.253612,6.8975,0.664444,0,0,0,1.405556,9.829722,1.255278,0,0,0,G9
5,0.00901,1.186563,1.388522,1.422032,1.354662,1.225709,0,0,0,3.325833,5.879722,0,0,0,0,0,0,2.224444,19.259167,8.781667,0.122778,0,0.109167,11.331388,8.781111,1.794167,4.172222,20.748888,13.368889,0.089722,0.008333,5.189445,9.092778,16.910833,20.755278,21,21,1.05,0.6725,15.873055,16.118055,18.476389,20.707222,21,21,1.05,0,9.065556,11.98,16.393612,19.509722,20.735001,21,1.05,0,2.818889,2.823056,5.613611,16.619444,15.739166,7.639722,0.171389,0,0,5.411944,9.970555,1.973333,0.012222,0,0,G9
5,0.008726,1.14078,1.349767,1.388204,1.341968,1.203915,0,0,0,1.719167,8.541111,0,0,0,0,0,0,1.042222,15.966389,9.854722,1.509722,0,0.033611,10.236389,9.362778,4.203611,2.075,17.919167,14.636666,0.990556,0,2.611944,6.94,14.299444,18.792223,19,19,3.483333,1.318333,14.262222,13.655556,16.244722,18.998611,19,19,3.483333,0,9.188889,11.4225,15.471666,18.642221,19,18.998611,3.433333,0,1.466389,1.448889,4.1375,15.910833,13.916945,7.754445,0.033889,0,0,4.356111,8.131389,1.2225,0,0,0,G9
