@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,6,194-199,200-263,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,-0.820075,1,0.309879,0.009499,0,0,0,0,0,0,702,1573,180,0,0,0,0,0,340,2811,3166,1733,210,0,0,0,0,7,1541,3600,2468,129,0,0,622,2256,3492,3600,3600,1134,0,0,1664,3600,3600,3600,3600,1140,0,0,1581,3600,3519,3600,3600,1140,35,509,3541,3563,3485,3600,3429,899,756,2400,2192,2065,1780,901,148,0,G7
1,-0.818262,1,0.358246,0,0,0,0,0,0,0,336,1736,516,0,0,0,0,0,130,2337,3531,2464,483,0,0,0,0,0,899,3436,3150,406,0,0,255,2080,3051,3600,3600,840,0,0,814,3600,3600,3600,3600,840,0,0,691,3589,3600,3600,3600,840,11,267,2539,3426,3596,3600,3354,638,442,2330,2229,1818,1539,951,129,0,G7
0.011294,0.768414,68.86422,0.385108,0,0,0,0,0,0,0,961,1831,354,0,0,0,0,0,250,2698,3374,1866,203,0,0,0,0,7,2047,3600,2811,129,0,0,200,2204,3600,3600,3600,780,0,0,597,3564,3600,3526,3594,780,0,0,562,3514,3600,3199,3593,780,0,245,2576,3600,3445,3337,2185,327,441,2396,2137,1298,901,121,0,0,G7
0.010973,0.785725,71.958382,0.366598,0,0,0,0,0,0,0,0,2035,331,0,0,0,0,0,0,2309,3258,1818,108,0,0,0,0,0,1583,3600,2191,0,0,0,225,2982,3600,3600,3600,339,0,0,263,3531,3600,3600,3600,360,0,0,671,3478,3600,3465,3600,360,0,253,1525,3548,3594,2893,1960,170,107,2146,1668,824,335,0,0,0,G7
0.011744,1.105771,67.966751,0.022577,0.363042,0,0,0,0,0,66,2235,1575,810,117,0,0,0,2,1117,2380,3400,3043,623,0,0,0,194,2047,3399,3599,2220,0,0,0,1536,3600,3600,3600,2220,0,0,0,596,3600,3600,3600,2220,0,0,0,588,3516,3596,3364,1246,0,0,30,1541,2972,1488,175,0,0,0,1283,1364,43,0,0,0,0,G7
0.011559,0.548605,65.299904,0.3242,0,0,0,0,0,0,0,0,1398,356,0,0,0,0,0,0,2230,3417,1583,235,0,0,0,0,9,1245,3489,3033,133,0,0,279,2561,3449,3600,3600,1931,0,0,628,3600,3600,3600,3597,2400,0,0,1046,3600,3600,3599,3534,2400,810,1223,2617,3582,3599,3600,3600,2366,987,1419,1614,1622,1648,1674,879,236,G7
0.011198,0.248988,65.007561,0.068914,0.324902,0,0,0,0,0,0,0,294,1509,0,0,0,0,0,0,112,3037,2059,42,0,0,0,0,636,776,3305,1973,0,0,0,0,2865,3600,3600,3473,306,0,0,574,3188,3600,3391,3600,1343,1124,2453,2224,3520,3521,3466,3600,1980,8,388,1205,2184,2964,2752,3177,1980,0,0,0,0,0,0,774,1240,G7
0.011495,0.527894,65.652946,0.012467,0.353028,0.010649,0,0,0,0,0,0,1458,1292,66,0,0,0,0,0,1077,3399,2803,679,0,0,0,0,0,464,3002,3272,256,0,0,18,3069,2840,3525,3600,2261,0,0,171,3566,3600,3600,3600,2400,0,0,978,3600,3582,3585,3600,2400,978,1577,2344,3575,3204,3549,3600,2400,752,1451,1581,1839,1971,1534,1032,287,G7
0.01161,0.619472,65.71978,0.341054,0.009387,0,0,0,0,0,0,0,1876,522,0,0,0,0,0,0,2075,3509,2143,402,0,0,0,0,110,1229,3501,3171,262,0,0,326,3230,3600,3600,3600,2022,0,0,656,3600,3600,3600,3600,2400,0,0,912,3600,3600,3600,3600,2400,329,806,2339,3546,3441,3600,3582,2058,1210,2160,2068,1647,1842,1112,348,46,G7
0.01214,0.485468,19.692427,0.017861,0.279351,0.190529,0,0,0,0,0,0,0,200,0,0,0,472,281,0,18,3084,899,0,0,1153,2982,2405,714,727,3157,1599,0,0,49,2261,3600,3068,2863,3570,802,0,0,1913,3600,3569,3475,3600,2371,0,0,1194,2688,3056,3546,3600,2400,0,2245,2830,2990,3345,3600,3600,2400,0,0,0,0,0,295,338,222,G8
0.010342,0.955128,26.485064,0.03297,0.370194,0.231746,0,0,0,0,0,0,291,1959,182,0,0,0,0,0,40,2254,2924,636,0,1169,2254,1734,910,376,2595,3353,692,473,916,1844,2707,3600,3600,3600,2129,0,0,0,2562,3600,3405,3408,2160,0,0,0,2236,3531,3553,3600,2160,0,0,244,1945,2845,2164,1558,712,0,0,2003,1262,35,0,0,0,G8
0.010344,0.766878,26.629318,0.023666,0.374387,0.212148,0.010494,0,0,0,0,0,395,2035,130,0,0,166,158,0,115,2610,2557,240,0,1253,3104,2964,1484,412,2225,3185,184,0,12,973,3058,3600,3596,3600,1942,0,0,0,2583,3586,3600,3600,2100,0,0,0,2477,3358,3110,3598,2100,0,0,286,2100,3042,3037,2661,1155,0,161,2002,1354,51,0,0,0,G8
0.01162,1.305254,20.762381,0.40092,0.226634,0.01232,0.032763,0,0,0,0,0,906,1611,36,0,0,0,0,0,378,2610,3150,1935,84,90,1365,1384,1327,1440,2683,3600,945,435,1573,1696,2128,3499,3600,3600,960,0,0,0,1286,3600,3600,3600,960,0,0,0,830,3523,3000,2783,480,0,0,0,746,2632,817,0,0,0,0,219,2031,228,0,0,0,G8
0.010689,0.937405,25.938713,0.038537,0.376549,0.216084,0.01599,0,0,0,0,0,369,1896,222,0,0,0,0,0,111,2672,2811,644,0,1246,3076,2380,1382,820,2242,3431,906,0,119,1389,2683,3600,3600,3600,1980,0,0,0,2351,3600,3576,3535,1980,0,0,0,1785,3147,2777,3427,1980,0,0,46,1720,2767,2275,1604,536,0,0,1676,1401,8,0,0,0,G8
0.010542,0.633478,26.409336,0.030205,0.012034,0.336737,0.199474,0,0,0,0,0,65,1380,44,0,0,1141,1141,39,55,2745,2189,4,0,723,2576,3061,1030,387,3130,1753,0,0,15,1534,3600,3088,3247,3592,878,0,0,355,3299,3600,3600,3600,2302,0,0,677,3072,3509,2676,3600,2374,0,525,1419,2612,3600,3600,3600,2400,0,1242,1482,765,346,1143,1020,504,G8
0.010133,0.961441,27.467936,0.483785,0.268521,0.014529,0.031905,0,0,0,0,0,0,1830,181,0,0,0,0,0,0,2075,2476,191,0,0,2245,2595,1446,737,2553,2768,0,0,40,797,1989,3424,3600,3120,0,0,0,0,282,3157,3600,3120,0,0,0,0,141,3106,3293,2642,0,0,0,0,354,2673,1913,702,0,0,0,0,1852,296,0,0,0,G8
0.010362,1.20847,26.583305,0.523681,0.305029,0.021599,0.024757,0,0,0,0,0,6,1697,209,0,0,0,0,0,0,1667,3101,1062,0,0,339,1081,896,1059,2735,2760,0,0,1756,2040,2278,3024,3600,2760,0,0,0,0,0,2833,3600,2760,0,0,0,0,0,1831,3162,1253,0,0,0,0,0,2215,645,0,0,0,0,0,798,1178,0,0,0,G8
0.011198,1.363419,18.89397,0.501704,0.282904,0.043095,0,0,0,0,0,0,375,1683,247,0,0,0,0,0,142,2337,3187,1571,0,0,0,120,471,1247,3084,2400,0,0,1556,3099,2868,3271,3600,2400,0,0,340,128,0,2325,3600,2400,0,0,0,0,0,1328,2591,508,0,0,0,0,0,2214,806,0,0,0,0,0,246,1490,0,0,0,G8
0.010683,0.977304,25.939802,0.03478,0.37181,0.21124,0.011933,0,0,0,0,0,552,1814,59,0,0,0,0,0,197,2613,3037,998,0,727,1957,1617,1287,1305,2741,3569,1132,531,1278,1667,2706,3575,3600,3600,1800,0,0,0,1870,3600,3600,3600,1800,0,0,0,1105,3527,2952,3597,1756,0,0,1,1360,2728,1737,764,9,0,0,881,1790,186,0,0,0,G8
0.009401,0.835729,9.527532,0.019654,0.107871,0.03971,0.052627,0.192632,0.009273,0,0,0,0,1798,339,0,0,0,0,0,0,1938,2908,468,0,65,2636,2060,1038,189,2376,3460,656,1008,1890,2554,3257,3574,3600,3600,2377,851,2035,2780,3420,3600,3600,3600,2400,107,2614,2711,3063,3363,3600,3600,2400,0,0,11,945,2918,2482,1975,558,0,0,662,1741,338,0,0,0,G9
0.009056,0.911842,9.668103,0.027605,0.11482,0.049578,0.067621,0.222463,0,0,0,0,0,1938,195,0,0,0,0,0,0,1734,2822,580,0,0,1230,1244,588,301,2171,3348,422,15,1166,1838,2863,3600,3600,3600,1314,900,2917,2899,3187,3600,3600,3600,1320,0,2071,2924,3091,3010,3600,3600,1200,0,61,128,612,2404,1580,735,5,0,0,361,2030,207,0,0,0,G9
0.00916,1.011594,9.613049,0.021069,0.121128,0.045886,0.073718,0.216119,0,0,0,0,385,1913,138,0,0,0,0,0,65,1983,2796,1041,0,0,122,570,484,605,2941,3521,380,0,2078,2674,2856,3600,3600,3600,600,206,2219,2896,3179,3594,3600,3600,600,142,1649,2009,2994,2843,3598,2842,237,0,660,749,363,2320,1029,0,0,0,0,0,1708,327,0,0,0,G9
0.009228,0.799858,9.570864,0.021618,0.120869,0.040128,0.065613,0.208413,0,0,0,0,0,1449,1021,0,0,0,51,0,0,960,3249,499,0,0,2379,2318,1301,275,1823,3384,346,711,1705,2250,3008,3580,3600,3600,1688,590,1833,2729,3283,3600,3600,3600,1740,0,2633,3097,3323,3382,3600,3600,1740,0,0,9,567,2545,3093,2172,678,0,0,671,2207,632,0,0,0,G9
0.00918,0.800566,9.555344,0.02843,0.099625,0.032208,0.058031,0.190472,0,0,0,0,0,726,126,0,0,0,0,0,0,1558,2836,343,0,0,2134,1966,847,195,1505,3293,463,811,1512,2291,3088,3547,3479,3600,2182,992,2580,2910,3600,3600,3600,3600,2400,232,2268,2631,2470,3184,3600,3600,2400,0,0,701,2159,2568,1695,1331,530,0,0,702,605,8,0,0,0,G9
0.009104,0.98364,9.51868,0.01897,0.11048,0.044992,0.06597,0.217642,0,0,0,0,107,2182,326,0,0,0,0,0,0,1643,3141,1419,2,148,1248,1123,680,790,2170,3600,1384,260,1859,2208,2860,3600,3600,3600,1980,1460,2894,3194,3101,3600,3600,3600,1980,73,2489,2847,2961,3051,3600,3577,1545,0,380,93,894,2696,1519,305,0,0,0,457,1775,206,0,0,0,G9
0.009687,0.788263,9.576638,0.017514,0.080148,0.045449,0.025271,0.161658,0,0,0,0,0,0,0,0,0,0,0,0,887,3136,1986,631,0,106,1052,870,480,333,2684,3520,1260,694,2528,3419,3436,3581,3600,3600,2400,1051,2202,2633,3206,3600,3600,3600,2400,217,2203,2268,2151,3418,3600,3404,1748,0,0,1547,2664,1488,561,191,0,0,0,0,0,0,0,0,0,G9
0.009032,0.839511,9.988613,0.024484,0.122845,0.062528,0.064636,0.199202,0,0,0,0,0,2139,526,0,0,0,0,0,0,1526,3036,620,0,0,1997,2463,1260,364,2171,3304,383,372,1648,2166,2639,3587,3592,3600,1252,487,1734,2317,3025,3600,3600,3600,1260,0,2182,2996,2685,3076,3600,3600,1217,0,0,0,629,2495,2162,1318,63,0,0,507,1970,187,0,0,0,G9
0.009112,0.599558,9.809388,0.021105,0.114685,0.039307,0.068787,0.191199,0,0,0,0,0,519,1803,8,0,0,778,2152,238,153,3423,746,0,631,1343,1774,2896,403,1558,2702,54,434,2294,2976,3233,3261,2902,3600,1005,0,2185,2714,3600,3600,3600,3600,1320,0,552,1919,3480,3600,3600,3600,1320,0,0,3,442,2736,3600,3600,1320,0,0,1219,2194,1445,1003,1621,422,G9
0.009408,0.929799,9.195293,0.013229,0.117536,0.058627,0.063981,0.205842,0,0,0,0,0,1288,477,0,0,0,0,0,0,1237,2993,246,0,0,1209,2268,1210,221,2439,2892,85,35,986,1904,2983,3445,3600,3600,300,144,1919,2630,2934,3600,3600,3600,300,0,1263,2605,2872,3282,3600,3516,258,0,0,0,823,2823,1734,445,0,0,0,444,1816,240,0,0,0,G9
0,0,0,0.006434,0.03306,0.01014,0,0,0,0,482,2282,1342,30,0,0,0,11,2087,3600,3600,3223,1484,29,0,1148,3600,3600,3587,3600,3600,2595,177,445,3311,3600,3594,3600,3600,3600,1793,0,1549,3454,3600,3600,3600,3600,1860,0,0,2154,3600,3600,3600,3600,1860,0,0,938,3594,2978,3600,3600,1815,0,0,0,973,1906,1809,2247,482,G1
0,0,0,0.017905,0.020957,0.042117,0,0,0,0,30,1971,656,89,0,0,0,0,603,3600,3596,3230,1055,32,0,0,2636,3600,3600,3600,3600,2592,0,0,2597,3600,3600,3600,3600,3300,0,0,610,3351,3600,3600,3600,3300,0,0,2082,2635,3600,3600,3600,3300,0,0,229,2063,3563,3600,3600,3272,0,0,0,637,1277,1522,2028,299,0,G1
0,0,0,0.009682,0.019721,0.022148,0,0,0,0,471,612,198,0,0,0,0,159,2919,3600,3488,2500,1315,120,0,1950,3600,3600,3600,3600,3600,2903,1322,1619,3600,3600,3600,3600,3600,3600,2400,136,3049,3600,3600,3600,3600,3600,2400,0,200,2870,3600,3600,3600,3600,2400,0,0,875,2785,3600,3600,3600,2372,0,0,0,386,1020,905,903,36,G1
0,0,0,0.012041,0.038868,0.006644,0.024254,0,0,1,573,523,416,18,0,0,0,661,3600,3600,3600,3284,2245,1104,1150,1665,3600,3600,3600,3600,3600,3600,2400,2321,3600,3225,3217,3600,3600,3600,2400,547,3200,3600,3600,3600,3600,3600,2400,0,799,2935,3600,3600,3600,3600,2400,0,0,653,3094,3358,3421,3079,1533,0,0,152,492,206,583,4,0,G1
0,0,0,0.019074,0.018087,0.017479,0.093261,0,0,15,1819,1515,38,0,0,0,0,1032,3600,3600,2412,130,0,0,0,404,3461,3600,3600,2430,859,0,0,0,2781,3520,3600,3600,2684,271,0,0,1755,3301,3575,3600,3600,3316,786,0,0,32,741,3083,3600,3600,1320,0,0,0,0,974,2717,3600,1320,0,0,0,0,0,1188,2311,659,G1
0,0,0,0.018977,0.040587,0.010226,0,0,0,0,203,2047,692,0,0,0,0,0,1182,3600,3502,2679,685,0,0,107,3316,3597,3422,3600,3544,1362,0,0,2446,3600,3600,3600,3600,2921,0,0,1053,3308,3600,3600,3600,3571,203,14,2759,3552,3600,3600,3600,3600,240,0,837,3594,3510,3600,3600,3062,34,0,21,790,499,2135,1792,941,0,G1
0,0,0,0.006831,0.015241,0.006329,0.00628,0,0,0,529,2330,1226,384,0,0,0,276,3090,3600,3600,3270,1189,12,0,1709,3600,3600,3600,3600,3600,2408,62,1052,3600,3600,3600,3600,3600,3600,2039,74,2616,3600,3600,3600,3600,3600,2100,0,554,2835,3600,3577,3600,3600,2100,0,0,1460,3165,3546,3600,3600,2100,0,0,0,1297,2362,1685,2391,1148,G1
0,0,0,0.072555,0.043551,0,0,0,0,0,0,995,2151,1059,2,0,0,0,37,2731,3530,3600,2433,68,0,0,1592,3600,3107,3557,3600,2010,0,0,781,3162,3600,3600,3600,2100,0,0,0,2206,3456,3600,3600,2100,0,0,23,2035,3182,3600,3588,2100,0,0,0,2138,2794,3600,2395,2031,0,0,0,288,1114,484,1869,1145,0,G1
0,0,0,0.041943,0.016844,0.011392,0.00838,0,0,0,898,1251,1708,1589,340,3,0,0,2858,3600,3600,3600,3600,2644,92,146,2761,3563,3418,3600,3600,3600,1002,947,3600,3600,3521,3576,3600,3600,1080,56,2307,3600,3600,3600,3600,3600,1080,0,249,2506,3600,3600,3600,3595,1080,0,0,900,3138,3600,3199,2124,228,0,0,321,1387,1897,572,0,0,G1
0,0,0,0.032021,0.012032,0.013567,0.01328,0,0,0,0,1048,1335,0,0,0,0,0,1031,3454,3551,2634,167,0,0,0,1333,3600,3564,3600,2901,185,0,0,321,3307,3600,3600,3600,1202,0,0,1203,3542,3600,3600,3600,1799,0,0,313,2381,3389,3600,3600,1977,0,0,0,0,692,1795,2666,1175,0,0,0,0,0,0,798,1151,0,G1
0.010461,0.445864,26.168962,0.161865,0.122732,0.075245,0.063647,0.015337,0,200,247,0,0,0,0,0,0,455,2434,1115,30,0,0,0,0,1218,2046,3389,2952,2507,650,0,0,0,585,1951,3328,3290,3558,1602,0,0,122,2141,2539,3440,3599,3571,1340,0,0,39,0,181,3102,3600,2400,0,0,0,0,0,393,3128,2400,0,0,0,0,0,0,56,377,G0
0.010363,0.479034,26.312696,0.198893,0.096631,0.044613,0.035804,0.021771,0,0,0,0,0,0,0,0,0,470,376,0,0,0,0,0,0,945,2615,2360,2265,1123,140,0,0,382,1256,2797,3400,3600,2717,369,0,0,427,1350,1358,2712,3600,3564,1697,0,0,0,0,222,2343,3600,2362,0,0,0,0,0,126,1045,413,0,0,0,0,0,0,0,0,G0
0.010171,0.726965,27.028696,0.263855,0.131488,0.080182,0.183577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,585,827,427,1379,2847,2580,2716,3452,3575,3600,2160,0,606,1974,3525,3476,3570,3600,2400,458,2393,1219,247,2547,2757,1657,1237,0,0,0,933,1690,0,0,0,0,0,0,963,3,0,0,0,0,0,0,0,0,0,0,0,G0
0.015402,0.67259,36.385403,0.362821,0.202259,0.05721,0.065538,0,0,0,0,0,0,0,0,260,48,1163,2115,2081,1816,2463,3025,3542,1947,932,1376,1452,2391,3600,3600,3600,2181,0,388,1890,3402,2610,3317,3329,2400,57,3038,2070,490,0,2370,2105,668,0,103,0,0,661,2419,2,0,0,0,0,0,2243,408,0,0,0,0,0,0,129,0,0,0,G0
0.010308,0.543432,26.946838,0.331044,0.199126,0.077836,0.012492,0.057291,0,874,2031,474,0,0,0,0,0,362,2046,3438,2521,576,1,0,0,0,0,561,2756,3595,3142,2711,1264,1451,3345,2771,2588,3358,3600,3600,2400,362,1249,1448,1923,2597,3600,3301,1827,0,0,0,0,158,2424,3600,2400,0,0,0,182,1955,3130,1813,1693,0,0,0,890,1885,130,0,0,G0
0.010317,0.349437,26.449289,0.055386,0.247751,0.12458,0.132494,0.011445,0,0,730,1103,0,0,0,0,0,0,743,3238,1684,7,0,0,0,122,1393,564,3309,2053,82,0,0,169,2589,3203,2825,3600,3056,1572,276,0,0,632,2555,3600,3600,3600,420,0,0,0,0,2717,3600,2926,417,0,0,130,1825,3318,3515,3600,420,0,0,10,565,322,231,1884,280,G0
0.010817,0.598121,26.165817,0.126952,0.135435,0.08897,0.055633,0,0,83,0,0,0,0,0,0,0,1118,2458,413,0,0,0,0,0,613,1486,2988,2193,1363,359,0,0,676,1633,2768,3600,3578,3516,1847,0,0,0,850,3536,3565,3600,3595,1385,0,0,1551,745,1157,3307,3600,2400,0,0,0,0,0,1516,3090,2400,0,0,0,0,0,0,27,117,G0
0.010496,0.796306,26.78388,0.350398,0.230994,0.0903,0.012157,0.030761,0,536,1242,554,70,0,0,0,121,1375,2900,3600,3459,2802,2950,3033,2342,0,0,305,1174,3487,3600,3600,2400,0,914,2167,3111,3409,3600,3600,2182,0,2506,2136,1368,171,1791,3474,1799,0,0,0,0,0,1274,2932,661,0,0,0,0,184,3036,599,0,0,0,0,0,521,847,0,0,G0
0.010388,0.769418,26.587257,0.392346,0.220426,0.071737,0.021317,0,0,0,0,0,0,0,435,594,1109,1530,2891,2941,2888,2947,3576,3588,2400,494,1267,1652,1502,3521,3600,3600,2400,0,0,952,2928,3314,3247,3578,2262,0,2255,3152,1646,280,531,3098,1971,0,810,268,0,0,910,2642,8,0,0,0,0,90,2849,575,0,0,0,0,0,340,986,0,0,G0
0.010418,0.614263,26.258286,0.34794,0.213838,0.119861,0.013771,0.035573,0,709,1031,274,0,0,0,0,0,1270,2842,3497,2919,1979,1835,1308,1218,0,7,600,1654,3483,3600,3600,2400,449,2468,2610,2942,3580,3600,3600,2387,606,2002,1399,1077,1158,2967,3067,1964,0,0,0,0,8,2216,3046,1977,0,0,0,0,1711,2591,185,0,0,0,0,0,991,26,0,0,G0
1,-0.012735,1,0.041611,0.099197,0.025452,0.032569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1012,548,15,0,0,1094,1896,3132,3524,3600,2749,2214,881,66,0,919,2940,2821,3600,3600,2366,0,0,0,0,1,382,1147,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.005355,1,0.191396,0.06632,0.039555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,1369,2588,2277,1472,881,2153,2940,3307,3531,3597,3597,2170,917,1152,519,241,2836,3600,3570,2400,0,0,0,0,946,2212,1876,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.202659,1,0.200556,0.035052,0.048308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,696,1427,1986,311,0,0,576,2589,3275,3579,3484,2400,415,2054,2630,2719,3547,3591,3589,2332,1394,974,21,26,1389,1630,520,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,-0.297177,1,0.191068,0.095693,0,0,0,0,0,0,0,0,0,0,0,0,260,731,114,0,0,0,300,0,1433,3171,3379,2946,2958,2943,3380,1719,0,0,167,933,2817,3600,3256,2400,0,0,0,57,2937,3594,3600,2400,0,0,0,0,656,3131,3546,2047,0,0,0,0,0,182,930,617,0,0,0,0,0,0,0,0,G2
1,-0.127664,1,0.172595,0.028832,0.046066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,1535,1900,2981,1939,337,0,0,284,589,2358,3594,3600,3095,1544,497,0,0,167,1444,2039,3598,3600,2395,0,0,0,0,0,1355,3178,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,-0.005915,1,0.064013,0.07198,0.052619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,271,184,0,0,0,980,1789,3439,3588,3376,2541,2401,1311,0,0,1080,2130,2226,3271,3600,2039,0,0,0,0,0,45,573,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0.042038,0.161115,0.051038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,1437,1514,1516,2194,1234,531,0,642,986,1309,2995,3589,3600,2784,1078,0,0,0,2304,3597,3590,3535,2400,0,0,0,93,356,436,2328,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0.043665,0.117527,0.073055,0.016104,0,0,163,24,0,0,0,0,0,0,1222,2701,1316,189,605,54,0,0,0,145,1923,3377,3481,2407,0,0,0,0,636,3600,3344,3490,3123,69,0,0,5,2380,3534,3600,3600,1709,0,0,0,0,565,2476,3600,2400,0,0,0,0,0,785,3065,2400,0,0,0,0,0,0,69,174,G2
1,-0.106377,1,0.200838,0.022322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,648,888,1353,2051,2226,2116,1233,1682,2775,2301,2808,3480,3535,3427,1949,0,0,0,639,2875,3570,3547,2389,0,0,0,0,1251,2392,1716,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.159143,1,0.253184,0.022139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,590,2342,2942,1776,0,30,1011,2988,3557,3360,3600,2368,831,2934,2631,2252,3388,3532,3600,1342,1101,618,0,10,429,2757,1178,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,0.382613,1,0.073133,0.028589,0.027397,0.133925,0,0,0,0,0,0,0,0,0,0,0,175,307,1602,958,0,0,0,365,3546,3600,3600,3440,3143,2266,6,358,3599,3600,3600,3600,3521,3600,1439,99,2501,3592,3580,3600,3600,3600,2400,25,1698,3313,3282,3343,2670,3600,2400,1672,2485,394,1,43,841,2204,1336,0,0,0,0,0,0,0,0,G3
1,0.214919,1,0.20085,0.087453,0.016467,0.039285,0,0,0,0,0,0,0,0,0,0,0,185,682,475,0,0,0,0,0,1059,3600,3528,1781,572,0,0,251,990,3558,3579,3600,3054,1165,117,928,1154,1086,2009,3126,3600,3600,2395,0,0,0,0,656,2493,3507,2370,0,0,0,0,0,145,690,248,0,0,0,0,0,0,0,0,G3
1,0.182696,1,0.09859,0.174929,0.012966,0.015349,0.016337,0,0,0,0,0,0,0,0,0,0,0,1013,3104,2044,1864,835,0,0,0,973,3600,3596,3425,3028,754,0,0,902,3097,3544,3516,3600,2128,0,268,381,3256,3345,3425,3600,2308,1703,3441,2716,2494,3499,3600,3600,2246,12,73,0,0,367,1412,2541,1277,0,0,0,0,0,0,0,0,G3
1,-0.280551,1,0.096157,0.111793,0.018293,0,0,0,0,0,0,1505,817,0,0,0,159,808,0,3122,3596,1404,0,0,0,1537,2503,3501,3600,2974,1,0,0,0,683,3410,3600,3568,2134,0,0,0,0,1476,3598,3600,3402,155,0,0,0,29,1921,3600,3600,540,0,0,0,0,545,3339,3600,540,0,0,0,0,0,579,2379,360,G3
