@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,6,194-199,328'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,11111,7.865595,0.25696,0.071797,0.070938,0.039586,0.101487,0.020264,G9
5,11111,7.158701,0.118928,0.121027,0.05848,0.180053,0.075501,0,G9
5,11111,8.319952,0.142271,0.135177,0.065986,0.236992,0.023136,0,G9
5,11111,9.097486,0.15814,0.144503,0.068884,0.240611,0.025837,0,G9
5,11111,7.326109,0.11331,0.103932,0.052304,0.176783,0.069122,0,G9
1,0,1,0.027574,0.007144,0.009361,0,0,0,G1
0,0,0,0.012042,0.048141,0,0,0,0,G1
0,0,0,0.028115,0.016224,0,0,0,0,G1
0,0,0,0.012555,0.008454,0.009053,0,0,0,G1
0,0,0,0.00669,0.007973,0.010588,0,0,0,G1
0,0,0,0.010187,0.007975,0.015655,0,0,0,G1
0,0,0,0.006895,0.006824,0.014308,0.009551,0,0,G1
0,0,0,0.019654,0.014222,0.031674,0,0,0,G1
0,0,0,0.010136,0.018015,0,0,0,0,G1
1,0,1,0.008754,0.022017,0,0,0,0,G1
3,1101,23.832621,0.24686,0.06722,0.081093,0.071089,0,0,G0
3,1101,24.683174,0.038259,0.241589,0.077773,0.058531,0,0,G0
3,1101,24.046339,0.03131,0.237768,0.08075,0.047771,0,0,G0
3,1101,24.023407,0.029165,0.336295,0.098495,0.045067,0.02662,0,G0
3,1101,24.130436,0.049199,0.251065,0.073208,0.066617,0,0,G0
3,1101,24.313951,0.245707,0.057511,0.06611,0.066241,0,0,G0
3,1101,24.521149,0.138378,0.245365,0.077365,0.098737,0,0,G0
3,1101,24.014828,0.028322,0.33983,0.106888,0.071471,0.012977,0.009782,G0
3,1101,23.529587,0.043079,0.354016,0.097276,0.076403,0.01523,0,G0
3,1101,23.898355,0.038061,0.263294,0.070663,0.0747,0,0,G0
1,1000,1,0.142672,0.078339,0,0,0,0,G2
0,1000,0,0.09095,0.066406,0,0,0,0,G2
0,1000,0,0.116549,0.066116,0,0,0,0,G2
1,1000,1,0.087262,0.069382,0,0,0,0,G2
1,1000,1,0.096811,0.076468,0.013779,0,0,0,G2
1,1000,1,0.108995,0.075851,0,0,0,0,G2
1,1000,1,0.081053,0.100147,0.012692,0,0,0,G2
1,1000,1,0.120288,0.085975,0.019724,0,0,0,G2
1,1000,1,0.121296,0.075082,0,0,0,0,G2
1,1000,1,0.146963,0.049388,0,0,0,0,G2
2,1,8.506701,0.141739,0.011253,0,0,0,0,G3
2,1,7.927714,0.033832,0.137591,0,0,0,0,G3
2,1,10.126935,0.024879,0.119842,0,0,0,0,G3
1,1,1,0.029922,0.147522,0,0,0,0,G3
1,1,1,0.01584,0.149672,0,0,0,0,G3
1,1,1,0.025416,0.148309,0,0,0,0,G3
1,1,1,0.163906,0,0,0,0,0,G3
1,1,1,0.104563,0,0,0,0,0,G3
3,1,23.497416,0.095218,0.012674,0,0,0,0,G3
2,1,5.273829,0.020237,0.126875,0,0,0,0,G3
2,11000,59.469852,0.153726,0.244637,0.015699,0,0,0,G4
2,11000,61.977364,0.15995,0.283176,0.021588,0,0,0,G4
3,11000,17.686871,0.201288,0.298393,0.031197,0,0,0,G4
3,11000,16.85124,0.196125,0.250927,0.019517,0,0,0,G4
2,11000,59.102325,0.218374,0.258724,0.017672,0,0,0,G4
2,11000,58.927902,0.200755,0.237454,0.019896,0,0,0,G4
2,11000,55.643902,0.135573,0.246441,0.014963,0,0,0,G4
3,11000,16.527731,0.01078,0.168059,0.250293,0.023574,0,0,G4
3,11000,16.144819,0.213426,0.259835,0.022741,0,0,0,G4
2,11000,58.243668,0.167057,0.237057,0.020987,0,0,0,G4
3,1100,11.685607,0.016264,0.148963,0.121719,0.070908,0,0,G5
3,1100,12.096399,0.071019,0.107981,0.038506,0,0,0,G5
2,1100,20.38121,0.118578,0.116945,0.023208,0,0,0,G5
3,1100,13.059745,0.138033,0.084367,0.051273,0,0,0,G5
2,1100,18.398626,0.139791,0.105479,0.037858,0.014746,0,0,G5
2,1100,20.161581,0.112099,0.092235,0.080399,0,0,0,G5
2,1100,20.579874,0.120628,0.087441,0.08156,0,0,0,G5
2,1100,21.918484,0.098416,0.116867,0.072872,0.025404,0,0,G5
2,1100,21.838837,0.139821,0.11169,0.056225,0,0,0,G5
2,1100,22.028656,0.157681,0.121283,0.056588,0.022484,0,0,G5
3,1110,16.657824,0.054059,0.053786,0.085872,0.056224,0.023055,0,G6
3,1110,17.518053,0.040448,0.034111,0.083534,0.052206,0,0,G6
3,1110,18.369394,0.045374,0.102963,0.103113,0.038532,0.014794,0,G6
3,1110,17.416874,0.051812,0.089748,0.109851,0.033399,0.013246,0,G6
3,1110,17.6022,0.067804,0.07306,0.097403,0.041136,0,0,G6
3,1110,17.486063,0.064844,0.0937,0.107862,0.036464,0,0,G6
3,1110,17.368622,0.048724,0.057771,0.101402,0.0632,0,0,G6
3,1110,16.699467,0.063904,0.066041,0.094992,0.053895,0.022823,0,G6
3,1110,16.363829,0.061133,0.06173,0.103344,0.051857,0.013551,0,G6
3,1110,16.45619,0.053708,0.062347,0.086035,0.035796,0.014568,0,G6
2,10001,70.715561,0.031531,0.467893,0.027491,0.015345,0,0,G7
2,10001,75.25396,0.028833,0.389741,0.028177,0,0,0,G7
2,10001,74.476662,0.050787,0.419133,0.031129,0,0,0,G7
2,10001,74.238731,0.031371,0.420332,0.024895,0,0,0,G7
3,10001,38.641808,0.028511,0.348601,0.022958,0,0,0,G7
3,10001,38.536831,0.036862,0.346986,0.022587,0,0,0,G7
3,10001,38.583569,0.033851,0.348962,0.027029,0,0,0,G7
2,10001,74.622139,0.048698,0.403223,0.030806,0,0,0,G7
2,10001,73.155258,0.036094,0.397683,0.031234,0,0,0,G7
2,10001,71.551888,0.031981,0.414423,0.019311,0,0,0,G7
3,11001,26.781996,0.010211,0.318758,0.190425,0.014721,0,0,G8
3,11001,28.80545,0.015569,0.250242,0.214491,0.013056,0,0,G8
3,11001,28.613096,0.34677,0.236917,0,0,0,0,G8
3,11001,27.207085,0.014893,0.332683,0.199056,0.016775,0,0,G8
3,11001,27.657455,0.010057,0.337211,0.202782,0.02381,0,0,G8
3,11001,27.518652,0.019173,0.339914,0.193656,0.010625,0,0,G8
3,11001,27.286549,0.011215,0.365349,0.219175,0.012225,0,0,G8
3,11001,28.26943,0.431858,0.20249,0.013157,0,0,0,G8
4,11001,22.030617,0.014069,0.376328,0.209143,0.021729,0,0,G8
4,11001,19.272738,0.349938,0.186069,0,0,0,0,G8
5,11111,8.117502,0.078717,0.042227,0.068102,0.163264,0.011025,0,G9
5,11111,10.38061,0.01002,0.079844,0.038041,0.060172,0.180485,0.015935,G9
5,11111,10.620007,0.0874,0.056051,0.082025,0.199913,0.015316,0,G9
5,11111,10.668647,0.011347,0.07448,0.051242,0.07588,0.18694,0.010293,G9
5,11111,10.380974,0.015915,0.086077,0.058068,0.075994,0.17626,0,G9
5,11111,10.107798,0.010617,0.082348,0.044616,0.058331,0.178708,0,G9
5,11111,10.786802,0.015324,0.088478,0.042639,0.07586,0.168946,0.012778,G9
5,11111,10.873189,0.016436,0.089769,0.05412,0.075447,0.177624,0.012125,G9
5,11111,10.106714,0.016727,0.085077,0.04919,0.067077,0.172305,0.013858,G9
5,11111,8.679494,0.023473,0.091425,0.043596,0.065586,0.172792,0,G9
0,0,0,0.011123,0.02225,0,0,0,0,G1
0,0,0,0.025449,0,0,0,0,0,G1
0,0,0,0.009972,0.017392,0.012186,0,0,0,G1
0,0,0,0.006544,0,0,0,0,0,G1
0,0,0,0.026573,0.05004,0,0,0,0,G1
0,0,0,0.008727,0.009108,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0.006957,0,0,0,0,0,G1
0,0,0,0.012037,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
2,1101,38.291283,0.260307,0.02284,0.087716,0.021236,0,0,G0
3,1101,18.480722,0.166283,0.023313,0.072623,0,0,0,G0
3,1101,19.38308,0.232355,0.051262,0.036541,0.016537,0,0,G0
3,1101,20.122631,0.181163,0.069339,0.074994,0,0,0,G0
3,1101,16.8874,0.13213,0.161038,0.068394,0,0,0,G0
3,1101,17.594244,0.146321,0.066222,0.052826,0.025008,0,0,G0
3,1101,17.135557,0.149831,0.086271,0.088893,0.033614,0,0,G0
3,1101,24.73082,0.039867,0.293749,0.112111,0.059281,0.020304,0,G0
3,1101,24.597374,0.042127,0.277277,0.051874,0.069076,0,0,G0
3,1101,23.893164,0.017385,0.279308,0.052262,0.083463,0.014502,0,G0
0,1000,0,0.111882,0.074171,0.062144,0,0,0,G2
1,1000,1,0.089356,0.049741,0.017611,0,0,0,G2
4,1000,13.236033,0.09521,0.063525,0,0,0,0,G2
0,1000,0,0.042156,0.049523,0,0,0,0,G2
0,1000,0,0.046603,0.029787,0.022789,0,0,0,G2
2,1000,31.299549,0.061411,0.039005,0.054202,0,0,0,G2
0,1000,0,0.053441,0.037473,0.018304,0,0,0,G2
1,1000,1,0.099525,0.063387,0.014234,0,0,0,G2
1,1000,1,0.110378,0.083181,0.043534,0,0,0,G2
1,1000,1,0.122979,0.030706,0,0,0,0,G2
1,1,1,0.037399,0.163514,0.020159,0.01363,0,0,G3
1,1,1,0.110927,0.01095,0,0,0,0,G3
1,1,1,0.012903,0.176365,0.012121,0,0,0,G3
1,1,1,0.177389,0.024797,0,0,0,0,G3
1,1,1,0.164755,0.013595,0,0,0,0,G3
1,1,1,0.008514,0.140026,0,0,0,0,G3
1,1,1,0.015361,0.18097,0.014634,0,0,0,G3
1,1,1,0.137842,0.012962,0.012204,0.088067,0,0,G3
1,1,1,0.180287,0.020747,0,0,0,0,G3
1,1,1,0.012982,0.174366,0.017256,0,0,0,G3
2,11000,65.318405,0.123568,0.325944,0.037415,0,0,0,G4
2,11000,65.491806,0.300071,0.023736,0.043387,0,0,0,G4
2,11000,65.689003,0.233717,0.419182,0.017195,0,0,0,G4
2,11000,65.159004,0.192032,0.387642,0.01819,0.012701,0,0,G4
2,11000,65.979103,0.235143,0.430418,0.012803,0,0,0,G4
2,11000,66.501663,0.037195,0.027258,0.047591,0,0,0,G4
2,11000,64.783302,0.141237,0.356973,0.014813,0.03931,0,0,G4
2,11000,64.950844,0.161702,0.375821,0.010561,0.01089,0,0,G4
3,11000,16.796658,0.190321,0.386356,0.018264,0,0,0,G4
3,11000,18.161686,0.099837,0.359807,0.018616,0.015635,0,0,G4
2,1100,31.326227,0.122807,0.16489,0.065063,0.014857,0.069775,0,G5
2,1100,31.055428,0.134783,0.170231,0.068661,0,0,0,G5
2,1100,30.137165,0.126587,0.190785,0.075467,0,0,0,G5
3,1100,13.325322,0.135128,0.163329,0.074097,0.04771,0,0,G5
2,1100,31.824545,0.179493,0.249375,0.082831,0,0,0,G5
2,1100,31.048302,0.111672,0.210234,0.071298,0.011417,0,0,G5
2,1100,31.270361,0.103387,0.183289,0.095749,0.012132,0.016626,0,G5
2,1100,28.455935,0.153222,0.160206,0.07835,0,0,0,G5
2,1100,29.550285,0.15101,0.16639,0.054848,0,0,0,G5
2,1100,30.557974,0.156596,0.205503,0.071915,0,0,0,G5
3,1110,16.533199,0.010949,0.009674,0.264267,0.013562,0.023471,0,G6
3,1110,16.692812,0.060033,0.076452,0.115779,0.049013,0,0,G6
3,1110,16.806068,0.061496,0.093072,0.086085,0.036298,0,0,G6
3,1110,18.324083,0.070575,0.075441,0.118136,0.048069,0,0,G6
3,1110,18.348501,0.069238,0.111038,0.176468,0.083324,0,0,G6
3,1110,20.432085,0.110475,0.183274,0.151514,0.066602,0,0,G6
3,1110,20.292376,0.098499,0.166779,0.163089,0.047423,0,0,G6
3,1110,19.460609,0.097931,0.143518,0.128762,0.065183,0,0,G6
4,1110,10.994694,0.248339,0.296461,0,0,0,0,G6
3,1110,18.556179,0.092951,0.133354,0.130277,0.050084,0.012212,0,G6
3,10001,35.495674,0.048428,0.186405,0.022657,0,0,0,G7
3,10001,35.866348,0.017686,0.076147,0.124493,0.02771,0.017969,0,G7
2,10001,75.422852,0.04364,0.0783,0.122914,0.013624,0,0,G7
2,10001,74.180641,0.051718,0.082487,0.151601,0,0,0,G7
2,10001,74.219231,0.03555,0.080984,0.142424,0.011982,0,0,G7
2,10001,74.716354,0.096652,0.074424,0.141633,0.024325,0,0,G7
3,10001,36.625576,0.053694,0.069452,0.136869,0.019326,0,0,G7
3,10001,37.01638,0.050203,0.088276,0.192856,0,0,0,G7
3,10001,36.231289,0.021312,0.162179,0,0,0,0,G7
3,10001,35.962658,0.02465,0.16012,0,0,0,0,G7
3,11001,27.756029,0.014641,0.188452,0.287315,0,0,0,G8
3,11001,29.875498,0.185716,0.251731,0.046359,0,0,0,G8
3,11001,29.024912,0.012208,0.208231,0.268216,0,0,0,G8
3,11001,29.770184,0.099596,0.153097,0.216712,0.025715,0,0,G8
3,11001,29.067978,0.013717,0.218493,0.27139,0,0,0,G8
3,11001,28.48715,0.173938,0.259875,0.026961,0,0,0,G8
3,11001,27.552652,0.194785,0.280082,0,0,0,0,G8
3,11001,27.772738,0.115581,0.263975,0.046621,0,0,0,G8
3,11001,27.101961,0.080331,0.252198,0.05734,0,0,0,G8
3,11001,27.459078,0.196941,0.279255,0.012442,0,0,0,G8
5,11111,10.199184,0.089,0.082425,0.085529,0.312922,0.031951,0,G9
5,11111,9.973606,0.019669,0.072081,0.065308,0.076661,0.30087,0,G9
5,11111,9.548086,0.115674,0.055471,0.049136,0.063247,0.259153,0.009317,G9
5,11111,9.867544,0.017541,0.071342,0.066704,0.090743,0.30525,0.010735,G9
5,11111,10.096302,0.013473,0.082933,0.078525,0.093025,0.306744,0,G9
5,11111,11.216157,0.165543,0.066854,0.072108,0.065734,0.246243,0.010933,G9
5,11111,10.16984,0.065685,0.078274,0.107862,0.308315,0.020813,0,G9
5,11111,10.423194,0.017097,0.077439,0.077816,0.087051,0.307188,0,G9
5,11111,10.940663,0.102628,0.084965,0.077089,0.081797,0.292683,0,G9
5,11111,9.712573,0.03655,0.080239,0.072858,0.081632,0.296505,0,G9
0,0,0,0.015272,0.013063,0.097741,0,0,0,G1
0,0,0,0.006294,0.005956,0,0,0,0,G1
0,0,0,0.018485,0.007163,0.00682,0.006643,0.011606,0,G1
0,0,0,0.020019,0.010689,0.036851,0,0,0,G1
0,0,0,0.006469,0.006566,0.00548,0.007108,0,0,G1
0,0,0,0.012831,0.013611,0.009448,0,0,0,G1
0,0,0,0.031683,0.021604,0,0,0,0,G1
0,0,0,0.018839,0.006568,0.030803,0.024725,0.011721,0,G1
0,0,0,0.0078,0.010472,0,0,0,0,G1
0,0,0,0.017087,0.008921,0.021674,0,0,0,G1
2,1101,21.734158,0.022029,0.144095,0.077744,0,0,0,G0
3,1101,19.993917,0.015251,0.149995,0.065899,0.013787,0,0,G0
3,1101,19.555384,0.171995,0.095643,0.015383,0,0,0,G0
3,1101,19.365208,0.014298,0.168867,0.07234,0.022339,0,0,G0
3,1101,20.266689,0.161295,0.10537,0.050267,0.020541,0.050076,0,G0
3,1101,19.79883,0.091623,0.039523,0.046104,0.064585,0.150529,0,G0
3,1101,20.033066,0.108633,0.038019,0.027917,0.017329,0.122844,0,G0
3,1101,19.965027,0.026592,0.208246,0.089372,0.014356,0.009367,0.014636,G0
3,1101,19.920025,0.020885,0.1749,0.092196,0.020448,0.015111,0,G0
3,1101,19.343338,0.017783,0.140976,0.086354,0.011181,0,0,G0
0,1000,0,0.076095,0.075896,0,0,0,0,G2
0,1000,0,0.068601,0.059924,0,0,0,0,G2
0,1000,0,0.083194,0.017411,0,0,0,0,G2
1,1000,1,0.133486,0.01642,0,0,0,0,G2
1,1000,1,0.01184,0.112331,0.091061,0,0,0,G2
0,1000,0,0.05372,0.08597,0.013494,0.03196,0,0,G2
1,1000,1,0.014222,0.090725,0.078628,0,0,0,G2
2,1000,28.548655,0.111083,0.015415,0,0,0,0,G2
1,1000,1,0.184445,0.01324,0,0,0,0,G2
1,1000,1,0.117386,0.020909,0,0,0,0,G2
1,1,1,0.019719,0.128165,0,0,0,0,G3
1,1,1,0.02442,0.123431,0.014069,0,0,0,G3
2,1,34.765259,0.119099,0.035786,0,0,0,0,G3
2,1,34.224747,0.032978,0.12201,0.008198,0.009618,0,0,G3
1,1,1,0.077869,0.01007,0.013927,0.08454,0,0,G3
1,1,1,0.178215,0.054729,0.012674,0.064006,0,0,G3
1,1,1,0.049902,0.100183,0.022782,0,0,0,G3
2,1,36.180531,0.028823,0.10563,0.040628,0,0,0,G3
2,1,36.066982,0.030948,0.074326,0.027727,0.007555,0.024692,0,G3
1,1,1,0.01782,0.13067,0.020919,0,0,0,G3
3,11000,16.175514,0.13498,0.186784,0,0,0,0,G4
2,11000,60.70116,0.207134,0.300027,0,0,0,0,G4
3,11000,17.382874,0.210396,0.272662,0,0,0,0,G4
2,11000,54.685745,0.165156,0.28346,0.012476,0,0,0,G4
2,11000,53.386639,0.167904,0.259652,0.011745,0,0,0,G4
2,11000,51.185894,0.162862,0.206268,0.012078,0,0,0,G4
2,11000,51.708252,0.158244,0.22221,0,0,0,0,G4
2,11000,51.193108,0.163973,0.198503,0,0,0,0,G4
2,11000,44.698925,0.11421,0.147542,0.011648,0.009411,0,0,G4
3,11000,16.62011,0.139434,0.196934,0.013654,0,0,0,G4
2,1100,25.002468,0.108038,0.10903,0.012743,0,0,0,G5
2,1100,23.565407,0.122012,0.10207,0.030171,0,0,0,G5
2,1100,23.554926,0.098204,0.117445,0,0,0,0,G5
3,1100,15.145056,0.098359,0.11212,0.012435,0.01588,0.012782,0,G5
2,1100,24.546116,0.121382,0.098048,0.029121,0,0,0,G5
2,1100,25.215828,0.086468,0.0778,0.054942,0,0,0,G5
2,1100,24.850992,0.096977,0.076072,0.054295,0.01346,0,0,G5
2,1100,25.214664,0.107323,0.077764,0.048426,0.016053,0,0,G5
2,1100,24.994553,0.090233,0.100897,0.027536,0,0,0,G5
2,1100,25.369968,0.086406,0.098954,0.017805,0.013381,0,0,G5
3,1110,18.557529,0.025191,0.037184,0.08558,0.045642,0.034912,0,G6
3,1110,18.255926,0.047422,0.097311,0.06815,0.022847,0,0,G6
3,1110,19.867907,0.077367,0.140325,0.077083,0.061259,0,0,G6
3,1110,19.679625,0.061307,0.135824,0.077107,0.017345,0,0,G6
3,1110,19.505756,0.079209,0.048951,0.062149,0.024158,0.04536,0,G6
3,1110,19.208815,0.042118,0.066836,0.085379,0.036285,0.020216,0,G6
3,1110,19.328939,0.054706,0.068929,0.070493,0.032849,0.02096,0,G6
3,1110,19.36241,0.068845,0.110178,0.076035,0.025393,0,0,G6
3,1110,19.149912,0.047068,0.094783,0.076992,0.014358,0.0184,0,G6
3,1110,18.686802,0.032231,0.091783,0.091762,0.03659,0.015287,0,G6
3,10001,41.65036,0.03636,0.067561,0.091918,0.018593,0,0,G7
2,10001,82.720444,0.041268,0.101558,0.116717,0,0,0,G7
2,10001,81.116119,0.063064,0.090392,0.111534,0,0,0,G7
2,10001,80.926994,0.019942,0.100727,0.099663,0,0,0,G7
2,10001,80.907379,0.021779,0.071672,0.110623,0,0,0,G7
3,10001,41.784081,0.021371,0.064752,0.10332,0,0,0,G7
2,10001,82.205833,0.041089,0.084106,0.097565,0,0,0,G7
2,10001,81.500969,0.064894,0.07108,0.081791,0,0,0,G7
3,10001,41.573215,0.059605,0.093079,0.112992,0,0,0,G7
3,10001,40.703354,0.031441,0.08301,0.108873,0.016765,0,0,G7
3,11001,28.566439,0.048931,0.263845,0.211425,0,0,0,G8
3,11001,28.018316,0.034733,0.296619,0.204547,0,0,0,G8
3,11001,28.954542,0.328413,0.207044,0.015999,0.048056,0,0,G8
3,11001,27.851723,0.313767,0.216068,0.016364,0.022226,0.040228,0,G8
3,11001,28.691843,0.051644,0.334916,0.211617,0,0,0,G8
3,11001,28.550556,0.326283,0.192317,0.032352,0,0,0,G8
3,11001,28.659933,0.355031,0.21432,0.040942,0,0,0,G8
3,11001,28.599651,0.275351,0.185902,0.02915,0,0,0,G8
3,11001,28.649254,0.221989,0.178509,0.033721,0,0,0,G8
3,11001,28.403507,0.029241,0.259082,0.191295,0,0,0,G8
5,11111,9.350569,0.024411,0.098443,0.027785,0.048359,0.161,0,G9
5,11111,9.392378,0.073009,0.013889,0.030369,0.174005,0.01143,0.016312,G9
5,11111,10.128499,0.017085,0.065137,0.029251,0.044269,0.168112,0,G9
1,11111,1,0.008705,0.152503,0.012319,0,0,0,G9
5,11111,8.479247,0.112829,0.044874,0.055841,0.160843,0.025145,0,G9
5,11111,9.791775,0.088067,0.046123,0.056331,0.158336,0.0199,0,G9
5,11111,9.295431,0.097495,0.042586,0.049193,0.166808,0.021731,0,G9
5,11111,9.519137,0.020169,0.07832,0.029088,0.041007,0.162272,0,G9
5,11111,9.536864,0.022295,0.093137,0.025012,0.050633,0.162751,0,G9
5,11111,9.057203,0.029556,0.098539,0.024855,0.044744,0.166867,0,G9
0,0,0,0.007819,0.007221,0,0,0,0,G1
0,0,0,0.020518,0,0,0,0,0,G1
0,0,0,0.030536,0.008406,0,0,0,0,G1
0,0,0,0.022041,0,0,0,0,0,G1
0,0,0,0.005806,0.009259,0.005802,0,0,0,G1
0,0,0,0.006895,0.014598,0,0,0,0,G1
0,0,0,0.011542,0.007773,0.00664,0.010816,0,0,G1
0,0,0,0.007412,0.010099,0.007662,0.010419,0,0,G1
0,0,0,0.009338,0.017382,0.009113,0,0,0,G1
0,0,0,0.007065,0,0,0,0,0,G1
2,1101,53.716637,0.366711,0.15185,0.028976,0.028441,0.039427,0,G0
3,1101,24.80554,0.348569,0.198821,0.062451,0.022373,0.057339,0,G0
3,1101,25.275877,0.38887,0.241542,0.037642,0.027951,0.051435,0,G0
2,1101,34.194141,0.3737,0.201114,0.028222,0.015422,0.05272,0,G0
2,1101,51.504112,0.174927,0.242653,0.027412,0,0,0,G0
3,1101,21.811625,0.357936,0.1953,0.039106,0.018767,0.045243,0,G0
2,1101,35.102348,0.059243,0.328885,0.18867,0.077433,0.02343,0,G0
3,1101,21.862902,0.372626,0.167286,0.033298,0.039668,0,0,G0
3,1101,22.217758,0.339033,0.142469,0.025681,0.023075,0.028966,0,G0
3,1101,22.614595,0.053,0.363668,0.185335,0.034413,0.014326,0,G0
1,1000,1,0.114825,0.040436,0.01545,0,0,0,G2
0,1000,0,0.099794,0.055766,0.014086,0,0,0,G2
0,1000,0,0.111738,0.022784,0.02335,0,0,0,G2
1,1000,1,0.244215,0.033344,0.059526,0.015227,0,0,G2
1,1000,1,0.02565,0.12117,0.016531,0.048178,0.016898,0,G2
1,1000,1,0.146066,0.126319,0.020214,0.018382,0.049089,0,G2
1,1000,1,0.033123,0.118624,0.072491,0.015229,0.032199,0,G2
0,1000,0,0.205705,0.033862,0.044074,0.021073,0,0,G2
1,1000,1,0.180649,0.041616,0.014492,0.018361,0,0,G2
1,1000,1,0.132025,0.073482,0.03393,0,0,0,G2
2,1,16.691147,0.089612,0.139751,0.008969,0,0,0,G3
3,1,24.849894,0.040332,0.023133,0.035873,0,0,0,G3
0,1,0,0.186791,0.087182,0.01692,0,0,0,G3
2,1,45.526752,0.136146,0.095833,0,0,0,0,G3
2,1,44.197433,0.123745,0.138949,0.010087,0,0,0,G3
1,1,1,0.20281,0.087066,0.015766,0,0,0,G3
1,1,1,0.227334,0.083021,0.015552,0,0,0,G3
2,1,17.939102,0.176022,0.052006,0.014829,0,0,0,G3
2,1,17.850607,0.187241,0.09123,0.014634,0.014752,0,0,G3
2,1,15.450723,0.111313,0.14408,0.014061,0,0,0,G3
2,11000,57.733547,0.201524,0.353444,0.018466,0,0,0,G4
3,11000,16.182154,0.218506,0.427409,0.02334,0,0,0,G4
2,11000,58.437904,0.213037,0.372649,0.01461,0,0,0,G4
2,11000,59.786705,0.200693,0.366873,0.015294,0,0,0,G4
2,11000,58.666309,0.229198,0.362371,0.014413,0.025176,0,0,G4
2,11000,57.534866,0.2012,0.364941,0.016048,0,0,0,G4
2,11000,58.0098,0.074567,0.019819,0.07562,0,0,0,G4
2,11000,57.87122,0.22395,0.399855,0.017425,0.020542,0,0,G4
3,11000,15.781429,0.201956,0.379204,0.023102,0,0,0,G4
3,11000,16.716682,0.204698,0.388329,0.027146,0,0,0,G4
2,1100,26.799511,0.13071,0.23217,0.071969,0.049728,0,0,G5
2,1100,26.523029,0.148393,0.228082,0.031009,0,0,0,G5
2,1100,26.755264,0.158482,0.204349,0.038342,0.013063,0.012593,0,G5
2,1100,26.244251,0.163109,0.219131,0.029803,0.027378,0,0,G5
2,1100,26.312979,0.167045,0.179527,0.079891,0.015209,0,0,G5
2,1100,26.717085,0.168194,0.206056,0.036222,0,0,0,G5
2,1100,26.890064,0.148396,0.203097,0.023493,0,0,0,G5
2,1100,26.496378,0.149002,0.212266,0.036669,0.015774,0,0,G5
2,1100,26.524305,0.172696,0.220566,0.041518,0.012491,0.014129,0,G5
2,1100,26.826714,0.183187,0.256131,0.032365,0.035451,0,0,G5
3,1110,18.025486,0.077779,0.165085,0.174437,0.024174,0,0,G6
3,1110,17.637281,0.081461,0.154695,0.179334,0.011559,0.033264,0,G6
3,1110,18.207529,0.067564,0.145747,0.195901,0.02883,0,0,G6
3,1110,18.219372,0.07793,0.149552,0.169311,0.035747,0,0,G6
3,1110,17.69631,0.082563,0.141826,0.146074,0.034418,0,0,G6
3,1110,17.821014,0.069904,0.155769,0.151146,0.030644,0,0,G6
3,1110,17.335661,0.053839,0.13445,0.199919,0.028759,0,0,G6
3,1110,17.592731,0.091007,0.167775,0.203952,0.039435,0.014209,0,G6
3,1110,17.603882,0.094593,0.184033,0.17356,0.034906,0,0,G6
3,1110,17.810316,0.100818,0.190355,0.169783,0.0271,0,0,G6
3,10001,39.861755,0.011138,0.049681,0.015679,0,0,0,G7
2,10001,82.571655,0.014416,0.010012,0.040653,0,0,0,G7
2,10001,82.437241,0.01132,0.014112,0.05318,0,0,0,G7
2,10001,82.739212,0.013726,0.010618,0.044797,0,0,0,G7
2,10001,80.042664,0.01081,0.009663,0.014324,0.070972,0,0,G7
2,10001,78.914314,0.017577,0.013255,0.072787,0,0,0,G7
2,10001,78.811905,0.328406,0.043037,0,0,0,0,G7
3,10001,40.46273,0.305703,0.225134,0,0,0,0,G7
3,10001,39.887405,0.008866,0.016103,0.02733,0.010759,0,0,G7
2,10001,79.482819,0.013775,0.013559,0.018271,0,0,0,G7
3,11001,26.204308,0.008407,0.016711,0.006434,0.007333,0,0,G8
3,11001,24.79183,0.451937,0.297972,0.024704,0.058413,0,0,G8
3,11001,24.118744,0.466783,0.326172,0.026826,0.071734,0,0,G8
3,11001,25.001337,0.437066,0.305247,0.016869,0.05383,0,0,G8
3,11001,25.581793,0.682077,0.463094,0.038164,0,0,0,G8
3,11001,28.661814,0.011173,0.035317,0.049497,0.077079,0.010533,0.196697,G8
2,11001,47.382343,0.071372,0.347159,0.217114,0.016949,0,0,G8
2,11001,48.159908,0.038224,0.419205,0.264563,0.013955,0,0,G8
2,11001,47.962708,0.504445,0.340323,0.045379,0,0,0,G8
3,11001,29.155731,0.639701,0.404492,0.035897,0,0,0,G8
5,11111,9.527705,0.095971,0.039284,0.076693,0.211636,0.016574,0.03256,G9
5,11111,8.633718,0.023805,0.118471,0.043077,0.097786,0.221921,0.012469,G9
