@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,5,6,194-199,328'

@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.010817,0.959786,26.165817,0.126952,0.135435,0.08897,0.055633,0,0,G0
0.010496,1.082352,26.78388,0.350398,0.230994,0.0903,0.012157,0.030761,0,G0
0.010388,1.114782,26.587257,0.392346,0.220426,0.071737,0.021317,0,0,G0
0.010418,1.065401,26.258286,0.34794,0.213838,0.119861,0.013771,0.035573,0,G0
1,0.940489,1,0.041611,0.099197,0.025452,0.032569,0,0,G2
1,0.902595,1,0.191396,0.06632,0.039555,0,0,0,G2
1,0.856856,1,0.200556,0.035052,0.048308,0,0,0,G2
1,0.799869,1,0.191068,0.095693,0,0,0,0,G2
1,0.904606,1,0.172595,0.028832,0.046066,0,0,0,G2
1,0.992813,1,0.064013,0.07198,0.052619,0,0,0,G2
0,0,0,0.042038,0.161115,0.051038,0,0,0,G2
0,0,0,0.043665,0.117527,0.073055,0.016104,0,0,G2
1,0.805535,1,0.200838,0.022322,0,0,0,0,G2
1,0.808621,1,0.253184,0.022139,0,0,0,0,G2
1,0.428554,1,0.073133,0.028589,0.027397,0.133925,0,0,G3
1,0.776599,1,0.20085,0.087453,0.016467,0.039285,0,0,G3
1,0.594295,1,0.09859,0.174929,0.012966,0.015349,0.016337,0,G3
1,0.586515,1,0.096157,0.111793,0.018293,0,0,0,G3
1,0.478185,1,0.082113,0.195007,0.01826,0.017857,0.009884,0,G3
1,0.360722,1,0.187331,0.016032,0.029455,0.059591,0,0,G3
1,0.407221,1,0.076835,0.013886,0.012444,0.183881,0,0,G3
1,0.629562,1,0.180672,0.086565,0.013423,0,0,0,G3
1,0.652679,1,0.136115,0.115555,0.015713,0,0,0,G3
1,0.53114,1,0.078793,0.205501,0.021901,0.015442,0,0,G3
0.011639,0.859095,58.086987,0.021275,0.12483,0.195426,0.063881,0.024008,0,G4
0.011862,1.282806,57.091476,0.266307,0.265215,0.038289,0,0,0,G4
0.011523,1.160692,56.859406,0.192603,0.266882,0.025635,0.016409,0,0,G4
0.011721,1.05981,57.191746,0.206758,0.290949,0.019462,0,0,0,G4
0.012125,0.677994,55.289829,0.136338,0.255844,0.012667,0,0,0,G4
0.011791,1.268584,57.419991,0.213199,0.308954,0.028107,0,0,0,G4
0.011351,1.308857,55.999855,0.210052,0.27431,0.037031,0,0,0,G4
0.011431,1.104593,57.919682,0.622647,0.015926,0,0,0,0,G4
0.011824,1.065004,55.645729,0.206582,0.214006,0.045111,0.014379,0,0,G4
0.011446,0.934078,58.284771,0.131386,0.206998,0.045061,0.032424,0,0,G4
0.016832,0.900112,31.363859,0.201266,0.132807,0.049866,0.019637,0,0,G5
0.016675,0.901322,31.544939,0.150919,0.1982,0.040278,0.020515,0,0,G5
0.017061,0.709856,30.578329,0.105979,0.224409,0.096437,0,0,0,G5
1,0.829421,1,0.233925,0.144581,0.025622,0.02749,0,0,G5
0.016956,0.932993,30.718582,0.276687,0.199558,0.035195,0,0,0,G5
0.016701,0.945703,31.152681,0.269122,0.140514,0.039904,0,0,0,G5
0.016971,0.802615,30.603867,0.241255,0.135424,0.058818,0,0,0,G5
0,0,0,0.24277,0.157688,0.057295,0.01568,0,0,G5
1,0.721637,1,0.164019,0.228737,0.062628,0,0,0,G5
1,0.638595,1,0.168939,0.226998,0.070166,0,0,0,G5
0.012424,0.928371,21.632675,0.214432,0.081061,0.125445,0.072324,0,0,G6
0.012309,1.103648,21.888054,0.163085,0.189091,0.171213,0.025972,0,0,G6
0.012357,0.961613,21.601242,0.042299,0.186518,0.261732,0.03417,0.017917,0,G6
0.012571,0.988794,21.487022,0.288203,0.19262,0.039975,0.0442,0,0,G6
0.012763,1.02717,21.360723,0.212351,0.16616,0.155486,0.102699,0,0,G6
0.012316,0.936006,21.818707,0.179971,0.080559,0.122016,0.059674,0,0,G6
0.012485,0.686904,46.536037,0.170215,0.070614,0.143604,0.076033,0,0,G6
0.012216,0.855413,22.232635,0.296986,0.228441,0.038686,0.046735,0,0,G6
0.012516,0.941777,22.062029,0.279932,0.232439,0.060617,0.048185,0,0,G6
0.012445,0.963241,21.714144,0.214494,0.083549,0.130937,0.059718,0.014468,0,G6
0.010801,0.687236,72.915581,0.022212,0.267204,0,0,0,0,G7
0.011388,1.055557,71.795464,0.026023,0.306776,0.010672,0,0,0,G7
1,0.392595,1,0.056535,0.38709,0,0,0,0,G7
0.0107,0.898498,74.483971,0.101582,0.217519,0.027824,0,0,0,G7
0.011124,1.059316,72.88903,0.112886,0.252212,0,0,0,0,G7
0.011312,0.705152,71.345612,0.02472,0.35796,0,0,0,0,G7
0.011173,0.637664,72.90947,0.062865,0.352144,0.015975,0,0,0,G7
0.010702,0.786996,73.319832,0.115459,0.1901,0,0,0,0,G7
0.010932,0.666335,71.310219,0.017178,0.275062,0.018337,0,0,0,G7
0.010848,0.926507,72.125488,0.036223,0.34633,0.012713,0,0,0,G7
0.008996,0.746876,31.338329,0.102345,0.191614,0.148315,0.033165,0,0,G8
0.009281,0.66335,29.624895,0.122048,0.202116,0.13664,0,0,0,G8
0.011168,1.009961,20.945076,0.048245,0.339692,0.202438,0.013148,0,0,G8
0.010148,0.750555,27.066563,0.322211,0.226073,0.017396,0.043959,0,0,G8
0.010693,0.965698,20.89237,0.123707,0.248709,0.148195,0.012689,0,0,G8
0.009052,0.650669,30.838646,0.14913,0.196171,0.127508,0,0,0,G8
0.008512,0.595711,33.216892,0.12436,0.25704,0.163396,0,0,0,G8
0.011354,0.822748,19.724712,0.052662,0.268184,0.201273,0.015624,0,0,G8
0.010163,0.851607,26.856787,0.29068,0.194941,0.056084,0,0,0,G8
0.009547,0.770491,28.943487,0.096427,0.193973,0.168703,0,0,0,G8
0.008783,1.438505,9.225645,0.207045,0.087063,0.085358,0.048316,0.134569,0.026877,G9
0.008426,1.202741,8.554334,0.176404,0.131229,0.110579,0.079787,0.147357,0.013783,G9
0.008556,1.255053,7.527702,0.167009,0.159668,0.099911,0.237011,0.030431,0,G9
0.008185,1.330061,9.265546,0.078759,0.132856,0.131115,0.079901,0.196572,0,G9
0.007362,1.101408,13.013872,0.061876,0.065767,0.044617,0.099522,0.026928,0.257807,G9
0.008676,1.4344,7.865595,0.25696,0.071797,0.070938,0.039586,0.101487,0.020264,G9
0.008685,1.534743,7.158701,0.118928,0.121027,0.05848,0.180053,0.075501,0,G9
0.008776,1.508981,8.319952,0.142271,0.135177,0.065986,0.236992,0.023136,0,G9
0.008702,1.493291,9.097486,0.15814,0.144503,0.068884,0.240611,0.025837,0,G9
0.008956,1.584597,7.326109,0.11331,0.103932,0.052304,0.176783,0.069122,0,G9
1,0.388478,1,0.027574,0.007144,0.009361,0,0,0,G1
0,0,0,0.012042,0.048141,0,0,0,0,G1
0,0,0,0.028115,0.016224,0,0,0,0,G1
0,0,0,0.012555,0.008454,0.009053,0,0,0,G1
0,0,0,0.00669,0.007973,0.010588,0,0,0,G1
0,0,0,0.010187,0.007975,0.015655,0,0,0,G1
0,0,0,0.006895,0.006824,0.014308,0.009551,0,0,G1
0,0,0,0.019654,0.014222,0.031674,0,0,0,G1
0,0,0,0.010136,0.018015,0,0,0,0,G1
1,0.572105,1,0.008754,0.022017,0,0,0,0,G1
0.011307,0.933986,23.832621,0.24686,0.06722,0.081093,0.071089,0,0,G0
0.010904,1.022727,24.683174,0.038259,0.241589,0.077773,0.058531,0,0,G0
0.011255,1.008663,24.046339,0.03131,0.237768,0.08075,0.047771,0,0,G0
0.011287,0.978851,24.023407,0.029165,0.336295,0.098495,0.045067,0.02662,0,G0
0.011129,1.002556,24.130436,0.049199,0.251065,0.073208,0.066617,0,0,G0
0.011039,1.001954,24.313951,0.245707,0.057511,0.06611,0.066241,0,0,G0
0.010968,0.945057,24.521149,0.138378,0.245365,0.077365,0.098737,0,0,G0
0.011322,0.828897,24.014828,0.028322,0.33983,0.106888,0.071471,0.012977,0.009782,G0
0.01158,0.959079,23.529587,0.043079,0.354016,0.097276,0.076403,0.01523,0,G0
0.011329,0.920995,23.898355,0.038061,0.263294,0.070663,0.0747,0,0,G0
1,0.752226,1,0.142672,0.078339,0,0,0,0,G2
0,0,0,0.09095,0.066406,0,0,0,0,G2
0,0,0,0.116549,0.066116,0,0,0,0,G2
1,0.960286,1,0.087262,0.069382,0,0,0,0,G2
1,0.818337,1,0.096811,0.076468,0.013779,0,0,0,G2
1,0.841928,1,0.108995,0.075851,0,0,0,0,G2
1,0.839827,1,0.081053,0.100147,0.012692,0,0,0,G2
1,0.80107,1,0.120288,0.085975,0.019724,0,0,0,G2
1,0.819822,1,0.121296,0.075082,0,0,0,0,G2
1,0.822595,1,0.146963,0.049388,0,0,0,0,G2
0.024133,0.891323,8.506701,0.141739,0.011253,0,0,0,0,G3
0.023477,1.23157,7.927714,0.033832,0.137591,0,0,0,0,G3
0.021554,1.261465,10.126935,0.024879,0.119842,0,0,0,0,G3
1,0.793664,1,0.029922,0.147522,0,0,0,0,G3
1,0.866528,1,0.01584,0.149672,0,0,0,0,G3
1,0.817743,1,0.025416,0.148309,0,0,0,0,G3
1,0.722604,1,0.163906,0,0,0,0,0,G3
1,0.624235,1,0.104563,0,0,0,0,0,G3
0.039145,1.659585,23.497416,0.095218,0.012674,0,0,0,0,G3
0.027346,0.886567,5.273829,0.020237,0.126875,0,0,0,0,G3
0.010905,0.897239,59.469852,0.153726,0.244637,0.015699,0,0,0,G4
0.011146,1.333772,61.977364,0.15995,0.283176,0.021588,0,0,0,G4
0.017089,1.448977,17.686871,0.201288,0.298393,0.031197,0,0,0,G4
0.017418,1.387689,16.85124,0.196125,0.250927,0.019517,0,0,0,G4
0.011381,1.098991,59.102325,0.218374,0.258724,0.017672,0,0,0,G4
0.011122,0.990813,58.927902,0.200755,0.237454,0.019896,0,0,0,G4
0.013049,0.839786,55.643902,0.135573,0.246441,0.014963,0,0,0,G4
0.017487,1.296489,16.527731,0.01078,0.168059,0.250293,0.023574,0,0,G4
0.01771,1.426154,16.144819,0.213426,0.259835,0.022741,0,0,0,G4
0.011279,0.949838,58.243668,0.167057,0.237057,0.020987,0,0,0,G4
0.014206,1.042303,11.685607,0.016264,0.148963,0.121719,0.070908,0,0,G5
0.014545,1.290128,12.096399,0.071019,0.107981,0.038506,0,0,0,G5
0.025436,0.889349,20.38121,0.118578,0.116945,0.023208,0,0,0,G5
0.01414,1.17151,13.059745,0.138033,0.084367,0.051273,0,0,0,G5
0.028021,0.798506,18.398626,0.139791,0.105479,0.037858,0.014746,0,0,G5
0.02538,0.75933,20.161581,0.112099,0.092235,0.080399,0,0,0,G5
0.02514,0.773211,20.579874,0.120628,0.087441,0.08156,0,0,0,G5
0.023528,0.708467,21.918484,0.098416,0.116867,0.072872,0.025404,0,0,G5
0.023566,0.779153,21.838837,0.139821,0.11169,0.056225,0,0,0,G5
0.023388,0.75027,22.028656,0.157681,0.121283,0.056588,0.022484,0,0,G5
0.0158,0.861583,16.657824,0.054059,0.053786,0.085872,0.056224,0.023055,0,G6
0.015035,1.073101,17.518053,0.040448,0.034111,0.083534,0.052206,0,0,G6
0.014336,0.975605,18.369394,0.045374,0.102963,0.103113,0.038532,0.014794,0,G6
0.015322,1.028932,17.416874,0.051812,0.089748,0.109851,0.033399,0.013246,0,G6
0.015003,1.011945,17.6022,0.067804,0.07306,0.097403,0.041136,0,0,G6
0.014944,0.903783,17.486063,0.064844,0.0937,0.107862,0.036464,0,0,G6
0.015104,0.877971,17.368622,0.048724,0.057771,0.101402,0.0632,0,0,G6
0.015812,0.940807,16.699467,0.063904,0.066041,0.094992,0.053895,0.022823,0,G6
0.016373,0.945671,16.363829,0.061133,0.06173,0.103344,0.051857,0.013551,0,G6
0.016061,0.927862,16.45619,0.053708,0.062347,0.086035,0.035796,0.014568,0,G6
0.010642,0.700165,70.715561,0.031531,0.467893,0.027491,0.015345,0,0,G7
0.010463,0.807237,75.25396,0.028833,0.389741,0.028177,0,0,0,G7
0.010477,0.825603,74.476662,0.050787,0.419133,0.031129,0,0,0,G7
0.010356,0.719546,74.238731,0.031371,0.420332,0.024895,0,0,0,G7
0.011348,0.772189,38.641808,0.028511,0.348601,0.022958,0,0,0,G7
0.012521,0.826689,38.536831,0.036862,0.346986,0.022587,0,0,0,G7
0.011754,0.764244,38.583569,0.033851,0.348962,0.027029,0,0,0,G7
0.01052,0.669785,74.622139,0.048698,0.403223,0.030806,0,0,0,G7
0.010421,0.689829,73.155258,0.036094,0.397683,0.031234,0,0,0,G7
0.010648,0.725398,71.551888,0.031981,0.414423,0.019311,0,0,0,G7
0.010382,0.971662,26.781996,0.010211,0.318758,0.190425,0.014721,0,0,G8
0.009778,1.205836,28.80545,0.015569,0.250242,0.214491,0.013056,0,0,G8
0.009836,1.012403,28.613096,0.34677,0.236917,0,0,0,0,G8
0.010311,1.103321,27.207085,0.014893,0.332683,0.199056,0.016775,0,0,G8
0.010131,1.024047,27.657455,0.010057,0.337211,0.202782,0.02381,0,0,G8
0.01019,1.030701,27.518652,0.019173,0.339914,0.193656,0.010625,0,0,G8
0.010273,1.039181,27.286549,0.011215,0.365349,0.219175,0.012225,0,0,G8
0.009943,0.751964,28.26943,0.431858,0.20249,0.013157,0,0,0,G8
0.010788,1.084829,22.030617,0.014069,0.376328,0.209143,0.021729,0,0,G8
0.012367,1.015137,19.272738,0.349938,0.186069,0,0,0,0,G8
0.009987,0.887216,8.117502,0.078717,0.042227,0.068102,0.163264,0.011025,0,G9
0.008943,1.041891,10.38061,0.01002,0.079844,0.038041,0.060172,0.180485,0.015935,G9
0.008941,0.848052,10.620007,0.0874,0.056051,0.082025,0.199913,0.015316,0,G9
0.008798,0.988916,10.668647,0.011347,0.07448,0.051242,0.07588,0.18694,0.010293,G9
0.008872,0.92677,10.380974,0.015915,0.086077,0.058068,0.075994,0.17626,0,G9
0.00901,0.953086,10.107798,0.010617,0.082348,0.044616,0.058331,0.178708,0,G9
0.008726,0.804668,10.786802,0.015324,0.088478,0.042639,0.07586,0.168946,0.012778,G9
0.00866,0.774487,10.873189,0.016436,0.089769,0.05412,0.075447,0.177624,0.012125,G9
0.009008,0.766474,10.106714,0.016727,0.085077,0.04919,0.067077,0.172305,0.013858,G9
0.009706,0.71877,8.679494,0.023473,0.091425,0.043596,0.065586,0.172792,0,G9
0,0,0,0.011123,0.02225,0,0,0,0,G1
0,0,0,0.025449,0,0,0,0,0,G1
0,0,0,0.009972,0.017392,0.012186,0,0,0,G1
0,0,0,0.006544,0,0,0,0,0,G1
0,0,0,0.026573,0.05004,0,0,0,0,G1
0,0,0,0.008727,0.009108,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0,0,0,0.006957,0,0,0,0,0,G1
0,0,0,0.012037,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,G1
0.014926,1.084395,38.291283,0.260307,0.02284,0.087716,0.021236,0,0,G0
0.013496,1.095757,18.480722,0.166283,0.023313,0.072623,0,0,0,G0
0.013251,0.664541,19.38308,0.232355,0.051262,0.036541,0.016537,0,0,G0
0.012943,1.11106,20.122631,0.181163,0.069339,0.074994,0,0,0,G0
0.014201,1.072685,16.8874,0.13213,0.161038,0.068394,0,0,0,G0
0.013723,0.928006,17.594244,0.146321,0.066222,0.052826,0.025008,0,0,G0
0.014019,0.836652,17.135557,0.149831,0.086271,0.088893,0.033614,0,0,G0
0.011053,0.757962,24.73082,0.039867,0.293749,0.112111,0.059281,0.020304,0,G0
0.010994,1.107473,24.597374,0.042127,0.277277,0.051874,0.069076,0,0,G0
0.01129,0.937377,23.893164,0.017385,0.279308,0.052262,0.083463,0.014502,0,G0
0,0,0,0.111882,0.074171,0.062144,0,0,0,G2
1,0.6465,1,0.089356,0.049741,0.017611,0,0,0,G2
0.00964,1.46154,13.236033,0.09521,0.063525,0,0,0,0,G2
0,0,0,0.042156,0.049523,0,0,0,0,G2
0,0,0,0.046603,0.029787,0.022789,0,0,0,G2
0.018964,1.028209,31.299549,0.061411,0.039005,0.054202,0,0,0,G2
0,0,0,0.053441,0.037473,0.018304,0,0,0,G2
1,0.750559,1,0.099525,0.063387,0.014234,0,0,0,G2
1,0.659362,1,0.110378,0.083181,0.043534,0,0,0,G2
1,0.743639,1,0.122979,0.030706,0,0,0,0,G2
1,0.79687,1,0.037399,0.163514,0.020159,0.01363,0,0,G3
1,0.968297,1,0.110927,0.01095,0,0,0,0,G3
1,0.831962,1,0.012903,0.176365,0.012121,0,0,0,G3
1,0.816869,1,0.177389,0.024797,0,0,0,0,G3
1,0.814868,1,0.164755,0.013595,0,0,0,0,G3
1,0.723149,1,0.008514,0.140026,0,0,0,0,G3
1,0.791523,1,0.015361,0.18097,0.014634,0,0,0,G3
1,0.707491,1,0.137842,0.012962,0.012204,0.088067,0,0,G3
1,0.754073,1,0.180287,0.020747,0,0,0,0,G3
1,0.659504,1,0.012982,0.174366,0.017256,0,0,0,G3
0.010681,0.775308,65.318405,0.123568,0.325944,0.037415,0,0,0,G4
0.010645,1.351838,65.491806,0.300071,0.023736,0.043387,0,0,0,G4
0.01056,1.228657,65.689003,0.233717,0.419182,0.017195,0,0,0,G4
0.010659,1.035255,65.159004,0.192032,0.387642,0.01819,0.012701,0,0,G4
0.01047,1.109588,65.979103,0.235143,0.430418,0.012803,0,0,0,G4
0.010476,0.953179,66.501663,0.037195,0.027258,0.047591,0,0,0,G4
0.01065,0.839997,64.783302,0.141237,0.356973,0.014813,0.03931,0,0,G4
0.010661,0.893107,64.950844,0.161702,0.375821,0.010561,0.01089,0,0,G4
0.017065,1.235542,16.796658,0.190321,0.386356,0.018264,0,0,0,G4
0.016712,0.72105,18.161686,0.099837,0.359807,0.018616,0.015635,0,0,G4
0.016788,0.633958,31.326227,0.122807,0.16489,0.065063,0.014857,0.069775,0,G5
0.016886,0.891532,31.055428,0.134783,0.170231,0.068661,0,0,0,G5
0.017352,0.976334,30.137165,0.126587,0.190785,0.075467,0,0,0,G5
0.01326,0.966125,13.325322,0.135128,0.163329,0.074097,0.04771,0,0,G5
0.016477,0.779371,31.824545,0.179493,0.249375,0.082831,0,0,0,G5
0.016847,0.510842,31.048302,0.111672,0.210234,0.071298,0.011417,0,0,G5
0.016809,0.427131,31.270361,0.103387,0.183289,0.095749,0.012132,0.016626,0,G5
0.018528,0.925309,28.455935,0.153222,0.160206,0.07835,0,0,0,G5
0.017781,0.948335,29.550285,0.15101,0.16639,0.054848,0,0,0,G5
0.017231,0.802045,30.557974,0.156596,0.205503,0.071915,0,0,0,G5
0.015592,0.647937,16.533199,0.010949,0.009674,0.264267,0.013562,0.023471,0,G6
0.016209,0.92864,16.692812,0.060033,0.076452,0.115779,0.049013,0,0,G6
0.01567,0.960474,16.806068,0.061496,0.093072,0.086085,0.036298,0,0,G6
0.014326,0.892352,18.324083,0.070575,0.075441,0.118136,0.048069,0,0,G6
0.014515,0.666474,18.348501,0.069238,0.111038,0.176468,0.083324,0,0,G6
0.012976,0.769496,20.432085,0.110475,0.183274,0.151514,0.066602,0,0,G6
0.012967,0.805041,20.292376,0.098499,0.166779,0.163089,0.047423,0,0,G6
0.013893,0.866414,19.460609,0.097931,0.143518,0.128762,0.065183,0,0,G6
0.011418,0.847177,10.994694,0.248339,0.296461,0,0,0,0,G6
0.014028,0.890985,18.556179,0.092951,0.133354,0.130277,0.050084,0.012212,0,G6
0.010612,0.77272,35.495674,0.048428,0.186405,0.022657,0,0,0,G7
0.010154,1.160069,35.866348,0.017686,0.076147,0.124493,0.02771,0.017969,0,G7
0.010363,1.443389,75.422852,0.04364,0.0783,0.122914,0.013624,0,0,G7
0.010019,1.207844,74.180641,0.051718,0.082487,0.151601,0,0,0,G7
0.010007,1.216426,74.219231,0.03555,0.080984,0.142424,0.011982,0,0,G7
0.010192,1.24968,74.716354,0.096652,0.074424,0.141633,0.024325,0,0,G7
0.009714,1.19882,36.625576,0.053694,0.069452,0.136869,0.019326,0,0,G7
0.0115,0.862795,37.01638,0.050203,0.088276,0.192856,0,0,0,G7
0.00987,0.920606,36.231289,0.021312,0.162179,0,0,0,0,G7
0.010257,0.598301,35.962658,0.02465,0.16012,0,0,0,0,G7
0.010319,0.795187,27.756029,0.014641,0.188452,0.287315,0,0,0,G8
0.009411,1.036468,29.875498,0.185716,0.251731,0.046359,0,0,0,G8
0.009746,1.116939,29.024912,0.012208,0.208231,0.268216,0,0,0,G8
0.009429,0.880468,29.770184,0.099596,0.153097,0.216712,0.025715,0,0,G8
0.009713,0.991011,29.067978,0.013717,0.218493,0.27139,0,0,0,G8
0.009941,0.77672,28.48715,0.173938,0.259875,0.026961,0,0,0,G8
0.01037,1.029906,27.552652,0.194785,0.280082,0,0,0,0,G8
0.010276,0.726511,27.772738,0.115581,0.263975,0.046621,0,0,0,G8
0.010529,0.612317,27.101961,0.080331,0.252198,0.05734,0,0,0,G8
0.010406,1.02613,27.459078,0.196941,0.279255,0.012442,0,0,0,G8
0.008084,1.232757,10.199184,0.089,0.082425,0.085529,0.312922,0.031951,0,G9
0.008211,1.133635,9.973606,0.019669,0.072081,0.065308,0.076661,0.30087,0,G9
0.008098,1.130398,9.548086,0.115674,0.055471,0.049136,0.063247,0.259153,0.009317,G9
0.008204,1.1406,9.867544,0.017541,0.071342,0.066704,0.090743,0.30525,0.010735,G9
0.008105,0.933275,10.096302,0.013473,0.082933,0.078525,0.093025,0.306744,0,G9
0.007831,0.951265,11.216157,0.165543,0.066854,0.072108,0.065734,0.246243,0.010933,G9
0.008011,0.978465,10.16984,0.065685,0.078274,0.107862,0.308315,0.020813,0,G9
0.007937,1.043397,10.423194,0.017097,0.077439,0.077816,0.087051,0.307188,0,G9
0.007892,0.978916,10.940663,0.102628,0.084965,0.077089,0.081797,0.292683,0,G9
0.008156,1.2131,9.712573,0.03655,0.080239,0.072858,0.081632,0.296505,0,G9
0,0,0,0.015272,0.013063,0.097741,0,0,0,G1
0,0,0,0.006294,0.005956,0,0,0,0,G1
0,0,0,0.018485,0.007163,0.00682,0.006643,0.011606,0,G1
0,0,0,0.020019,0.010689,0.036851,0,0,0,G1
0,0,0,0.006469,0.006566,0.00548,0.007108,0,0,G1
0,0,0,0.012831,0.013611,0.009448,0,0,0,G1
0,0,0,0.031683,0.021604,0,0,0,0,G1
0,0,0,0.018839,0.006568,0.030803,0.024725,0.011721,0,G1
0,0,0,0.0078,0.010472,0,0,0,0,G1
0,0,0,0.017087,0.008921,0.021674,0,0,0,G1
0.024175,0.908698,21.734158,0.022029,0.144095,0.077744,0,0,0,G0
0.013,0.992541,19.993917,0.015251,0.149995,0.065899,0.013787,0,0,G0
0.013446,0.841796,19.555384,0.171995,0.095643,0.015383,0,0,0,G0
0.013456,0.83607,19.365208,0.014298,0.168867,0.07234,0.022339,0,0,G0
0.012738,0.843869,20.266689,0.161295,0.10537,0.050267,0.020541,0.050076,0,G0
0.013126,0.681571,19.79883,0.091623,0.039523,0.046104,0.064585,0.150529,0,G0
0.012857,0.696714,20.033066,0.108633,0.038019,0.027917,0.017329,0.122844,0,G0
0.01325,0.595058,19.965027,0.026592,0.208246,0.089372,0.014356,0.009367,0.014636,G0
0.013314,0.942227,19.920025,0.020885,0.1749,0.092196,0.020448,0.015111,0,G0
0.013604,1.02037,19.343338,0.017783,0.140976,0.086354,0.011181,0,0,G0
0,0,0,0.076095,0.075896,0,0,0,0,G2
0,0,0,0.068601,0.059924,0,0,0,0,G2
0,0,0,0.083194,0.017411,0,0,0,0,G2
1,0.904027,1,0.133486,0.01642,0,0,0,0,G2
1,0.860532,1,0.01184,0.112331,0.091061,0,0,0,G2
0,0,0,0.05372,0.08597,0.013494,0.03196,0,0,G2
1,0.845578,1,0.014222,0.090725,0.078628,0,0,0,G2
0.017633,1.280742,28.548655,0.111083,0.015415,0,0,0,0,G2
1,0.840209,1,0.184445,0.01324,0,0,0,0,G2
1,0.919942,1,0.117386,0.020909,0,0,0,0,G2
1,0.808455,1,0.019719,0.128165,0,0,0,0,G3
1,0.947213,1,0.02442,0.123431,0.014069,0,0,0,G3
0.017241,0.888754,34.765259,0.119099,0.035786,0,0,0,0,G3
0.017467,0.73193,34.224747,0.032978,0.12201,0.008198,0.009618,0,0,G3
1,0.574298,1,0.077869,0.01007,0.013927,0.08454,0,0,G3
1,0.561295,1,0.178215,0.054729,0.012674,0.064006,0,0,G3
1,0.545472,1,0.049902,0.100183,0.022782,0,0,0,G3
0.016905,0.678693,36.180531,0.028823,0.10563,0.040628,0,0,0,G3
0.018043,0.69639,36.066982,0.030948,0.074326,0.027727,0.007555,0.024692,0,G3
1,0.779983,1,0.01782,0.13067,0.020919,0,0,0,G3
0.017477,1.08582,16.175514,0.13498,0.186784,0,0,0,0,G4
0.011343,1.318317,60.70116,0.207134,0.300027,0,0,0,0,G4
0.017351,1.510522,17.382874,0.210396,0.272662,0,0,0,0,G4
0.01216,1.153748,54.685745,0.165156,0.28346,0.012476,0,0,0,G4
0.01233,1.121304,53.386639,0.167904,0.259652,0.011745,0,0,0,G4
0.012639,1.026543,51.185894,0.162862,0.206268,0.012078,0,0,0,G4
0.012517,0.980889,51.708252,0.158244,0.22221,0,0,0,0,G4
0.012831,1.011124,51.193108,0.163973,0.198503,0,0,0,0,G4
0.014258,0.892096,44.698925,0.11421,0.147542,0.011648,0.009411,0,0,G4
0.017062,1.138649,16.62011,0.139434,0.196934,0.013654,0,0,0,G4
0.021052,0.853475,25.002468,0.108038,0.10903,0.012743,0,0,0,G5
0.022052,0.914233,23.565407,0.122012,0.10207,0.030171,0,0,0,G5
0.022395,0.908718,23.554926,0.098204,0.117445,0,0,0,0,G5
0.031525,1.090106,15.145056,0.098359,0.11212,0.012435,0.01588,0.012782,0,G5
0.021207,0.808731,24.546116,0.121382,0.098048,0.029121,0,0,0,G5
0.020503,0.800222,25.215828,0.086468,0.0778,0.054942,0,0,0,G5
0.02077,0.857413,24.850992,0.096977,0.076072,0.054295,0.01346,0,0,G5
0.020459,0.866703,25.214664,0.107323,0.077764,0.048426,0.016053,0,0,G5
0.021021,0.865421,24.994553,0.090233,0.100897,0.027536,0,0,0,G5
0.02039,0.852607,25.369968,0.086406,0.098954,0.017805,0.013381,0,0,G5
0.015135,0.915078,18.557529,0.025191,0.037184,0.08558,0.045642,0.034912,0,G6
0.014573,0.973619,18.255926,0.047422,0.097311,0.06815,0.022847,0,0,G6
0.013595,0.992767,19.867907,0.077367,0.140325,0.077083,0.061259,0,0,G6
0.013738,0.996788,19.679625,0.061307,0.135824,0.077107,0.017345,0,0,G6
0.013736,0.903235,19.505756,0.079209,0.048951,0.062149,0.024158,0.04536,0,G6
0.013928,0.916604,19.208815,0.042118,0.066836,0.085379,0.036285,0.020216,0,G6
0.013876,0.963934,19.328939,0.054706,0.068929,0.070493,0.032849,0.02096,0,G6
0.013807,0.991339,19.36241,0.068845,0.110178,0.076035,0.025393,0,0,G6
0.01415,0.964287,19.149912,0.047068,0.094783,0.076992,0.014358,0.0184,0,G6
0.014919,0.938965,18.686802,0.032231,0.091783,0.091762,0.03659,0.015287,0,G6
0.011148,0.424214,41.65036,0.03636,0.067561,0.091918,0.018593,0,0,G7
0.011434,0.479772,82.720444,0.041268,0.101558,0.116717,0,0,0,G7
0.011219,0.405363,81.116119,0.063064,0.090392,0.111534,0,0,0,G7
0.010902,0.457093,80.926994,0.019942,0.100727,0.099663,0,0,0,G7
