@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,7-11,200-263,264-327,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.011322,0.76783,0,1.215419,1.239138,0,1.037843,0,837,845,94,0,0,0,0,0,2101,2980,3460,2513,2195,2128,1727,611,1144,1514,1924,3600,3600,3600,2400,1594,2588,2321,3184,3600,3600,3600,2163,0,0,0,0,2417,3596,2774,1949,0,0,0,7,2477,3516,3350,1909,0,0,485,2524,2781,1056,235,0,0,0,959,1184,20,0,0,0,0,3.406111,3.32,0.145833,0,0,0,0,0,8.975833,13.325,16.636944,11.917222,10.454445,10.175834,7.955278,2.321389,4.702778,6.552778,8.001945,18,18.127777,17.255556,11.471111,6.799722,11.479167,10.409166,14.926945,17.901945,18.477777,16.839167,9.948889,0,0,0,0,9.932222,16.941111,11.593056,9.645,0,0,0,0.005278,10.851944,16.547222,16.173056,9.493889,0,0,1.850556,11.570556,13.026667,4.560833,0.756111,0,0,0,4.2625,5.11,0.021667,0,0,0,G0
0.01158,0.718374,0,1.196238,1.244584,0,1.028053,0,1474,1141,465,0,0,0,60,0,1520,2876,3566,3037,2842,2680,1936,1227,2193,1990,1989,3600,3600,3600,2400,1209,2008,2286,2495,3293,3600,3456,1698,0,0,0,0,2074,3600,3353,2248,0,0,0,0,1857,3600,3600,2400,0,0,347,2362,3041,1162,322,86,0,0,909,1250,68,0,0,0,0,6.697778,5.083333,1.725833,0,0,0,0.135278,0,6.879445,14.365,18.363333,15.689722,14.829445,13.330833,9.470278,5.451111,10.390833,9.560833,9.175834,19.570555,19.990833,18.7875,12.396389,5.38,9.444722,11.195,12.054444,17.115555,19.656666,16.895834,7.653611,0,0,0,0,9.801111,18.704721,16.725834,12.093611,0,0,0,0,8.285556,18.68111,18.9375,12.746667,0,0,1.283056,11.353056,15.063334,5.201389,0.975278,0.0975,0,0,4.226111,5.756945,0.164444,0,0,0,G0
0.011329,0.639895,0,1.214795,1.238471,0,1.011251,0,0,0,0,0,0,0,0,0,1835,1614,343,0,0,0,0,730,1499,2248,3223,2645,2139,2602,347,842,2156,3279,3282,3597,3600,3600,2385,0,0,0,1798,3596,3426,3600,2400,0,0,317,2156,3432,3506,3116,1839,0,165,2227,1456,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.595,7.426111,1.335278,0,0,0,0,2.945555,6.433611,10.041667,15.986667,13.231667,10.131667,12.241111,1.472778,3.411667,10.1075,15.670555,16.168612,18.31889,17.886667,18.719444,12.511945,0,0,0,8.164166,17.722221,17.094999,19,12.666667,0,0,1.199444,9.734445,16.456388,17.678612,15.845834,9.236944,0,0.534167,10.592778,6.484722,0.407778,0,0,0,0,0,0,0,0,0,0,0,G0
1,-0.186933,0,1.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,654,0,11,407,763,1246,2062,2921,3484,1492,1677,2752,2560,3244,3600,3600,3600,2400,0,0,286,3490,3600,3600,3600,2400,0,0,38,3215,3600,3600,3279,983,0,0,0,294,1109,1083,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905833,3.005833,0,0.013611,1.531389,3.355833,5.888333,10.225,13.575,17.763056,7.435278,7.349722,12.971666,12.369722,16.631666,18.831388,18.060278,18.777222,13.079445,0,0,0.9475,17.084723,18.001112,17.959444,19.433056,13.317223,0,0,0.065278,15.304722,18,18.671667,16.840279,4.778889,0,0,0,0.908889,5.0125,5.043334,0.951111,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,59,0,0,0,0,300,1743,3467,2910,1001,1370,2925,3187,3600,3600,3600,3600,2400,144,69,1298,3600,3600,3600,3600,2400,0,0,193,2740,3385,3562,2875,1158,0,0,0,0,157,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556944,0.268333,0,0,0,0,0.975833,7.9975,17.188612,14.868055,4.696111,6.5525,14.393888,15.549167,18.713612,18.240555,18.797222,19,12.671389,0.527222,0.203889,5.666111,18,18.187778,19,19,12.666667,0,0,0.689167,12.923056,16.876389,18.626667,14.490833,5.617222,0,0,0,0,0.765278,0.819722,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,204,0,0,0,17,380,1512,3468,3506,1835,1073,2540,3212,3380,3596,3583,3600,2400,830,762,1083,3280,3600,3600,3600,2400,0,0,234,3114,3600,3594,2582,604,0,0,0,289,435,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.822222,0.778611,0,0,0,0.004722,1.639722,6.853055,17.156389,18.195555,9.406111,4.96,12.733889,15.862778,17.200556,18.07,18.34111,19,12.674444,3.874444,3.360833,4.983056,15.712222,18.166945,18.996666,19,12.633611,0,0,0.925833,15.168056,18.390556,18.877501,12.969444,2.721389,0,0,0,1.145555,1.716111,1.941944,0,0,0,0,0,0,0,0,0,0,G2
1,-0.209282,0,0.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,169,0,942,1806,1567,1173,2123,3530,3059,540,652,1289,2770,3600,3587,3592,3600,2400,0,0,2073,3600,3600,3600,3600,2400,0,0,652,2806,3598,3600,3469,1754,0,0,0,6,381,488,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266389,0.678333,0,4.782222,9.885555,8.398611,6.220278,10.565833,19.6675,17.258612,2.496111,3.304445,6.944445,15.043056,20.560278,19.714167,20.677221,21,13.957778,0,0,10.804167,20,20.403889,21,21,14,0,0,3.033611,14.273334,20.555555,21,19.728056,9.588056,0,0,0,0.005,1.6,2.425278,0.330556,0,0,0,0,0,0,0,0,0,G2
1,-0.284805,0,0.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,180,0,1468,2471,1957,1764,1751,3331,3333,512,290,1009,2222,3581,3600,3600,3600,2223,0,0,831,3600,3600,3600,3600,2400,0,0,227,1858,3300,3580,3107,1669,0,0,0,0,106,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298056,0.891111,0,7.4225,13.102222,10.355556,9.543612,9.343056,17.947779,18.746389,2.272778,1.176111,4.859722,11.361111,20.054167,20.284721,20.101944,21,12.502778,0,0,3.721667,20,19.983334,20.787222,21,14.276389,0,0,0.954444,9.493611,17.053055,20.511944,17.376389,9.248889,0,0,0,0,0.390556,1.523333,0,0,0,0,0,0,0,0,0,0,G2
1,-0.217091,0,0.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,444,0,822,1750,1674,1645,1812,3460,3449,764,851,1584,2070,3545,3600,3593,3600,2391,0,0,761,3600,3567,3521,3600,2400,0,0,265,2290,3394,3598,3150,1158,0,0,0,13,111,492,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755833,2.124722,0,3.676111,8.452778,8.165,8.104167,8.828333,17.087778,18.054722,3.611667,3.783333,7.708333,9.969167,18.061388,18.423611,18.111389,19.795,13.218333,0,0,3.21,18,17.656666,18.326111,20,13.333333,0,0,0.950278,10.625556,16.535,18.919167,16.361389,5.888889,0,0,0,0.018889,0.208056,2.079722,0.01,0,0,0,0,0,0,0,0,0,G2
1,-0.27134,0,1.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,513,0,1343,2239,1684,1260,1569,3490,3140,440,538,1511,2689,3600,3600,3600,3600,2142,0,0,1103,3600,3600,3600,3600,2400,0,0,294,2233,3463,3600,3567,2289,0,0,0,0,407,1038,343,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977222,2.269722,0,6.138333,10.511945,8.172778,6.075555,7.454722,17.186111,16.046944,1.921944,2.230833,6.963056,13.121944,18.430277,18.199167,18.382778,19,10.9425,0,0,4.957778,18,18.050556,18.860001,19.034445,13.241667,0,0,1.032222,10.410556,16.754723,18.839445,18.677778,12.211945,0,0,0,0,1.648056,5.254722,1.315,0.6175,0,0,0,0,0,0,0,0,G2
1,-0.238138,0,1.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,250,0,1421,1943,1965,1639,1630,3412,3326,790,349,950,1739,3495,3600,3600,3600,2332,0,0,473,3567,3600,3585,3600,2400,0,0,212,1803,3089,3597,3274,1664,0,0,0,0,170,656,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568889,0.9225,0,6.258889,8.680555,9.264444,7.675,7.566945,15.704722,16.050833,3.616111,1.262222,3.851111,7.796667,16.546112,17.348333,17.195278,18.530834,12.0425,0,0,1.628889,16.592777,16.918333,17.274166,18.993055,12.666667,0,0,0.761389,7.766111,13.951667,17.904167,16.350834,8.175,0,0,0,0,0.578056,3.241389,0.281944,0,0,0,0,0,0,0,0,0,G2
1,-0.139853,0,0.999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,560,0,41,619,726,917,1626,3102,3434,1142,1703,2836,2914,3292,3600,3590,3598,2400,0,0,134,3499,3600,3323,3600,2400,0,0,0,2404,3540,3585,3402,1144,0,0,0,0,288,931,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353333,2.316389,0,0.090556,2.297222,2.896945,3.823333,7.195833,13.730833,15.769722,5.188334,6.800833,12.382222,13.272223,14.641389,16.697222,15.875556,17.473333,12,0,0,0.378333,15.254723,16,14.3675,18,12,0,0,0,10.029166,15.414166,16.483055,16.264166,5.172222,0,0,0,0,0.825278,4.055278,0.951389,0,0,0,0,0,0,0,0,0,G2
1,-0.073909,0,0.999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,687,16,0,131,804,1219,2249,3251,3600,2070,1467,3246,3048,3214,3600,3600,3600,2400,556,193,446,3004,3600,3600,3600,2360,0,0,36,3217,3589,3470,2313,358,0,0,0,60,942,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105833,2.903056,0.019167,0,0.428056,3.391667,5.535555,10.611667,14.806666,17.672222,9.974167,6.280556,14.587778,14.120277,15.544444,17.771667,17.052221,17.966667,12.287222,2.192778,0.664167,1.659722,13.683611,17.011667,17.43111,18,11.846389,0,0,0.093889,14.251667,16.699444,16.065001,10.809167,1.484167,0,0,0,0.103611,3.993889,0.738889,0,0,0,0,0,0,0,0,0,0,G2
0.024133,0.344561,0,0,0,0,0.677421,0,0,0,113,1146,200,0,0,0,0,15,2304,3600,3452,855,0,0,0,304,3600,3600,3600,3211,346,0,0,373,3600,3600,3600,3600,1893,0,0,810,3600,3600,3600,3600,2400,1692,2304,2748,3600,3600,3600,3600,2400,188,966,1550,2147,2712,3201,3217,2268,0,0,0,0,0,0,0,156,0,0,0,0.350556,5.773611,0.651667,0,0,0,0,0.021111,11.485833,20,18.683332,3.907222,0,0,0,0.995833,19.691668,20,20,17.253611,1.433889,0,0,1.372222,19.602222,20,20,20,9.713333,0,0,3.553333,19.122778,19.776112,20,20,13.299444,8.011111,11.33,14.2675,20,19.996666,20,20,13.376389,0.603333,4.240556,7.569445,11.130555,14.189445,16.972778,16.971111,12.299723,0,0,0,0,0,0,0,0.5975,G3
0.023477,0.398717,0,0,0,0,0.676001,0,0,0,0,0,0,0,0,0,0,0,511,2728,2246,517,0,0,0,0,2756,3421,3599,2821,19,0,0,32,3097,3600,3600,3600,1175,0,0,1371,3600,3600,3600,3600,2400,913,1800,2837,3600,3600,3600,3600,2400,788,1443,1155,1274,1537,2523,2587,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.491111,16.789444,13.238889,2.611389,0,0,0,0,16.500278,20.276667,22.738611,16.983612,0.036667,0,0,0.073056,18.668888,22.145277,22.702499,22.781666,6.395278,0,0,7.638333,22.126389,22.104445,22.610556,22.430555,15.262222,5.191945,10.455556,17.299166,22.977501,22.97139,23,23,15.333333,4.258611,8.147778,6.326389,7.103611,8.7925,15.120277,15.420555,12.445556,0,0,0,0,0,0,0,0,G3
0.021554,0.487774,0,0,0,0,0.63883,0,0,0,0,0,0,0,0,0,0,0,495,2937,2226,636,0,0,0,0,2847,3045,3600,2981,12,0,0,26,3316,3600,3600,3600,1580,0,0,1672,3600,3600,3600,3600,2400,635,1587,2827,3600,3600,3600,3600,2400,881,1642,1609,1565,2231,2868,3160,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.345833,17.131666,12.606944,3.175833,0,0,0,0,16.468889,16.774445,22.051945,17.173889,0.016944,0,0,0.04,19.510834,22,22,21.998611,8.704166,0,0,9.125556,21.998333,22,22,22,14.666667,3.235833,8.878612,16.825834,22.664167,22.44389,22.003889,22,14.666667,4.726666,9.166945,9.125556,8.793333,13.175,16.586666,19.010834,12.569167,0,0,0,0,0,0,0,0,G3
1,0.449431,0,0,0,0,1.000005,0,0,0,31,130,67,0,0,0,0,0,1787,3570,3484,1358,0,0,0,507,3598,3599,3600,3490,924,0,0,487,3600,3600,3600,3600,2400,0,0,603,3600,3600,3600,3600,2400,0,19,1093,3573,3333,3600,3600,2400,1575,3257,3190,2765,3082,3439,2965,1451,118,83,0,0,0,34,0,0,0,0,0,0.0625,0.349444,0.143333,0,0,0,0,0,8.893056,19.508333,18.827778,6.579722,0,0,0,2.11,19.647778,19.804722,20.182777,18.986944,4.380556,0,0,1.921667,19.833611,20,20,20,13.296667,0,0,2.509722,20,20,20.02,20.055555,13.335556,0,0.011944,4.978055,19.6075,17.774166,20.101389,20.194445,13.333333,7.823611,16.743889,16.736944,14.624166,16.950556,18.858334,16.011667,7.747778,0.466111,0.261667,0,0,0,0.047778,0,0,G3
1,0.213496,0,0,0,0,1.000011,0,0,0,0,0,0,0,0,0,0,0,481,3024,2426,816,0,0,0,0,2828,2921,3600,3174,175,0,0,0,3069,3600,3600,3600,2051,0,0,294,3523,3600,3600,3600,2400,1859,2973,2985,3517,3600,3600,3600,2400,55,339,1087,1411,2538,2766,3164,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062222,16.183889,12.665,3.910556,0,0,0,0,14.152223,14.4625,19.801111,16.996111,0.689167,0,0,0,15.552778,19,19.253056,20,10.859722,0,0,0.950556,18.265833,19,19.191668,20,13.333333,8.877222,14.909722,15.538611,18.546389,19.6675,19.657223,20,13.333333,0.089444,1.114444,5.194445,6.991944,13.325833,14.548056,17.133612,8.920555,0,0,0,0,0,0,0,0,G3
1,0.262937,0,0,0,0,0.999991,0,0,0,0,96,16,0,0,0,0,0,835,3093,2801,1315,0,0,0,0,2867,3600,3600,3435,437,0,0,0,2763,3600,3600,3600,2294,0,0,451,3570,3600,3600,3600,2400,1909,3072,2817,3600,3600,3600,3600,2400,180,923,1388,1689,2695,3299,3444,2087,0,0,0,0,0,20,136,0,0,0,0,0,0.445556,0.042222,0,0,0,0,0,3.761945,15.677778,14.078611,6.169722,0,0,0,0,14.36,19,19.003334,17.750278,1.811944,0,0,0,13.839723,19,19,19,11.843611,0,0,1.708889,18.605556,19,19,19,12.666667,8.698334,15.104167,13.962778,18.965,19,19,19,12.666667,0.641944,4.113889,6.560833,8.213333,13.598333,16.77389,17.827499,10.488334,0,0,0,0,0,0.044722,0.614444,0,G3
1,0.214955,0,0,0,0,0.999996,0,0,0,0,301,0,0,0,0,0,0,1195,3559,2835,566,0,0,0,0,2854,3511,3600,3111,50,0,0,0,3013,3600,3600,3600,1433,14,0,778,3596,3600,3600,3600,2323,1577,3290,3241,3600,3600,3600,3600,2400,0,82,681,1508,2461,3108,3435,2400,0,0,0,0,0,0,113,308,0,0,0,0,1.345556,0,0,0,0,0,0,5.616667,19.401112,14.804444,2.418333,0,0,0,0,14.786111,18.262222,20,16.526112,0.113889,0,0,0,14.951389,19.5075,20,20,7.04,0.01,0,3.432222,18.915277,19.121944,19.981667,20,12.6375,7.070833,16.206112,16.710278,19.980278,19.986666,19.90889,20,13.333333,0,0.142778,2.761389,7.521111,12.862223,16.42,18.531389,13.551389,0,0,0,0,0,0,0.3225,1.585,G3
1,0.449552,0,0,0,0,0.999998,0,0,0,274,767,107,0,0,0,0,0,2195,3600,3406,877,0,0,0,257,3563,3595,3600,3115,157,0,0,1865,3600,3600,3600,3600,1988,0,0,2501,3600,3600,3600,3600,2373,0,0,1922,3600,3600,3600,3600,2400,1583,3105,3599,3600,3600,3600,3600,2361,280,588,476,431,822,891,843,273,0,0,0,1.211944,3.863055,0.228889,0,0,0,0,0,11.623889,20.995001,19.213333,4.14,0,0,0,0.695833,20.165556,20.913334,21.046944,17.312222,0.574444,0,0,9.743055,21,21,21,21,10.884722,0,0,12.681945,20.987778,21,21,21,14.211945,0,0,9.862778,21,21,21,21.723333,14.666667,7.901111,16.598333,20.633055,20.947779,21,21.000555,21.859444,14.128889,0.9375,2.288611,1.6375,1.429167,4.371944,5.133056,4.635833,1.2025,G3
0.039145,1.710599,0,0,0,0,1.873151,0,0,0,1168,2066,571,0,0,0,0,175,3251,3600,3594,1282,0,0,76,2206,3600,3600,3600,3475,613,0,441,3600,3600,3600,3600,3600,2184,0,882,3600,3600,3600,3600,3600,2220,0,27,2233,3600,3600,3600,3600,2220,519,1345,2347,3600,3600,3600,3600,2220,1300,2391,1899,2196,2331,2313,1997,837,0,0,0,5.863611,11.151667,2.234722,0,0,0,0,0.588333,17.3225,20.411388,20.689167,6.106945,0,0,0.170278,11.094167,20,19.85,20.719444,19.722778,2.6525,0,1.509167,20.696388,20,20,20.667223,21,12.467222,0,3.937222,20.781666,20.000278,20,20.612499,21,12.95,0,0.050278,11.186389,20.000278,20.059999,20.470556,21,12.95,2.124167,6.462778,11.153611,20.870832,20.855,21,21,12.95,6.381389,13.120556,9.053889,12.021111,12.782778,12.944445,10.334167,4.215,G3
0.027346,0.708482,0,0,0,0,0.513303,0,0,0,357,1172,365,0,0,0,0,0,2509,3599,3584,1346,0,0,0,50,3449,3600,3600,3407,488,0,0,1066,3559,3600,3600,3600,1834,0,0,2863,3600,3600,3600,3600,2400,13,94,2146,3600,3600,3600,3600,2400,1748,3498,3502,3600,3600,3600,3600,2162,8,433,98,309,786,995,696,8,0,0,0,1.384444,6.02,1.201667,0,0,0,0,0,13.626945,20.7075,20.647223,6.633611,0,0,0,0.047778,18.492222,20.485277,21,19.351389,2.103611,0,0,5.155833,19.544167,20.75,21,21,9.683333,0,0,15.505,20.043612,20.262501,20.988056,21,14.005278,0.012778,0.230278,11.236111,20.584167,20.696112,21,21,14.003612,8.175555,18.602501,19.167778,20.703056,21,21,20.934999,12.250834,0.005278,1.380833,0.151944,0.700278,3.486389,4.762778,2.962222,0.005278,G3
0.010905,-0.426197,1.102458,1.321397,0,0,0,0,0,0,0,765,1085,0,0,0,0,0,0,1249,3025,98,0,186,1503,812,71,60,2793,2774,24,348,1762,2897,3369,3392,3566,3600,767,0,0,0,2230,3583,3600,3600,840,0,0,0,2197,3591,3600,3600,840,0,0,0,757,3600,3497,3517,840,0,0,0,26,1349,2096,1772,420,0,0,0,0,3.797778,5.543334,0,0,0,0,0,0,6.429444,16.927778,0.294722,0,0.696667,7.086945,3.717778,0.174444,0.101111,15.247778,15.109445,0.058333,1.488611,8.555555,15.260555,17.874166,18.583889,20.503056,21,4.215833,0,0,0,11.560555,19.468889,20.165833,20.936666,4.9,0,0,0,11.641111,19.699722,20,20.553888,4.9,0,0,0,3.435555,19.999722,18.13611,19.197222,4.9,0,0,0,0.045,6.666667,11.080833,9.556389,2.310278,G4
0.011146,-0.069536,1.111164,1.427663,0,0,0,0,0,0,0,600,556,0,0,0,0,0,0,1538,2647,113,0,0,0,0,0,192,3160,2983,354,122,540,1441,1592,2169,3352,3600,2254,2062,2968,2501,2847,3600,3600,3600,2400,0,0,0,1433,3534,3600,3600,2400,0,0,0,0,1650,3600,3592,2400,0,0,0,0,8,540,1220,272,0,0,0,0,3.072222,2.970833,0,0,0,0,0,0,8.606389,15.231389,0.398056,0,0,0,0,0,0.771389,18.619444,17.312222,1.672778,0.326944,2.444167,7.808611,8.651111,12.255555,20.047777,22,13.393888,11.243889,16.611666,14.438334,16.289444,21.639166,21.872499,22,14.666667,0,0,0,7.255833,20.302778,21.178888,22,14.666667,0,0,0,0,8.5825,20.964167,21.421667,14.666667,0,0,0,0,0.009167,2.318333,6.494444,1.148889,G4
0.017089,0.022753,1.353226,1.734763,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,3295,804,0,0,0,0,0,0,1855,3304,947,1162,2388,2482,2253,2319,3057,3600,2160,613,1195,1273,2446,3600,3600,3600,2160,0,0,0,343,3168,3600,3600,2160,0,0,0,53,2959,3600,3600,2160,0,0,0,0,702,2201,2127,1165,0,0,0,0,0,7.742222,0,0,0,0,0,0,0,18.148611,3.694722,0,0,0,0,0,0,9.713056,18.733055,4.848333,5.773334,12.735556,13.525,12.311666,12.778334,17.073334,21,12.6,2.833333,5.971667,6.443333,12.857778,20.327223,20.934723,21,12.6,0,0,0,1.439444,16.993889,20.748611,21,12.6,0,0,0,0.103889,15.075556,20.824167,21.002777,12.656111,0,0,0,0,3.191389,11.752222,11.9425,6.55,G4
0.017418,0.059144,1.332774,1.728884,0,0,0,0,0,0,0,793,44,0,0,0,0,0,0,2437,1568,0,0,0,0,0,0,731,3381,2283,53,298,1101,1770,1944,2330,3334,3600,1496,1568,2171,2006,2833,3599,3600,3600,2400,0,0,0,926,3519,3600,3600,2400,0,0,0,0,3022,3595,3589,2372,0,0,0,0,885,885,1205,233,0,0,0,0,3.756111,0.125556,0,0,0,0,0,0,12.892222,7.698333,0,0,0,0,0,0,3.233889,18.330555,11.756945,0.143611,1.2475,4.984722,8.899445,9.946667,12.167222,18.034445,19.965,7.609722,7.600555,10.855833,10.205277,14.564167,19.278334,19.886944,20,13.333333,0,0,0,4.257222,18.325556,19.219166,20,13.333333,0,0,0,0,14.693889,18.926666,19.598888,12.931666,0,0,0,0,4.135,3.926944,6.148611,0.972222,G4
