@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,194-199,328'

@attribute ratio numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,0.037399,0.163514,0.020159,0.01363,0,0,G3
1,0.110927,0.01095,0,0,0,0,G3
1,0.012903,0.176365,0.012121,0,0,0,G3
1,0.177389,0.024797,0,0,0,0,G3
1,0.164755,0.013595,0,0,0,0,G3
1,0.008514,0.140026,0,0,0,0,G3
1,0.015361,0.18097,0.014634,0,0,0,G3
1,0.137842,0.012962,0.012204,0.088067,0,0,G3
1,0.180287,0.020747,0,0,0,0,G3
1,0.012982,0.174366,0.017256,0,0,0,G3
0.010681,0.123568,0.325944,0.037415,0,0,0,G4
0.010645,0.300071,0.023736,0.043387,0,0,0,G4
0.01056,0.233717,0.419182,0.017195,0,0,0,G4
0.010659,0.192032,0.387642,0.01819,0.012701,0,0,G4
0.01047,0.235143,0.430418,0.012803,0,0,0,G4
0.010476,0.037195,0.027258,0.047591,0,0,0,G4
0.01065,0.141237,0.356973,0.014813,0.03931,0,0,G4
0.010661,0.161702,0.375821,0.010561,0.01089,0,0,G4
0.017065,0.190321,0.386356,0.018264,0,0,0,G4
0.016712,0.099837,0.359807,0.018616,0.015635,0,0,G4
0.016788,0.122807,0.16489,0.065063,0.014857,0.069775,0,G5
0.016886,0.134783,0.170231,0.068661,0,0,0,G5
0.017352,0.126587,0.190785,0.075467,0,0,0,G5
0.01326,0.135128,0.163329,0.074097,0.04771,0,0,G5
0.016477,0.179493,0.249375,0.082831,0,0,0,G5
0.016847,0.111672,0.210234,0.071298,0.011417,0,0,G5
0.016809,0.103387,0.183289,0.095749,0.012132,0.016626,0,G5
0.018528,0.153222,0.160206,0.07835,0,0,0,G5
0.017781,0.15101,0.16639,0.054848,0,0,0,G5
0.017231,0.156596,0.205503,0.071915,0,0,0,G5
0.015592,0.010949,0.009674,0.264267,0.013562,0.023471,0,G6
0.016209,0.060033,0.076452,0.115779,0.049013,0,0,G6
0.01567,0.061496,0.093072,0.086085,0.036298,0,0,G6
0.014326,0.070575,0.075441,0.118136,0.048069,0,0,G6
0.014515,0.069238,0.111038,0.176468,0.083324,0,0,G6
0.012976,0.110475,0.183274,0.151514,0.066602,0,0,G6
0.012967,0.098499,0.166779,0.163089,0.047423,0,0,G6
0.013893,0.097931,0.143518,0.128762,0.065183,0,0,G6
0.011418,0.248339,0.296461,0,0,0,0,G6
0.014028,0.092951,0.133354,0.130277,0.050084,0.012212,0,G6
0.010612,0.048428,0.186405,0.022657,0,0,0,G7
0.010154,0.017686,0.076147,0.124493,0.02771,0.017969,0,G7
0.010363,0.04364,0.0783,0.122914,0.013624,0,0,G7
0.010019,0.051718,0.082487,0.151601,0,0,0,G7
0.010007,0.03555,0.080984,0.142424,0.011982,0,0,G7
0.010192,0.096652,0.074424,0.141633,0.024325,0,0,G7
0.009714,0.053694,0.069452,0.136869,0.019326,0,0,G7
0.0115,0.050203,0.088276,0.192856,0,0,0,G7
0.00987,0.021312,0.162179,0,0,0,0,G7
0.010257,0.02465,0.16012,0,0,0,0,G7
0.010319,0.014641,0.188452,0.287315,0,0,0,G8
0.009411,0.185716,0.251731,0.046359,0,0,0,G8
0.009746,0.012208,0.208231,0.268216,0,0,0,G8
0.009429,0.099596,0.153097,0.216712,0.025715,0,0,G8
0.009713,0.013717,0.218493,0.27139,0,0,0,G8
0.009941,0.173938,0.259875,0.026961,0,0,0,G8
0.01037,0.194785,0.280082,0,0,0,0,G8
0.010276,0.115581,0.263975,0.046621,0,0,0,G8
0.010529,0.080331,0.252198,0.05734,0,0,0,G8
0.010406,0.196941,0.279255,0.012442,0,0,0,G8
0.008084,0.089,0.082425,0.085529,0.312922,0.031951,0,G9
0.008211,0.019669,0.072081,0.065308,0.076661,0.30087,0,G9
0.008098,0.115674,0.055471,0.049136,0.063247,0.259153,0.009317,G9
0.008204,0.017541,0.071342,0.066704,0.090743,0.30525,0.010735,G9
0.008105,0.013473,0.082933,0.078525,0.093025,0.306744,0,G9
0.007831,0.165543,0.066854,0.072108,0.065734,0.246243,0.010933,G9
0.008011,0.065685,0.078274,0.107862,0.308315,0.020813,0,G9
0.007937,0.017097,0.077439,0.077816,0.087051,0.307188,0,G9
0.007892,0.102628,0.084965,0.077089,0.081797,0.292683,0,G9
0.008156,0.03655,0.080239,0.072858,0.081632,0.296505,0,G9
0,0.015272,0.013063,0.097741,0,0,0,G1
0,0.006294,0.005956,0,0,0,0,G1
0,0.018485,0.007163,0.00682,0.006643,0.011606,0,G1
0,0.020019,0.010689,0.036851,0,0,0,G1
0,0.006469,0.006566,0.00548,0.007108,0,0,G1
0,0.012831,0.013611,0.009448,0,0,0,G1
0,0.031683,0.021604,0,0,0,0,G1
0,0.018839,0.006568,0.030803,0.024725,0.011721,0,G1
0,0.0078,0.010472,0,0,0,0,G1
0,0.017087,0.008921,0.021674,0,0,0,G1
0.024175,0.022029,0.144095,0.077744,0,0,0,G0
0.013,0.015251,0.149995,0.065899,0.013787,0,0,G0
0.013446,0.171995,0.095643,0.015383,0,0,0,G0
0.013456,0.014298,0.168867,0.07234,0.022339,0,0,G0
0.012738,0.161295,0.10537,0.050267,0.020541,0.050076,0,G0
0.013126,0.091623,0.039523,0.046104,0.064585,0.150529,0,G0
0.012857,0.108633,0.038019,0.027917,0.017329,0.122844,0,G0
0.01325,0.026592,0.208246,0.089372,0.014356,0.009367,0.014636,G0
0.013314,0.020885,0.1749,0.092196,0.020448,0.015111,0,G0
0.013604,0.017783,0.140976,0.086354,0.011181,0,0,G0
0,0.076095,0.075896,0,0,0,0,G2
0,0.068601,0.059924,0,0,0,0,G2
0,0.083194,0.017411,0,0,0,0,G2
1,0.133486,0.01642,0,0,0,0,G2
1,0.01184,0.112331,0.091061,0,0,0,G2
0,0.05372,0.08597,0.013494,0.03196,0,0,G2
1,0.014222,0.090725,0.078628,0,0,0,G2
0.017633,0.111083,0.015415,0,0,0,0,G2
1,0.184445,0.01324,0,0,0,0,G2
1,0.117386,0.020909,0,0,0,0,G2
1,0.019719,0.128165,0,0,0,0,G3
1,0.02442,0.123431,0.014069,0,0,0,G3
0.017241,0.119099,0.035786,0,0,0,0,G3
0.017467,0.032978,0.12201,0.008198,0.009618,0,0,G3
1,0.077869,0.01007,0.013927,0.08454,0,0,G3
1,0.178215,0.054729,0.012674,0.064006,0,0,G3
1,0.049902,0.100183,0.022782,0,0,0,G3
0.016905,0.028823,0.10563,0.040628,0,0,0,G3
0.018043,0.030948,0.074326,0.027727,0.007555,0.024692,0,G3
1,0.01782,0.13067,0.020919,0,0,0,G3
0.017477,0.13498,0.186784,0,0,0,0,G4
0.011343,0.207134,0.300027,0,0,0,0,G4
0.017351,0.210396,0.272662,0,0,0,0,G4
0.01216,0.165156,0.28346,0.012476,0,0,0,G4
0.01233,0.167904,0.259652,0.011745,0,0,0,G4
0.012639,0.162862,0.206268,0.012078,0,0,0,G4
0.012517,0.158244,0.22221,0,0,0,0,G4
0.012831,0.163973,0.198503,0,0,0,0,G4
0.014258,0.11421,0.147542,0.011648,0.009411,0,0,G4
0.017062,0.139434,0.196934,0.013654,0,0,0,G4
0.021052,0.108038,0.10903,0.012743,0,0,0,G5
0.022052,0.122012,0.10207,0.030171,0,0,0,G5
0.022395,0.098204,0.117445,0,0,0,0,G5
0.031525,0.098359,0.11212,0.012435,0.01588,0.012782,0,G5
0.021207,0.121382,0.098048,0.029121,0,0,0,G5
0.020503,0.086468,0.0778,0.054942,0,0,0,G5
0.02077,0.096977,0.076072,0.054295,0.01346,0,0,G5
0.020459,0.107323,0.077764,0.048426,0.016053,0,0,G5
0.021021,0.090233,0.100897,0.027536,0,0,0,G5
0.02039,0.086406,0.098954,0.017805,0.013381,0,0,G5
0.015135,0.025191,0.037184,0.08558,0.045642,0.034912,0,G6
0.014573,0.047422,0.097311,0.06815,0.022847,0,0,G6
0.013595,0.077367,0.140325,0.077083,0.061259,0,0,G6
0.013738,0.061307,0.135824,0.077107,0.017345,0,0,G6
0.013736,0.079209,0.048951,0.062149,0.024158,0.04536,0,G6
0.013928,0.042118,0.066836,0.085379,0.036285,0.020216,0,G6
0.013876,0.054706,0.068929,0.070493,0.032849,0.02096,0,G6
0.013807,0.068845,0.110178,0.076035,0.025393,0,0,G6
0.01415,0.047068,0.094783,0.076992,0.014358,0.0184,0,G6
0.014919,0.032231,0.091783,0.091762,0.03659,0.015287,0,G6
0.011148,0.03636,0.067561,0.091918,0.018593,0,0,G7
0.011434,0.041268,0.101558,0.116717,0,0,0,G7
0.011219,0.063064,0.090392,0.111534,0,0,0,G7
0.010902,0.019942,0.100727,0.099663,0,0,0,G7
0.010432,0.021779,0.071672,0.110623,0,0,0,G7
0.010954,0.021371,0.064752,0.10332,0,0,0,G7
0.011662,0.041089,0.084106,0.097565,0,0,0,G7
0.011852,0.064894,0.07108,0.081791,0,0,0,G7
0.011112,0.059605,0.093079,0.112992,0,0,0,G7
0.010802,0.031441,0.08301,0.108873,0.016765,0,0,G7
0.009672,0.048931,0.263845,0.211425,0,0,0,G8
0.009761,0.034733,0.296619,0.204547,0,0,0,G8
0.009541,0.328413,0.207044,0.015999,0.048056,0,0,G8
0.009822,0.313767,0.216068,0.016364,0.022226,0.040228,0,G8
0.009685,0.051644,0.334916,0.211617,0,0,0,G8
0.009611,0.326283,0.192317,0.032352,0,0,0,G8
0.009718,0.355031,0.21432,0.040942,0,0,0,G8
0.009771,0.275351,0.185902,0.02915,0,0,0,G8
0.009682,0.221989,0.178509,0.033721,0,0,0,G8
0.009763,0.029241,0.259082,0.191295,0,0,0,G8
0.008987,0.024411,0.098443,0.027785,0.048359,0.161,0,G9
0.008941,0.073009,0.013889,0.030369,0.174005,0.01143,0.016312,G9
0.008827,0.017085,0.065137,0.029251,0.044269,0.168112,0,G9
1,0.008705,0.152503,0.012319,0,0,0,G9
0.008749,0.112829,0.044874,0.055841,0.160843,0.025145,0,G9
0.008624,0.088067,0.046123,0.056331,0.158336,0.0199,0,G9
0.008786,0.097495,0.042586,0.049193,0.166808,0.021731,0,G9
0.008948,0.020169,0.07832,0.029088,0.041007,0.162272,0,G9
0.008825,0.022295,0.093137,0.025012,0.050633,0.162751,0,G9
0.008881,0.029556,0.098539,0.024855,0.044744,0.166867,0,G9
0,0.007819,0.007221,0,0,0,0,G1
0,0.020518,0,0,0,0,0,G1
0,0.030536,0.008406,0,0,0,0,G1
0,0.022041,0,0,0,0,0,G1
0,0.005806,0.009259,0.005802,0,0,0,G1
0,0.006895,0.014598,0,0,0,0,G1
0,0.011542,0.007773,0.00664,0.010816,0,0,G1
0,0.007412,0.010099,0.007662,0.010419,0,0,G1
0,0.009338,0.017382,0.009113,0,0,0,G1
0,0.007065,0,0,0,0,0,G1
0.013042,0.366711,0.15185,0.028976,0.028441,0.039427,0,G0
0.011495,0.348569,0.198821,0.062451,0.022373,0.057339,0,G0
0.010895,0.38887,0.241542,0.037642,0.027951,0.051435,0,G0
0.016768,0.3737,0.201114,0.028222,0.015422,0.05272,0,G0
0.012894,0.174927,0.242653,0.027412,0,0,0,G0
0.012687,0.357936,0.1953,0.039106,0.018767,0.045243,0,G0
0.016537,0.059243,0.328885,0.18867,0.077433,0.02343,0,G0
0.012489,0.372626,0.167286,0.033298,0.039668,0,0,G0
0.012102,0.339033,0.142469,0.025681,0.023075,0.028966,0,G0
0.011832,0.053,0.363668,0.185335,0.034413,0.014326,0,G0
1,0.114825,0.040436,0.01545,0,0,0,G2
0,0.099794,0.055766,0.014086,0,0,0,G2
0,0.111738,0.022784,0.02335,0,0,0,G2
1,0.244215,0.033344,0.059526,0.015227,0,0,G2
1,0.02565,0.12117,0.016531,0.048178,0.016898,0,G2
1,0.146066,0.126319,0.020214,0.018382,0.049089,0,G2
1,0.033123,0.118624,0.072491,0.015229,0.032199,0,G2
0,0.205705,0.033862,0.044074,0.021073,0,0,G2
1,0.180649,0.041616,0.014492,0.018361,0,0,G2
1,0.132025,0.073482,0.03393,0,0,0,G2
0.02319,0.089612,0.139751,0.008969,0,0,0,G3
0.016277,0.040332,0.023133,0.035873,0,0,0,G3
0,0.186791,0.087182,0.01692,0,0,0,G3
0.014628,0.136146,0.095833,0,0,0,0,G3
0.01504,0.123745,0.138949,0.010087,0,0,0,G3
1,0.20281,0.087066,0.015766,0,0,0,G3
1,0.227334,0.083021,0.015552,0,0,0,G3
0.02276,0.176022,0.052006,0.014829,0,0,0,G3
0.022718,0.187241,0.09123,0.014634,0.014752,0,0,G3
0.024239,0.111313,0.14408,0.014061,0,0,0,G3
0.012037,0.201524,0.353444,0.018466,0,0,0,G4
0.018735,0.218506,0.427409,0.02334,0,0,0,G4
0.012,0.213037,0.372649,0.01461,0,0,0,G4
0.011555,0.200693,0.366873,0.015294,0,0,0,G4
0.011652,0.229198,0.362371,0.014413,0.025176,0,0,G4
0.011781,0.2012,0.364941,0.016048,0,0,0,G4
0.011935,0.074567,0.019819,0.07562,0,0,0,G4
0.011958,0.22395,0.399855,0.017425,0.020542,0,0,G4
0.018791,0.201956,0.379204,0.023102,0,0,0,G4
0.017666,0.204698,0.388329,0.027146,0,0,0,G4
0.019785,0.13071,0.23217,0.071969,0.049728,0,0,G5
0.020119,0.148393,0.228082,0.031009,0,0,0,G5
0.01997,0.158482,0.204349,0.038342,0.013063,0.012593,0,G5
0.020287,0.163109,0.219131,0.029803,0.027378,0,0,G5
0.020168,0.167045,0.179527,0.079891,0.015209,0,0,G5
0.019834,0.168194,0.206056,0.036222,0,0,0,G5
0.019846,0.148396,0.203097,0.023493,0,0,0,G5
0.020116,0.149002,0.212266,0.036669,0.015774,0,0,G5
0.020067,0.172696,0.220566,0.041518,0.012491,0.014129,0,G5
0.019847,0.183187,0.256131,0.032365,0.035451,0,0,G5
0.014743,0.077779,0.165085,0.174437,0.024174,0,0,G6
0.015098,0.081461,0.154695,0.179334,0.011559,0.033264,0,G6
0.014547,0.067564,0.145747,0.195901,0.02883,0,0,G6
0.014449,0.07793,0.149552,0.169311,0.035747,0,0,G6
0.014934,0.082563,0.141826,0.146074,0.034418,0,0,G6
0.014813,0.069904,0.155769,0.151146,0.030644,0,0,G6
0.015164,0.053839,0.13445,0.199919,0.028759,0,0,G6
0.014885,0.091007,0.167775,0.203952,0.039435,0.014209,0,G6
0.015116,0.094593,0.184033,0.17356,0.034906,0,0,G6
0.014977,0.100818,0.190355,0.169783,0.0271,0,0,G6
0.010438,0.011138,0.049681,0.015679,0,0,0,G7
0.010795,0.014416,0.010012,0.040653,0,0,0,G7
0.010652,0.01132,0.014112,0.05318,0,0,0,G7
0.010717,0.013726,0.010618,0.044797,0,0,0,G7
0.011471,0.01081,0.009663,0.014324,0.070972,0,0,G7
0.011236,0.017577,0.013255,0.072787,0,0,0,G7
0.010897,0.328406,0.043037,0,0,0,0,G7
0.010884,0.305703,0.225134,0,0,0,0,G7
0.010807,0.008866,0.016103,0.02733,0.010759,0,0,G7
0.011076,0.013775,0.013559,0.018271,0,0,0,G7
0.011049,0.008407,0.016711,0.006434,0.007333,0,0,G8
0.0108,0.451937,0.297972,0.024704,0.058413,0,0,G8
0.011102,0.466783,0.326172,0.026826,0.071734,0,0,G8
0.011007,0.437066,0.305247,0.016869,0.05383,0,0,G8
0.010856,0.682077,0.463094,0.038164,0,0,0,G8
0.009815,0.011173,0.035317,0.049497,0.077079,0.010533,0.196697,G8
0.012549,0.071372,0.347159,0.217114,0.016949,0,0,G8
0.012129,0.038224,0.419205,0.264563,0.013955,0,0,G8
0.01254,0.504445,0.340323,0.045379,0,0,0,G8
0.00966,0.639701,0.404492,0.035897,0,0,0,G8
0.009456,0.095971,0.039284,0.076693,0.211636,0.016574,0.03256,G9
0.009113,0.023805,0.118471,0.043077,0.097786,0.221921,0.012469,G9
0.008982,0.025753,0.112907,0.043654,0.093882,0.218012,0.012905,G9
0.009393,0.116004,0.036786,0.090496,0.239207,0.026859,0,G9
0.010939,0.088522,0.1089,0.056462,0.087732,0.190307,0,G9
0.009364,0.109153,0.042412,0.087274,0.195777,0.03381,0,G9
0.009404,0.025542,0.100645,0.045095,0.086635,0.22238,0,G9
0.009125,0.10766,0.032899,0.081272,0.225014,0.016224,0.027765,G9
0.009162,0.105935,0.04262,0.092801,0.247152,0.015929,0.020917,G9
0.011123,0.098511,0.044344,0.098923,0.242929,0.018286,0.02611,G9
0,0.020255,0.012293,0.008905,0,0,0,G1
0,0.175948,0.049027,0,0,0,0,G1
0,0.040969,0.143585,0,0,0,0,G1
0,0.149561,0.034912,0,0,0,0,G1
0,0.009465,0.013831,0.196931,0,0,0,G1
1,0.015133,0.014027,0.027107,0.051886,0,0,G1
0,0.015214,0.018578,0.095422,0,0,0,G1
0,0.01069,0.01148,0.026429,0,0,0,G1
0,0.012209,0.009117,0.030847,0,0,0,G1
0,0.043737,0.108233,0,0,0,0,G1
0.015583,0.326014,0.095803,0.080433,0.034174,0,0,G0
0.011402,0.030286,0.238218,0.192145,0.07444,0,0,G0
0.011398,0.281719,0.19706,0.078283,0.033991,0,0,G0
0.011594,0.28244,0.145021,0.081671,0.051428,0.030531,0,G0
0.013536,0.288003,0.224935,0.080041,0.027966,0,0,G0
0.011151,0.267619,0.24238,0.068695,0.017246,0,0,G0
0.011191,0.339536,0.118894,0.077328,0.034347,0.030078,0,G0
0.011357,0.33035,0.191539,0.158845,0.011175,0.024588,0,G0
0.010831,0.234378,0.257092,0.078046,0.035334,0,0,G0
0.013881,0.022806,0.198273,0.197231,0.056681,0,0,G0
1,0.271343,0.024224,0.022222,0.028975,0,0,G2
0.020163,0.137535,0.116426,0.040629,0,0,0,G2
1,0.156592,0.144591,0.016149,0.067258,0,0,G2
1,0.038864,0.245308,0.050071,0,0,0,G2
0.02079,0.247193,0.048525,0.060653,0,0,0,G2
1,0.258206,0.020934,0,0,0,0,G2
1,0.346993,0.045401,0.073414,0,0,0,G2
1,0.568821,0.197023,0.016279,0,0,0,G2
1,0.388772,0.044115,0.065095,0,0,0,G2
1,0.266897,0.063145,0.037845,0,0,0,G2
1,0.274276,0.044658,0.01922,0,0,0,G3
0,0.312119,0.064483,0,0,0,0,G3
1,0.322302,0.070058,0.013135,0,0,0,G3
1,0.350146,0.054894,0.016851,0,0,0,G3
1,0.308336,0.030909,0.070607,0,0,0,G3
1,0.325473,0.032171,0.057401,0,0,0,G3
0.015459,0.318742,0.065993,0.011806,0.024335,0,0,G3
0.024163,0.330317,0.04614,0.072376,0,0,0,G3
1,0.220275,0.062341,0.07872,0,0,0,G3
1,0.009362,0.080495,0.042266,0.007174,0,0,G3
0.01132,0.150927,0.399576,0.016643,0,0,0,G4
0.010736,0.150199,0.369024,0.015115,0,0,0,G4
0.011071,0.203945,0.380716,0.018131,0,0,0,G4
0.0114,0.161177,0.385727,0.020864,0.012621,0,0,G4
0.011556,0.124372,0.332624,0.013772,0,0,0,G4
0.017567,0.250458,0.463496,0.017024,0,0,0,G4
0.011834,0.109539,0.29354,0.017479,0,0,0,G4
0.011023,0.145898,0.340097,0.020291,0.014171,0,0,G4
0.017425,0.235833,0.389991,0.027087,0,0,0,G4
0.011751,0.235833,0.380202,0.017313,0,0,0,G4
0.015008,0.443676,0.146868,0.048322,0.016274,0,0,G5
0.014457,0.367159,0.171036,0.040283,0,0,0,G5
0.014868,0.402231,0.160184,0.047472,0,0,0,G5
0.013079,0.145481,0.397919,0.089194,0.028517,0,0,G5
0.015642,0.154938,0.370428,0.116305,0.016814,0,0,G5
0.014786,0.391403,0.201908,0.050533,0,0,0,G5
0.01504,0.420612,0.159597,0.051321,0,0,0,G5
0.02011,0.129563,0.281516,0.093216,0.04933,0,0,G5
0.02342,0.355937,0.223931,0.063507,0.036272,0,0,G5
0.015389,0.428359,0.189355,0.056101,0.022147,0,0,G5
0.015161,0.214898,0.079023,0.136585,0.056193,0,0,G6
0.013325,0.323978,0.069227,0.093749,0.038957,0.040347,0,G6
0.013629,0.118807,0.117492,0.182543,0.087608,0,0,G6
0.014153,0.292679,0.059087,0.0874,0.037039,0,0,G6
0.014974,0.25546,0.0575,0.112901,0.034208,0.037606,0,G6
0.014878,0.046326,0.083325,0.190252,0.078726,0,0,G6
0.014263,0.062229,0.114143,0.180739,0.084265,0.027889,0,G6
0.01452,0.281293,0.062609,0.105282,0.05,0,0,G6
0.014403,0.264699,0.059278,0.119241,0.037255,0.034607,0,G6
0.015611,0.275563,0.516233,0,0,0,0,G6
0.011984,0.32394,0.023412,0.039355,0,0,0,G7
0.011156,0.293018,0.022691,0.061458,0,0,0,G7
0.010727,0.421401,0.019392,0.038813,0,0,0,G7
0.011904,0.450678,0.028172,0.019818,0.023495,0,0,G7
0.011072,0.019288,0.355339,0.024774,0,0,0,G7
0.011558,0.306407,0.025569,0.072528,0,0,0,G7
0.010878,0.306549,0.034357,0.026497,0,0,0,G7
0.010501,0.324724,0.039819,0.036044,0,0,0,G7
0.010635,0.044907,0.268342,0.019099,0,0,0,G7
0.011445,0.035831,0.292788,0.028303,0,0,0,G7
0.012229,0.261391,0.157467,0.161287,0,0,0,G8
0.011917,0.049751,0.252599,0.256932,0.019387,0,0,G8
0.011702,0.085303,0.279662,0.257067,0.018076,0,0,G8
0.011597,0.167287,0.233265,0.221694,0.017163,0,0,G8
0.010948,0.291947,0.127874,0.12287,0.038349,0,0,G8
0.01127,0.258214,0.141689,0.145561,0.024689,0.017948,0,G8
0.011619,0.051099,0.29312,0.265162,0.02107,0,0,G8
0.011397,0.095659,0.288686,0.247388,0.022724,0,0,G8
0.011659,0.054317,0.288058,0.249334,0.028706,0,0,G8
0.015045,0.289399,0.136106,0.130834,0.039746,0,0,G8
0.011028,0.055925,0.076643,0.113668,0.251743,0.019976,0,G9
0.009949,0.02358,0.068969,0.045532,0.117745,0.20197,0.018358,G9
0.010189,0.094031,0.060879,0.046263,0.11118,0.189303,0.010653,G9
0.011212,0.058875,0.060946,0.111624,0.193587,0.084517,0,G9
0.010182,0.060987,0.082062,0.121932,0.256468,0.012912,0.017612,G9
0.009492,0.022396,0.051086,0.062413,0.103017,0.213252,0.020494,G9
0.009211,0.027877,0.033543,0.063742,0.117808,0.026839,0.274444,G9
0.010216,0.043521,0.061001,0.099367,0.198125,0.015807,0.182939,G9
0.010888,0.058036,0.093288,0.127432,0.237929,0.01227,0,G9
0.010339,0.058147,0.103529,0.134029,0.250454,0.015306,0.013282,G9
0.018991,0.013871,0.020007,0,0,0,0,G1
0,0.03829,0.025005,0,0,0,0,G1
1,0.031992,0.028809,0.013714,0,0,0,G1
0,0.008555,0.015917,0.014952,0,0,0,G1
0,0.018554,0.015759,0.113859,0,0,0,G1
0,0.04159,0.015929,0.026003,0,0,0,G1
0,0.011179,0.021973,0.009615,0.007851,0.022866,0,G1
0,0.023992,0.046034,0,0,0,0,G1
0,0.008899,0.055423,0.008561,0,0,0,G1
0,0.021761,0.005847,0,0,0,0,G1
0.011154,0.018998,0.327626,0.075434,0.118597,0.023298,0,G0
0.01162,0.017612,0.22697,0.13332,0.038507,0,0,G0
0.011376,0.020001,0.276878,0.167703,0.034647,0,0,G0
0.016074,0.269158,0.190138,0.100187,0.073027,0,0,G0
0.011033,0.274924,0.199647,0.095667,0.078049,0.017804,0,G0
0.01112,0.027104,0.31553,0.191407,0.060648,0.017077,0,G0
0.011141,0.017448,0.030063,0,0,0,0,G0
0.016025,0.05499,0.230019,0.136346,0.04603,0,0,G0
0.01572,0.276554,0.227407,0.112827,0.066275,0.019219,0,G0
0.010908,0.228711,0.283585,0.103807,0.082037,0.011732,0,G0
0.036082,0.207036,0.022559,0,0,0,0,G2
0,0.089465,0.023003,0,0,0,0,G2
0,0.111218,0.014516,0.034432,0.09214,0,0,G2
1,0.106296,0.021301,0.020381,0,0,0,G2
0,0.097477,0.071862,0.036368,0,0,0,G2
1,0.126583,0.022924,0.028029,0,0,0,G2
1,0.308601,0.038416,0,0,0,0,G2
1,0.133869,0.055579,0.021959,0.031371,0.097225,0,G2
1,0.151067,0.05673,0.017462,0.018386,0.133212,0,G2
1,0.355388,0.016434,0.037108,0,0,0,G2
1,0.263949,0.079654,0.043955,0,0,0,G3
0.017628,0.204339,0.122234,0.013857,0.027459,0,0,G3
0,0.095096,0.13103,0,0,0,0,G3
1,0.215448,0.145781,0,0,0,0,G3
1,0.081436,0.181691,0,0,0,0,G3
1,0.191748,0.156529,0,0,0,0,G3
1,0.073459,0.15179,0,0,0,0,G3
1,0.105103,0.147234,0,0,0,0,G3
1,0.081734,0.136216,0,0,0,0,G3
1,0.236337,0.088984,0.059275,0,0,0,G3
0.027495,0.012572,0.209557,0.322374,0.023551,0,0,G4
0.012179,0.036414,0.016782,0.045517,0,0,0,G4
0.023979,0.211232,0.329975,0.016022,0,0,0,G4
0.012371,0.270515,0.361467,0.016537,0,0,0,G4
0.011632,0.2089,0.35704,0.02164,0,0,0,G4
0.011963,0.033877,0.026018,0.676017,0,0,0,G4
0.012571,0.180709,0.391627,0.02361,0,0,0,G4
0.022713,0.217057,0.343711,0.031353,0,0,0,G4
0.012888,0.243115,0.349407,0.026417,0,0,0,G4
0.034152,0.292893,0.340378,0.021709,0,0,0,G4
0.02039,0.135569,0.187508,0.042146,0.020411,0,0,G5
0.019394,0.125486,0.159507,0.077038,0.043159,0,0,G5
0.019014,0.242288,0.096599,0.061631,0.072003,0,0,G5
0.019206,0.169664,0.185972,0.049962,0.026716,0,0,G5
0.019641,0.153565,0.197807,0.060431,0,0,0,G5
0.020034,0.138635,0.15872,0.041904,0.015151,0,0,G5
0.018406,0.146634,0.160451,0.092287,0.061909,0,0,G5
0.015375,0.117433,0.148685,0.086835,0.046082,0,0,G5
0.019417,0.0992,0.168651,0.138644,0.017835,0,0,G5
0.019508,0.168224,0.184689,0.112248,0.022221,0,0,G5
0.02997,0.034744,0.153967,0.164679,0.099987,0,0,G6
0.015697,0.027229,0.057046,0.066844,0.069815,0.038968,0,G6
0.015816,0.032632,0.052521,0.061753,0.065191,0.060776,0,G6
0.015631,0.037341,0.078917,0.030143,0.060912,0,0,G6
0.052611,0.02105,0.067071,0.075163,0.050571,0.03295,0,G6
0.016834,0.027932,0.053021,0.029284,0.056296,0.051676,0,G6
0.018884,0.028314,0.07395,0.022444,0.101833,0.01552,0.055448,G6
0.016977,0.020085,0.05303,0.026795,0.078835,0.03864,0,G6
0.033821,0.013341,0.049557,0.108613,0.021379,0.105961,0,G6
0.01103,0.029056,0.153261,0.233538,0.073976,0,0,G6
0.013018,0.008248,0.009038,0.320431,0.01657,0,0,G7
0.011292,0.013146,0.360597,0.014556,0,0,0,G7
0.012412,0.010738,0.241783,0.013799,0,0,0,G7
0.011606,0.009802,0.368513,0,0,0,0,G7
0.011732,0.016374,0.344078,0,0,0,0,G7
0.011921,0.019475,0.34221,0.02047,0.014728,0,0,G7
0.011871,0.358829,0.013164,0,0,0,0,G7
0.011567,0.354279,0.013566,0.010324,0,0,0,G7
0.050177,0.008422,0.332069,0.008432,0.009364,0,0,G7
0.046378,0.307059,0.010955,0,0,0,0,G7
0.012986,0.302853,0.125428,0.010918,0,0,0,G8
0.011998,0.287885,0.144593,0,0,0,0,G8
0.012695,0.234606,0.126682,0.0845,0,0,0,G8
0.012879,0.26678,0.1134,0.014838,0.010022,0,0,G8
0.013162,0.275099,0.109297,0,0,0,0,G8
0.012941,0.03151,0.256376,0.10675,0,0,0,G8
0.01283,0.208502,0.213153,0.10074,0,0,0,G8
