@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,12'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,11111,0.010189,0.820475,1.36548,G9
5,11111,0.011212,1.013903,1.483501,G9
5,11111,0.010182,1.098606,1.304054,G9
5,11111,0.009492,0.951457,1.361284,G9
5,11111,0.009211,0.676148,1.341811,G9
5,11111,0.010216,0.798898,1.319125,G9
5,11111,0.010888,1.13354,1.343428,G9
5,11111,0.010339,1.143635,1.295975,G9
2,0,0.018991,0.669171,-1.17359,G1
0,0,0,0,0,G1
1,0,1,0.566101,-0.706407,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
0,0,0,0,0,G1
3,1101,0.011154,0.428427,0.736359,G0
3,1101,0.01162,0.600893,1.034234,G0
3,1101,0.011376,0.585449,0.983857,G0
2,1101,0.016074,0.347165,0.9458,G0
3,1101,0.011033,0.412131,0.949965,G0
3,1101,0.01112,0.708656,0.97247,G0
3,1101,0.011141,0.767946,1.031809,G0
2,1101,0.016025,0.709577,0.913151,G0
2,1101,0.01572,0.516266,0.924732,G0
3,1101,0.010908,0.518959,0.702197,G0
2,1000,0.036082,1.912317,4.437551,G2
0,1000,0,0,0,G2
0,1000,0,0,0,G2
1,1000,1,0.838413,-0.500419,G2
0,1000,0,0,0,G2
1,1000,1,0.440294,-0.790939,G2
1,1000,1,-0.301824,0.648214,G2
1,1000,1,-0.38944,0.695994,G2
1,1000,1,-0.344222,0.680582,G2
1,1000,1,-0.241185,0.662175,G2
1,1,1,-0.199055,0.73561,G3
2,1,0.017628,0.074395,1.139866,G3
0,1,0,0,0,G3
1,1,1,0.048779,0.883641,G3
1,1,1,0.195088,0.879319,G3
1,1,1,0.049099,0.833071,G3
1,1,1,0.060909,0.845208,G3
1,1,1,0.002198,0.860605,G3
1,1,1,-0.014611,0.841087,G3
1,1,1,-0.172701,0.755256,G3
3,11000,0.027495,-0.072026,1.53506,G4
2,11000,0.012179,-0.35709,1.391002,G4
3,11000,0.023979,-0.057814,1.564538,G4
2,11000,0.012371,-0.306567,1.238433,G4
2,11000,0.011632,-0.456731,1.116702,G4
2,11000,0.011963,-0.538603,1.072066,G4
2,11000,0.012571,-0.49363,1.131225,G4
3,11000,0.022713,0.315553,2.852303,G4
2,11000,0.012888,-0.274237,1.283077,G4
3,11000,0.034152,-0.071735,3.320397,G4
2,1100,0.02039,0.344217,0.714377,G5
2,1100,0.019394,0.00125,0.945916,G5
2,1100,0.019014,-0.104991,0.900844,G5
2,1100,0.019206,0.100275,0.891132,G5
2,1100,0.019641,0.230157,0.813929,G5
2,1100,0.020034,0.20059,0.809435,G5
2,1100,0.018406,-0.008094,0.792402,G5
3,1100,0.015375,0.279717,2.213762,G5
2,1100,0.019417,0.184218,0.836541,G5
2,1100,0.019508,0.29544,0.741945,G5
4,1110,0.02997,0.516782,1.581077,G6
3,1110,0.015697,0.139307,0.827264,G6
3,1110,0.015816,0.094906,0.760551,G6
3,1110,0.015631,-0.129805,0.568608,G6
4,1110,0.052611,0.465319,1.883136,G6
3,1110,0.016834,0.181402,0.792017,G6
3,1110,0.018884,0.274874,0.799378,G6
3,1110,0.016977,0.13395,0.839703,G6
2,1110,0.033821,0.005638,0.638898,G6
3,1110,0.01103,0.317525,0.877654,G6
3,10001,0.013018,0.623048,1.032663,G7
2,10001,0.011292,0.627914,0.723627,G7
3,10001,0.012412,0.587678,0.696,G7
2,10001,0.011606,0.531465,0.817296,G7
2,10001,0.011732,0.683781,0.748672,G7
3,10001,0.011921,0.727063,0.633878,G7
2,10001,0.011871,0.559888,1.066187,G7
2,10001,0.011567,0.408152,1.006429,G7
3,10001,0.050177,1.685299,4.407277,G7
3,10001,0.046378,1.697408,4.139905,G7
3,11001,0.012986,0.496928,1.104342,G8
3,11001,0.011998,0.350388,1.251412,G8
3,11001,0.012695,0.26795,1.173207,G8
3,11001,0.012879,0.356405,1.148731,G8
3,11001,0.013162,0.538121,1.155998,G8
3,11001,0.012941,0.285648,1.043317,G8
3,11001,0.01283,0.095009,0.956007,G8
3,11001,0.012804,0.063922,1.040511,G8
3,11001,0.013011,0.273822,1.111945,G8
3,11001,0.013227,0.497472,1.013234,G8
5,11111,0.009618,1.037722,1.157735,G9
5,11111,0.00954,0.96735,1.255594,G9
5,11111,0.009611,0.972766,1.184164,G9
5,11111,0.009665,0.967241,1.250833,G9
5,11111,0.009683,1.00079,1.220477,G9
5,11111,0.009614,0.910479,1.088166,G9
5,11111,0.009669,0.776657,1.085197,G9
5,11111,0.009657,0.79672,1.063287,G9
5,11111,0.009594,1.012155,1.087691,G9
5,11111,0.009706,1.080741,1.177329,G9
